N	2gram	Vygotskiy__4	Russkaja
259	и однако	1	2
260	не должен	1	2
261	с ним	5	2
262	бы его	3	2
263	на это	1	2
264	и состоит	1	2
265	ее в	4	2
266	тем самым	3	2
267	точно так	3	2
268	и действительно	1	1
269	должен быть	1	1
270	того же	1	1
271	согласно этому	1	1
272	он может	2	1
273	силы и	2	1
274	часто совершенно	1	1
275	к своей	3	1
276	это и	5	1
277	совершенной ясностью	1	1
278	идет о	3	1
279	на деле	1	1
280	показать что	7	1
281	ему что	1	1
282	не хочет	1	1
283	встает перед	1	1
284	что эти	2	1
285	от которых	1	1
286	с таким	2	1
287	со своей	1	1
288	к созданию	1	1
289	и за	3	1
290	также и	2	1
291	есть не	1	1
292	то совершенно	1	1
293	надо было	2	1
294	мы не	5	1
295	же как	3	1
296	он считает	1	1
297	зрения житейской	1	1
298	а где	1	1
299	к новой	1	1
300	наша мысль	1	1
301	имеет свою	1	1
302	не была	1	1
303	он как	1	1
304	в сущности	6	1
305	в деле	1	1
306	свою особую	1	1
307	событий и	3	1
308	которое в	1	1
309	себе что	1	1
310	формы в	1	1
311	без всякого	2	1
312	когда речь	2	1
313	и видеть	1	1
314	в создании	1	1
315	делу и	1	1
316	не был	2	1
317	столь же	2	1
318	что его	3	1
319	друг к	1	1
320	ее к	1	1
321	к этому	4	1
322	но как	1	1
323	точка зрения	2	1
324	значение и	1	1
325	в общем	1	1
326	очевидно что	1	1
327	оно является	2	1
328	которые не	1	1
329	в истории	1	1
330	первый взгляд	1	1
331	что во	1	1
332	в одной	2	1
333	чтобы мы	1	1
334	что ее	2	1
335	что касается	2	1
336	перед нами	6	1
337	необычайной ясностью	1	1
338	в полном	1	1
339	когда он	7	1
340	имеет в	1	1
341	этой цели	2	1
342	от этого	3	1
343	не быть	1	1
344	и конечно	2	1
345	в которой	4	1
346	нее он	1	1
347	нее так	1	1
348	бы не	2	1
349	другим способом	1	1
350	но ведь	1	1
351	им в	1	1
352	только один	1	1
353	тому же	3	1
354	двух других	1	1
355	если он	2	1
356	он всегда	1	1
357	вообще не	1	1
358	на его	1	1
359	и заранее	1	1
360	не могла	1	1
361	не следует	1	1
362	силу и	1	1
363	смотреть как	1	1
364	есть та	1	1
365	борьбе против	1	1
366	никому не	2	1
367	так например	4	1
368	и заключается	1	1
369	но все	2	1
370	такого же	1	1
371	это конечно	1	1
372	в одну	1	1
373	здесь мы	3	1
374	могла бы	4	1
375	тем же	1	1
376	тем в	1	1
377	об этой	1	1
378	об этом	4	1
379	к другу	1	1
380	это вдруг	1	1
381	не трудно	1	1
382	то есть	13	1
383	заключается в	5	1
384	те или	1	1
385	чтобы он	2	1
386	это не	6	1
387	нечего и	1	1
388	и мы	15	1
389	уже знаем	3	1
390	это противоречие	1	1
391	в жизни	4	1
392	вызывать в	1	1
393	из нее	3	1
394	этого слова	3	1
395	но вся	2	1
396	она и	1	1
397	со своими	1	1
398	для чего	4	1
399	обозначить как	1	1
400	иначе говоря	2	1
401	такой же	2	1
402	в один	1	1
403	перед собой	1	1
404	сделать эти	1	1
405	на первый	1	1
406	привело к	1	1
407	нет для	1	1
408	что такая	1	1
409	другим и	1	1
410	таком взгляде	1	1
411	в такой	2	1
412	и без	1	1
413	где мы	1	1
414	что вся	1	1
415	не столько	1	1
416	сделано в	1	1
417	оказывается что	2	1
418	в которых	3	1
419	он весь	1	1
420	для всякого	1	1
421	нельзя отрицать	1	1
422	нельзя было	1	1
423	с совершенной	2	1
424	и эти	2	1
425	ни было	1	1
426	который мы	1	1
427	видеть что	1	1
428	ним в	2	1
429	необходимо чтобы	1	1
430	вовсе не	5	1
431	даже в	2	1
432	все три	1	1
433	же мы	2	1
434	и вся	1	1
435	он непременно	1	1
436	задачи и	1	1
437	нее все	1	1
438	с необычайной	2	1
439	что эта	6	1
440	и другое	2	1
441	самого начала	5	1
442	и всегда	1	1
443	дело в	1	1
444	ее с	4	1
445	на него	4	1
446	не по	2	1
447	в основе	3	1
448	он еще	1	1
449	образом в	2	1
450	но только	1	1
451	ярко и	1	1
452	только не	2	1
453	найти в	1	1
454	казалось бы	5	1
455	это то	3	1
456	всего на	1	1
457	с одним	1	1
458	суть дела	1	1
459	к ней	1	1
460	связь и	1	1
461	свидетельствуют о	2	1
462	что на	1	1
463	однако это	1	1
464	вот в	1	1
465	только от	1	1
466	можно формулировать	2	1
467	исходить из	1	1
468	стороны и	1	1
469	факт для	1	1
470	нет ни	3	1
471	есть только	2	1
472	чтобы сделать	2	1
473	как только	2	1
474	бы показать	1	1
475	же самое	6	1
476	одну и	1	1
477	что при	2	1
478	от которой	1	1
479	и материал	1	1
480	и это	5	1
481	оно может	1	1
482	из всего	1	1
483	как мы	4	1
484	нас от	3	1
485	но по	1	1
486	с ее	3	1
487	как не	1	1
488	свою очередь	1	1
489	всего этого	1	1
490	такому же	1	1
491	в ее	2	1
492	совершенно ясно	8	1
493	начал с	1	1
494	мысль о	1	1
495	и логически	1	1
496	только то	1	1
497	с самого	5	1
498	до самого	2	1
499	и когда	2	1
500	что у	4	1
501	так и	3	1
502	совершенно различных	2	1
503	те же	2	1
504	жизнь а	1	1
505	в какое-то	2	1
506	цели мы	1	1
507	остается только	1	1
508	ничего подобного	1	1
509	мы в	3	1
510	речи быть	1	1
511	вот это	1	1
512	иное как	1	1
513	движения и	1	1
514	то они	1	1
515	никак не	6	1
516	и просто	1	1
517	можно сказать	2	1
518	с другой	2	1
519	в какой-нибудь	1	1
520	должно было	2	1
521	которая сама	1	1
522	если с	1	1
523	в согласии	1	1
524	от этих	4	1
525	следить за	1	1
526	мы хотим	1	1
527	в лице	1	1
528	один из	2	1
529	это делалось	1	1
530	внутреннее противоречие	1	1
531	на другие	1	1
532	в обществе	1	1
533	никак нельзя	2	1
534	или мы	1	1
535	же и	1	1
536	в сторону	3	1
537	и у	1	1
538	если мы	12	1
539	или не	1	1
540	здесь же	1	1
541	а то	1	1
542	в житейских	1	1
543	и других	4	1
544	за ним	1	1
545	он принадлежит	1	1
546	которые служат	1	1
547	мы знаем	2	1
548	роль и	1	1
549	и их	1	1
550	могло бы	3	1
551	двух противоположных	2	1
552	не для	3	1
553	от тех	1	1
554	ее не	1	1
555	и будет	1	1
556	явствует что	1	1
557	превращается в	1	1
558	в любви	1	1
559	бы это	3	1
560	природы и	1	1
561	это будет	1	1
562	всякой новой	1	1
563	о своей	1	1
564	на ее	2	1
565	связаны с	1	1
566	по своим	1	1
567	к которому	1	1
568	дело при	1	1
569	создания и	2	1
570	самое страшное	1	1
571	что не	4	1
572	а на	2	1
573	хоть сколько-нибудь	1	1
574	на этот	3	1
575	здесь дело	1	1
576	которых мы	1	1
577	на которых	1	1
578	до конца	7	1
579	ничем не	2	1
580	не на	2	1
581	однако и	1	1
582	означало бы	3	1
583	с которым	1	1
584	из области	1	1
585	не об	1	1
586	душевной жизни	1	1
587	ближе к	1	1
588	в связи	1	1
589	которые будут	1	1
590	в руках	2	1
591	следовало бы	1	1
592	связь с	5	1
593	и пути	1	1
594	в самой	6	1
595	как это	14	1
596	согласии с	1	1
597	чем то	1	1
598	смысле этого	3	1
599	это его	1	1
600	эту мысль	1	1
601	только чтобы	1	1
602	быть не	2	1
603	или хотя	1	1
604	бы такой	1	1
605	они видят	1	1
606	с этой	4	1
607	есть много	1	1
608	сейчас же	16	1
609	и некоторые	1	1
610	весь ход	1	1
611	и таким	1	1
612	к другим	1	1
613	и надо	1	1
614	не является	2	1
615	на все	2	1
616	которых он	1	1
617	объединить все	1	1
618	образом по	1	1
619	при таком	3	1
620	что кроме	1	1
621	это как	1	1
622	которая в	1	1
623	человек и	1	1
624	любви и	1	1
625	которые на	1	1
626	ее и	2	1
627	можно согласиться	1	1
628	этой действительности	1	1
629	бы в	1	1
630	необходимых для	1	1
631	его жизнь	1	1
632	и все	12	1
633	этой общей	1	1
634	личности и	1	1
635	в обстановке	1	1
636	от всякого	1	1
637	к ее	1	1
638	к самому	2	1
639	не замечают	1	1
640	а о	1	1
641	в свою	1	1
642	с ней	1	1
643	из тех	1	1
644	понимать как	1	1
645	была бы	2	1
646	виде и	1	1
647	к его	1	1
648	отношению к	1	1
649	что ни	2	1
650	эти элементы	1	1
651	ни на	2	1
652	этого и	1	1
653	причем эти	1	1
