N	2gram	Berdyaev_M_1	Formalny
339	в высшей	2	1
340	он и	2	1
341	смысл и	1	1
342	не мог	3	1
343	в этих	4	1
344	к тем	1	1
345	еще менее	1	1
346	можно найти	1	1
347	у художника	1	1
348	в такой	1	1
349	в котором	8	1
350	а от	1	1
351	не столько	1	1
352	в первый	1	1
353	в отличие	1	1
354	нему и	1	1
355	до последнего	1	1
356	от его	2	1
357	литературной критики	1	1
358	в силу	1	1
359	очень глубоко	1	1
360	но он	9	1
361	мире все	1	1
362	и эти	1	1
363	одна а	1	1
364	как от	1	1
365	не должно	1	1
366	тому чтобы	2	1
367	и почти	1	1
368	не знает	4	1
369	и вся	1	1
370	великое и	1	1
371	человека но	4	1
372	мира не	3	1
373	в обоих	1	1
374	этими двумя	1	1
375	в русской	1	1
376	мышления и	1	1
377	не имеет	3	1
378	если в	1	1
379	к этим	2	1
380	и сама	2	1
381	того чтобы	2	1
382	его от	1	1
383	самой жизни	1	1
384	и без	1	1
385	ведь может	1	1
386	к системе	1	1
387	он хочет	1	1
388	по своей	2	1
389	на природу	2	1
390	жизни как	1	1
391	мире и	1	1
392	человек его	2	1
393	потому что	16	1
394	же он	1	1
395	не принадлежит	2	1
396	на которой	1	1
397	только с	1	1
398	и из	1	1
399	за его	1	1
400	может показаться	1	1
401	свое собственное	1	1
402	и материально	1	1
403	все то	1	1
404	в духе	1	1
405	не могут	5	1
406	есть только	2	1
407	могут быть	2	1
408	не меньшее	1	1
409	лежит в	1	1
410	вопрос и	2	1
411	как для	2	1
412	этом они	1	1
413	природы от	2	1
414	и самое	1	1
415	и о	1	1
416	потому не	3	1
417	людей в	1	1
418	извне а	1	1
419	и всякой	1	1
420	роль в	1	1
421	важное место	1	1
422	он что-либо	1	1
423	должна предшествовать	1	1
424	слова а	1	1
425	в образе	1	1
426	в нескольких	1	1
427	не отражает	1	1
428	было в	1	1
429	по природе	1	1
430	мог бы	4	1
431	подойти к	1	1
432	людей они	1	1
433	по сравнению	2	1
434	из одного	1	1
435	мире в	1	1
436	не меньше	1	1
437	собственно в	1	1
438	и гармонии	1	1
439	перестать быть	1	1
440	душе не	1	1
441	судьба самого	1	1
442	истин не	1	1
443	с разных	2	1
444	одного из	1	1
445	русской критики	1	1
446	может не	2	1
447	нет у	3	1
448	как они	1	1
449	и своей	1	1
450	и всю	1	1
451	от них	1	1
452	и во	2	1
453	творчества в	1	1
454	противоречия и	1	1
455	на одном	1	1
456	для европейского	1	1
457	во внутренней	1	1
458	в свете	3	1
459	пути к	1	1
460	существует не	2	1
461	мысли не	1	1
462	к нему	7	1
463	мы видим	2	1
464	речи о	1	1
465	проникнуть в	1	1
466	и действительно	1	1
467	между этими	1	1
468	философии но	2	1
469	сознанием и	1	1
470	так что	1	1
471	к какому	1	1
472	к идее	1	1
473	в сторону	1	1
474	и исторических	1	1
475	себя в	3	1
476	одном отношении	1	1
477	не вне	1	1
478	оно всегда	1	1
479	не стал	2	1
480	участие в	1	1
481	мир в	3	1
482	мир не	2	1
483	был бы	10	1
484	себе в	1	1
485	никто не	2	1
486	в западном	1	1
487	или научное	1	1
488	у нее	1	1
489	так как	3	1
490	нужно знать	1	1
491	как его	1	1
492	у него	17	1
493	меньше чем	1	1
494	отличие от	1	1
495	явлений в	1	1
496	все-таки не	1	1
497	он глубоко	1	1
498	но из	1	1
499	возвращение человеку	1	1
500	действительно в	1	1
501	связан с	1	1
502	не были	1	1
503	выходит за	1	1
504	как у	1	1
505	первый и	1	1
506	что они	1	1
507	а именно	1	1
508	характерно для	1	1
509	движения в	2	1
510	когда его	1	1
511	что не	1	1
512	в конструкции	1	1
513	связано с	2	1
514	эти идеи	1	1
515	нужно сказать	1	1
516	жизни их	1	1
517	а на	1	1
518	у человека	5	1
519	человеком человек	1	1
520	его собственной	2	1
521	для человека	3	1
522	очень важное	1	1
523	русской литературы	5	1
524	к его	1	1
525	его на	1	1
526	жизни а	1	1
527	по своему	2	1
528	сравнению с	1	1
529	с такой	1	1
530	наряду с	1	1
531	в той	2	1
532	что же	1	1
533	и смысла	1	1
534	образ и	2	1
535	мир всегда	1	1
536	впервые в	1	1
537	что как	1	1
538	значит что	4	1
539	это значит	3	1
540	в иные	1	1
541	в это	1	1
542	и всех	1	1
543	такова же	1	1
544	в смысле	1	1
545	не одна	1	1
546	в более	2	1
547	стремиться к	1	1
548	только одна	1	1
549	и для	2	1
550	сознания и	1	1
551	мира и	5	1
552	том что	3	1
553	для нас	3	1
554	особого рода	1	1
555	из себя	1	1
556	которую он	2	1
557	еще более	1	1
558	тем более	1	1
559	не должен	1	1
560	ни к	1	1
561	и статьи	1	1
562	процесса как	1	1
563	разных сторон	1	1
564	они неизбежно	2	1
565	система в	1	1
566	от ее	1	1
567	первый период	1	1
568	своем творчестве	2	1
569	с ней	2	1
570	возможно лишь	1	1
571	сказать что	2	1
572	культуры как	1	1
573	в материальной	1	1
574	обычно не	1	1
575	о себе	3	1
576	культуры в	1	1
577	есть и	3	1
578	и состоит	1	1
579	и эта	1	1
580	к этому	2	1
581	доступ к	3	1
