N	2gram	Propp_Isto_2	Vladivir
205	с тем	9	2
206	мы видели	2	2
207	говорится о	1	2
208	мы не	3	2
209	нисколько не	2	2
210	в их	3	2
211	он дает	2	2
212	их в	2	2
213	даже в	1	2
214	и очень	1	2
215	мы пока	1	2
216	с которой	2	2
217	она не	5	2
218	на котором	2	2
219	правда в	1	2
220	того как	4	2
221	к этим	1	2
222	тогда и	2	2
223	в самых	1	2
224	того чтобы	2	2
225	казалось бы	1	2
226	в русском	2	2
227	было запрещено	1	2
228	как будто	3	2
229	относиться к	1	2
230	и часто	2	2
231	к тому	5	2
232	будто бы	2	2
233	но по	3	2
234	в виду	2	2
235	без всякого	1	2
236	возможно что	2	2
237	ничего не	7	2
238	со своей	1	2
239	о нем	4	2
240	после того	3	2
241	в сущности	2	2
242	и во	1	2
243	по двум	1	2
244	к нему	5	2
245	и можно	1	2
246	и она	3	2
247	в каких	3	2
248	от нас	1	2
249	он сам	1	2
250	него и	1	2
251	а то	2	2
252	его и	4	2
253	ни с	1	2
254	себе в	1	2
255	друг друга	1	2
256	но уже	1	2
257	ее на	1	2
258	себе представить	1	2
259	и из	2	2
260	здесь в	2	2
261	тут же	2	2
262	и прежде	1	2
263	этому времени	1	2
264	что не	1	2
265	в частности	1	2
266	здесь можно	5	2
267	и потому	1	2
268	отрывок из	1	2
269	или по	1	2
270	наряду с	6	2
271	в той	1	2
272	это за	2	2
273	бы его	1	2
274	можно было	5	2
275	в более	1	2
276	в двух	1	2
277	к этой	4	2
278	христианства и	1	2
279	же в	1	2
280	есть и	2	2
281	же и	3	2
282	можно назвать	1	2
283	не говорится	2	2
284	была для	1	2
285	и т	19	1
286	например в	2	1
287	в этот	1	1
288	в тех	2	1
289	в крови	1	1
290	и др	4	1
291	так у	2	1
292	его со	1	1
293	ней от	1	1
294	но после	1	1
295	из другого	1	1
296	высшей степени	1	1
297	и за	1	1
298	по его	1	1
299	хлеб и	1	1
300	в несколько	1	1
301	есть не	1	1
302	она ему	1	1
303	и оставался	1	1
304	для выяснения	1	1
305	из своих	1	1
306	пока только	1	1
307	делать не	1	1
308	не слишком	1	1
309	этом не	1	1
310	представлением о	1	1
311	говорить о	1	1
312	но она	1	1
313	что иное	2	1
314	требует от	1	1
315	это единственное	1	1
316	представление о	2	1
317	но чтобы	1	1
318	всю ночь	1	1
319	другое обстоятельство	1	1
320	мы здесь	6	1
321	дать ему	3	1
322	в которых	2	1
323	иное как	2	1
324	а бог	1	1
325	он приехал	1	1
326	за него	2	1
327	самом деле	2	1
328	важно отметить	2	1
329	его жены	1	1
330	воду из	1	1
331	но как	1	1
332	и сквозь	1	1
333	а только	1	1
334	нельзя понимать	1	1
335	возрасте лет	1	1
336	не все	2	1
337	не просто	2	1
338	бы что	1	1
339	до наших	1	1
340	что они	10	1
341	связи и	1	1
342	конечно совершенно	1	1
343	как говорит	1	1
344	тем больше	1	1
345	некоторое время	2	1
346	до его	1	1
347	туда и	1	1
348	как нам	1	1
349	этой стороны	1	1
350	когда он	3	1
351	вопросом о	1	1
352	что по	1	1
353	по пути	1	1
354	его к	1	1
355	духа и	1	1
356	себе не	1	1
357	самое важное	1	1
358	не ходит	1	1
359	ясно и	2	1
360	за собой	1	1
361	к чему	2	1
362	лежит на	1	1
363	себя к	1	1
364	он в	3	1
365	и и	1	1
366	право на	3	1
367	тому же	2	1
368	если он	1	1
369	его но	1	1
370	лес и	6	1
371	так сказать	2	1
372	есть но	1	1
373	что она	5	1
374	ей в	1	1
375	главным образом	2	1
376	т д	18	1
377	после этого	4	1
378	же именно	1	1
379	xix века	1	1
380	свою собственную	1	1
381	становится его	1	1
382	в тот	2	1
383	и совершенно	1	1
384	он вдруг	1	1
385	к одному	1	1
386	жизнью и	1	1
387	но вместе	1	1
388	так например	1	1
389	в глубину	1	1
390	конца и	1	1
391	отправился на	1	1
392	имелись в	1	1
393	связанных с	1	1
394	нами с	1	1
395	них не	1	1
396	а по	1	1
397	для своей	1	1
398	а как	1	1
399	остановиться на	1	1
400	которая была	1	1
401	в жизни	2	1
402	для них	1	1
403	из нее	1	1
404	в высшей	1	1
405	далеко не	1	1
406	в общей	1	1
407	мы имеем	15	1
408	еще можно	1	1
409	как видно	1	1
410	чем в	1	1
411	этом в	1	1
412	такой же	2	1
413	зато в	1	1
414	но я	1	1
415	во время	2	1
416	всего нужно	1	1
417	но если	3	1
418	к и	1	1
419	можно найти	5	1
420	это делает	1	1
421	попасть в	1	1
422	оказывается что	2	1
423	своего рода	1	1
424	признает что	1	1
425	нельзя было	1	1
426	чем дальше	1	1
427	дает в	1	1
428	но эта	1	1
429	выше мы	3	1
430	не будем	4	1
431	которые в	1	1
432	превращения в	2	1
433	есть еще	1	1
434	что после	3	1
435	что этот	3	1
436	отправляется в	2	1
437	и под	1	1
438	случае мы	2	1
439	и необходимость	1	1
440	но они	4	1
441	или что	1	1
442	важно что	1	1
443	что сущность	1	1
444	почти никогда	2	1
445	самого начала	2	1
446	есть а	1	1
447	в русской	5	1
448	дело не	4	1
449	что их	1	1
450	что такое	1	1
451	на него	5	1
452	как о	1	1
453	чтобы стать	1	1
454	только не	1	1
455	каждый из	1	1
456	связанное с	1	1
457	этих двух	1	1
458	учитель и	2	1
459	взял его	1	1
460	во всем	1	1
461	в изложении	2	1
462	она тайно	1	1
463	был так	1	1
464	достаточно указать	1	1
465	только с	2	1
466	когда ему	2	1
467	вопрос не	1	1
468	в каком	1	1
469	у меня	1	1
470	и здесь	9	1
471	очень часто	4	1
472	после своего	1	1
473	его об	1	1
474	во все	1	1
475	почему все	1	1
476	лет он	1	1
477	за что	1	1
478	например на	1	1
479	было уже	1	1
480	все еще	2	1
481	своего отца	1	1
482	приведем еще	1	1
483	иногда он	1	1
484	не будет	1	1
485	только при	1	1
486	совершенно ясно	2	1
487	уже потому	1	1
488	характер и	1	1
489	чтобы быть	1	1
490	в себя	3	1
491	с самого	2	1
492	всей своей	1	1
493	так в	3	1
494	с собой	1	1
495	на нее	2	1
496	за то	1	1
497	особенно в	1	1
498	здесь нет	2	1
499	еще не	9	1
500	этим в	1	1
501	том как	1	1
502	по ее	1	1
503	был не	1	1
504	сводится к	1	1
505	встал и	1	1
506	в возрасте	1	1
507	на вопрос	2	1
508	и остался	1	1
509	раньше чем	3	1
510	также в	2	1
511	представления о	5	1
512	не знаю	1	1
513	в него	2	1
514	не зная	1	1
515	значит что	1	1
516	дней и	2	1
517	что здесь	4	1
518	но с	2	1
519	этот вопрос	1	1
520	в какой	1	1
521	это очень	1	1
522	он теперь	1	1
523	без ума	1	1
524	и ее	2	1
525	здесь с	1	1
526	по этому	1	1
527	в качестве	3	1
528	к которой	1	1
529	этому поводу	1	1
530	для всех	1	1
531	можно установить	2	1
532	если мы	1	1
533	только на	1	1
534	ничего нельзя	1	1
535	жалуется на	1	1
536	его по	1	1
537	хотя в	3	1
538	отнести и	1	1
539	при помощи	2	1
540	и других	1	1
541	уже с	2	1
542	из них	2	1
543	и этот	1	1
544	характерно что	1	1
545	совершенно новой	1	1
546	и их	2	1
547	религии но	1	1
548	никто не	1	1
549	представлений о	1	1
550	в одном	5	1
551	в прошлом	1	1
552	этой не	1	1
553	заметить что	2	1
554	тем что	4	1
555	как можно	1	1
556	вид что	2	1
557	чему же	1	1
558	нужно было	1	1
559	не были	1	1
560	о своей	2	1
561	до сих	6	1
562	говорится но	1	1
563	тот кто	2	1
564	оно будет	1	1
565	миру и	1	1
566	в природе	1	1
567	его из	2	1
568	бутылку и	1	1
569	и стал	1	1
570	а на	1	1
571	здесь дело	1	1
572	в поисках	2	1
573	и мне	1	1
574	ничем не	1	1
575	у его	1	1
576	ниже в	1	1
577	что мы	3	1
578	то она	1	1
579	если это	3	1
580	шесть лет	1	1
581	место где	1	1
582	раз он	1	1
583	характера и	1	1
584	к своему	1	1
585	не могут	1	1
586	он говорит	1	1
587	и воскресенье	1	1
588	перед нами	2	1
589	не что	2	1
590	в мир	2	1
591	здесь было	1	1
592	действительно ли	1	1
593	который он	1	1
594	этом случае	5	1
595	человека который	1	1
596	смерти к	1	1
597	сих пор	7	1
598	его отца	1	1
599	за ним	1	1
600	место на	1	1
601	и сделал	1	1
602	в книге	1	1
603	но помимо	1	1
604	и ушел	3	1
605	нельзя сказать	1	1
606	мира и	1	1
607	чтобы понять	2	1
608	и кроме	1	1
609	который является	1	1
610	от него	1	1
611	у них	1	1
612	то о	1	1
613	что значит	1	1
614	он снял	1	1
615	с определенным	1	1
616	ни к	1	1
617	он стал	2	1
618	с ужасом	1	1
619	бы на	1	1
620	быть и	1	1
621	со мной	2	1
622	но когда	1	1
623	по одному	1	1
624	почему он	1	1
625	мы увидим	8	1
626	можно привести	3	1
627	пока не	4	1
628	эти слова	3	1
629	ней с	1	1
630	а может	1	1
631	ее в	2	1
632	и другие	4	1
633	в состояние	2	1
634	после его	1	1
635	они не	4	1
