N	2gram	Medvedev_F_3	Psycholo
555	поступка и	1	1
556	и более	3	1
557	в историко-литературных	1	1
558	необходимо чтобы	2	1
559	бы быть	2	1
560	с так	1	1
561	только мотивировкой	4	1
562	можем сказать	1	1
563	и очень	2	1
564	задачи и	1	1
565	то с	1	1
566	нет никакого	1	1
567	в отношении	2	1
568	мотивировки и	3	1
569	нечто вроде	1	1
570	а иногда	2	1
571	отдельных эпизодов	1	1
572	особенно ярко	1	1
573	этот образ	1	1
574	тогда когда	4	1
575	правда в	2	1
576	того как	1	1
577	и вместо	1	1
578	к этим	1	1
579	весь этот	2	1
580	значение каждого	1	1
581	как его	9	1
582	тогда и	1	1
583	в нас	2	1
584	самая эта	1	1
585	но только	1	1
586	и форму	1	1
587	вытекает из	2	1
588	отдельных частей	2	1
589	дело в	2	1
590	очень плохо	1	1
591	находятся в	2	1
592	заложенные в	2	1
593	оформления материала	2	1
594	развивается в	1	1
595	связь и	1	1
596	за исключением	1	1
597	его смысл	1	1
598	совершенно прав	1	1
599	непонятно для	1	1
600	вот что	1	1
601	в сознании	1	1
602	здесь же	1	1
603	вне плоскости	1	1
604	сюжет в	1	1
605	из того	1	1
606	деле он	1	1
607	лежащие в	1	1
608	совершенно необходимо	1	1
609	берутся из	1	1
610	однако это	1	1
611	как шкловский	1	1
612	другой ее	1	1
613	эти речи	1	1
614	искусства что	1	1
615	словесного искусства	1	1
616	сторону поэтому	1	1
617	взятое в	1	1
618	если же	5	1
619	им по	1	1
620	и материал	1	1
621	должен быть	2	1
622	оно может	1	1
623	понять это	1	1
624	но по	1	1
625	и понять	2	1
626	как не	2	1
627	всего этого	1	1
628	осталась для	1	1
629	ведь оно	1	1
630	только то	3	1
631	на той	1	1
632	она только	1	1
633	в дальнейшем	5	1
634	важное место	1	1
635	только тот	1	1
636	начала и	1	1
637	нужно было	1	1
638	произведения является	2	1
639	именно этот	1	1
640	но никак	1	1
641	это только	2	1
642	является в	2	1
643	совершенно невозможно	1	1
644	и вообще	1	1
645	является конечно	1	1
646	и восприятия	4	1
647	он сводится	1	1
648	тех объективных	1	1
649	нечто совсем	2	1
650	его неумением	1	1
651	и ничем	1	1
652	произведение написанное	1	1
653	как форма	1	1
654	как ее	4	1
655	сцен и	1	1
656	к действительности	1	1
657	и просто	1	1
658	и который	1	1
659	этой действительности	1	1
660	время не	1	1
661	других людей	1	1
662	и во	2	1
663	в природе	1	1
664	и превратить	1	1
665	все в	1	1
666	на протяжении	2	1
667	его смысла	4	1
668	быть ее	1	1
669	его с	1	1
670	и содержания	2	1
671	и понятно	1	1
672	романа в	3	1
673	развертывание в	1	1
674	утрачивают свою	1	1
675	такого понимания	1	1
676	условия для	1	1
677	и связи	1	1
678	всех сторон	2	1
679	ровно ничего	2	1
680	эти эпизоды	1	1
681	но так	2	1
682	истории литературы	6	1
683	но с	1	1
684	здесь вовсе	1	1
685	этой точки	1	1
686	что только	1	1
687	вся суть	1	1
688	совсем не	5	1
689	романа и	2	1
690	и остро	1	1
691	одной из	2	1
692	единое событие	1	1
693	и действительно	2	1
694	с какой-то	1	1
695	которое мы	1	1
696	поэтому и	2	1
697	между тем	7	1
698	деле здесь	1	1
699	во времени	1	1
700	бы ни	4	1
701	случаи когда	1	1
702	особенно остро	1	1
703	играет роль	1	1
704	именно на	2	1
705	материал как	2	1
706	же и	4	1
707	промежуток времени	1	1
708	есть в	1	1
709	можно выразить	1	1
710	если это	1	1
711	и у	1	1
712	видеть что	1	1
713	только на	4	1
714	ни было	5	1
715	слова в	1	1
716	за другим	1	1
717	от других	2	1
718	не из	1	1
719	а то	1	1
720	сюжетного оформления	1	1
721	не так	1	1
722	себе в	1	1
723	и их	5	1
724	содержания и	4	1
725	произведения и	3	1
726	от тех	1	1
727	и никогда	1	1
728	художник не	1	1
729	или ином	1	1
730	и вместе	1	1
731	для художественного	2	1
732	совершенно невозможным	1	1
733	к его	3	1
734	ней и	1	1
735	и даже	2	1
736	в данный	1	1
737	фабула развертывается	1	1
738	дают в	1	1
739	материал который	2	1
740	не следует	3	1
741	с другим	1	1
742	или иначе	1	1
743	связаны с	2	1
744	к которому	2	1
745	и самая	1	1
746	простоты и	1	1
747	действующих лиц	2	1
748	и между	5	1
749	мы еще	2	1
750	с техникой	1	1
751	и др	2	1
752	этот термин	1	1
753	превращается в	2	1
754	материал в	4	1
755	вывод совершенно	1	1
756	и самый	2	1
757	в ту	1	1
758	как ни	1	1
759	совершенно очевидно	1	1
760	не об	2	1
761	и силы	1	1
762	переходим к	1	1
763	направлено не	1	1
764	что каждый	2	1
765	так в	2	1
766	тот факт	1	1
767	и глубоко	1	1
768	в жизнь	1	1
769	виде очень	1	1
770	в течение	1	1
771	под материалом	1	1
772	на какой-то	1	1
773	отношению к	3	1
774	там где	7	1
775	это значит	2	1
776	это какая-то	1	1
777	к следующему	1	1
778	дело здесь	1	1
779	смысл в	1	1
780	художественное произведение	11	1
781	в условиях	3	1
782	только для	1	1
783	но это	2	1
784	отличается от	2	1
785	им в	1	1
786	но для	2	1
787	в смысле	4	1
788	за его	1	1
789	становится понятным	1	1
790	и времени	1	1
791	мы найдем	1	1
792	чтобы создать	2	1
793	именно это	2	1
794	один вопрос	1	1
795	каждого поступка	1	1
796	в связи	4	1
797	формы и	3	1
798	этого и	1	1
799	в точном	2	1
800	не объясняет	1	1
801	это можно	2	1
802	каждая новая	1	1
803	мы только	1	1
804	как мотивировка	4	1
805	совершенно иное	1	1
806	содержание и	2	1
807	понимают под	1	1
808	внутреннее противоречие	1	1
809	от него	2	1
810	бы в	6	1
811	не должен	1	1
812	реальное время	1	1
813	или не	1	1
814	же в	1	1
815	есть уже	1	1
816	сходятся в	1	1
817	сделать вывод	1	1
818	жизни в	3	1
819	с окончанием	1	1
820	понимания и	1	1
821	нет ничего	1	1
822	а о	1	1
823	существование и	1	1
824	материала является	2	1
825	сюжетной формы	1	1
826	а ведь	1	1
827	том или	1	1
828	вперед по	1	1
829	каждый прием	1	1
830	равно как	3	1
831	в отдельности	1	1
832	что под	1	1
833	эти элементы	2	1
834	всем этом	1	1
835	допустить что	1	1
836	это так	1	1
837	это понятие	2	1
838	как следствие	1	1
