N	2gram	Potebnia_M_3	Narrotol
368	этом последнем	2	1
369	здесь мы	1	1
370	и может	3	1
371	в совершенно	1	1
372	об этом	2	1
373	мы уже	2	1
374	и внутренняя	1	1
375	входит в	2	1
376	с другими	5	1
377	оно рассказывает	1	1
378	а над	1	1
379	мать и	1	1
380	должен был	1	1
381	но именно	1	1
382	есть имя	1	1
383	в них	5	1
384	человеческой деятельности	1	1
385	все равно	4	1
386	жизни то	1	1
387	в слове	32	1
388	понимания именно	1	1
389	мы видели	4	1
390	оно имеет	3	1
391	с такой	1	1
392	мы не	9	1
393	в один	4	1
394	и тогда	3	1
395	на разных	1	1
396	сводятся к	1	1
397	что если	1	1
398	таким же	1	1
399	в котором	4	1
400	в их	2	1
401	нет возможности	1	1
402	в субъекте	2	1
403	к одному	5	1
404	место в	3	1
405	на свою	2	1
406	этого символического	1	1
407	в которых	2	1
408	как символ	1	1
409	мысли и	2	1
410	жизни с	1	1
411	от его	1	1
412	всякий раз	1	1
413	в сказке	1	1
414	слова в	7	1
415	и другого	1	1
416	образом и	3	1
417	но он	1	1
418	по крайней	5	1
419	и более	1	1
420	их в	2	1
421	том же	2	1
422	лично для	1	1
423	что этот	1	1
424	но стоит	1	1
425	со многими	2	1
426	и то	8	1
427	между людьми	2	1
428	есть тоже	1	1
429	человека есть	1	1
430	человек и	1	1
431	ли я	1	1
432	знание что	1	1
433	как зерно	1	1
434	это дает	1	1
435	принадлежат к	1	1
436	и сама	1	1
437	в процессе	1	1
438	не составляет	2	1
439	не всякий	1	1
440	жизни не	3	1
441	это то	1	1
442	оно есть	3	1
443	самим слушающим	1	1
444	к ней	5	1
445	более что	1	1
446	лишь в	1	1
447	потому что	46	1
448	было не	1	1
449	в области	2	1
450	не теряют	1	1
451	ему не	2	1
452	может показаться	1	1
453	с другом	1	1
454	а как	2	1
455	от того	8	1
456	есть к	3	1
457	настоящего времени	1	1
458	и оно	3	1
459	представляется нам	1	1
460	начиная с	1	1
461	ни был	1	1
462	не могут	5	1
463	же самое	1	1
464	что оно	11	1
465	как для	1	1
466	мысли о	2	1
467	он видит	1	1
468	его признаков	2	1
469	для себя	3	1
470	того насколько	2	1
471	от друга	1	1
472	что все	3	1
473	в виду	1	1
474	не умер	1	1
475	и от	4	1
476	мысль о	5	1
477	только то	1	1
478	хотя не	1	1
479	лучше сказать	2	1
480	признаков а	1	1
481	с языком	1	1
482	не ограничивается	1	1
483	здесь как	3	1
484	содержать в	1	1
485	отличная от	1	1
486	произведения не	2	1
487	детской души	1	1
488	в непосредственном	1	1
489	когда в	2	1
490	всех кто	1	1
491	тот же	1	1
492	на них	1	1
493	если бы	12	1
494	и вообще	3	1
495	с ним	6	1
496	сомнению и	1	1
497	на ту	1	1
498	и здесь	1	1
499	не имеем	1	1
500	о далеком	1	1
501	там же	6	1
502	не заключает	2	1
503	подлежит сомнению	1	1
504	нас в	1	1
505	если например	2	1
506	на одном	1	1
507	что и	13	1
508	в глазах	1	1
509	по-видимому только	1	1
510	самой по	1	1
511	крайней мере	5	1
512	ее содержание	1	1
513	частью в	2	1
514	них в	1	1
515	каков бы	1	1
516	еще только	1	1
517	сколько от	2	1
518	по слову	1	1
519	если это	1	1
520	впрочем не	1	1
521	того что	18	1
522	с ними	1	1
523	известного рода	1	1
524	не видеть	2	1
525	как того	1	1
526	как пламя	1	1
527	которое мы	2	1
528	однако она	1	1
529	или же	4	1
530	на мир	2	1
531	не мешает	1	1
532	отдельных лиц	1	1
533	однако с	1	1
534	оно объединяет	1	1
535	человека с	1	1
536	с нею	2	1
537	имеет уже	1	1
538	то и	6	1
539	в начале	3	1
540	в понятие	1	1
541	слова не	2	1
542	а то	1	1
543	не дает	2	1
544	ответ на	3	1
545	что первое	2	1
546	его и	1	1
547	где бы	1	1
548	ни с	1	1
549	искать в	1	1
550	в новом	2	1
551	никто не	3	1
552	вовсе не	7	1
553	мы можем	3	1
554	себя мир	1	1
555	само по	3	1
556	лишь для	1	1
557	человеческой мысли	1	1
558	другого в	1	1
559	до сих	3	1
560	как у	1	1
561	на ее	1	1
562	нельзя сказать	3	1
563	чем он	1	1
564	и быть	1	1
565	о ее	1	1
566	стремится к	1	1
567	человеческой жизни	3	1
568	с которым	1	1
569	не подлежит	2	1
570	как о	2	1
571	не об	1	1
572	в речи	2	1
573	связь с	3	1
574	слова от	1	1
575	немыслимо без	1	1
576	человека к	1	1
577	и столь	1	1
578	то по	1	1
579	очевидно что	5	1
580	оно существует	1	1
581	если оно	1	1
582	дает нам	3	1
583	и там	1	1
584	быть только	4	1
585	однако если	1	1
586	друг с	1	1
587	и было	1	1
588	быть не	2	1
589	с этой	2	1
590	еще раз	2	1
591	сих пор	3	1
592	слова которое	1	1
593	не будем	1	1
594	от нас	3	1
595	в смысле	4	1
596	истории но	1	1
597	а второе	2	1
598	смысл для	1	1
599	ко второй	1	1
600	именно такого	1	1
601	людьми и	1	1
602	о котором	1	1
603	своей природе	1	1
604	обращается к	1	1
605	для нас	20	1
606	слов с	1	1
607	от него	2	1
608	это может	1	1
609	а может	1	1
610	с не	1	1
611	в поле	1	1
612	от всего	3	1
613	нераздельное единство	1	1
614	но это	6	1
615	есть уже	11	1
616	что вообще	2	1
617	читатель может	1	1
618	в системе	2	1
619	исходная форма	1	1
620	здесь только	3	1
621	забыли и	1	1
622	может и	1	1
623	первый раз	1	1
624	не знает	3	1
625	было для	1	1
626	и при	4	1
627	внутреннее единство	2	1
628	взгляда на	1	1
629	не могла	2	1
630	в свое	2	1
631	есть то	2	1
632	чего в	1	1
633	это было	3	1
634	по поводу	4	1
635	и эта	1	1
636	можно назвать	1	1
637	собственно говоря	2	1
638	небо и	1	1
639	которая не	2	1
