N	2gram	Ircho_Kome_2	slovoVRo
156	по своему	2	2
157	в ее	2	2
158	но не	3	2
159	сих пор	2	2
160	как к	1	2
161	пределах одной	1	2
162	хотя и	4	2
163	себя так	1	2
164	от этого	2	2
165	в целом	4	2
166	есть для	2	2
167	сил в	1	2
168	не могла	1	2
169	время и	1	2
170	на этом	2	2
171	на все	1	2
172	активным участником	1	2
173	действительно не	1	2
174	том что	9	2
175	в эту	1	2
176	в этих	4	2
177	друг другу	3	2
178	вместе со	1	2
179	даже в	2	2
180	остановимся на	1	2
181	заставляет его	1	2
182	тому что	4	2
183	даже как	1	2
184	общему мнению	1	2
185	такая же	2	2
186	для нас	3	2
187	в сознании	1	2
188	у нас	1	2
189	ни о	1	2
190	в духе	2	2
191	на протяжении	10	2
192	то время	3	2
193	так в	2	2
194	роль в	2	2
195	в рамки	1	2
196	можно было	4	2
197	не с	1	2
198	введенные в	1	2
199	в построении	2	2
200	в другом	1	2
201	за пределами	1	2
202	одного из	1	2
203	а также	1	2
204	нас в	1	2
205	наконец в	2	2
206	мы видим	1	2
207	среди других	1	2
208	между тем	4	2
209	с которыми	2	2
210	так что	5	2
211	связи с	3	2
212	и у	2	2
213	если мы	1	2
214	только на	1	2
215	от других	1	2
216	в известной	1	2
217	в одном	2	2
218	произведения и	1	2
219	для того	5	2
220	не укладывается	1	2
221	в последние	4	2
222	в другой	2	2
223	этой разновидности	1	2
224	до сих	2	2
225	с другом	2	2
226	а с	1	2
227	на которые	1	2
228	а на	2	2
229	с которым	2	2
230	жизнь в	1	2
231	связь с	1	2
232	в частности	4	2
233	так же	1	2
234	других случаях	1	2
235	в речах	2	2
236	такого рода	1	2
237	речь в	1	2
238	основное содержание	1	2
239	не видят	1	2
240	друг с	2	2
241	в контексте	1	2
242	того или	1	2
243	характерные для	1	2
244	как раз	1	2
245	не является	2	2
246	одна из	2	2
247	интерес к	3	2
248	разной степени	1	2
249	потому что	6	2
250	ни было	2	2
251	обстоит дело	1	2
252	между ними	1	2
253	сказать что	1	2
254	или иного	1	2
255	первом случае	1	2
256	бы его	1	2
257	и эта	1	2
258	к этому	5	2
259	как известно	2	1
260	сделать его	1	1
261	тех же	3	1
262	фон для	1	1
263	и есть	2	1
264	из самых	2	1
265	в мыслях	1	1
266	из его	2	1
267	не имеют	1	1
268	которыми он	1	1
269	его не	1	1
270	может противопоставить	1	1
271	для своего	1	1
272	мы имеем	2	1
273	с достоинством	1	1
274	место в	4	1
275	самую сущность	1	1
276	но даже	1	1
277	случае в	1	1
278	и быта	1	1
279	собой в	1	1
280	он был	2	1
281	они ищут	1	1
282	бы то	2	1
283	там и	1	1
284	только два	1	1
285	правды с	1	1
286	в в	4	1
287	свою жизнь	1	1
288	не все	1	1
289	каком направлении	1	1
290	в общем	1	1
291	отличие от	2	1
292	в свои	1	1
293	эти внешние	1	1
294	в одной	2	1
295	в течение	2	1
296	по которому	1	1
297	очень трудно	1	1
298	в одних	1	1
299	и слова	1	1
300	в очень	1	1
301	целый ряд	2	1
302	что по	2	1
303	один ряд	1	1
304	в действительности	2	1
305	в герое	1	1
306	жанра и	1	1
307	в себя	1	1
308	себе как	1	1
309	отношения с	1	1
310	так или	3	1
311	определяет все	1	1
312	в этой	3	1
313	лица и	1	1
314	и если	2	1
315	что она	2	1
316	фоне которых	1	1
317	задний план	1	1
318	отказа от	1	1
319	пределах одного	1	1
320	по всем	2	1
321	своего времени	2	1
322	в основу	1	1
323	человека в	3	1
324	то ни	2	1
325	совпадают с	1	1
326	а затем	5	1
327	в состоянии	1	1
328	ним в	1	1
329	бы быть	1	1
330	не умеет	1	1
331	действительности в	1	1
332	и дает	2	1
333	содержание и	1	1
334	в жизни	1	1
335	в бытовом	1	1
336	ни в	5	1
337	но уже	1	1
338	о которых	1	1
339	ни одной	1	1
340	дни в	1	1
341	и определяет	1	1
342	этого не	1	1
343	и уже	1	1
344	несмотря на	1	1
345	мы видели	1	1
346	жанра именно	1	1
347	чем в	2	1
348	на этот	4	1
349	и некоторые	1	1
350	как таковой	1	1
351	в один	2	1
352	но если	3	1
353	от своего	1	1
354	поэтического творчества	1	1
355	таким же	1	1
356	и без	1	1
357	не столько	1	1
358	прибегает к	1	1
359	было очень	1	1
360	в отличие	2	1
361	могла бы	3	1
362	быта и	1	1
363	которой они	1	1
364	из области	1	1
365	сам же	1	1
366	в диалоге	1	1
367	обращение к	1	1
368	тем не	1	1
369	и более	1	1
370	однако в	2	1
371	в устах	1	1
372	условия и	1	1
373	не менее	4	1
374	жизни между	1	1
375	самого начала	1	1
376	правда в	1	1
377	здесь на	1	1
378	того чтобы	6	1
379	последние десятилетия	5	1
380	в самой	3	1
381	к концу	3	1
382	по своей	1	1
383	на себе	1	1
384	так называемый	1	1
385	не столь	2	1
386	интересующие нас	1	1
387	в каком	1	1
388	далеких от	1	1
389	к той	1	1
390	среди них	1	1
391	недоразумений и	1	1
392	всего они	1	1
393	отличается от	1	1
394	всего в	2	1
395	его с	1	1
396	поэт не	1	1
397	на это	2	1
398	время он	1	1
399	должен быть	1	1
400	и это	2	1
401	на события	1	1
402	в виду	2	1
403	на задний	1	1
404	же не	2	1
405	с каким	1	1
406	свои силы	1	1
407	представим себе	1	1
408	с самого	2	1
409	приводит к	1	1
410	на свой	1	1
411	в нескольких	1	1
412	широкое значение	1	1
413	каждого из	1	1
414	в споре	1	1
415	в социальном	1	1
416	но у	1	1
417	жизнь и	1	1
418	является в	1	1
419	если бы	9	1
420	со стороны	2	1
421	сводится к	1	1
422	не был	1	1
423	за свое	1	1
424	быть более	1	1
425	и что	2	1
426	его жизни	1	1
427	или на	2	1
428	смысл на	1	1
429	в различных	1	1
430	начале xx	1	1
431	это было	4	1
432	нуждается в	1	1
433	почти полное	1	1
434	что и	7	1
435	которые он	1	1
436	условия для	1	1
437	в литературе	1	1
438	время в	1	1
439	в двух	6	1
440	тот же	2	1
441	дело с	3	1
442	с каждым	1	1
443	сюжетов и	1	1
444	и они	1	1
445	чем они	1	1
446	в начале	4	1
447	не принимает	1	1
448	к своим	1	1
449	ни с	1	1
450	и их	3	1
451	раз на	1	1
452	с девушкой	1	1
453	его речь	1	1
454	у нее	2	1
455	среди которых	1	1
456	этими словами	1	1
457	не просто	1	1
458	от того	2	1
459	протяжении всего	1	1
460	где в	1	1
461	которые как	1	1
462	нет и	2	1
463	влиянию на	1	1
464	или иначе	3	1
465	вовлеченных в	1	1
466	противоречий между	1	1
467	что не	1	1
468	него из	1	1
469	что для	4	1
470	то и	1	1
471	в разной	1	1
472	него свои	1	1
473	и самый	1	1
474	занимает в	1	1
475	однако и	1	1
476	изображения в	1	1
477	его по	1	1
478	о чем	3	1
479	взаимоотношения между	1	1
480	мира в	4	1
481	ближе к	1	1
482	он и	1	1
483	только теперь	1	1
484	случаев не	1	1
485	в руках	4	1
486	с помощью	1	1
487	нет ничего	1	1
488	о себе	1	1
489	ничего нет	1	1
490	вместе с	9	1
491	и столь	3	1
492	почти всех	1	1
493	себя то	1	1
494	да и	3	1
495	образом на	1	1
496	в уже	2	1
497	быть не	1	1
498	в это	2	1
499	в реальном	1	1
500	на пути	2	1
501	затем и	2	1
502	и нет	1	1
503	стихов в	1	1
504	впрочем не	1	1
505	которые были	1	1
506	о мире	1	1
507	в более	1	1
508	этого рода	1	1
509	стилистическим признакам	1	1
510	тем более	1	1
511	о котором	1	1
512	той разновидности	1	1
513	как особая	1	1
514	от них	1	1
515	как две	1	1
516	бы в	2	1
517	для его	1	1
518	же в	4	1
519	в системе	1	1
520	городов и	1	1
521	героя и	1	1
522	не знает	1	1
523	у предшественников	2	1
524	только как	1	1
525	речи из	1	1
526	от всех	2	1
527	речи и	1	1
528	равно как	1	1
529	в последнем	1	1
530	та же	1	1
531	в какой	2	1
532	жизни и	3	1
533	пути к	2	1
534	и другие	2	1
535	для эпохи	1	1
536	как на	1	1
537	все что	1	1
