N	2gram	Vinokur_Ku_2	Analitik
148	в ней	3	2
149	свою жизнь	1	2
150	конечном счете	2	2
151	в общем	1	2
152	очевидно что	2	2
153	отличие от	2	2
154	это и	3	2
155	сама по	1	2
156	более чем	1	2
157	не видно	1	2
158	как к	1	2
159	и той	1	2
160	когда он	1	2
161	могли бы	2	2
162	но в	11	2
163	бы и	4	2
164	все эти	12	2
165	в себе	1	2
166	не могла	1	2
167	что она	3	2
168	в нем	4	2
169	не как	2	2
170	до которой	1	2
171	и вот	5	2
172	свое время	2	2
173	одной и	1	2
174	и по	3	2
175	соответствии со	1	2
176	значительной степени	1	2
177	могла бы	2	2
178	о в	1	2
179	это не	6	2
180	а вот	1	2
181	в них	4	2
182	о которых	3	2
183	с тем	2	2
184	несмотря на	5	2
185	не мог	1	2
186	с точки	8	2
187	в принципе	1	2
188	в отличие	2	2
189	состоит не	1	2
190	тем не	6	2
191	даже в	1	2
192	дело в	1	2
193	одна из	1	2
194	сводится к	3	2
195	к анекдоту	1	2
196	могут быть	4	2
197	в себя	1	2
198	те же	3	2
199	не с	1	2
200	поэтому в	1	2
201	об этом	5	2
202	и здесь	5	2
203	или иным	1	2
204	на примере	2	2
205	в значительной	1	2
206	в конечном	2	2
207	в глазах	2	2
208	в форме	3	2
209	тех пор	2	2
210	один из	5	2
211	но с	1	2
212	обе эти	1	2
213	только в	5	2
214	тем или	1	2
215	то в	1	2
216	тот или	1	2
217	с одной	2	2
218	все они	2	2
219	вопроса о	6	2
220	в большинстве	1	2
221	всяком случае	5	2
222	нуждается в	2	2
223	не для	1	2
224	мы можем	1	2
225	тем что	3	2
226	указание на	3	2
227	одной стороны	1	2
228	который не	1	2
229	и прежде	1	2
230	в соответствии	3	2
231	чем речь	1	2
232	там где	5	2
233	что мы	6	2
234	связь с	1	2
235	не может	9	2
236	вместе с	5	2
237	и потому	2	2
238	по своему	1	2
239	в той	2	2
240	когда мы	1	2
241	да и	6	2
242	этого слова	5	2
243	и для	2	2
244	и следует	1	2
245	и от	2	2
246	хотя и	4	2
247	и все	2	2
248	не более	2	2
249	не должен	1	2
250	же в	3	2
251	не предполагает	1	2
252	то что	9	2
253	нам не	2	2
254	о своем	1	2
255	сказать что	4	2
256	совершенно не	3	2
257	в свое	2	2
258	а также	3	2
259	в искусстве	1	2
260	во всяком	5	2
261	гораздо более	3	2
262	также что	2	1
263	речь идет	2	1
264	сам по	1	1
265	утверждение что	1	1
266	получает в	1	1
267	на самом	2	1
268	дело обстоит	1	1
269	думал о	1	1
270	и есть	2	1
271	тем же	2	1
272	и до	2	1
273	в зависимости	4	1
274	мы уже	1	1
275	и сюжеты	1	1
276	на первом	1	1
277	что между	2	1
278	что если	2	1
279	вопрос о	9	1
280	себе чтобы	1	1
281	именно те	1	1
282	никак не	3	1
283	становится что	2	1
284	что иное	1	1
285	оно есть	1	1
286	я не	5	1
287	мы и	1	1
288	зависимости от	5	1
289	революции в	1	1
290	бы сказать	2	1
291	принадлежит и	1	1
292	он был	1	1
293	иное как	1	1
294	на их	1	1
295	время в	1	1
296	всего этого	1	1
297	то мы	1	1
298	мы будем	2	1
299	не все	3	1
300	уже как	1	1
301	собою как	1	1
302	отношение к	1	1
303	говорилось выше	1	1
304	и первый	1	1
305	идет о	1	1
306	независимо от	1	1
307	из уст	1	1
308	этом же	1	1
309	такое слово	1	1
310	говорит что	1	1
311	ничего более	1	1
312	себе не	2	1
313	и продолжая	1	1
314	от этого	2	1
315	к чему	1	1
316	и у	2	1
317	так или	2	1
318	но без	1	1
319	в известном	1	1
320	есть явление	2	1
321	во многих	1	1
322	на то	4	1
323	частности и	1	1
324	не следует	5	1
325	в статье	3	1
326	они в	1	1
327	и еще	2	1
328	первой части	1	1
329	однако он	1	1
330	в силу	7	1
331	том чтобы	1	1
332	в следующем	1	1
333	на жизнь	1	1
334	отношения не	1	1
335	какой бы	1	1
336	но дело	1	1
337	способен лишь	1	1
338	ничего предосудительного	1	1
339	русской классической	1	1
340	здесь мы	2	1
341	борьбы и	1	1
342	того кто	1	1
343	в другом	2	1
344	связанных с	1	1
345	есть одна	1	1
346	будто в	1	1
347	бы быть	1	1
348	сущности не	1	1
349	а по	1	1
350	этой традиции	1	1
351	большинстве случаев	2	1
352	заключается в	2	1
353	который и	1	1
354	этом смысле	5	1
355	чаще всего	1	1
356	отсюда и	2	1
357	еще одно	3	1
358	же образом	2	1
359	рядом с	2	1
360	смысл которого	1	1
361	место и	1	1
362	во внимание	1	1
363	должно быть	4	1
364	потому и	1	1
365	всех этих	3	1
366	на таких	1	1
367	к коллективному	1	1
368	и становится	1	1
369	но я	1	1
370	бы на	2	1
371	этом случае	2	1
372	и сейчас	2	1
373	в своей	2	1
374	таким же	2	1
375	никаких оснований	2	1
376	особенности же	2	1
377	свою речь	4	1
378	этому же	1	1
379	место в	1	1
380	превратилась в	1	1
381	далее в	1	1
382	от себя	1	1
383	нейтральное к	1	1
384	собой и	1	1
385	для данного	2	1
386	в устах	2	1
387	для этого	3	1
388	для нее	1	1
389	грамматическая форма	1	1
390	ни были	3	1
391	или иного	2	1
392	так называемого	1	1
393	случае мы	1	1
394	как можно	2	1
395	уст в	1	1
396	на себе	4	1
397	совпадает с	1	1
398	у него	3	1
399	само по	5	1
400	того чтобы	11	1
401	самого по	1	1
402	казалось бы	3	1
403	под этим	2	1
404	слова как	3	1
405	и приводит	2	1
406	иными словами	8	1
407	ему и	1	1
408	потому что	25	1
409	связи с	3	1
410	же смысл	1	1
411	как будто	2	1
412	не нуждается	1	1
413	за ними	2	1
414	выдумка и	1	1
415	в стиле	1	1
416	у нас	12	1
417	и далее	2	1
418	тем это	1	1
419	очень часто	2	1
420	уже о	3	1
421	не могут	5	1
422	с явным	1	1
423	принципиально нового	1	1
424	в наши	1	1
425	мы могли	2	1
426	все еще	1	1
427	слова с	1	1
428	а ее	1	1
429	творчества не	1	1
430	пор как	1	1
431	в университете	1	1
432	литературного явления	1	1
433	как мы	3	1
434	и о	4	1
435	то она	1	1
436	говоря уже	2	1
437	и выступает	1	1
438	традиции по	1	1
439	для всего	1	1
440	фактам но	1	1
441	с языком	1	1
442	это путь	1	1
443	лучше было	1	1
444	природе своей	1	1
445	что у	2	1
446	имею в	1	1
447	в одну	2	1
448	здесь как	1	1
449	по природе	1	1
450	мог бы	1	1
451	раз не	1	1
452	здесь слово	1	1
453	его мысли	1	1
454	на них	1	1
455	если бы	12	1
456	кухни и	1	1
457	внимание к	1	1
458	состоящий в	1	1
459	к языку	1	1
460	различного рода	1	1
461	образом в	2	1
462	полемизировать с	1	1
463	в самой	2	1
464	то во	1	1
465	не имеющими	1	1
466	при котором	1	1
467	единственный в	1	1
468	одного из	2	1
469	все его	1	1
470	звуков в	1	1
471	того или	2	1
472	от них	1	1
473	а потому	1	1
474	отметить что	1	1
475	и только	1	1
476	ее содержание	1	1
477	вслед за	1	1
478	тем более	1	1
479	может иметь	1	1
480	и прочих	1	1
481	на почве	1	1
482	того что	3	1
483	я был	1	1
484	д и	1	1
485	и любовное	1	1
486	всякого рода	2	1
487	идет по	1	1
488	и дело	1	1
489	тот же	5	1
490	одной из	1	1
491	с ними	2	1
492	сколь бы	2	1
493	которых в	1	1
494	этим словом	1	1
495	в уста	1	1
496	так что	1	1
497	есть в	3	1
498	не становится	1	1
499	слова не	3	1
500	каким образом	1	1
501	или даже	1	1
502	его и	1	1
503	их как	1	1
504	мы знаем	4	1
505	одно из	1	1
506	и их	1	1
507	ведь это	1	1
508	могло бы	1	1
509	слова в	6	1
510	в современном	2	1
511	вовсе не	9	1
512	к ним	1	1
513	не составляет	1	1
514	и никогда	1	1
515	не говорит	2	1
516	в широком	2	1
517	он так	1	1
518	нет в	1	1
519	лишь к	1	1
520	для того	9	1
521	весьма своеобразное	1	1
522	что на	4	1
523	возвращение в	1	1
524	этой проблемы	1	1
525	до сих	1	1
526	может и	1	1
527	как у	2	1
528	или иначе	3	1
529	а именно	2	1
530	чем он	1	1
531	в предисловии	1	1
532	и между	1	1
533	это все	1	1
534	и др	1	1
535	обратить внимание	2	1
536	превращается в	2	1
537	за год	2	1
538	на этот	2	1
539	не знает	3	1
540	свое внимание	1	1
541	слово а	1	1
542	обращаемые к	1	1
543	в одно	1	1
544	с помощью	7	1
545	ни за	1	1
546	на фоне	3	1
547	усомниться в	1	1
548	я уже	1	1
549	будем иметь	1	1
550	из которых	3	1
551	в область	1	1
552	а если	2	1
553	лицом к	1	1
554	ведет к	1	1
555	нашего анализа	1	1
556	с тех	1	1
557	за рамки	2	1
558	как нельзя	1	1
559	не говоря	2	1
560	далеко за	1	1
561	нам еще	1	1
562	с этой	2	1
563	здесь сводится	1	1
564	известном смысле	1	1
565	сих пор	1	1
566	но это	3	1
567	фактов в	1	1
568	всей совокупности	1	1
569	между прочим	2	1
570	так ли	1	1
571	не носит	1	1
572	в книге	1	1
573	и позволяет	1	1
574	искусства это	1	1
575	отвечает на	1	1
576	сведение их	1	1
577	живет и	3	1
578	уже на	1	1
579	в связи	4	1
580	лишь одну	1	1
581	отношений и	1	1
582	как на	1	1
583	а все	1	1
584	обращается к	1	1
585	ни одного	1	1
586	но еще	1	1
587	бы в	1	1
588	мы должны	2	1
589	хотя бы	9	1
590	будто бы	2	1
591	в связь	1	1
592	до тех	1	1
593	русского и	1	1
594	этот вопрос	6	1
595	между ними	1	1
596	только как	2	1
597	следует искать	1	1
598	рука не	1	1
599	было показано	1	1
600	не что	1	1
601	оно не	2	1
602	бы справедливы	1	1
603	жизнь в	1	1
604	в голову	1	1
605	к этой	3	1
606	и другие	1	1
607	в своих	2	1
608	они не	1	1
