N	2gram	Vinokur_St_2	Hudozhes
185	о которых	2	2
186	характер и	1	2
187	место в	1	2
188	в г	7	2
189	от своего	1	2
190	с точки	2	2
191	не столько	7	2
192	что я	2	2
193	нельзя было	1	2
194	как видим	1	2
195	жизни то	1	2
196	дело не	2	2
197	того как	7	2
198	одна из	1	2
199	не по	2	2
200	что ей	1	2
201	только не	2	2
202	к ней	1	2
203	в основе	1	2
204	и внешнюю	1	2
205	они и	1	2
206	как мы	1	2
207	на другой	1	2
208	данном случае	1	2
209	мысль о	1	2
210	роль в	1	2
211	с собой	1	2
212	те же	1	2
213	с самим	1	2
214	которая была	2	2
215	до сих	6	2
216	во второй	1	2
217	в последней	1	2
218	поэтому она	1	2
219	в другом	4	2
220	с того	1	2
221	а также	2	2
222	во втором	1	2
223	нуждается в	1	2
224	и об	1	2
225	говорит в	1	2
226	один из	1	2
227	здесь не	1	2
228	он уже	1	2
229	с какой	1	2
230	ни одного	3	2
231	ни с	2	2
232	себе в	1	2
233	из них	3	2
234	т п	3	2
235	вовсе не	6	2
236	сих пор	5	2
237	как у	3	2
238	именно в	4	2
239	еще и	3	2
240	себя и	1	2
241	а за	1	2
242	жизнь в	1	2
243	вместе с	7	2
244	в духе	2	2
245	в данном	2	2
246	не зная	1	2
247	с такой	1	2
248	в ряду	1	2
249	я с	1	2
250	что же	1	2
251	в контексте	1	2
252	и от	1	2
253	это был	2	2
254	не является	3	2
255	и для	1	2
256	в двух	1	2
257	в голову	1	2
258	у которого	1	2
259	за него	2	2
260	потому что	9	2
261	хотя бы	3	2
262	давно уже	3	2
263	точки зрения	5	2
264	между ними	1	2
265	сказать что	2	2
266	и внутренне	1	2
267	я это	1	2
268	т е	10	2
269	к числу	1	2
270	как на	9	2
271	гораздо более	1	2
272	зачем я	1	2
273	одним из	6	1
274	например в	3	1
275	союз а	1	1
276	это и	1	1
277	с какой-то	1	1
278	порой даже	1	1
279	за все	1	1
280	к другому	1	1
281	высшей степени	1	1
282	века в	1	1
283	которыми он	1	1
284	также и	2	1
285	на материале	1	1
286	мы не	1	1
287	приложении к	1	1
288	является внешним	1	1
289	ответить на	1	1
290	иметь никакого	1	1
291	в сущности	1	1
292	находится у	1	1
293	этого термина	1	1
294	не совсем	1	1
295	выхода в	4	1
296	так а	1	1
297	после выхода	1	1
298	в каждой	1	1
299	это время	2	1
300	из москвы	2	1
301	он был	2	1
302	на них	1	1
303	со словами	1	1
304	узнав о	1	1
305	бы то	2	1
306	и рядом	1	1
307	могло быть	3	1
308	точка зрения	1	1
309	в сторону	1	1
310	в общем	3	1
311	себе и	1	1
312	не просто	1	1
313	нет и	2	1
314	за пределы	1	1
315	смотрел на	3	1
316	в поисках	1	1
317	в течение	6	1
318	в одной	2	1
319	в той	5	1
320	ранее не	1	1
321	противоречие в	1	1
322	как нам	1	1
323	остановиться на	1	1
324	хотя и	4	1
325	когда он	1	1
326	я должен	1	1
327	сказал бы	1	1
328	но для	1	1
329	нового и	1	1
330	это просто	1	1
331	о самом	1	1
332	за собой	1	1
333	характер как	1	1
334	для которого	1	1
335	в которой	11	1
336	отношения между	1	1
337	мне не	1	1
338	так или	1	1
339	представляет собой	1	1
340	все эти	2	1
341	не оставляет	1	1
342	и тот	1	1
343	того именно	1	1
344	будто и	1	1
345	точно такое	1	1
346	по словам	4	1
347	только себя	1	1
348	еще раньше	1	1
349	из этой	2	1
350	которой на	1	1
351	именно то	1	1
352	глухим к	1	1
353	них нет	1	1
354	ими в	1	1
355	том чтобы	1	1
356	свое время	1	1
357	известном смысле	1	1
358	но все	7	1
359	значительной степени	2	1
360	не следует	1	1
361	тут не	1	1
362	в каждом	1	1
363	то ни	2	1
364	интонаций в	1	1
365	он просто	1	1
366	тем в	2	1
367	а когда	1	1
368	и характер	1	1
369	читать и	1	1
370	г в	5	1
371	не умеет	1	1
372	что один	1	1
373	всю свою	1	1
374	эти два	1	1
375	и тем	1	1
376	даже в	2	1
377	почти единственным	1	1
378	бы уже	1	1
379	любви в	1	1
380	на своего	1	1
381	он и	1	1
382	для чего	1	1
383	обычно у	1	1
384	в москве	2	1
385	и такая	1	1
386	выйти за	1	1
387	в приложении	1	1
388	в один	2	1
389	не мог	3	1
390	и еще	1	1
391	во время	2	1
392	никак не	2	1
393	дважды упоминается	1	1
394	начале xix	1	1
395	в город	1	1
396	то для	1	1
397	на свою	1	1
398	говорил о	1	1
399	от его	2	1
400	характерное для	1	1
401	отношений между	3	1
402	одном из	3	1
403	который всегда	1	1
404	но он	3	1
405	не превращает	1	1
406	внимания на	1	1
407	была не	2	1
408	и более	2	1
409	не могли	2	1
410	в конце	2	1
411	том же	2	1
412	освободиться от	1	1
413	нас к	1	1
414	счел нужным	1	1
415	весь в	1	1
416	эта картина	1	1
417	что с	2	1
418	виду что	1	1
419	что ему	3	1
420	мысли в	1	1
421	самого начала	3	1
422	дело в	4	1
423	было не	1	1
424	можно судить	1	1
425	чем не	1	1
426	не могло	3	1
427	для всего	1	1
428	найти в	1	1
429	и всегда	2	1
430	этих двух	1	1
431	к концу	1	1
432	как она	1	1
433	ср в	1	1
434	для осуществления	1	1
435	по первому	1	1
436	за его	1	1
437	в области	2	1
438	ему не	2	1
439	по нашему	1	1
440	в момент	1	1
441	и такие	1	1
442	не самим	1	1
443	похож на	1	1
444	отличается от	1	1
445	бы он	1	1
446	то картина	1	1
447	на это	2	1
448	отношении между	1	1
449	размышлениями о	1	1
450	все лица	1	1
451	у себя	1	1
452	а затем	2	1
453	не существует	1	1
454	себя до	1	1
455	лица не	1	1
456	расхождение между	1	1
457	эпизода в	1	1
458	с самого	3	1
459	произведения именно	1	1
460	в классической	2	1
461	однако если	1	1
462	на нее	3	1
463	времени и	4	1
464	особенно в	2	1
465	каждого из	1	1
466	еще в	2	1
467	а там	1	1
468	и всякого	1	1
469	еще так	1	1
470	в настоящее	1	1
471	по себе	3	1
472	образом в	1	1
473	именно потому	1	1
474	и здесь	3	1
475	простой народ	1	1
476	настоящее время	1	1
477	этом произведении	1	1
478	и что	6	1
479	после того	4	1
480	и который	2	1
481	в значительной	2	1
482	заключается в	1	1
483	на всех	1	1
484	и лишь	1	1
485	из толпы	1	1
486	которых в	1	1
487	или иначе	1	1
488	должно было	3	1
489	борьбе с	1	1
490	это нужно	1	1
491	чем и	1	1
492	еще более	4	1
493	иначе в	1	1
494	случае и	1	1
495	судить по	2	1
496	того что	5	1
497	уходит в	1	1
498	как например	2	1
499	но с	4	1
500	согласиться с	1	1
501	бы эти	1	1
502	сколь бы	1	1
503	отцу и	1	1
504	и формальных	1	1
505	в самое	1	1
506	и потому	2	1
507	бы его	1	1
508	драматический характер	1	1
509	по мнению	1	1
510	но как	1	1
511	и теперь	2	1
512	это же	1	1
513	так что	3	1
514	уже в	1	1
515	больше не	1	1
516	со временем	1	1
517	спит в	1	1
518	действующего лица	2	1
519	в начале	3	1
520	где бы	1	1
521	классической трагедии	5	1
522	и неспособность	1	1
523	ведь это	1	1
524	в прозе	1	1
525	могло бы	1	1
526	согласно которой	1	1
527	объяснения в	1	1
528	не для	1	1
529	среди которых	1	1
530	так как	2	1
531	то время	1	1
532	не о	1	1
533	может служить	1	1
534	отношении к	3	1
535	независимо от	1	1
536	принципиально не	1	1
537	на меня	2	1
538	произведение не	1	1
539	этом отношении	9	1
540	образом не	2	1
541	на том	1	1
542	были бы	1	1
543	и даже	3	1
544	о своей	2	1
545	что человек	1	1
546	по своим	1	1
547	догадаться что	1	1
548	действующих лиц	4	1
549	наконец в	3	1
550	такое же	2	1
551	воспоминания о	2	1
552	только по	2	1
553	церкви и	1	1
554	и стал	1	1
555	а на	1	1
556	у меня	3	1
557	на которых	1	1
558	до конца	3	1
559	с которым	1	1
560	вполне самостоятельную	1	1
561	характеров и	2	1
562	не то	3	1
563	там где	2	1
564	его характер	1	1
565	в речи	4	1
566	некоторые места	1	1
567	в точности	1	1
568	почти ничего	1	1
569	эти слова	2	1
570	ни на	1	1
571	в лесу	1	1
572	в пределах	1	1
573	что за	2	1
574	это были	2	1
575	которую принято	1	1
576	подробности не	1	1
577	такого рода	2	1
578	это почти	1	1
579	остроты и	1	1
580	по существу	2	1
581	присутствует в	2	1
582	человек с	1	1
583	на свете	1	1
584	xix в	1	1
585	с этой	2	1
586	еще раз	1	1
587	этом случае	1	1
588	в ранг	1	1
589	в условиях	1	1
590	но это	3	1
591	характера в	1	1
592	вокруг него	1	1
593	очень велика	1	1
594	все не	1	1
595	по дороге	1	1
596	к которому	1	1
597	в полном	3	1
598	трагедии это	2	1
599	которых он	1	1
600	котором он	1	1
601	место для	1	1
602	и среди	1	1
603	говорят не	2	1
604	то не	1	1
605	его тело	1	1
606	всего что	1	1
607	бы в	1	1
608	в поле	1	1
609	и дело	2	1
610	же в	1	1
611	чем же	1	1
612	в главном	1	1
613	в творчестве	1	1
614	другой стороны	3	1
615	сюжетное движение	1	1
616	совершенно не	2	1
617	своего друга	1	1
618	точно так	1	1
619	из этого	1	1
620	только о	2	1
621	героя в	1	1
622	не сказал	1	1
623	к этой	1	1
624	а я	1	1
625	бы даже	1	1
626	в своих	1	1
627	том числе	1	1
628	нет что	1	1
629	каждое слово	1	1
630	который не	1	1
631	к этому	4	1
632	можно назвать	1	1
633	которая не	1	1
634	в таком	1	1
635	смысле что	1	1
