N	2gram	Medvedev_F_2	Narrotol
517	что и	8	1
518	крайней мере	1	1
519	реальность в	1	1
520	это лишь	1	1
521	слов и	1	1
522	все время	6	1
523	у всех	1	1
524	если это	2	1
525	может иметь	1	1
526	того что	3	1
527	в современной	1	1
528	в отрыве	1	1
529	фабула и	1	1
530	с ними	2	1
531	как целого	1	1
532	мы увидим	1	1
533	смысле является	1	1
534	равно что	1	1
535	или же	2	1
536	не происходит	2	1
537	образом на	1	1
538	с нею	2	1
539	то и	3	1
540	истории как	1	1
541	то только	1	1
542	не дает	1	1
543	лишь постольку	3	1
544	как художественные	1	1
545	характерно что	2	1
546	не так	2	1
547	никто не	1	1
548	и должна	1	1
549	вовсе не	11	1
550	от тех	2	1
551	живет не	1	1
552	как такового	6	1
553	и оценки	1	1
554	образом не	2	1
555	лишь для	4	1
556	именно как	4	1
557	до сих	1	1
558	здесь в	1	1
559	всякое высказывание	2	1
560	речи а	1	1
561	и прежде	3	1
562	чем он	4	1
563	как же	1	1
564	двух систем	1	1
565	его из	2	1
566	точке зрения	2	1
567	и пр	21	1
568	он отличается	1	1
569	а на	1	1
570	стремится к	1	1
571	ничем не	2	1
572	более того	5	1
573	сдвиг в	1	1
574	однако и	3	1
575	как о	4	1
576	не об	1	1
577	было на	1	1
578	дела и	1	1
579	характерно для	1	1
580	в речи	1	1
581	связь с	1	1
582	слова от	1	1
583	ни на	2	1
584	от предмета	1	1
585	полагая что	1	1
586	в историю	1	1
587	надо было	1	1
588	сообщение о	1	1
589	почти полное	1	1
590	очевидно что	2	1
591	дает нам	1	1
592	это за	1	1
593	в тех	2	1
594	и там	1	1
595	к определению	1	1
596	как только	1	1
597	быть и	3	1
598	является для	2	1
599	с историей	1	1
600	речевого общения	6	1
601	той мере	1	1
602	сих пор	1	1
603	не будем	1	1
604	по композиции	1	1
605	о его	1	1
606	событие как	1	1
607	в смысле	1	1
608	которая тем	1	1
609	всего в	2	1
610	известной степени	4	1
611	которых он	1	1
612	процесса или	1	1
613	рассказываемого события	1	1
614	позиции в	1	1
615	который является	1	1
616	для нас	1	1
617	от него	2	1
618	это может	1	1
619	его специфической	1	1
620	почву для	1	1
621	но это	2	1
622	вот этот	1	1
623	значением в	4	1
624	он оказывается	1	1
625	в системе	1	1
626	в общем	5	1
627	не утрачивая	1	1
628	на фоне	4	1
629	а о	3	1
630	возможно лишь	1	1
631	отношением к	1	1
632	и при	1	1
633	речи и	3	1
634	этой формуле	1	1
635	в характере	2	1
636	формы высказывания	1	1
637	не могла	1	1
638	если же	2	1
639	быть признана	1	1
640	историю и	1	1
641	это было	3	1
642	все основные	1	1
643	и эта	1	1
644	можно назвать	1	1
645	собственно говоря	1	1
646	которая не	1	1
