N	2gram	Trubetskoy_1	Myslijsy
168	не будет	5	3
169	что все	5	3
170	и может	3	3
171	его в	5	3
172	этого не	1	3
173	или менее	7	3
174	как бы	10	3
175	представить себе	2	3
176	что при	6	3
177	образом и	2	3
178	над всеми	2	3
179	тем не	4	3
180	тому что	2	3
181	на него	2	3
182	с и	1	3
183	тогда и	1	3
184	образом в	3	3
185	того чтобы	8	3
186	заметить что	1	3
187	могут быть	1	3
188	для себя	2	3
189	свою очередь	2	3
190	из двух	2	3
191	быть может	1	3
192	и вообще	3	3
193	со стороны	1	3
194	время в	1	3
195	никак не	1	3
196	это было	1	3
197	к нему	2	3
198	и следовательно	1	3
199	на которой	1	3
200	же и	1	3
201	есть в	2	3
202	только на	1	3
203	в начале	2	3
204	известным образом	1	3
205	за ним	1	3
206	никто не	2	3
207	прежде всего	3	3
208	друг друга	2	3
209	мы можем	6	3
210	до сих	8	3
211	именно в	5	3
212	одной стороны	2	3
213	в одно	2	3
214	так же	8	3
215	за тем	1	3
216	в человеке	1	3
217	самого себя	4	3
218	сих пор	8	3
219	и оно	1	3
220	все остальные	1	3
221	не знаем	1	3
222	а к	2	3
223	и все	7	3
224	в свою	2	3
225	не говоря	1	3
226	не знает	2	3
227	в которой	5	3
228	к этому	5	3
229	в таком	4	3
230	а между	8	2
231	которого в	2	2
232	самом деле	12	2
233	этого последнего	2	2
234	это и	1	2
235	первое время	5	2
236	и до	3	2
237	входящих в	2	2
238	в их	4	2
239	с в	3	2
240	часть его	1	2
241	мы уже	4	2
242	той же	1	2
243	все в	2	2
244	при таких	1	2
245	тогда как	6	2
246	отношение к	4	2
247	существование в	2	2
248	что они	2	2
249	будет не	1	2
250	все же	13	2
251	и той	1	2
252	целый ряд	4	2
253	что по	3	2
254	его к	1	2
255	что сказанное	1	2
256	со своей	1	2
257	та же	3	2
258	так или	5	2
259	в этой	6	2
260	на то	9	2
261	не могла	1	2
262	и если	6	2
263	на его	1	2
264	идеи и	1	2
265	из него	2	2
266	что ни	1	2
267	людей и	1	2
268	но все	5	2
269	этом последнем	1	2
270	на все	5	2
271	входит в	1	2
272	как при	2	2
273	все черты	1	2
274	несмотря на	6	2
275	точки зрения	13	2
276	в своей	1	2
277	что такое	1	2
278	а как	1	2
279	с к	1	2
280	во времена	1	2
281	между людьми	2	2
282	то для	1	2
283	на первых	1	2
284	в которых	2	2
285	мысли и	1	2
286	единство и	1	2
287	выше мы	4	2
288	в первое	1	2
289	их в	2	2
290	том же	4	2
291	даже в	3	2
292	что эта	4	2
293	она не	2	2
294	что с	5	2
295	на котором	1	2
296	и притом	1	2
297	как о	1	2
298	что каждое	1	2
299	или лучше	1	2
300	иметь в	1	2
301	только не	2	2
302	в разных	3	2
303	из того	4	2
304	от этого	1	2
305	указание на	1	2
306	для развития	1	2
307	от нее	2	2
308	в области	4	2
309	ничего общего	3	2
310	только при	2	2
311	лучше сказать	1	2
312	так в	1	2
313	привести в	1	2
314	каждого из	1	2
315	котором мы	1	2
316	можно только	1	2
317	к тем	2	2
318	и с	5	2
319	каждый раз	1	2
320	о том	7	2
321	и та	1	2
322	но мы	1	2
323	этой мысли	1	2
324	от него	3	2
325	связь между	1	2
326	от них	1	2
327	частью в	1	2
328	к сознанию	1	2
329	например при	1	2
330	и следует	1	2
331	эти последние	2	2
332	мы видим	1	2
333	но как	2	2
334	ему самому	1	2
335	том чтобы	2	2
336	согласно с	1	2
337	связи с	4	2
338	с нею	1	2
339	видеть что	1	2
340	в виде	4	2
341	себя от	1	2
342	у него	5	2
343	есть следствие	1	2
344	в других	1	2
345	на стороне	1	2
346	смотря по	1	2
347	с общим	2	2
348	не были	1	2
349	и даже	1	2
350	развития в	1	2
351	от другой	1	2
352	будет ли	1	2
353	только один	2	2
354	а с	4	2
355	или с	1	2
356	эти слова	1	2
357	ко всем	3	2
358	к своему	1	2
359	по своему	5	2
360	что же	2	2
361	что как	4	2
362	быть не	1	2
363	с этой	3	2
364	перед нами	1	2
365	не подлежит	3	2
366	есть одно	1	2
367	то не	1	2
368	из себя	10	2
369	бы в	3	2
370	в большей	1	2
371	с понятием	1	2
372	и наконец	3	2
373	на нас	3	2
374	лишь тогда	2	2
375	но этот	1	2
376	жизни и	2	2
377	и наиболее	1	1
378	народ в	4	1
379	одним из	4	1
380	образом даже	1	1
381	предполагает что	1	1
382	все остальное	1	1
383	каждом шагу	1	1
384	на самом	7	1
385	тех же	2	1
386	силу не	1	1
387	искать в	1	1
388	и должны	1	1
389	что когда	1	1
390	из его	1	1
391	что эти	2	1
392	оно было	1	1
393	должна быть	5	1
394	во-первых потому	1	1
395	собою в	1	1
396	состав его	1	1
397	по его	2	1
398	этот народ	6	1
399	если я	1	1
400	что между	1	1
401	что если	3	1
402	нашу мысль	1	1
403	которую мы	1	1
404	вопрос о	3	1
405	из своих	1	1
406	имеет свою	1	1
407	что многие	2	1
408	в сущности	2	1
409	на каждом	2	1
410	время как	1	1
411	отдельных частей	1	1
412	не вполне	3	1
413	сложнее и	1	1
414	группы и	1	1
415	и со	1	1
416	похожи на	1	1
417	того же	9	1
418	с большим	1	1
419	собою и	1	1
420	и говорить	3	1
421	начало и	6	1
422	он сам	1	1
423	при сравнении	1	1
424	говоря уже	1	1
425	здесь не	1	1
426	бы то	2	1
427	без всякого	1	1
428	с его	1	1
429	же самые	1	1
430	его состоит	1	1
431	только после	1	1
432	общих чертах	1	1
433	такого что	1	1
434	не без	2	1
435	предположим что	1	1
436	что среди	1	1
437	данном случае	3	1
438	он может	1	1
439	совсем не	1	1
440	заметим что	2	1
441	себя все	1	1
442	если в	1	1
443	его душе	1	1
444	можем не	1	1
445	себе и	1	1
446	отличие от	3	1
447	друг от	6	1
448	нет и	1	1
449	и другого	1	1
450	из таких	2	1
451	которые не	3	1
452	же мало	2	1
453	и я	1	1
454	с какого	1	1
455	представим себе	1	1
456	в истории	3	1
457	вызывает в	1	1
458	первый взгляд	1	1
459	бы при	1	1
460	средством к	1	1
461	что касается	6	1
462	еще и	1	1
463	помнить что	1	1
464	хотя и	4	1
465	искать объяснения	1	1
466	увидим что	1	1
467	но в	4	1
468	возможен только	1	1
469	то в	2	1
470	именно того	1	1
471	проч но	1	1
472	все эти	19	1
473	если мы	4	1
474	еще один	1	1
475	о ее	1	1
476	тому же	6	1
477	во многих	1	1
478	двух других	1	1
479	но на	2	1
480	чем больше	4	1
481	бы с	1	1
482	как оно	1	1
483	главным образом	1	1
484	если для	1	1
485	но именно	1	1
486	после этого	1	1
487	зависит не	1	1
488	одно целое	1	1
489	при виде	2	1
490	он должен	2	1
491	в корне	1	1
492	и вот	1	1
493	конечно такое	1	1
494	важную роль	1	1
495	кажется нам	1	1
496	определить место	1	1
497	значительный запас	1	1
498	образом должно	1	1
499	с такими	1	1
500	положения что	1	1
501	здесь мы	1	1
502	касается до	8	1
503	тем в	1	1
504	друг в	1	1
505	и иметь	1	1
506	в совершенно	3	1
507	в мире	6	1
508	конечно в	2	1
509	таком же	2	1
510	том случае	4	1
511	своей стороны	1	1
512	лишь в	5	1
513	знает что	1	1
514	заключается в	2	1
515	в глазах	2	1
516	это не	3	1
517	могут лишь	1	1
518	окажется что	1	1
519	а над	1	1
520	в жизни	3	1
521	то увидим	1	1
522	кажется что	1	1
523	только одно	2	1
524	само собою	1	1
525	в тот	1	1
526	она и	1	1
527	даже без	1	1
528	в общей	2	1
529	его сознании	1	1
530	которой он	1	1
531	с такой	1	1
532	такою же	1	1
533	наука в	1	1
534	потому и	2	1
535	каждое его	1	1
536	материал но	1	1
537	и различие	1	1
538	на таких	2	1
539	совершенно от	1	1
540	в этих	3	1
541	нужно чтобы	1	1
542	но если	2	1
543	таким же	3	1
544	как все	1	1
545	в такой	4	1
546	с точки	8	1
547	что наше	1	1
548	что до	1	1
549	при достижении	1	1
550	знаем что	8	1
551	жизни с	1	1
552	для многих	1	1
553	с такою	1	1
554	ребенком в	1	1
555	друг другу	1	1
556	ускользают от	1	1
557	не поймет	1	1
558	и более	2	1
559	уже сказали	1	1
560	однако в	1	1
561	что этот	1	1
562	того кто	1	1
563	между прочим	2	1
564	тем меньше	2	1
565	будет относиться	1	1
566	к такой	1	1
567	человека но	1	1
568	мало того	4	1
569	и другое	1	1
570	и должен	1	1
571	ее с	1	1
572	на себе	2	1
573	и сама	1	1
574	в процессе	2	1
575	мысли которые	1	1
576	что представление	2	1
577	из предыдущего	2	1
578	а может	1	1
579	верно то	2	1
580	следовательно и	1	1
581	судя по	1	1
582	принадлежат к	1	1
583	не имели	1	1
584	в общих	1	1
585	ничего не	1	1
586	больше чем	1	1
587	невозможно но	2	1
588	в противоречие	2	1
589	не принадлежат	1	1
590	же после	1	1
591	более что	1	1
592	и относится	1	1
593	во всем	3	1
594	значит для	1	1
595	мы бы	1	1
596	в более	1	1
597	быть в	1	1
598	уже и	3	1
599	что на	1	1
600	может показаться	1	1
601	с другом	9	1
602	течением времени	4	1
603	допустить что	1	1
604	с которой	1	1
605	убеждения что	1	1
606	уже о	1	1
607	начиная с	1	1
608	над другими	1	1
609	народа к	5	1
610	отсюда как	1	1
611	отличается от	6	1
612	же самое	1	1
613	в памяти	1	1
614	всего что	1	1
615	ученый в	1	1
616	должен быть	1	1
617	единицы к	1	1
618	разные стороны	1	1
619	приходит к	1	1
620	из всего	1	1
621	и художественное	1	1
622	от друга	6	1
623	в виду	2	1
624	и многие	1	1
625	через b	1	1
626	быть вполне	2	1
627	себе больше	1	1
628	какое содержание	1	1
629	только то	2	1
630	с самого	1	1
631	произведение и	1	1
632	с течением	4	1
633	на том	2	1
634	стороны но	1	1
635	что у	2	1
636	очень быстро	1	1
637	на нее	2	1
638	за то	1	1
639	ясно что	8	1
640	в силе	1	1
641	в результате	9	1
642	всех кто	1	1
643	жизнь и	3	1
644	составные части	1	1
645	для этого	7	1
646	из одного	2	1
647	находится в	1	1
648	мы всегда	1	1
649	сводится к	2	1
650	именно потому	2	1
651	и т.д	4	1
652	другими словами	2	1
653	понимают друг	2	1
654	одно то	1	1
655	с постоянным	1	1
656	все его	2	1
657	которые однако	1	1
658	образом мы	1	1
659	подлежит сомнению	3	1
660	принуждены будем	1	1
661	во всех	10	1
662	ее от	1	1
663	этому поводу	1	1
664	определить где	1	1
665	когда оно	1	1
666	стоит и	1	1
667	на одном	2	1
668	в другой	1	1
669	состоянии в	1	1
670	остается при	1	1
671	в ту	2	1
672	наша собственная	1	1
673	если это	2	1
674	и b	1	1
675	будет казаться	2	1
676	меня так	1	1
677	заключающие в	1	1
678	тех пор	2	1
679	как из	1	1
680	без изменений	1	1
681	себе еще	1	1
682	тот же	3	1
683	уже одно	1	1
684	как нечто	1	1
685	то эти	1	1
686	между этими	2	1
687	и ее	2	1
688	по этому	2	1
689	нас с	1	1
690	видели выше	1	1
691	конечно не	3	1
692	этого я	1	1
693	положение что	1	1
694	ее из	1	1
695	а это	2	1
696	рано или	1	1
697	очень определенные	2	1
698	при помощи	3	1
699	но совершенно	1	1
700	народа о	1	1
701	мы знаем	10	1
702	а то	1	1
703	не заключающие	1	1
704	разница только	1	1
705	иначе как	1	1
706	в прошлом	1	1
707	ее не	1	1
708	к ним	2	1
709	каждый из	3	1
710	она имеет	1	1
711	своего народа	3	1
712	гораздо сложнее	1	1
713	и оставаться	1	1
714	им нужно	1	1
715	что чувство	1	1
716	себе отпечаток	2	1
717	жизни в	1	1
718	или поздно	1	1
719	как сам	1	1
720	как у	3	1
721	или иначе	5	1
722	тем мы	1	1
723	них в	2	1
724	над собою	1	1
725	оставаясь вполне	1	1
726	на которые	1	1
727	то ее	1	1
728	и люди	1	1
729	может ли	1	1
730	оно представляет	1	1
731	его собственной	4	1
732	слова что	1	1
733	мы поймем	1	1
734	людьми и	1	1
735	а но	1	1
736	почти ничего	2	1
737	который у	1	1
738	далекие от	1	1
739	вежливость и	1	1
740	эта идея	1	1
741	уже так	1	1
742	смысл что	1	1
743	такой форме	2	1
744	все свое	1	1
745	редких случаях	2	1
746	общего с	2	1
747	душевная жизнь	1	1
748	в данном	3	1
749	оно существует	1	1
750	быть если	1	1
751	есть как	1	1
752	а потом	1	1
753	таких условиях	1	1
754	да и	1	1
755	друг с	9	1
756	многих других	2	1
757	и там	1	1
758	до сознания	1	1
759	принять их	1	1
760	на пути	1	1
761	смотрели на	1	1
762	на разных	1	1
763	понимание но	1	1
764	что противоречит	3	1
765	и таким	1	1
766	что во-первых	1	1
767	сходство с	2	1
768	еще для	1	1
769	другие но	1	1
770	на время	1	1
771	или не	1	1
772	мы только	1	1
773	том виде	2	1
774	и самому	1	1
775	а все	1	1
776	о котором	7	1
777	как для	3	1
778	который ему	1	1
779	развития и	1	1
780	на первый	2	1
781	это может	2	1
782	в эту	2	1
783	на такой	1	1
784	или нет	1	1
785	указывают на	3	1
786	с не	1	1
787	в одинаковой	1	1
788	я в	2	1
789	ни было	2	1
790	в друге	1	1
791	а рядом	1	1
792	все то	2	1
793	давно уже	2	1
794	все только	1	1
795	до тех	2	1
796	для восстановления	1	1
797	существование и	1	1
798	между ними	2	1
799	некогда на	1	1
800	следует искать	2	1
801	что такая	1	1
802	по одному	3	1
803	нет но	1	1
804	с ними	2	1
805	взгляда на	1	1
806	необходимое условие	1	1
807	возможным только	1	1
808	него в	2	1
809	что немецкое	1	1
810	в голову	1	1
811	ее в	1	1
812	случае если	5	1
813	и эта	1	1
814	нас не	1	1
815	можно назвать	3	1
816	во всяком	2	1
817	гораздо более	2	1
818	силы на	1	1
