N	2gram	Vinokur_Vv_1	Analitik
326	собственном смысле	2	1
327	видеть в	1	1
328	в зависимости	1	1
329	и цельного	1	1
330	по его	2	1
331	включая и	1	1
332	мы уже	1	1
333	целого но	1	1
334	и была	1	1
335	мы не	2	1
336	время была	1	1
337	язык как	3	1
338	есть нечто	1	1
339	себя также	1	1
340	не вполне	4	1
341	что можно	2	1
342	как не	1	1
343	зависимости от	1	1
344	в ней	3	1
345	свою очередь	1	1
346	меньшей степени	1	1
347	быть понято	1	1
348	литературы и	1	1
349	заключенных в	1	1
350	по этому	2	1
351	он был	1	1
352	он сам	3	1
353	заключенное в	1	1
354	ответа на	2	1
355	быть в	4	1
356	нам представляется	1	1
357	в различных	2	1
358	в чем	4	1
359	во всех	2	1
360	как если	1	1
361	в ее	11	1
362	и всего	1	1
363	ведущие к	1	1
364	но как	2	1
365	далее наступает	1	1
366	а только	8	1
367	в сторону	1	1
368	только тогда	1	1
369	или по	1	1
370	его сторону	1	1
371	или иное	1	1
372	связи и	1	1
373	в поисках	1	1
374	и эстетического	1	1
375	независимо от	3	1
376	как в	1	1
377	увидим далее	1	1
378	что действительно	1	1
379	о жизни	1	1
380	это единство	1	1
381	есть в	1	1
382	помнить что	1	1
383	и той	2	1
384	целом но	1	1
385	к числу	1	1
386	как иногда	1	1
387	все возможные	1	1
388	смысл мы	1	1
389	искусство и	2	1
390	та же	1	1
391	меньшей мере	2	1
392	с какой	1	1
393	что это	3	1
394	а во-вторых	2	1
395	бы с	1	1
396	следует понимать	1	1
397	это впрочем	1	1
398	учение о	2	1
399	в известном	3	1
400	и тот	1	1
401	только один	1	1
402	имеем в	1	1
403	и те	2	1
404	претендовать на	1	1
405	если он	1	1
406	и соответствующую	1	1
407	движение от	2	1
408	этот процесс	3	1
409	ответом на	1	1
410	и породила	1	1
411	с е	1	1
412	не значит	1	1
413	в виде	4	1
414	не как	3	1
415	отношений между	3	1
416	мысли как	1	1
417	языком и	1	1
418	из него	1	1
419	его от	1	1
420	что ни	1	1
421	его можно	2	1
422	конечная цель	1	1
423	не бывает	2	1
424	и наоборот	2	1
425	в основу	2	1
426	но все	3	1
427	объект и	1	1
428	а затем	1	1
429	что все	1	1
430	знание языка	2	1
431	вещи и	1	1
432	читать и	2	1
433	его в	6	1
434	заключается в	4	1
435	восприятия в	1	1
436	которого не	1	1
437	и тем	5	1
438	участие в	1	1
439	который по	2	1
440	для них	1	1
441	в них	4	1
442	в историческом	1	1
443	совершенно иного	1	1
444	все равно	1	1
445	единого и	2	1
446	с тем	6	1
447	и уже	3	1
448	он и	2	1
449	внешнего по	1	1
450	различных аспекта	1	1
451	к а	1	1
452	общего содержания	1	1
453	как сказано	2	1
454	действительно не	1	1
455	и становится	1	1
456	в этих	3	1
457	к мысли	1	1
458	все более	3	1
459	во время	1	1
460	и при	2	1
461	и ее	4	1
462	том же	2	1
463	в отношении	2	1
464	к истории	6	1
465	взгляд на	1	1
466	в такой	1	1
467	критика текста	1	1
468	не от	1	1
469	в которых	6	1
470	втором случае	1	1
471	точку зрения	1	1
472	подлинный смысл	1	1
473	но он	1	1
474	не его	1	1
475	по крайней	4	1
476	возможно только	1	1
477	не должно	1	1
478	ним в	1	1
479	собой лишь	1	1
480	например и	1	1
481	тому что	2	1
482	по мере	4	1
483	а от	1	1
484	как будет	2	1
485	не менее	8	1
486	себе целью	1	1
487	в обоих	2	1
488	одна из	2	1
489	к этим	1	1
490	было не	1	1
491	в самых	1	1
492	одной и	2	1
493	это еще	2	1
494	для данной	1	1
495	на котором	2	1
496	нельзя не	4	1
497	о природе	7	1
498	единого целого	1	1
499	ничего не	2	1
500	под этим	1	1
501	этих двух	1	1
502	по меньшей	2	1
503	что собственно	3	1
504	иными словами	1	1
505	к концу	1	1
506	во всем	2	1
507	литературного развития	1	1
508	но это	1	1
509	быть определено	1	1
510	документ но	1	1
511	слова о	1	1
512	входят в	1	1
513	целое это	1	1
514	в каком	1	1
515	на известную	1	1
516	художественной литературы	2	1
517	одно и	1	1
518	в специальном	1	1
519	уже о	1	1
520	то о	2	1
521	значение только	1	1
522	в совокупности	2	1
523	обратно в	1	1
524	мы по	1	1
525	всего в	1	1
526	того о	1	1
527	от научного	1	1
528	оно не	1	1
529	утверждать что	1	1
530	говорит о	3	1
531	и был	2	1
532	не одного	1	1
533	выделить в	1	1
534	в виду	4	1
535	говоря уже	2	1
536	в в	3	1
537	уже потому	1	1
538	языка и	12	1
539	то или	1	1
540	чтобы быть	1	1
541	на той	1	1
542	культуры и	1	1
543	на свой	1	1
544	на том	3	1
545	же касается	2	1
546	что может	3	1
547	к действительности	2	1
548	том как	1	1
549	высокой ступени	1	1
550	он служит	1	1
551	достаточной мере	1	1
552	в глубине	1	1
553	в разных	5	1
554	образом в	1	1
555	своей практической	1	1
556	познания и	2	1
557	материала и	1	1
558	словесного искусства	1	1
559	и должно	1	1
560	и т.д	4	1
561	в самой	1	1
562	внимание на	4	1
563	говорит об	1	1
564	к знанию	1	1
565	слова как	2	1
566	и что	4	1
567	теперь и	1	1
568	пор пока	1	1
569	времени в	3	1
570	по слову	1	1
571	связь между	4	1
572	на отдельные	1	1
573	из литературного	2	1
574	определения в	1	1
575	поставить в	1	1
576	однако с	2	1
577	научной дисциплины	1	1
578	когда оно	1	1
579	автор как	1	1
580	во всей	1	1
581	крайней мере	4	1
582	на данные	1	1
583	сомнения в	1	1
584	наконец в	1	1
585	все время	1	1
586	знания и	3	1
587	которой в	2	1
588	своей природе	3	1
589	познания в	1	1
590	тех пор	1	1
591	быть и	2	1
592	всем объеме	1	1
593	на которой	1	1
594	и дело	1	1
595	тот же	1	1
596	это во-первых	1	1
597	языка на	2	1
598	что даже	2	1
599	как нечто	8	1
600	входит в	2	1
601	может оказаться	3	1
602	самые разнообразные	1	1
603	т.д в	1	1
604	этот факт	1	1
605	так что	5	1
606	связи с	3	1
607	литературы не	1	1
608	если и	1	1
609	языка а	2	1
610	текста по	1	1
611	чтобы он	2	1
612	языка как	2	1
613	научного знания	1	1
614	от других	2	1
615	слова не	1	1
616	во втором	2	1
617	как писал	1	1
618	или даже	1	1
619	дает ему	1	1
620	но от	1	1
621	за ним	1	1
622	и художественно	1	1
623	всяком случае	3	1
624	слова в	1	1
625	как их	1	1
626	мы находим	1	1
627	в одном	4	1
628	в цепи	1	1
629	второй части	1	1
630	у него	1	1
631	ставит себе	1	1
632	как раз	4	1
633	само собой	2	1
634	науки в	4	1
635	были бы	1	1
636	только на	3	1
637	в особенности	4	1
638	не до	2	1
639	в новейшее	1	1
640	она и	1	1
641	и даже	5	1
642	нам не	1	1
643	материала а	1	1
644	знаний и	4	1
645	объяснение в	1	1
646	до сих	5	1
647	может и	1	1
648	одну из	1	1
649	или иначе	4	1
650	какой-либо одной	1	1
651	здесь в	1	1
652	с той	1	1
653	и др	2	1
654	его из	1	1
655	к человеку	1	1
656	в соответствии	2	1
657	научному исследованию	2	1
658	превращается в	1	1
659	не было	1	1
660	что находится	1	1
661	не означает	1	1
662	однако и	1	1
663	текст автор	1	1
664	признать вполне	1	1
665	долгое время	1	1
666	о чем	4	1
667	его собственной	1	1
668	и способа	1	1
669	если не	1	1
670	в связи	2	1
671	соответствующей культуры	1	1
672	виде в	2	1
673	рода искусство	2	1
674	своему содержанию	1	1
675	и особенно	1	1
676	как это	5	1
677	путь от	2	1
678	во множестве	1	1
679	существует как	1	1
680	по своему	5	1
681	природе того	1	1
682	в течение	5	1
683	и размежевать	1	1
684	смысле этого	8	1
685	чтобы увидеть	1	1
686	обоих этих	1	1
687	да и	4	1
688	которой состоит	1	1
689	новейшее время	1	1
690	с этой	4	1
691	самом же	1	1
692	еще раз	1	1
693	известном смысле	3	1
694	сих пор	5	1
695	как может	1	1
696	в достаточной	1	1
697	этом смысле	11	1
698	то именно	1	1
699	этого ответа	1	1
700	соответственно более	1	1
701	только одна	1	1
702	деле как	1	1
703	и для	4	1
704	искусства как	1	1
705	эстетическое впечатление	1	1
706	и от	1	1
707	все что	1	1
708	или в	1	1
709	том виде	3	1
710	имеет дело	5	1
711	что оно	2	1
712	понять что	1	1
713	в результате	3	1
714	между ними	2	1
715	выше чем	1	1
716	о котором	8	1
717	того с	1	1
718	хотя и	3	1
719	из себя	1	1
720	мы должны	1	1
721	только с	3	1
722	в большей	7	1
723	бы именовать	1	1
724	идет об	2	1
725	у разных	1	1
726	сказано о	1	1
727	же в	1	1
728	хотя в	2	1
729	на части	1	1
730	в своих	2	1
731	бы оно	1	1
732	до тех	1	1
733	совершенно ошибочно	1	1
734	в свою	1	1
735	письма и	1	1
736	связей и	1	1
737	совершенно не	1	1
738	и составляют	1	1
739	которой был	1	1
740	науки как	1	1
741	в действительности	1	1
742	просто не	1	1
743	жизни и	2	1
744	место а	1	1
745	также не	1	1
746	ее в	1	1
747	по поводу	1	1
748	и эта	1	1
749	это понятие	2	1
750	нам дана	1	1
751	они не	1	1
752	путь не	1	1
753	во всяком	3	1
754	этой точки	1	1
