N	2gram	Vinokur_St_3	Narrotol
198	как мы	2	2
199	в театре	1	2
200	с ее	2	2
201	свою очередь	1	2
202	здесь не	1	2
203	другой стороны	5	2
204	в произведении	1	2
205	в пределах	1	2
206	с языком	1	2
207	особенно в	1	2
208	она была	1	2
209	по мере	1	2
210	с ним	1	2
211	то они	1	2
212	со словами	1	2
213	до сих	2	2
214	с другой	5	2
215	времени в	1	2
216	это была	1	2
217	эта фраза	1	2
218	тем или	1	2
219	в форме	2	2
220	и только	2	2
221	известном смысле	1	2
222	он уже	1	2
223	всяком случае	4	2
224	который в	1	2
225	где они	1	2
226	до конца	3	2
227	xix столетия	1	2
228	в конце	6	2
229	не о	1	2
230	друг друга	1	2
231	где в	1	2
232	в особенности	4	2
233	в области	6	2
234	в результате	2	2
235	как у	1	2
236	было и	1	2
237	что не	2	2
238	что мы	3	2
239	если не	1	2
240	вместе с	2	2
241	по своим	1	2
242	о его	1	2
243	в связи	3	2
244	в году	5	2
245	или иным	1	2
246	но зато	1	2
247	хотя бы	1	2
248	только что	2	2
249	сказать что	4	2
250	в свою	2	2
251	все что	1	2
252	во всяком	4	2
253	и т	8	1
254	одним из	1	1
255	сам по	1	1
256	не имел	2	1
257	а из	1	1
258	на самом	1	1
259	значении этого	1	1
260	е годы	1	1
261	говорилось выше	1	1
262	и до	1	1
263	соответствовало бы	1	1
264	из всех	1	1
265	например в	4	1
266	с классической	1	1
267	встречается ни	1	1
268	карамзина в	3	1
269	этом не	1	1
270	то и	2	1
271	мальчика и	1	1
272	событий и	1	1
273	в некотором	1	1
274	мы и	1	1
275	этого термина	2	1
276	не совсем	2	1
277	из которых	4	1
278	первого и	1	1
279	о роли	1	1
280	в монастырь	1	1
281	значит и	2	1
282	пребывания в	1	1
283	и опыт	1	1
284	и много	1	1
285	он был	3	1
286	быть в	1	1
287	обращении с	1	1
288	тем как	2	1
289	этого героя	1	1
290	видит в	1	1
291	мы будем	1	1
292	тех же	1	1
293	не все	1	1
294	ответ на	5	1
295	его душе	1	1
296	отношение к	4	1
297	и я	1	1
298	что именно	2	1
299	с этим	7	1
300	что ее	1	1
301	еще и	1	1
302	когда он	1	1
303	целый ряд	1	1
304	и наконец	3	1
305	и к	4	1
306	свидетель в	1	1
307	самом начале	1	1
308	второго лица	1	1
309	гораздо раньше	3	1
310	для которого	1	1
311	еще на	1	1
312	в которой	4	1
313	из жизни	1	1
314	что-то в	1	1
315	в литературном	1	1
316	отношения с	1	1
317	что это	16	1
318	это за	2	1
319	не понимает	1	1
320	состоит как	1	1
321	за это	1	1
322	бы не	1	1
323	то я	1	1
324	во многих	2	1
325	к своей	2	1
326	приводит к	1	1
327	и тот	2	1
328	не годится	1	1
329	чем его	1	1
330	как он	1	1
331	но на	1	1
332	всей его	1	1
333	человек не	1	1
334	что она	1	1
335	языком в	1	1
336	т д	2	1
337	как с	1	1
338	не как	2	1
339	классической традиции	1	1
340	очевидным что	1	1
341	какой бы	1	1
342	его от	1	1
343	и по	2	1
344	в нее	1	1
345	таким образом	10	1
346	но все	2	1
347	той же	2	1
348	его в	1	1
349	второй половины	1	1
350	отражение в	1	1
351	но уже	1	1
352	он является	1	1
353	стремился к	1	1
354	в ее	1	1
355	с тем	4	1
356	но каждый	1	1
357	мы видели	1	1
358	основывается на	1	1
359	остановился на	1	1
360	нисколько не	1	1
361	можно уловить	1	1
362	или менее	1	1
363	во время	3	1
364	что создает	1	1
365	в котором	5	1
366	с точки	4	1
367	в их	3	1
368	в которых	2	1
369	что еще	1	1
370	что я	3	1
371	и они	1	1
372	точку зрения	2	1
373	средствами языка	1	1
374	но во	1	1
375	по крайней	4	1
376	на языке	1	1
377	что после	1	1
378	что этот	3	1
379	даже в	1	1
380	что эта	2	1
381	нас к	2	1
382	тому что	3	1
383	на три	1	1
384	на рубеже	1	1
385	так как	3	1
386	не раз	1	1
387	важно что	2	1
388	как можно	2	1
389	словами о	1	1
390	того как	1	1
391	которые не	1	1
392	не говоря	1	1
393	своего существования	1	1
394	было не	1	1
395	который при	1	1
396	длинных и	1	1
397	чтобы стать	1	1
398	этот тип	2	1
399	судя по	1	1
400	бы между	2	1
401	преимущественно в	1	1
402	для всех	1	1
403	слова как	2	1
404	обратим внимание	1	1
405	по своей	1	1
406	ср в	3	1
407	и со	1	1
408	всех действующих	1	1
409	в мировой	3	1
410	встречается в	1	1
411	могут быть	2	1
412	отличается от	4	1
413	не встречается	2	1
414	для его	2	1
415	любопытно что	2	1
416	подчеркнуть что	3	1
417	обычно в	1	1
418	должен быть	2	1
419	произведения по	1	1
420	в виду	2	1
421	говорит и	2	1
422	как по	1	1
423	свидетельство о	2	1
424	и когда	1	1
425	и сам	1	1
426	в другом	3	1
427	в образе	1	1
428	по аналогии	1	1
429	из двух	1	1
430	на нее	2	1
431	не за	1	1
432	ясно что	1	1
433	в последующих	1	1
434	на которую	1	1
435	он писал	2	1
436	чем у	1	1
437	в окружающей	1	1
438	том как	1	1
439	но у	1	1
440	является в	1	1
441	была в	1	1
442	поэтому в	1	1
443	был не	1	1
444	разрыв с	1	1
445	из одного	1	1
446	и вообще	1	1
447	приближается к	1	1
448	произведения как	2	1
449	это но	1	1
450	и здесь	3	1
451	по замечанию	1	1
452	начале второй	1	1
453	голос в	1	1
454	не выступает	1	1
455	разумеется в	1	1
456	для нас	1	1
457	в значительной	1	1
458	его авторской	1	1
459	к слову	2	1
460	героя до	1	1
461	во всех	2	1
462	русской литературе	1	1
463	живого рассказа	1	1
464	с нами	1	1
465	а потому	2	1
466	что и	1	1
467	крайней мере	4	1
468	он его	2	1
469	также в	1	1
470	все время	2	1
471	человека как	1	1
472	к ней	4	1
473	же можно	1	1
474	в формах	1	1
475	поле зрения	1	1
476	в двух	1	1
477	одной из	2	1
478	что один	1	1
479	связям между	1	1
480	значения как	1	1
481	ли он	1	1
482	бы из	1	1
483	и иными	1	1
484	до нас	2	1
485	по мнению	3	1
486	между этими	1	1
487	место из	1	1
488	с одной	2	1
489	со всеми	1	1
490	с которыми	2	1
491	того же	2	1
492	ряде случаев	2	1
493	и у	2	1
494	уже в	3	1
495	ни одного	1	1
496	действующего лица	1	1
497	от других	1	1
498	у них	1	1
499	не из	1	1
500	в данной	1	1
501	но совершенно	1	1
502	что сама	1	1
503	только одно	1	1
504	а то	2	1
505	произведения и	2	1
506	не случайно	1	1
507	в ряде	2	1
508	ни для	1	1
509	за границы	1	1
510	тем что	19	1
511	не просто	2	1
512	на том	1	1
513	литературном отношении	1	1
514	указание на	1	1
515	следует признать	1	1
516	протяжении всего	1	1
517	смерти и	1	1
518	в последние	1	1
519	в делах	1	1
520	в обращении	1	1
521	таков что	1	1
522	и ему	1	1
523	а именно	1	1
524	лица в	1	1
525	и создает	1	1
526	для этого	2	1
527	этому времени	1	1
528	а с	2	1
529	что для	3	1
530	говорит о	1	1
531	связано с	5	1
532	по тем	1	1
533	одной стороны	3	1
534	не на	2	1
535	неведомо откуда	1	1
536	уже до	1	1
537	его как	3	1
538	становится очевидным	1	1
539	ср у	1	1
540	свое отражение	1	1
541	когда она	1	1
542	там где	1	1
543	свое внимание	1	1
544	тогда было	2	1
545	свидетельствует не	1	1
546	с помощью	1	1
547	именно поэтому	2	1
548	на фоне	1	1
549	связь с	4	1
550	в творчестве	3	1
551	так же	1	1
552	границы между	1	1
553	смысл который	1	1
554	в рамках	2	1
555	в историю	1	1
556	опирается на	1	1
557	что за	1	1
558	наряду с	1	1
559	это его	1	1
560	не можем	1	1
561	в европейской	2	1
562	в контексте	1	1
563	на другое	2	1
564	почему оно	1	1
565	но это	4	1
566	все это	8	1
567	здесь следует	1	1
568	и где	1	1
569	в книге	1	1
570	сам же	1	1
571	известной степени	1	1
572	чтобы создать	1	1
573	при таком	1	1
574	это он	1	1
575	о котором	1	1
576	собственно говоря	1	1
577	тем более	3	1
578	у которого	3	1
579	все они	3	1
580	на осуществление	1	1
581	я за	1	1
582	отношении к	1	1
583	похожи на	1	1
584	нас теперь	1	1
585	в период	1	1
586	от первого	1	1
587	слова с	1	1
588	не знает	1	1
589	была бы	4	1
590	речи и	1	1
591	которого по	2	1
592	в свое	1	1
593	более или	1	1
594	истории история	1	1
595	собой лишь	1	1
596	к этой	2	1
597	к этому	3	1
598	они не	1	1
599	история о	1	1
600	которая не	1	1
