N	2gram	Bakhtin_Pr_4	Komedia
311	преступления и	3	1
312	вопрос о	2	1
313	именно к	1	1
314	этом не	1	1
315	подсмотреть и	1	1
316	глубины и	1	1
317	принадлежит к	1	1
318	становится объектом	1	1
319	первого и	1	1
320	это время	1	1
321	и говорить	2	1
322	собой в	1	1
323	в большинстве	9	1
324	он сам	2	1
325	все эти	4	1
326	не был	1	1
327	со словами	1	1
328	реагировать на	1	1
329	тем как	2	1
330	в обеих	1	1
331	одним словом	1	1
332	но не	4	1
333	но как	1	1
334	очевидно и	1	1
335	в сторону	1	1
336	не входит	2	1
337	которую она	1	1
338	если в	2	1
339	себе и	3	1
340	друг от	1	1
341	друга и	3	1
342	можно отнести	1	1
343	к сожалению	1	1
344	себя за	1	1
345	в одной	2	1
346	одном из	2	1
347	как к	1	1
348	перед нами	12	1
349	переживания и	1	1
350	берет его	1	1
351	и как	2	1
352	и наконец	4	1
353	более или	3	1
354	весь город	1	1
355	от этого	2	1
356	да еще	2	1
357	стороны мы	1	1
358	из жизни	1	1
359	зрения того	1	1
360	его роль	1	1
361	из той	1	1
362	в нашем	1	1
363	из этих	3	1
364	прямо противоположным	1	1
365	еще один	1	1
366	им в	1	1
367	говорить с	1	1
368	имеем в	3	1
369	самое главное	1	1
370	на площади	5	1
371	сказать в	1	1
372	человек не	1	1
373	главное в	1	1
374	с огромной	1	1
375	не являются	1	1
376	к одному	6	1
377	ставит нас	1	1
378	не к	3	1
379	полемики с	1	1
380	смех и	2	1
381	на этом	3	1
382	его можно	1	1
383	речь с	1	1
384	служит теперь	1	1
385	в каждом	6	1
386	что все	1	1
387	же не	1	1
388	значение в	2	1
389	той же	3	1
390	еще хуже	1	1
391	который и	1	1
392	ко второму	2	1
393	о типе	1	1
394	в существенном	1	1
395	известно что	1	1
396	приходит в	1	1
397	и тем	2	1
398	другому а	1	1
399	на афинской	1	1
400	в это	1	1
401	во многом	1	1
402	его и	1	1
403	он является	1	1
404	и разыгрывает	1	1
405	не всегда	1	1
406	друга в	1	1
407	такой же	3	1
408	нет ибо	1	1
409	себя внимание	2	1
410	от своего	1	1
411	при изучении	1	1
412	не последнее	1	1
413	мы конечно	2	1
414	место в	1	1
415	не столько	1	1
416	в отличие	3	1
417	что я	6	1
418	для всякого	1	1
419	точку зрения	1	1
420	образом и	3	1
421	которые в	2	1
422	такую же	1	1
423	но он	3	1
424	друг другу	1	1
425	обращение к	1	1
426	том же	4	1
427	в устах	1	1
428	и под	1	1
429	а вот	1	1
430	и вся	1	1
431	вернемся к	2	1
432	быть лишь	1	1
433	в атмосфере	2	1
434	которых почти	1	1
435	бы сразу	1	1
436	ее не	1	1
437	виду что	1	1
438	свое время	2	1
439	того как	2	1
440	и притом	1	1
441	на себе	1	1
442	и остается	1	1
443	по тону	1	1
444	к этим	1	1
445	приходится прибегать	1	1
446	в самых	1	1
447	и снова	1	1
448	человека по	1	1
449	не могло	2	1
450	себе самом	5	1
451	ним а	1	1
452	и весь	1	1
453	на тему	1	1
454	и лишь	1	1
455	всего на	1	1
456	и по	2	1
457	по своей	3	1
458	во всем	4	1
459	прибегать к	1	1
460	же он	2	1
461	в сознании	1	1
462	что речь	1	1
463	без слов	1	1
464	что на	1	1
465	ну а	1	1
466	с другом	5	1
467	точке зрения	1	1
468	у меня	3	1
469	могут быть	2	1
470	числе и	3	1
471	всего в	1	1
472	что наш	1	1
473	базарной площади	1	1
474	они становятся	1	1
475	указывает на	2	1
476	это я	1	1
477	беременна и	1	1
478	слова с	7	1
479	что при	1	1
480	которой она	1	1
481	но сама	1	1
482	здесь мы	1	1
483	о них	1	1
484	правда не	1	1
485	живет на	6	1
486	эта последняя	1	1
487	пользу приносит	1	1
488	от друга	1	1
489	и сами	1	1
490	выходят за	2	1
491	что там	1	1
492	подходе к	1	1
493	отношений и	1	1
494	здесь также	1	1
495	перед необходимостью	1	1
496	в себя	4	1
497	она только	1	1
498	и совершенно	2	1
499	в живых	1	1
500	что у	1	1
501	с собой	3	1
502	те же	2	1
503	времени и	2	1
504	ты не	1	1
505	особенно в	5	1
506	живет в	2	1
507	на которую	1	1
508	высказывание из	1	1
509	это только	1	1
510	в которые	2	1
511	жизнь и	3	1
512	мы в	1	1
513	для этого	2	1
514	из одного	2	1
515	стремление к	1	1
516	быть ни	2	1
517	высказывание в	2	1
518	никак не	3	1
519	его жизни	1	1
520	делает возможным	1	1
521	никакой необходимости	1	1
522	на что	1	1
523	после того	1	1
524	все его	1	1
525	звучит так	1	1
526	диалога с	1	1
527	может не	1	1
528	за свое	1	1
529	там говорят	1	1
530	каждом из	1	1
531	же нет	1	1
532	три раза	1	1
533	являются в	1	1
534	от них	2	1
535	которая до	1	1
536	она здесь	1	1
537	во втором	1	1
538	достаточно назвать	1	1
539	он его	1	1
540	говоря что	1	1
541	и она	1	1
542	своей природе	2	1
543	войдя в	1	1
544	но так	1	1
545	на которой	1	1
546	образом как	1	1
547	себя с	1	1
548	но наиболее	1	1
549	мысли не	1	1
550	там и	2	1
551	взятые вместе	1	1
552	мы видим	1	1
553	причем эта	1	1
554	только в	6	1
555	и рассказ	3	1
556	реагирует на	2	1
557	в стороне	1	1
558	моменты в	1	1
559	этой линии	1	1
560	это же	1	1
561	со всеми	1	1
562	чтобы их	1	1
563	в эти	1	1
564	человека с	1	1
565	и у	1	1
566	только на	3	1
567	друг за	1	1
568	одной точке	1	1
569	принадлежащих к	2	1
570	рассказывает о	1	1
571	и два	1	1
572	и других	4	1
573	к своим	1	1
574	уже нет	2	1
575	что герои	1	1
576	на своего	1	1
577	и их	3	1
578	в новом	1	1
579	на одном	1	1
580	ты меня	1	1
581	может служить	1	1
582	как его	1	1
583	в некоторых	1	1
584	ведь мы	2	1
585	из своей	1	1
586	некоторые исследователи	1	1
587	вид что	1	1
588	из двух	1	1
589	нас перед	1	1
590	выходит за	1	1
591	о своей	1	1
592	для героев	1	1
593	чтобы между	2	1
594	а именно	1	1
595	уходит в	1	1
596	и между	6	1
597	было и	1	1
598	а с	1	1
599	близко к	1	1
600	в соответствии	1	1
601	превращается в	4	1
602	он только	2	1
603	отношения в	1	1
604	не на	1	1
605	у его	1	1
606	однако и	1	1
607	в руках	2	1
608	вдали от	1	1
609	в слове	3	1
610	приравнивается к	2	1
611	мы остановимся	1	1
612	наконец не	1	1
613	у порога	1	1
614	и ему	1	1
615	как ни	1	1
616	приходит на	1	1
617	именно поэтому	1	1
618	этот рассказ	1	1
619	мы находим	5	1
620	на фоне	6	1
621	человек в	1	1
622	или на	1	1
623	уж не	1	1
624	он уже	2	1
625	и потому	1	1
626	относятся к	1	1
627	за другом	1	1
628	площади и	1	1
629	о возможности	1	1
630	далекого от	1	1
631	ним как	2	1
632	к жизни	2	1
633	для создания	1	1
634	из уст	1	1
635	лицом к	1	1
636	вот я	1	1
637	в тех	1	1
638	и там	1	1
639	в мир	1	1
640	да и	4	1
641	в первой	2	1
642	друг с	5	1
643	что служит	1	1
644	того типа	1	1
645	основание для	1	1
646	еще раз	1	1
647	нашей работы	1	1
648	будет и	1	1
649	можно сказать	4	1
650	что совершается	1	1
651	а то	3	1
652	не любил	1	1
653	он должен	1	1
654	все вопросы	1	1
655	не знаем	1	1
656	войти в	3	1
657	а что	4	1
658	котором он	1	1
659	или в	8	1
660	в другой	1	1
661	о котором	2	1
662	своей собственной	1	1
663	а к	1	1
664	этом уже	1	1
665	себя самого	1	1
666	для нас	2	1
667	могли бы	1	1
668	или менее	3	1
669	в этих	4	1
670	не должен	1	1
671	было только	1	1
672	все они	1	1
673	бы на	1	1
674	с рассказом	1	1
675	отношении к	2	1
676	к лицу	1	1
677	перед его	1	1
678	друг против	1	1
679	к самому	2	1
680	жизни в	1	1
681	от ее	1	1
682	с ней	1	1
683	сказать что	2	1
684	и только	3	1
685	была бы	1	1
686	но этот	3	1
687	жизни а	1	1
688	положений и	1	1
689	этой сцены	1	1
690	жизнь в	3	1
691	жизни и	5	1
692	по поводу	1	1
693	и эта	1	1
694	уже после	3	1
695	против друга	1	1
696	во сне	2	1
697	можно назвать	1	1
698	как на	1	1
699	том числе	4	1
700	впрочем что	1	1
701	они не	2	1
