N	2gram	Trubetskoy_1	Formalny
400	или менее	4	1
401	но если	3	1
402	может лишь	1	1
403	и при	6	1
404	нас не	1	1
405	однако они	2	1
406	не удастся	1	1
407	знаем что	3	1
408	все они	3	1
409	только но	1	1
410	вопрос о	5	1
411	своему существу	1	1
412	нельзя было	1	1
413	эта не	1	1
414	для которых	1	1
415	в россии	6	1
416	друг другу	2	1
417	по крайней	1	1
418	никак нельзя	1	1
419	на такое	1	1
420	не тем	2	1
421	от существенных	1	1
422	любовь к	2	1
423	не для	1	1
424	и вся	1	1
425	ему как	1	1
426	если и	1	1
427	этого отнюдь	1	1
428	не менее	1	1
429	его целом	1	1
430	будучи по	2	1
431	она могла	1	1
432	дело в	1	1
433	на него	1	1
434	земли но	1	1
435	сколько и	1	1
436	бытия и	1	1
437	отличное от	1	1
438	конкретные формы	1	1
439	иметь в	1	1
440	к такому	2	1
441	не могло	1	1
442	тем чем	1	1
443	таким путем	1	1
444	явление в	1	1
445	видеть только	1	1
446	этих последних	1	1
447	в русском	1	1
448	к ней	1	1
449	самому своему	2	1
450	и является	2	1
451	во всем	4	1
452	здесь же	1	1
453	какие конкретные	1	1
454	только с	2	1
455	как будто	2	1
456	многие из	1	1
457	действительно является	1	1
458	которых он	1	1
459	общественности в	1	1
460	похож на	1	1
461	как только	1	1
462	отличается от	2	1
463	от западноевропейского	1	1
464	этого и	1	1
465	той или	3	1
466	для образования	1	1
467	должен быть	1	1
468	для себя	2	1
469	свою очередь	1	1
470	но при	1	1
471	данном случае	3	1
472	только при	1	1
473	в собственном	1	1
474	только то	1	1
475	идет не	1	1
476	во главе	2	1
477	степени и	1	1
478	ли вообще	1	1
479	и важность	1	1
480	можно было	4	1
481	от некоторых	1	1
482	те же	1	1
483	ясно что	2	1
484	с самим	2	1
485	таковы что	1	1
486	отчасти в	1	1
487	это только	2	1
488	на них	1	1
489	возможно и	1	1
490	отрицать что	1	1
491	стремление к	7	1
492	быть самим	4	1
493	можно сказать	1	1
494	образом в	1	1
495	при том	4	1
496	существенны и	1	1
497	может в	1	1
498	в порядке	2	1
499	это то	1	1
500	о том	7	1
501	настоящее время	2	1
502	до сих	5	1
503	что его	1	1
504	вне всякой	2	1
505	по их	1	1
506	вопросу о	3	1
507	и во	3	1
508	на отдельные	1	1
509	всего на	1	1
510	лишь поскольку	1	1
511	вся эта	2	1
512	неизбежно будет	1	1
513	лишь к	4	1
514	крайней мере	1	1
515	ее создателей	1	1
516	и ни	3	1
517	движения в	1	1
518	и писать	1	1
519	что бы	3	1
520	может иметь	1	1
521	и мы	1	1
522	и следует	1	1
523	происходит в	1	1
524	оставаясь в	1	1
525	дело так	1	1
526	и дело	1	1
527	согласиться с	2	1
528	в себе	9	1
529	и действительно	1	1
530	это стремление	1	1
531	совершенно иные	1	1
532	в стремлении	1	1
533	их не	2	1
534	от них	1	1
535	итак все	1	1
536	так что	2	1
537	для всех	6	1
538	к какому	1	1
539	и хочет	1	1
540	конечно не	5	1
541	не можем	2	1
542	есть проблема	1	1
543	с кабинетом	1	1
544	тяжести из	1	1
545	не сам	1	1
546	он весь	1	1
547	они сами	1	1
548	словом на	1	1
549	с определенным	1	1
550	ее не	1	1
551	к ним	1	1
552	естественно что	2	1
553	идет в	1	1
554	сама по	2	1
555	но из	1	1
556	этой задачи	1	1
557	это будет	1	1
558	без того	1	1
559	самого познания	1	1
560	насколько это	1	1
561	судить и	1	1
562	по своим	1	1
563	к которому	1	1
564	в свою	1	1
565	исторической роли	2	1
566	как же	1	1
567	являются лишь	1	1
568	исходит из	1	1
569	а на	1	1
570	из тех	1	1
571	был в	1	1
572	зависит от	2	1
573	на этот	1	1
574	здесь дело	1	1
575	поскольку она	1	1
576	не таков	1	1
577	не на	1	1
578	именно так	1	1
579	в руках	1	1
580	у всех	1	1
581	на эту	2	1
582	совершенно очевидно	2	1
583	этот принцип	1	1
584	ближе к	1	1
585	если не	2	1
586	связь с	1	1
587	кроме тех	1	1
588	так же	2	1
589	во что	3	1
590	но особенно	1	1
591	а если	1	1
592	смысле этого	1	1
593	не удалось	1	1
594	эти признаки	1	1
595	то чем	1	1
596	да и	3	1
597	материал для	1	1
598	этого слова	1	1
599	этом случае	3	1
600	сих пор	5	1
601	и относиться	1	1
602	но для	2	1
603	должны быть	1	1
604	независимое от	1	1
605	к вопросу	4	1
606	всего с	1	1
607	этого однако	1	1
608	при таком	1	1
609	а чем	1	1
610	задача каждого	1	1
611	лишь изредка	1	1
612	в настоящее	2	1
613	чтобы понять	2	1
614	можно согласиться	1	1
615	для нас	2	1
616	этой действительности	1	1
617	целый ряд	2	1
618	мы должны	7	1
619	осуществляет свое	1	1
620	несмотря на	3	1
621	или не	1	1
622	хотя в	1	1
623	к самому	1	1
624	одной из	3	1
625	всюду где	1	1
626	в какие	1	1
627	возможно лишь	4	1
628	лишь тогда	1	1
629	духом и	1	1
630	в возможность	1	1
631	мы указали	2	1
632	можно назвать	1	1
633	как на	8	1
634	случае если	3	1
635	в своих	6	1
636	индивидуальным и	2	1
