N	2gram	Propp_Isto_7	VeschiIm
191	один из	7	3
192	мы видим	10	3
193	тот же	2	3
194	что он	21	3
195	только на	2	3
196	сама по	1	3
197	отношение к	5	3
198	мы возьмем	1	3
199	даже и	1	3
200	никогда не	4	3
201	эти две	1	3
202	а с	1	3
203	вместе с	7	3
204	что именно	1	3
205	она должна	1	3
206	к пониманию	1	3
207	тем более	2	3
208	хотя бы	1	3
209	я в	1	3
210	от этого	1	2
211	как это	2	2
212	ту же	1	2
213	из его	1	2
214	мы уже	4	2
215	элементы и	1	2
216	как мы	3	2
217	но она	1	2
218	бы ни	1	2
219	и этого	1	2
220	может сделать	1	2
221	а только	1	2
222	и всякий	1	2
223	не все	3	2
224	тогда как	3	2
225	себе и	3	2
226	тут же	1	2
227	как в	12	2
228	и нет	2	2
229	когда он	3	2
230	это тоже	1	2
231	образом и	1	2
232	если он	3	2
233	и если	3	2
234	он не	6	2
235	для того	1	2
236	прочим и	2	2
237	в силу	2	2
238	и вот	1	2
239	говорите что	1	2
240	но все	4	2
241	в одну	2	2
242	то чтобы	2	2
243	и может	1	2
244	об этом	6	2
245	на все	1	2
246	себя не	1	2
247	от одного	1	2
248	и тем	2	2
249	ни в	2	2
250	но уже	1	2
251	и уже	1	2
252	не мог	1	2
253	знает и	1	2
254	для нее	2	2
255	же мы	1	2
256	тому что	2	2
257	бы на	1	2
258	но они	3	2
259	дело в	1	2
260	в науке	1	2
261	на него	2	2
262	для всего	1	2
263	это совершенно	1	2
264	в разных	1	2
265	в самой	1	2
266	как она	1	2
267	и его	3	2
268	однако это	1	2
269	если же	1	2
270	оно может	1	2
271	данном случае	3	2
272	и когда	2	2
273	с собой	7	2
274	не с	1	2
275	мог бы	1	2
276	том как	1	2
277	находится в	1	2
278	на вопрос	4	2
279	и та	1	2
280	никак не	1	2
281	как ее	1	2
282	не стоит	2	2
283	и во	1	2
284	еще более	1	2
285	в качестве	3	2
286	и они	1	2
287	мы можем	4	2
288	не случайно	3	2
289	не говорит	1	2
290	о которых	1	2
291	в особенности	2	2
292	на ее	1	2
293	и недостаточно	1	2
294	превращается в	3	2
295	них и	1	2
296	ничем не	2	2
297	именно так	1	2
298	а так	1	2
299	о чем	1	2
300	что из	2	2
301	если не	4	2
302	но оно	2	2
303	в частности	1	2
304	меня на	2	2
305	а потом	2	2
306	и появление	1	2
307	кроме того	3	2
308	просто как	1	2
309	при всем	1	2
310	ли в	1	2
311	но именно	1	2
312	но зато	1	2
313	может и	1	2
314	от всех	2	2
315	что то	1	2
316	а я	1	2
317	так же	6	2
318	этой точки	3	2
319	и наиболее	1	1
320	же как	4	1
321	связана с	1	1
322	это значит?	1	1
323	случае есть	1	1
324	только потому	1	1
325	между двумя	1	1
326	чего не	1	1
327	из самых	2	1
328	не хочет	1	1
329	только становится	1	1
330	она все	1	1
331	что эти	2	1
332	не имеют	2	1
333	в зависимости	1	1
334	должны отвергнуть	1	1
335	для своего	1	1
336	что если	1	1
337	которую мы	1	1
338	в которой	2	1
339	что уже	1	1
340	тогда они	1	1
341	но по	2	1
342	в возможности	1	1
343	время как	2	1
344	и другая	1	1
345	уже в	3	1
346	бывает так	1	1
347	и на	2	1
348	между собой	1	1
349	с его	3	1
350	видим таким	1	1
351	заключается не	1	1
352	ее к	1	1
353	есть более	1	1
354	только тогда	1	1
355	если в	2	1
356	ответ на	6	1
357	искусство в	1	1
358	совершенно ясно	4	1
359	один и	1	1
360	которые не	2	1
361	эта связь	3	1
362	стороны и	2	1
363	части в	1	1
364	этой стороны	3	1
365	нельзя было	1	1
366	перед нами	2	1
367	хотя и	3	1
368	к иному	1	1
369	он что-нибудь	1	1
370	и к	1	1
371	что этим	1	1
372	самом начале	1	1
373	и свою	1	1
374	потом уже	1	1
375	бы с	1	1
376	все эти	2	1
377	представления не	2	1
378	чем бы	1	1
379	в этой	1	1
380	еще один	2	1
381	однако как	1	1
382	зависимости от	1	1
383	как он	6	1
384	полный и	1	1
385	не могла	1	1
386	при этом	4	1
387	формулировать так	1	1
388	она еще	1	1
389	раньше и	1	1
390	всего предыдущего	1	1
391	станет ясным	1	1
392	этого вопроса	1	1
393	пор мы	1	1
394	том чтобы	3	1
395	быть с	1	1
396	из него	1	1
397	его от	1	1
398	и по	3	1
399	всех своих	1	1
400	это конечно	2	1
401	они должны	2	1
402	вывести из	1	1
403	имеют в	1	1
404	форма есть	1	1
405	надо не	1	1
406	этого мы	1	1
407	один момент	1	1
408	нечего и	1	1
409	должен был	2	1
410	не простое	1	1
411	он все	1	1
412	во многом	1	1
413	в них	3	1
414	она и	1	1
415	далеко не	1	1
416	как видно	1	1
417	со своими	1	1
418	не всегда	4	1
419	и вне	1	1
420	и значения	1	1
421	может идти	2	1
422	что собственно	2	1
423	оно же	1	1
424	на первый	4	1
425	с ума	1	1
426	этом случае	1	1
427	нас не	2	1
428	я его	1	1
429	именно и	1	1
430	и без	1	1
431	в котором	2	1
432	ту сторону	1	1
433	одной очень	1	1
434	представление о	3	1
435	случай что	1	1
436	вопрос но	1	1
437	от его	1	1
438	но эта	2	1
439	к нашему	1	1
440	стану я	1	1
441	тем самым	1	1
442	не могли	1	1
443	чем собственно	1	1
444	сам он	2	1
445	нас к	2	1
446	уже был	1	1
447	отдельно от	1	1
448	чистом виде	1	1
449	ум и	1	1
450	что эта	1	1
451	от нас	1	1
452	которое он	1	1
453	дело не	5	1
454	не имеет	4	1
455	каких условиях	1	1
456	на связь	1	1
457	этим он	2	1
458	больше чем	1	1
459	под этим	1	1
460	средствами и	1	1
461	находятся в	1	1
462	видим что	3	1
463	такой случай	3	1
464	правда это	1	1
465	не вытекает	1	1
466	сводится к	1	1
467	в сознании	1	1
468	до того	1	1
469	и делает	1	1
470	только одна	1	1
471	и оно	2	1
472	можно формулировать	1	1
473	начале ее	1	1
474	не могут	2	1
475	еще яснее	2	1
476	отличное от	1	1
477	а ее	1	1
478	утверждать что	1	1
479	только одну	1	1
480	что вы	2	1
481	стоит на	1	1
482	им в	2	1
483	велика и	1	1
484	вы не	1	1
485	из всего	2	1
486	более не	1	1
487	в конце	3	1
488	какой-то другой	1	1
489	как не	1	1
490	вывод что	1	1
491	на основе	1	1
492	и от	2	1
493	него самого	1	1
494	то время	2	1
495	на том	2	1
496	если они	1	1
497	что у	4	1
498	достаточно чтобы	1	1
499	в другом	1	1
500	только тот	1	1
501	на нее	1	1
502	действительности это	1	1
503	стороны не	2	1
504	и мертвые	1	1
505	а этот	1	1
506	на которую	1	1
507	подойти к	1	1
508	когда в	1	1
509	до бесконечности	1	1
510	имеется в	2	1
511	ивана в	1	1
512	он остается	1	1
513	все дело	2	1
514	проявляет и	1	1
515	ясным что	1	1
516	а также	1	1
517	происходит не	1	1
518	самому себе	1	1
519	мы понимаем	1	1
520	должно было	2	1
521	связь между	1	1
522	на своих	1	1
523	от них	1	1
524	е если	1	1
525	но конечно	2	1
526	вслед за	1	1
527	кто в	1	1
528	а его	3	1
529	а именно	6	1
530	мы условились	1	1
531	этом по	1	1
532	но тут	1	1
533	что здесь	7	1
534	но с	1	1
535	только одной	1	1
536	в какой	1	1
537	в угоду	1	1
538	и весьма	1	1
539	и так	2	1
540	заметим что	1	1
541	с одной	5	1
542	образом что	1	1
543	то ему	1	1
544	конечно не	2	1
545	не можем	2	1
546	и у	2	1
547	так можно	1	1
548	в виде	1	1
549	в начале	1	1
550	то этот	1	1
551	при помощи	3	1
552	очевидно что	1	1
553	себе в	1	1
554	и также	1	1
555	участвовать в	1	1
556	вовсе не	4	1
557	не о	1	1
558	как его	1	1
559	у него	10	1
560	она будет	2	1
561	к той	1	1
562	с искусством	1	1
563	ее на	4	1
564	в других	4	1
565	но из	1	1
566	кажется мне	1	1
567	только у	1	1
568	до сих	2	1
569	же а	1	1
570	этот дом	1	1
571	мы еще	1	1
572	так вот	1	1
573	д то	1	1
574	иногда это	2	1
575	говорит о	2	1
576	в некоторых	1	1
577	одной стороны	5	1
578	стать на	1	1
579	и самый	1	1
580	его как	1	1
581	когда она	2	1
582	она проявляется	1	1
583	и она	3	1
584	который бы	1	1
585	д в	2	1
586	или по	1	1
587	к другой	1	1
588	то можно	1	1
589	поэтому если	1	1
590	из которых	1	1
591	мы опять	1	1
592	мне на	1	1
593	он говорит	2	1
594	не существенно	1	1
595	есть результат	1	1
596	совершенно достаточно	1	1
597	не видят	2	1
598	вопрос еще	1	1
599	таких условиях	1	1
600	вокруг себя	1	1
601	по существу	4	1
602	в состоянии	4	1
603	лежит в	2	1
604	вопрос а	1	1
605	и формы	1	1
606	сих пор	3	1
607	проявляется и	1	1
608	но для	2	1
609	дает возможность	1	1
610	вообще говоря	1	1
611	очень интересный	1	1
612	отвечает на	1	1
613	или в	8	1
614	его с	1	1
615	знаков и	1	1
616	тот кто	5	1
617	на анализе	1	1
618	ее и	1	1
619	с уже	1	1
620	в третьем	1	1
621	и смысл	1	1
622	мы должны	4	1
623	также не	1	1
624	в целях	2	1
625	к самому	1	1
626	одной из	4	1
627	с ней	3	1
628	только как	1	1
629	другой стороны	8	1
630	относящиеся к	1	1
631	они все	1	1
632	дело с	1	1
633	это положение	2	1
634	религии и	1	1
635	мы увидим	6	1
636	из этого	1	1
637	только о	2	1
638	ли он	4	1
639	сила и	1	1
640	самое и	1	1
641	в действительности	2	1
642	но эти	1	1
643	уже есть	1	1
644	к этой	1	1
645	и эта	2	1
646	к этому	2	1
647	думать что	2	1
648	можно назвать	1	1
649	в таком	1	1
650	они не	2	1
