N	2gram	Bakhtin_fo_1	Literetu
156	путь к	1	2
157	и только	1	2
158	не более	1	2
159	в русском	1	2
160	в него	1	2
161	было бы	2	2
162	могло бы	1	2
163	тот же	1	2
164	одной из	3	2
165	друг друга	3	2
166	потому что	4	2
167	уже не	2	2
168	уже в	2	2
169	с другим	1	2
170	из них	1	2
171	был бы	3	2
172	одно из	3	2
173	ведь это	1	2
174	в одном	3	2
175	т п	8	2
176	в конце	9	2
177	что и	3	2
178	вовсе не	13	2
179	при всей	1	2
180	у него	6	2
181	существование в	1	2
182	как раз	13	2
183	где в	1	2
184	наконец в	1	2
185	себя и	3	2
186	что не	3	2
187	не было	7	2
188	до конца	4	2
189	мира в	3	2
190	и каждый	1	2
191	из которых	1	2
192	к жизни	2	2
193	этом случае	1	2
194	и нет	2	2
195	при всем	1	2
196	не является	2	2
197	в результате	6	2
198	хотя бы	2	2
199	с ним	2	2
200	же в	3	2
201	здесь даже	1	2
202	смыкается с	1	2
203	первый раз	1	2
204	не знает	3	2
205	что ты	1	2
206	героя в	1	2
207	себе не	1	2
208	к этой	1	2
209	в своих	1	2
210	он на	1	2
211	том числе	4	2
212	жизни где	1	1
213	отношения к	3	1
214	в движение	3	1
215	начинается с	1	1
216	его здесь	1	1
217	случайно в	1	1
218	эту жизнь	2	1
219	здесь и	2	1
220	по которым	1	1
221	в строгом	2	1
222	из всех	1	1
223	мы имеем	1	1
224	и само	1	1
225	как мы	14	1
226	пути на	1	1
227	ни единого	1	1
228	на войне	1	1
229	и чужого	1	1
230	начала в	1	1
231	с большой	2	1
232	оказывается что	2	1
233	дороги и	3	1
234	их жизнь	1	1
235	он был	1	1
236	он сам	1	1
237	себя а	1	1
238	в чем	2	1
239	самом деле	1	1
240	то он	1	1
241	принадлежит не	2	1
242	свою жизнь	1	1
243	в новом	1	1
244	отличие от	2	1
245	и место	1	1
246	как другие	1	1
247	и я	1	1
248	как в	6	1
249	данный момент	1	1
250	стороны и	2	1
251	путь в	1	1
252	о жизни	1	1
253	есть в	2	1
254	однако не	1	1
255	в полном	1	1
256	и своего	1	1
257	весь народ	1	1
258	самом начале	1	1
259	а перед	1	1
260	и свою	1	1
261	от этого	2	1
262	искусство и	1	1
263	в этот	2	1
264	движение и	1	1
265	на классической	1	1
266	где все	1	1
267	в самом	8	1
268	героя и	7	1
269	и конечно	1	1
270	что это	1	1
271	ни один	1	1
272	все эти	9	1
273	не оставляет	6	1
274	и пространства	4	1
275	приобретает характер	1	1
276	но он	2	1
277	и те	3	1
278	на то	1	1
279	жизни ее	1	1
280	с чем	1	1
281	в классическом	3	1
282	не знающий	1	1
283	не следует	1	1
284	этот день	1	1
285	всех этих	5	1
286	с нашим	1	1
287	оно должно	1	1
288	и вот	1	1
289	и по	2	1
290	без исключения	1	1
291	ни был	1	1
292	таким образом	11	1
293	здесь мы	1	1
294	со всеми	3	1
295	судьбы героя	1	1
296	на протяжении	1	1
297	с другими	3	1
298	это не	6	1
299	меняет в	1	1
300	характер не	3	1
301	например с	1	1
302	в исторических	2	1
303	причастен и	2	1
304	сами эти	1	1
305	люди не	1	1
306	она и	1	1
307	далеко не	2	1
308	и определяет	1	1
309	раз не	1	1
310	между собою	1	1
311	жизни по	2	1
312	сам говорит	1	1
313	движется в	1	1
314	здесь все	2	1
315	в этих	3	1
316	явления как	1	1
317	в своей	2	1
318	он должен	2	1
319	пока не	1	1
320	место в	2	1
321	в отличие	2	1
322	жизненный путь	8	1
323	на три	1	1
324	не путем	1	1
325	но эта	3	1
326	на виду	1	1
327	их в	3	1
328	вещей и	1	1
329	что этот	1	1
330	в историческом	1	1
331	выступает здесь	1	1
332	в отношении	3	1
333	но они	3	1
334	не имеет	4	1
335	и вместо	1	1
336	в романном	1	1
337	и снова	1	1
338	которых и	1	1
339	не могло	5	1
340	этот тип	2	1
341	того и	2	1
342	по своей	1	1
343	на себе	1	1
344	во всем	2	1
345	есть не	3	1
346	связи с	6	1
347	не нужен	1	1
348	так называемый	2	1
349	человека так	2	1
350	раскрытия и	3	1
351	этот образ	2	1
352	мы и	4	1
353	а мы	2	1
354	здоровья и	1	1
355	бытия как	1	1
356	для наших	1	1
357	все то	2	1
358	места для	1	1
359	не могут	3	1
360	для двух	1	1
361	в других	9	1
362	числе и	2	1
363	это начало	1	1
364	к тому	3	1
365	но за	1	1
366	на своей	2	1
367	время он	1	1
368	обычно на	1	1
369	в последующие	4	1
370	о судьбе	1	1
371	приходит к	1	1
372	элементы в	2	1
373	но по	2	1
374	того чтобы	5	1
375	свою очередь	1	1
376	здесь не	4	1
377	этого пути	1	1
378	события как	1	1
379	самим собою	3	1
380	на основе	2	1
381	к какой	1	1
382	как по	2	1
383	в особенности	9	1
384	во главе	1	1
385	в пределах	5	1
386	приводит к	1	1
387	на том	1	1
388	в образе	5	1
389	в последующих	1	1
390	историческом времени	1	1
391	жизнь и	4	1
392	в словах	1	1
393	своего образа	1	1
394	нас и	1	1
395	в таком	3	1
396	находится в	1	1
397	в построении	1	1
398	и вещи	1	1
399	и перед	1	1
400	два момента	1	1
401	нашем случае	1	1
402	не перед	1	1
403	все прочие	1	1
404	притом в	1	1
405	времени в	7	1
406	на отдельные	1	1
407	собственной жизни	2	1
408	переходит в	1	1
409	души к	1	1
410	не чувствует	1	1
411	во втором	2	1
412	по случаю	1	1
413	бы в	1	1
414	время здесь	3	1
415	почти уже	1	1
416	в ту	1	1
417	существу он	1	1
418	пути здесь	1	1
419	нового типа	2	1
420	в литературе	16	1
421	поэтому для	1	1
422	но зато	1	1
423	жизнь с	2	1
424	которое мы	1	1
425	всей жизни	2	1
426	мире и	2	1
427	что роман	1	1
428	в эти	1	1
429	человека с	1	1
430	только на	3	1
431	историческом развитии	1	1
432	за пределами	1	1
433	от других	1	1
434	где бы	1	1
435	ни с	2	1
436	мир в	2	1
437	него нет	1	1
438	личности и	2	1
439	мы находим	2	1
440	в пространстве	5	1
441	не для	2	1
442	бытия и	1	1
443	к цели	1	1
444	дальше в	1	1
445	она имеет	1	1
446	во всей	3	1
447	ее на	1	1
448	на деле	1	1
449	по кругу	1	1
450	рядом с	2	1
451	нет и	2	1
452	и стал	2	1
453	или иной	2	1
454	в данный	1	1
455	мы это	1	1
456	что человек	1	1
457	именно в	3	1
458	я был	2	1
459	и прежде	2	1
460	еще и	2	1
461	в романе	32	1
462	говорит о	1	1
463	к более	1	1
464	приобретает еще	1	1
465	к человеку	1	1
466	в соответствии	2	1
467	аналогичную по	1	1
468	стремится к	1	1
469	более того	3	1
470	человек в	3	1
471	он становится	2	1
472	в ряду	1	1
473	что мы	2	1
474	которой он	1	1
475	одинокого человека	1	1
476	для этой	1	1
477	все более	1	1
478	этой же	1	1
479	так же	6	1
480	и потому	3	1
481	мы говорим	1	1
482	он внутренне	1	1
483	пространства и	4	1
484	наряду с	5	1
485	в хронотопе	4	1
486	человек всегда	1	1
487	себя во	1	1
488	в своем	4	1
489	в это	2	1
490	могло не	1	1
491	приобретает в	1	1
492	историческое время	2	1
493	его в	3	1
494	и от	1	1
495	и некоторые	1	1
496	в основном	5	1
497	своей жизни	4	1
498	автора и	2	1
499	не меняет	1	1
500	время не	2	1
501	силу и	1	1
502	процесс не	1	1
503	имел в	1	1
504	всего в	1	1
505	живет и	1	1
506	с пространством	1	1
507	это он	1	1
508	это философия	1	1
509	себя только	1	1
510	совершенно иной	3	1
511	от него	1	1
512	и все	6	1
513	той или	2	1
514	необходимых для	1	1
515	еще более	3	1
516	ни к	3	1
517	от всего	1	1
518	личной судьбы	1	1
519	не предполагает	1	1
520	свою судьбу	1	1
521	нет ничего	4	1
522	и представляет	1	1
523	только и	5	1
524	лишь только	1	1
525	от всех	1	1
526	именно не	1	1
527	начать с	1	1
528	в свою	2	1
529	в последнем	1	1
530	именно к	1	1
531	культуры в	1	1
532	в делах	1	1
533	ее в	2	1
534	него как	1	1
535	он у	2	1
536	и эта	2	1
537	снова и	1	1
538	к этому	3	1
539	можно назвать	2	1
540	они не	3	1
541	гораздо более	1	1
