N	2gram	Vinokur_St_2	KFilosof
200	этом его	1	2
201	ни у	3	2
202	из нее	3	2
203	в этой	2	2
204	тому что	7	2
205	не потому	2	2
206	но я	1	2
207	а по	1	2
208	в процессе	2	2
209	однако что	1	2
210	что за	2	2
211	в качестве	5	2
212	себя и	1	2
213	нее в	1	2
214	с его	2	2
215	если не	2	2
216	и эти	1	2
217	в области	2	2
218	к этому	4	2
219	что он	13	2
220	в ту	1	2
221	и то	1	2
222	а с	3	2
223	перестал быть	1	2
224	и как	2	2
225	ни к	1	2
226	и смысл	1	2
227	он и	1	2
228	но для	1	2
229	в данном	2	2
230	за его	1	1
231	известном смысле	1	1
232	взято из	1	1
233	на один	1	1
234	могли быть	1	1
235	что ей	1	1
236	в которой	11	1
237	все свои	1	1
238	форму и	1	1
239	нуждается в	1	1
240	в значительной	2	1
241	на его	2	1
242	оказался в	1	1
243	и с	4	1
244	самого себя	1	1
245	сомнения что	3	1
246	что мне	1	1
247	эту разницу	1	1
248	во всяком	3	1
249	должны быть	1	1
250	эта картина	1	1
251	можно сказать	1	1
252	вместе с	7	1
253	но он	3	1
254	или в	1	1
255	свет в	1	1
256	того же	2	1
257	на том	1	1
258	и также	1	1
259	если оно	1	1
260	отличается от	1	1
261	уже тем	1	1
262	в один	2	1
263	это дело	1	1
264	данном контексте	1	1
265	его от	1	1
266	может служить	1	1
267	другой в	1	1
268	себе в	1	1
269	значение для	1	1
270	не к	2	1
271	у меня	3	1
272	это слово	3	1
273	для всего	1	1
274	является еще	1	1
275	в каких	1	1
276	конечно это	1	1
277	до ее	2	1
278	а то	1	1
279	только при	1	1
280	исходить из	1	1
281	над ним	1	1
282	гораздо более	1	1
283	связь с	2	1
284	одновременно и	1	1
285	всего что	1	1
286	на то	2	1
287	бы что	1	1
288	была бы	5	1
289	в трагедии	17	1
290	число таких	1	1
291	все дано	1	1
292	настоящее время	1	1
293	конечно и	2	1
294	вырастал в	1	1
295	как раз	8	1
296	в какой	2	1
297	бы ни	2	1
298	и теперь	2	1
299	и во	1	1
300	всем что	1	1
301	том кто	1	1
302	но с	4	1
303	второй половине	1	1
304	но между	1	1
305	ценность как	1	1
306	именно что	1	1
307	относятся к	3	1
308	не существует	1	1
309	о возможности	1	1
310	лежащий в	1	1
311	об этом	6	1
312	между прочим	12	1
313	и он	3	1
314	нет никакого	2	1
315	одно из	1	1
316	но внутри	1	1
317	эти слова	2	1
318	вместо того	1	1
319	не сумел	3	1
320	ведь это	1	1
321	же в	1	1
322	каких бы	1	1
323	более чем	1	1
324	далеко от	2	1
325	в эту	3	1
326	его действительное	1	1
327	неотделим от	1	1
328	за свою	3	1
329	где все	1	1
330	это очень	2	1
331	когда он	1	1
332	в отношении	2	1
333	не мог	3	1
334	первая часть	1	1
335	и такие	1	1
336	отвлеченного начала	1	1
337	ничем не	1	1
338	одной из	3	1
339	это разные	1	1
340	на чем	1	1
341	а тем	1	1
342	но только	1	1
343	как не	1	1
344	что первая	1	1
345	например что	2	1
346	между ними	1	1
347	и от	1	1
348	различия в	1	1
349	в чисто	2	1
350	особенно в	2	1
351	а затем	2	1
352	связанных с	1	1
353	последних двух	1	1
354	и очень	1	1
355	следующие строки	1	1
356	к тому	10	1
357	не имеют	1	1
358	и формальных	1	1
359	к ней	1	1
360	отношений между	3	1
361	мире с	1	1
362	значительной степени	2	1
363	и даже	3	1
364	хотя и	4	1
365	только что	2	1
366	не с	1	1
367	лицо с	1	1
368	в живом	1	1
369	в этих	3	1
370	него самого	2	1
371	культурного творчества	1	1
372	мысли в	1	1
373	на все	1	1
374	уклонился от	1	1
375	и к	4	1
376	этой мысли	2	1
377	при всех	1	1
378	они не	2	1
379	в конкретном	1	1
380	другого но	1	1
381	что язык	1	1
382	этим не	1	1
383	и всякого	1	1
384	со всех	1	1
385	какие бы	1	1
386	скорее наоборот	1	1
387	утверждать что	2	1
388	себя до	1	1
389	это положение	1	1
390	освободиться от	1	1
391	ее в	2	1
392	с которым	1	1
393	на почве	2	1
394	ни была	1	1
395	но эти	1	1
396	значения как	1	1
397	для самого	1	1
398	на границе	1	1
399	до того	4	1
400	к его	1	1
401	за собой	1	1
402	а за	1	1
403	новое и	1	1
404	смысле слова	1	1
405	именно как	1	1
406	свою очередь	1	1
407	вышел из	1	1
408	средних веков	1	1
409	впрочем в	1	1
410	я с	1	1
411	и о	4	1
412	ни о	1	1
413	выхода в	4	1
414	но к	1	1
415	зависимости от	1	1
416	тем же	2	1
417	не за	1	1
418	имеет только	1	1
419	а я	1	1
420	и вследствие	1	1
421	один из	1	1
422	бы только	1	1
423	героиня и	1	1
424	в истории	2	1
425	всю свою	1	1
426	месте и	1	1
427	от своего	1	1
428	всяком случае	3	1
429	в первом	1	1
430	перестает быть	1	1
431	том смысле	2	1
432	нуждаются в	1	1
433	характер и	1	1
434	это что	1	1
435	в последнем	1	1
436	в движении	2	1
437	их и	1	1
438	действительности и	1	1
439	все содержание	1	1
440	которого является	1	1
441	во второй	1	1
442	это было	2	1
443	ценности с	1	1
444	что все	1	1
445	ту же	1	1
446	по поводу	8	1
447	в содержании	2	1
448	не совпадает	1	1
449	сам же	1	1
450	который не	1	1
451	основана на	1	1
452	что конечно	1	1
453	но оно	1	1
454	и др	2	1
455	только не	2	1
456	одна из	1	1
457	и всей	1	1
458	здесь этот	1	1
459	их не	1	1
460	на этом	1	1
461	самого и	1	1
462	знать и	1	1
463	а к	2	1
464	согласиться с	1	1
465	в настоящее	1	1
466	том же	2	1
467	что именно	2	1
468	я это	1	1
469	и рядом	1	1
470	это позволяет	1	1
471	бы оставить	1	1
472	в самом	7	1
473	то для	1	1
474	только к	2	1
475	не для	1	1
476	такой же	1	1
477	разницу в	1	1
478	совпадает с	1	1
479	есть еще	2	1
480	мы можем	1	1
481	с собой	1	1
482	она не	1	1
483	также и	2	1
484	не психологической	1	1
485	поэтому в	1	1
486	не просто	1	1
487	и тут	1	1
488	из всех	1	1
489	должен был	4	1
490	с этим	3	1
491	несмотря на	2	1
492	совершенно правильно	1	1
493	бы его	1	1
494	но нельзя	1	1
495	не раз	2	1
496	и глубокая	1	1
497	той же	1	1
498	совпадение с	1	1
499	от них	1	1
500	вследствие того	1	1
501	нет сомнения	2	1
502	столь же	1	1
503	которую я	1	1
504	не могло	3	1
505	все они	1	1
506	в последней	1	1
507	но нет	1	1
508	отличаются от	1	1
509	в духе	2	1
510	не был	3	1
511	эстетики и	1	1
512	все что	1	1
513	его не	3	1
514	действие и	1	1
515	нет не	1	1
516	прочим и	1	1
517	не подлежит	1	1
518	не следует	1	1
519	и до	1	1
520	в составе	1	1
521	хорош в	1	1
522	в известном	3	1
523	образом в	1	1
524	нет этого	1	1
525	оба эти	3	1
526	что она	1	1
527	которых он	1	1
528	и уже	1	1
529	но уже	1	1
530	не будем	1	1
531	повторение этого	1	1
532	эта последняя	1	1
533	так как	2	1
534	не является	3	1
535	только на	1	1
536	именно вследствие	1	1
537	что ему	3	1
538	воспоминания и	1	1
539	поэтому и	1	1
540	к выводу	1	1
541	ни на	1	1
542	мысль о	1	1
543	связь между	1	1
544	и по	3	1
545	этому слову	1	1
546	не своей	2	1
547	только себя	1	1
548	является и	1	1
549	в зависимости	1	1
550	выдержанного в	1	1
551	во втором	1	1
