1	и не	16	31
292	находится в	1	2
293	как вывод	1	2
294	связи с	1	2
295	него в	2	2
296	в условиях	1	2
297	но эти	1	2
298	же и	1	2
299	обращено к	1	2
300	совершенно новое	1	2
301	и к	3	2
302	все те	1	2
303	и даже	6	2
304	для себя	1	2
305	ни было	1	2
306	на этот	1	2
307	из тех	1	2
308	художественную форму	1	2
309	ни одной	1	2
310	и входит	1	2
311	образ в	1	2
312	с этой	4	2
313	дело здесь	1	2
314	и нет	1	2
315	в музыке	2	2
316	сих пор	3	2
317	как например	2	2
318	как образ	1	2
319	именно и	2	2
320	с которой	1	2
321	именно потому	1	2
322	художественного замысла	1	2
323	а потому	3	2
324	и от	2	2
325	на вопрос	2	2
326	она является	1	2
327	в которых	3	2
328	поэтому в	1	2
329	следовательно и	1	2
330	мысли в	3	2
331	следовательно что	1	2
332	подходит к	1	2
333	этой проблемы	1	1
334	и другого	2	1
335	жизни с	1	1
336	особенности этого	1	1
337	не следует	1	1
338	под влиянием	3	1
339	свою очередь	1	1
340	едва ли	1	1
341	могло бы	4	1
342	он представляет	1	1
343	есть нечто	2	1
344	эти исследования	1	1
345	в книге	2	1
346	в ее	5	1
347	от обычного	1	1
348	самую существенную	1	1
349	именно к	1	1
350	материала в	1	1
351	ее и	2	1
352	основой художественного	1	1
353	что сказать	1	1
354	в мышлении	2	1
355	ними не	1	1
356	как у	1	1
357	того и	1	1
358	в статье	1	1
359	случае не	2	1
360	и сколько	1	1
361	себе слово	1	1
362	искусства не	5	1
363	как одна	2	1
364	хотя и	3	1
365	особый характер	1	1
366	всех возможных	1	1
367	прежде и	1	1
368	и их	2	1
369	и действительно	1	1
370	показывает как	2	1
371	в основу	2	1
372	к одному	1	1
373	здесь как	1	1
374	а с	1	1
375	в тех	1	1
376	слова и	1	1
377	не могли	1	1
378	отметить что	2	1
379	у меня	3	1
380	перейти к	1	1
381	к ослаблению	1	1
382	не трудно	1	1
383	фантастической и	1	1
384	одном из	2	1
385	построения а	1	1
386	творчества так	1	1
387	в свою	1	1
388	согласны с	1	1
389	что основная	2	1
390	а только	2	1
391	части и	1	1
392	для толстого	2	1
393	образом и	1	1
394	следует только	1	1
395	и оценки	1	1
396	сам себе	1	1
397	между собою	1	1
398	и само	1	1
399	у каждого	3	1
400	элементов и	1	1
401	в нескольких	1	1
402	то это	1	1
403	самого художественного	1	1
404	а вовсе	1	1
405	выходит за	1	1
406	эти черты	1	1
407	явлений и	1	1
408	что говорит	1	1
409	что это	6	1
410	к очень	1	1
411	того чтобы	7	1
412	такими же	1	1
413	они и	1	1
414	в частности	3	1
415	так резко	1	1
416	и так	4	1
417	заключается в	7	1
418	характер и	1	1
419	найти в	1	1
420	по сравнению	1	1
421	и там	2	1
422	того что	10	1
423	в психологической	1	1
424	показаться что	1	1
425	известном смысле	1	1
426	это в	2	1
427	новые и	1	1
428	есть художественная	1	1
429	и та	1	1
430	на эти	2	1
431	и вне	1	1
432	является уже	1	1
433	материалов и	1	1
434	а эта	1	1
435	это сравнение	1	1
436	его не	2	1
437	к этому	4	1
438	музыки и	1	1
439	на этих	1	1
440	художественном произведении	3	1
441	личности и	1	1
442	всегда и	1	1
443	или иных	2	1
444	убедиться в	1	1
445	для всей	1	1
446	эту задачу	1	1
447	мы имеем	4	1
448	лишь случайно	1	1
449	событий в	1	1
450	произведения не	1	1
451	но из	1	1
452	может показаться	2	1
453	но что	2	1
454	подходят к	1	1
455	и многих	1	1
456	и если	4	1
457	этом не	2	1
458	может стать	3	1
459	и совершенно	5	1
460	этого художественного	1	1
461	лежат в	1	1
462	бы эту	1	1
463	в большей	1	1
464	в движение	1	1
465	которым она	1	1
466	анализируя этот	1	1
467	и все	5	1
468	признать что	1	1
469	вообще и	1	1
470	друг к	1	1
471	этого слова	4	1
472	и по	3	1
473	у нас	4	1
474	могла бы	1	1
475	с теорией	3	1
476	что мы	8	1
477	него есть	1	1
478	и наиболее	1	1
479	этом совершенно	1	1
480	должны быть	3	1
481	взгляд на	1	1
482	что именно	1	1
483	она была	1	1
484	художественного произведения	17	1
485	не непосредственно	1	1
486	и всякий	2	1
487	в настоящее	2	1
488	чтобы убедиться	1	1
489	оно есть	2	1
490	так то	1	1
491	к тому	4	1
492	мы увидим	4	1
493	себе а	3	1
494	слова это	1	1
495	только что	2	1
496	и другими	3	1
497	следует что	1	1
498	этих трех	1	1
499	и становится	1	1
500	из всех	2	1
501	а следовательно	1	1
502	указывает как	1	1
503	та же	3	1
504	если принять	1	1
505	совершенно в	1	1
506	сама по	2	1
507	лиц и	1	1
508	художника не	1	1
509	к содержанию	1	1
510	и другие	4	1
511	века но	1	1
512	в первый	1	1
513	в качестве	2	1
514	его форма	1	1
515	от этой	1	1
516	художественной формы	5	1
517	вот почему	1	1
518	не видим	1	1
519	он должен	1	1
520	соответствующие им	1	1
521	потому ее	1	1
522	в первом	1	1
523	за собой	1	1
524	не исторический	1	1
525	его с	1	1
526	мысль с	1	1
527	мы считаем	2	1
528	тех которые	1	1
529	своем существе	1	1
530	к автору	1	1
531	и был	1	1
532	она и	1	1
533	такой же	2	1
534	же идеология	1	1
535	художественного восприятия	1	1
536	показать как	1	1
537	хоть сколько-нибудь	1	1
538	психологии или	1	1
539	здесь чисто	1	1
540	проблемы мы	2	1
541	истину и	1	1
542	того как	1	1
543	центр тяжести	1	1
544	при всех	1	1
545	как уже	1	1
546	только и	1	1
547	со стороны	4	1
548	совершенно не	5	1
549	в какой	5	1
550	во всех	1	1
551	всякая идеология	1	1
552	народного духа	1	1
553	теми же	2	1
554	же самыми	2	1
555	зрения только	1	1
556	полной мере	1	1
557	знает что	1	1
558	может служить	1	1
559	автор не	1	1
560	в таком	3	1
561	независимо от	2	1
562	о том	7	1
563	идеалистической философии	1	1
564	ее от	3	1
565	дело в	1	1
566	и нужна	1	1
567	из самых	1	1
568	с таким	11	1
569	его действия	3	1
570	иначе как	2	1
571	что я	4	1
572	тогда как	1	1
573	в других	1	1
574	время как	5	1
575	художественное значение	1	1
576	но только	3	1
577	литературное произведение	1	1
578	ее на	1	1
579	слова так	1	1
580	для испытания	1	1
581	от идеи	1	1
582	что все	3	1
583	в области	11	1
584	вот это	1	1
585	полагаем что	1	1
586	в совершенно	4	1
587	но при	1	1
588	мысли но	2	1
589	сущности не	1	1
590	к другу	1	1
591	же это	1	1
592	от всех	3	1
593	основная тенденция	1	1
594	что у	3	1
595	что обычно	1	1
596	при условии	1	1
597	но самое	1	1
598	тем же	3	1
599	смысле слова	3	1
600	и больше	1	1
601	представьте себе	1	1
602	можно найти	1	1
603	ведет к	1	1
604	между людьми	1	1
605	одной из	1	1
606	нет и	1	1
607	идеологии в	1	1
608	не будет	3	1
609	и принципиальной	1	1
610	тенденция к	2	1
611	резко отличается	1	1
612	быть совершенно	2	1
613	сравнительно с	1	1
614	социологического и	1	1
615	точкой зрения	1	1
616	бы сказать	1	1
617	вот что	2	1
618	к этой	2	1
619	случае они	1	1
620	будто бы	2	1
621	если мы	12	1
622	в действительности	1	1
623	мыслью и	1	1
624	возможна и	1	1
625	всегда лежит	1	1
626	который в	3	1
627	лежит в	1	1
628	здесь совершенно	1	1
629	настоящее время	2	1
630	и других	3	1
631	не оставляет	1	1
632	к творчеству	1	1
633	не существует	2	1
634	идеология как	2	1
635	но если	1	1
636	начинается там	3	1
637	из этих	6	1
638	здесь в	1	1
639	и полное	1	1
640	строго говоря	1	1
641	об этом	1	1
642	из отдельных	2	1
643	этой формы	2	1
644	и самый	1	1
645	роль в	3	1
646	хотя он	1	1
647	тех или	2	1
648	случае если	1	1
649	бытия и	1	1
650	не между	1	1
651	том и	2	1
652	которое только	1	1
653	к ним	2	1
654	образом как	1	1
655	что вся	1	1
656	в виду	4	1
657	для художника	1	1
658	этой точки	5	1
659	почти совершенно	1	1
660	самого произведения	1	1
661	не так	1	1
662	т д	8	1
663	каждом слове	1	1
664	сравнению с	1	1
665	в особенности	1	1
666	должен быть	1	1
667	места в	1	1
668	же как	4	1
669	бы тот	4	1
670	отношении друг	1	1
671	и чем	1	1
672	и мы	1	1
673	утверждает что	2	1
674	я их	1	1
675	в каком	2	1
676	и вот	3	1
677	или иным	2	1
678	быть только	1	1
679	в более	1	1
680	одно и	1	1
681	нуждаются в	3	1
682	та или	1	1
683	быть или	1	1
684	и идеологической	1	1
685	автора или	2	1
686	не даны	1	1
687	как из	1	1
688	все еще	1	1
689	людьми а	1	1
690	здесь нет	1	1
691	относится к	1	1
692	более или	2	1
693	не то	2	1
694	к другой	1	1
695	внешних условий	2	1
696	приходится признать	1	1
697	то время	5	1
698	оказалось бы	1	1
699	понятно что	1	1
700	время и	1	1
701	только при	3	1
702	или менее	2	1
703	искусства и	15	1
704	здесь же	1	1
705	что всякое	5	1
706	свести их	1	1
707	к уже	1	1
708	теории искусства	5	1
709	что даже	2	1
710	как попытка	1	1
711	при изображении	1	1
712	со всей	1	1
713	по этому	2	1
714	в искусстве	4	1
715	можно сделать	1	1
716	потому не	3	1
717	мы полагаем	1	1
718	этом рассказе	1	1
719	же самое	2	1
720	в самое	1	1
721	должны были	1	1
722	так всегда	1	1
723	своего рода	1	1
724	и материал	1	1
725	вместить в	1	1
726	бы его	1	1
727	идей и	1	1
728	не всегда	2	1
729	людей но	1	1
730	ответ на	1	1
731	же мы	1	1
732	с самого	1	1
733	явления но	1	1
734	материалом и	1	1
735	что для	2	1
736	роман как	1	1
737	из них	2	1
738	люди с	1	1
739	формы идеологического	1	1
740	образа с	1	1
741	для того	6	1
742	себе не	3	1
743	в состоянии	3	1
744	если это	1	1
745	своего творчества	1	1
746	единство и	1	1
747	восприятия и	1	1
748	на которых	1	1
749	формы в	4	1
750	только не	3	1
751	и еще	1	1
752	совершенно справедливо	1	1
753	он говорит	1	1
754	сравнение с	1	1
755	что как	1	1
756	сущности ничего	1	1
757	несколько раз	1	1
758	что бы	1	1
759	можно сказать	1	1
760	на тех	1	1
761	это слово	1	1
762	и относится	1	1
763	как художественное	1	1
764	одного и	2	1
765	то в	1	1
766	в первых	1	1
767	подойти к	2	1
768	не была	1	1
769	в произведение	1	1
770	для одних	1	1
771	точно так	3	1
772	зависит от	1	1
773	и каждое	1	1
774	говорить об	1	1
775	и когда	3	1
776	только из	4	1
777	стороны и	3	1
778	социальна и	1	1
779	элементов в	1	1
780	хоть одно	1	1
781	одну и	1	1
782	времени и	1	1
783	бы ни	2	1
784	который был	1	1
785	первом случае	1	1
786	в нас	2	1
787	от других	2	1
788	и художественного	2	1
789	психики и	1	1
790	что они	2	1
791	во втором	1	1
792	мы видели	2	1
793	мы не	12	1
794	совершенно особый	1	1
795	и над	1	1
796	природы но	1	1
797	и только	3	1
798	в полной	1	1
799	все равно	1	1
800	зрения может	1	1
801	но даже	2	1
802	в известном	2	1
803	как он	2	1
804	пр как	1	1
805	всего человека	1	1
806	или иная	1	1
807	одному и	1	1
