N	2gram	Bakhtin_Fr_3	Tvorches
196	в качестве	1	2
197	так что	1	2
198	же и	3	2
199	и у	2	2
200	из них	4	2
201	мы находим	3	2
202	представлений о	1	2
203	только на	4	2
204	именно в	2	2
205	что не	1	2
206	влияние на	2	2
207	что для	2	2
208	в образах	6	2
209	до конца	6	2
210	и далее	2	2
211	добрые люди	1	2
212	мира в	1	2
213	было в	1	2
214	в частности	3	2
215	вместе с	3	2
216	до этого	1	2
217	согласии с	1	2
218	в него	1	2
219	площади и	2	2
220	к жизни	2	2
221	еще более	4	2
222	в первой	2	2
223	он чувствует	1	2
224	время не	1	2
225	так ли	1	2
226	перед нами	1	2
227	на эти	1	2
228	для этой	3	2
229	или в	1	2
230	ее и	1	2
231	не знает	1	2
232	сказать что	3	2
233	одновременно и	2	2
234	себе не	1	2
235	время он	1	2
236	и человек	1	2
237	к этому	6	2
238	гораздо более	1	2
239	улицы и	1	1
240	только он	1	1
241	как известно	2	1
242	ли можно	1	1
243	к их	1	1
244	совершенно справедливо	1	1
245	связана с	2	1
246	с исторической	1	1
247	самый дух	1	1
248	переход от	2	1
249	основе всех	1	1
250	и есть	3	1
251	этого мира	1	1
252	из самых	2	1
253	вот его	1	1
254	и до	8	1
255	оно было	1	1
256	места в	1	1
257	был и	1	1
258	и этот	2	1
259	также и	4	1
260	мы уже	13	1
261	предела до	1	1
262	мы имеем	1	1
263	xvii века	3	1
264	человеческой природы	1	1
265	лежит на	2	1
266	и тут	1	1
267	в сущности	9	1
268	что иное	1	1
269	принадлежит к	1	1
270	произведения то	1	1
271	но даже	1	1
272	не совсем	1	1
273	и самого	1	1
274	в xix	1	1
275	вопрос об	1	1
276	одно из	3	1
277	еще не	3	1
278	фрагмент из	1	1
279	он был	3	1
280	между собой	1	1
281	иное как	1	1
282	бы то	1	1
283	во всех	6	1
284	тем как	1	1
285	это имеет	1	1
286	бы этот	1	1
287	и всякий	1	1
288	к слову	1	1
289	по отношению	3	1
290	мы снова	1	1
291	в истории	4	1
292	эта связь	1	1
293	не согласиться	1	1
294	с этим	2	1
295	в художественном	1	1
296	кроме того	3	1
297	и где	1	1
298	сознания в	1	1
299	к этой	3	1
300	его к	2	1
301	и к	3	1
302	этой цели	1	1
303	них он	1	1
304	отнесены к	1	1
305	paris в	1	1
306	в этот	2	1
307	от своей	1	1
308	эпохи и	2	1
309	со своей	1	1
310	бы и	1	1
311	что это	1	1
312	всего романа	1	1
313	время это	2	1
314	он в	2	1
315	все эти	8	1
316	так в	4	1
317	многое в	1	1
318	с народной	4	1
319	в известном	1	1
320	это тот	1	1
321	почти одновременно	1	1
322	им в	1	1
323	дал в	1	1
324	этого образа	1	1
325	говорят о	2	1
326	имеем в	1	1
327	если он	1	1
328	литературы из	1	1
329	в концепции	1	1
330	зла в	1	1
331	он считает	2	1
332	и если	2	1
333	видит и	1	1
334	больше всего	1	1
335	связанные с	3	1
336	да и	1	1
337	всех этих	3	1
338	как средство	1	1
339	к одному	1	1
340	не к	2	1
341	душу и	1	1
342	и вот	2	1
343	de paris	2	1
344	с представлением	1	1
345	на этом	2	1
346	для мировоззрения	1	1
347	они играют	1	1
348	него было	1	1
349	в основу	1	1
350	встречаются и	1	1
351	то ни	1	1
352	эта книга	1	1
353	чтобы вы	1	1
354	отвлеченный характер	1	1
355	поэтому мы	1	1
356	мировой литературе	4	1
357	на все	1	1
358	в несколько	1	1
359	г в	1	1
360	его в	1	1
361	это было	1	1
362	заключается в	1	1
363	который и	1	1
364	бы нам	1	1
365	было бы	4	1
366	форму и	2	1
367	роль в	4	1
368	не боится	2	1
369	весь мир	1	1
370	связанным с	1	1
371	более широком	1	1
372	ни в	4	1
373	для них	1	1
374	в них	9	1
375	котором говорил	1	1
376	все равно	1	1
377	показывает что	1	1
378	мировой литературы	3	1
379	с тем	1	1
380	он отлично	1	1
381	эту тему	1	1
382	вы провалились	1	1
383	и уже	1	1
384	он и	7	1
385	чем в	1	1
386	пародия на	1	1
387	и прямо	1	1
388	пребывает в	1	1
389	на первый	1	1
390	отрыве от	1	1
391	интерес и	1	1
392	и ее	2	1
393	именно и	1	1
394	у дверей	1	1
395	эпизоде с	1	1
396	всякий раз	1	1
397	знал и	1	1
398	внешнего и	1	1
399	а кончается	1	1
400	войне и	1	1
401	но эта	1	1
402	образом и	1	1
403	и более	1	1
404	том же	2	1
405	что этот	1	1
406	по себе	1	1
407	в историческом	1	1
408	тому что	1	1
409	роль играют	1	1
410	в отношении	1	1
411	вплоть до	3	1
412	в таких	3	1
413	что эта	1	1
414	в смысле	1	1
415	считает что	2	1
416	не имеет	1	1
417	что их	1	1
418	ее с	1	1
419	ан ссср	2	1
420	в плане	2	1
421	и далеко	1	1
422	де ла	1	1
423	мы все	1	1
424	он с	2	1
425	для творчества	1	1
426	минут и	1	1
427	нельзя не	1	1
428	обвинение в	1	1
429	слово и	1	1
430	века авраама	1	1
431	всего на	1	1
432	как она	1	1
433	и мире	1	1
434	уже говорили	3	1
435	xix веке	1	1
436	высокого и	1	1
437	до того	2	1
438	входят в	1	1
439	в области	4	1
440	у нас	4	1
441	и стиля	3	1
442	выпадает из	1	1
443	xx века	5	1
444	начиная с	3	1
445	не могут	1	1
446	мы узнаем	1	1
447	но все	3	1
448	в других	3	1
449	вокруг него	1	1
450	беседе с	1	1
451	здесь они	1	1
452	что оно	1	1
453	бы он	1	1
454	что на	1	1
455	книге реализм	1	1
456	вырождается в	1	1
457	понимание его	1	1
458	и это	2	1
459	он ищет	1	1
460	для всей	2	1
461	и о	4	1
462	протяжении почти	1	1
463	в конце	3	1
464	адом и	1	1
465	свою очередь	1	1
466	внимание на	1	1
467	всего этого	1	1
468	в ее	3	1
469	для характеристики	2	1
470	другой стороны	1	1
471	в собственном	1	1
472	как по	1	1
473	только не	1	1
474	смерти в	1	1
475	только то	1	1
476	культуры и	7	1
477	говорили что	1	1
478	что может	1	1
479	с первым	1	1
480	в образе	1	1
481	самого автора	1	1
482	это вовсе	2	1
483	особенно в	4	1
484	страхом и	2	1
485	участия в	1	1
486	гюго и	2	1
487	жизнь и	1	1
488	остается не	1	1
489	в эпоху	8	1
490	высокое и	1	1
491	эпизод в	1	1
492	в таком	1	1
493	о войне	1	1
494	исторический смысл	1	1
495	каждый раз	1	1
496	и здесь	4	1
497	на тех	1	1
498	своей книге	2	1
499	году и	1	1
500	никак не	3	1
501	и что	1	1
502	религии и	1	1
503	она всегда	1	1
504	тем кого	1	1
505	с того	2	1
506	все его	1	1
507	как содом	1	1
508	но когда	1	1
509	нас в	2	1
510	связь между	3	1
511	к нему	2	1
512	в отрыве	1	1
513	путь к	1	1
514	между тем	3	1
515	от них	1	1
516	не сатира	1	1
517	нуждается в	3	1
518	язык в	1	1
519	вообще и	1	1
520	нем и	1	1
521	все время	1	1
522	типичное для	1	1
523	в современной	1	1
524	он справедливо	1	1
525	было это	1	1
526	он стал	1	1
527	как он	2	1
528	с ними	1	1
529	в согласии	1	1
530	писать о	1	1
531	это очень	1	1
532	год с	1	1
533	с продавцами	1	1
534	человеческой натуры	3	1
535	узнаем что	1	1
536	что ж	1	1
537	с одной	1	1
538	вот что	1	1
539	в эти	2	1
540	для всех	1	1
541	особое значение	2	1
542	был так	1	1
543	слова не	1	1
544	и обратно	1	1
545	мы знаем	2	1
546	ведь это	1	1
547	в одном	7	1
548	ее не	2	1
549	далек от	1	1
550	но что	1	1
551	отметить что	1	1
552	заметить что	1	1
553	тем что	3	1
554	лишь один	1	1
555	даже и	2	1
556	не было	5	1
557	не укладывается	1	1
558	литературе нет	1	1
559	без всякой	1	1
560	за ними	1	1
561	видим что	1	1
562	сверху вниз	1	1
563	самому автору	1	1
564	не надо	1	1
565	и из	1	1
566	с другим	1	1
567	до сих	4	1
568	особое внимание	2	1
569	к роману	2	1
570	с той	1	1
571	для этого	3	1
572	чем он	2	1
573	на чем	1	1
574	наконец в	1	1
575	и площади	1	1
576	мира это	1	1
577	исходит из	1	1
578	что бы	1	1
579	и их	1	1
580	превращается в	1	1
581	его романе	2	1
582	тот самый	1	1
583	связи с	6	1
584	мир а	1	1
585	на которых	1	1
586	и самый	1	1
587	не на	1	1
588	евангелия но	1	1
589	жизнь в	3	1
590	о чем	2	1
591	и я	1	1
592	его концепции	1	1
593	с помощью	2	1
594	этот рассказ	1	1
595	связь с	6	1
596	боится этого	1	1
597	как это	1	1
598	ночного горшка	1	1
599	не сразу	1	1
600	эпохи это	1	1
601	нашу задачу	1	1
602	времени с	1	1
603	это есть	2	1
604	во все	3	1
605	два месяца	3	1
606	даже с	1	1
607	из этой	2	1
608	и душу	2	1
609	материал для	1	1
610	и смерти	3	1
611	слова и	2	1
612	от народа	1	1
613	к объекту	1	1
614	сих пор	4	1
615	только для	3	1
616	отличается от	1	1
617	это выражение	1	1
618	цитату из	1	1
619	как раз	5	1
620	и сам	2	1
621	в более	3	1
622	жорж санд	1	1
623	в мировой	4	1
624	и часто	1	1
625	в связи	5	1
626	но на	1	1
627	в точном	1	1
628	жест который	1	1
629	начала и	5	1
630	в настоящее	1	1
631	во время	8	1
632	и перед	2	1
633	в последней	1	1
634	вовсе нет	2	1
635	был просто	1	1
636	не дают	1	1
637	у которого	1	1
638	все они	1	1
639	ни было	1	1
640	же в	1	1
641	непосредственным источником	1	1
642	хотя в	2	1
643	отразилась в	1	1
644	этой теме	2	1
645	эти писатели	1	1
646	в целях	1	1
647	с людьми	1	1
648	и свое	1	1
649	их с	1	1
650	но этот	1	1
651	него и	2	1
652	сатирик в	1	1
653	не что	1	1
654	отношению к	2	1
655	ко всему	2	1
656	и жизнь	1	1
657	этот момент	1	1
658	из своей	1	1
659	о нем	3	1
660	важно для	1	1
661	именно здесь	1	1
662	к людям	1	1
663	для эпохи	1	1
