N	2gram	Vygotskiy__5	Mirosoze
175	которую он	1	2
176	оказывается что	1	2
177	сих пор	5	2
178	любовь к	1	2
179	с которой	2	2
180	на земле	1	2
181	в то	2	2
182	к этим	2	2
183	в основе	7	2
184	того чтобы	20	2
185	карамазова и	1	2
186	пути и	1	2
187	не принадлежит	1	2
188	в каком	3	2
189	ему удалось	2	2
190	когда мы	6	2
191	есть только	2	2
192	могут быть	8	2
193	отличается от	2	2
194	всего в	1	2
195	его с	2	2
196	он никогда	1	2
197	должен быть	2	2
198	смысле в	1	2
199	решить вопрос	1	2
200	он мог	1	2
201	и от	1	2
202	то время	1	2
203	и что	23	2
204	различие между	1	2
205	и когда	9	2
206	еще в	2	2
207	по сравнению	4	2
208	обречен на	1	2
209	о нем	1	2
210	о том	10	2
211	и во	1	2
212	человека из	1	2
213	мы видим	8	2
214	жизни и	6	2
215	и последняя	1	2
216	никто не	1	2
217	его мысль	1	2
218	отношению к	1	2
219	как будто	6	2
220	даже и	2	2
221	для того	20	2
222	до сих	5	2
223	мы еще	1	2
224	и самый	2	2
225	связано с	1	2
226	на этот	3	2
227	его как	1	2
228	о чем	4	2
229	новый момент	1	2
230	по своему	1	2
231	в той	3	2
232	человека то	1	2
233	как бы	19	2
234	сам не	1	2
235	том смысле	1	2
236	и нет	1	2
237	в начале	1	2
238	и для	6	2
239	не существует	3	2
240	она может	1	2
241	бы в	5	2
242	берет человека	1	2
243	своих героев	1	2
244	конце концов	2	2
245	в свою	3	2
246	сказать что	9	2
247	у которых	1	2
248	к этому	3	2
249	все что	1	2
250	и скрыта	1	2
251	только он	1	1
252	ту же	2	1
253	нем нет	1	1
254	и т	7	1
255	через которые	1	1
256	и то	9	1
257	совершенно новый	1	1
258	он более	1	1
259	на самом	2	1
260	знает о	1	1
261	черты своего	1	1
262	к другому	2	1
263	кто-либо из	1	1
264	и до	2	1
265	она все	2	1
266	вся она	1	1
267	в зависимости	6	1
268	разные стороны	1	1
269	из всех	1	1
270	шаг вперед	1	1
271	мы имеем	8	1
272	мы не	3	1
273	уверен что	1	1
274	он идет	1	1
275	установить что	1	1
276	ли у	1	1
277	но она	2	1
278	что иное	2	1
279	открывает новую	1	1
280	то это	4	1
281	зависимости от	7	1
282	собой в	2	1
283	еще не	5	1
284	иное как	2	1
285	в последних	2	1
286	во всех	2	1
287	тем как	1	1
288	то мы	1	1
289	самом деле	8	1
290	это свойство	1	1
291	друг к	4	1
292	отказ от	1	1
293	всякий раз	2	1
294	нас своего	1	1
295	к которой	1	1
296	энергии и	3	1
297	для других	1	1
298	если в	1	1
299	и действительно	1	1
300	с психологической	1	1
301	отличие от	2	1
302	что они	5	1
303	которые не	1	1
304	как говорит	4	1
305	стало быть	1	1
306	в одной	2	1
307	его на	2	1
308	как к	1	1
309	совершенно другой	1	1
310	романах достоевского	1	1
311	кто не	1	1
312	говорит что	6	1
313	в каком-то	1	1
314	в противоположность	2	1
315	искусство и	1	1
316	эта радость	1	1
317	отказывается от	1	1
318	что составляет	1	1
319	что же	1	1
320	не заключается	1	1
321	чувств и	4	1
322	имеем в	1	1
323	романы и	1	1
324	совершается не	1	1
325	во многих	1	1
326	высокое и	1	1
327	с чем	1	1
328	не завершается	1	1
329	и трагедии	2	1
330	эти и	1	1
331	и почему	2	1
332	этого вопроса	1	1
333	в силу	3	1
334	к переходу	1	1
335	сознание как	1	1
336	с таким	2	1
337	его сознание	1	1
338	братья карамазовы	1	1
339	его от	1	1
340	и заключается	4	1
341	точно мы	1	1
342	в каждом	2	1
343	котором она	1	1
344	подход к	1	1
345	как они	2	1
346	же не	2	1
347	в состоянии	3	1
348	указывали на	1	1
349	они должны	1	1
350	значение в	1	1
351	том случае	1	1
352	к другу	4	1
353	из самой	1	1
354	говорил что	2	1
355	в понимании	1	1
356	в душе	2	1
357	искусства в	2	1
358	от одного	2	1
359	связываются с	1	1
360	кажется что	1	1
361	которым он	1	1
362	на первую	1	1
363	любви в	1	1
364	ли смысл	1	1
365	человек который	1	1
366	и вся	3	1
367	которой он	1	1
368	основывается на	1	1
369	с такой	4	1
370	же я	1	1
371	лучше всего	1	1
372	сказать в	1	1
373	во время	1	1
374	что такое	1	1
375	в такой	1	1
376	есть та	1	1
377	она в	1	1
378	что вся	1	1
379	все и	1	1
380	он дает	2	1
381	в отличие	2	1
382	любовь и	1	1
383	точку зрения	1	1
384	исключительно на	1	1
385	основной для	1	1
386	перешедшая в	1	1
387	но во	2	1
388	него проблема	1	1
389	был только	1	1
390	и эти	1	1
391	и наоборот	1	1
392	бы быть	1	1
393	вовсе не	3	1
394	есть всегда	1	1
395	в землю	1	1
396	сам он	1	1
397	почти все	1	1
398	если и	1	1
399	в отношении	2	1
400	жизнь его	1	1
401	с необычайной	1	1
402	не менее	1	1
403	не раз	1	1
404	эта мысль	1	1
405	вплоть до	1	1
406	открывает в	1	1
407	что ему	2	1
408	в русской	1	1
409	них идет	1	1
410	что их	2	1
411	и именно	4	1
412	когда они	1	1
413	достигает своего	2	1
414	мы все	6	1
415	в самых	1	1
416	чем не	2	1
417	это еще	1	1
418	не могло	1	1
419	казалось бы	4	1
420	человека за	1	1
421	находятся в	3	1
422	и такой	1	1
423	не бывают	1	1
424	может в	1	1
425	или об	1	1
426	у шекспира	6	1
427	во всем	2	1
428	ничто не	1	1
429	только с	1	1
430	склонны отрицать	1	1
431	подходит и	2	1
432	ли нам	1	1
433	в области	1	1
434	от того	4	1
435	и оно	1	1
436	все то	2	1
437	к себе	1	1
438	нет ни	2	1
439	и всех	1	1
440	одну и	1	1
441	как человек	1	1
442	любит не	2	1
443	же оказывается	1	1
444	не статически	1	1
445	почему он	1	1
446	всегда в	1	1
447	и о	3	1
448	внутренние противоречия	1	1
449	коренным образом	1	1
450	можно сделать	1	1
451	уже с	1	1
452	и этим	1	1
453	на той	1	1
454	так в	3	1
455	шекспира и	1	1
456	можно было	3	1
457	так и	3	1
458	в нескольких	1	1
459	и каждый	1	1
460	означает не	1	1
461	подойти к	1	1
462	предмет его	1	1
463	существенным для	1	1
464	и трудно	1	1
465	является в	2	1
466	настолько же	1	1
467	элемент в	1	1
468	и даже	2	1
469	означает что	1	1
470	он жил	1	1
471	об этом	3	1
472	в разных	1	1
473	находится в	2	1
474	средством для	1	1
475	часто трудно	1	1
476	каждый раз	1	1
477	именно потому	3	1
478	понять как	2	1
479	андрея белого	1	1
480	но к	1	1
481	и поэтому	3	1
482	и та	2	1
483	есть совсем	1	1
484	в значительной	1	1
485	нас в	1	1
486	заключается в	8	1
487	человеком но	1	1
488	всей нашей	1	1
489	и всю	1	1
490	противоречия и	1	1
491	и только	3	1
492	и можно	2	1
493	вообще и	1	1
494	все время	20	1
495	жизни оно	1	1
496	и наконец	3	1
497	и огромной	1	1
498	мы уже	6	1
499	в сферу	2	1
500	он хочет	1	1
501	быть и	2	1
502	на которой	1	1
503	в новой	1	1
504	одной из	1	1
505	этот вопрос	4	1
506	и кажется	1	1
507	в вопросе	1	1
508	для одних	1	1
509	трагедии и	2	1
510	между тем	1	1
511	между этими	1	1
512	и ее	1	1
513	не выдержала	1	1
514	один когда	1	1
515	быть человеком	1	1
516	из человеческого	1	1
517	в эти	1	1
518	внешним покровом	1	1
519	так что	3	1
520	когда говорил	1	1
521	этим именем	1	1
522	в нашей	2	1
523	не принимает	1	1
524	рассказывает о	1	1
525	ответ на	5	1
526	его и	1	1
527	не сам	1	1
528	что она	6	1
529	ценность в	1	1
530	на одном	4	1
531	в одном	2	1
532	т п	3	1
533	произведения и	1	1
534	у нее	1	1
535	и показывает	1	1
536	встречаемся с	1	1
537	уже совершенно	3	1
538	рядом с	5	1
539	не были	1	1
540	как у	1	1
541	же были	1	1
542	души ее	1	1
543	с той	2	1
544	чем он	1	1
545	действующих лиц	7	1
546	души и	1	1
547	он считал	1	1
548	и др	1	1
549	что не	1	1
550	обратиться к	5	1
551	говорит о	4	1
552	чтобы нам	1	1
553	яснее и	2	1
554	попал в	1	1
555	хотелось бы	1	1
556	как ни	4	1
557	произведения искусства	2	1
558	ближе к	1	1
559	вызывает в	4	1
560	если не	1	1
561	все более	1	1
562	вступает в	1	1
563	в частности	4	1
564	к его	1	1
565	одна возможность	1	1
566	мы говорим	1	1
567	гармонии и	1	1
568	даже до	1	1
569	оно имеет	1	1
570	над ним	2	1
571	на периферии	2	1
572	сравнению с	4	1
573	в романах	1	1
574	в течение	2	1
575	связаны с	1	1
576	и смысла	1	1
577	когда она	3	1
578	да и	1	1
579	для понимания	1	1
580	это гораздо	1	1
581	который он	1	1
582	этой трагедии	4	1
583	что мы	11	1
584	это раздвоение	1	1
585	только для	1	1
586	но это	1	1
587	о его	1	1
588	от нас	2	1
589	они требуют	1	1
590	в смысле	1	1
591	под влиянием	3	1
592	сознании и	1	1
593	и часто	1	1
594	не имея	1	1
595	совершается в	1	1
596	скрыта в	1	1
597	поэтому для	1	1
598	отличает его	1	1
599	что только	1	1
600	но когда	1	1
601	целый ряд	3	1
602	с потрясающей	1	1
603	находит свое	2	1
604	себе что	1	1
605	еще более	1	1
606	тем более	1	1
607	ни к	1	1
608	я в	1	1
609	что вообще	1	1
610	лежит в	1	1
611	психологической точки	1	1
612	но всегда	1	1
613	давно уже	2	1
614	трудный для	1	1
615	за этим	1	1
616	к ее	1	1
617	от всех	1	1
618	вперед по	1	1
619	остается на	1	1
620	для нашего	1	1
621	жизни а	1	1
622	и случайных	1	1
623	может допустить	1	1
624	на гибель	1	1
625	не что	2	1
626	ко всему	1	1
627	та же	1	1
628	есть то	2	1
629	на это	1	1
630	можно назвать	1	1
631	в искусстве	6	1
632	в своих	5	1
633	и эта	2	1
634	что раньше	1	1
635	и свою	1	1
636	так же	13	1
637	во всяком	1	1
