N	2gram	Bakhtin_sl_2	Formalny
301	дело не	1	2
302	дело в	2	2
303	одна из	4	2
304	и притом	1	2
305	весь этот	1	2
306	и снова	1	2
307	в нас	1	2
308	только не	1	2
309	слова как	2	2
310	заложенные в	1	2
311	бытового значения	1	2
312	п в	2	2
313	тем не	1	2
314	нам важно	1	2
315	же слова	1	2
316	областях идеологического	1	2
317	конструкции и	1	2
318	на тему	1	2
319	санчо и	1	2
320	отличается от	2	2
321	увидеть и	1	2
322	процессе их	1	2
323	и это	1	2
324	с ее	2	2
325	как не	1	2
326	художественный прием	1	2
327	здесь не	4	2
328	так в	2	2
329	в рамки	2	2
330	если они	1	2
331	сам становится	1	2
332	в окружающей	1	2
333	поэтому в	1	2
334	для этого	4	2
335	ничего не	1	2
336	на все	1	2
337	притом в	2	2
338	или на	2	2
339	с установкой	3	2
340	языке как	3	2
341	в языке	2	2
342	что и	3	2
343	и только	1	2
344	соединении с	1	2
345	лишь одним	1	2
346	от этих	1	2
347	в художественной	1	2
348	нем и	2	2
349	человека как	1	2
350	может иметь	3	2
351	является результатом	1	2
352	и мир	4	2
353	более глубокие	1	2
354	в формах	1	2
355	мы увидим	2	2
356	и действительно	1	2
357	должен быть	2	2
358	поэтому и	4	2
359	именно на	2	2
360	же он	1	2
361	материал как	1	2
362	не можем	1	2
363	языка как	7	2
364	за счет	1	2
365	процессе его	1	2
366	и социально	1	2
367	характерно что	1	2
368	говорить об	1	2
369	сами по	1	2
370	автор и	1	2
371	свое выражение	1	2
372	формы к	1	2
373	лишь к	1	2
374	и даже	7	2
375	или иной	5	2
376	в области	2	2
377	языка или	2	2
378	ведь на	1	2
379	самого литературного	2	2
380	действующих лиц	2	2
381	мы еще	1	2
382	и др	4	2
383	двух социальных	1	2
384	пародии на	1	2
385	связано с	3	2
386	превращается в	1	2
387	а на	1	2
388	и самый	1	2
389	нужно научиться	1	2
390	но оно	2	2
391	но уже	1	2
392	материал и	3	2
393	установкой на	3	2
394	быть только	1	2
395	со всею	3	2
396	всех областях	4	2
397	этого слова	1	2
398	новые стороны	1	2
399	высказывания но	1	2
400	но это	3	2
401	известной степени	2	2
402	в точном	2	2
403	сознания и	1	2
404	от него	5	2
405	романа и	5	2
406	к самому	1	2
407	одной из	1	2
408	слово в	11	2
409	героя и	5	2
410	возможно лишь	1	2
411	лишь тогда	2	2
412	при определенных	1	2
413	бы быть	1	2
414	в последнем	1	2
415	эти элементы	1	2
416	к этому	1	2
417	в таком	4	2
418	отвлекается от	1	2
419	от этой	1	1
420	чтения с	1	1
421	нем нет	1	1
422	не должны	1	1
423	языка с	2	1
424	в движение	1	1
425	его моментов	2	1
426	оно входит	2	1
427	в жизненном	1	1
428	между двумя	1	1
429	конечно что	1	1
430	слова является	1	1
431	и до	1	1
432	ведь и	2	1
433	оно было	2	1
434	и романом	1	1
435	все те	1	1
436	собственном смысле	3	1
437	к бытовому	1	1
438	иметь место	1	1
439	было глубоко	1	1
440	и этот	1	1
441	и взаимоотношения	1	1
442	есть не	1	1
443	со всех	1	1
444	романного жанра	15	1
445	самого материала	1	1
446	своего внутреннего	1	1
447	всех его	3	1
448	дан в	1	1
449	нам в	1	1
450	не была	3	1
451	смысловые и	2	1
452	социальной действительности	1	1
453	и становление	1	1
454	их глубокое	1	1
455	идеологическому миру	1	1
456	их социальной	1	1
457	высказывания далее	1	1
458	ее конкретности	1	1
459	герой может	1	1
460	себе а	1	1
461	оно может	2	1
462	это возможно	2	1
463	ее значение	1	1
464	установки на	1	1
465	тем как	1	1
466	а следовательно	1	1
467	как у	1	1
468	помимо этого	1	1
469	все разновидности	1	1
470	в каких-то	1	1
471	в быту	5	1
472	от характера	2	1
473	значение и	1	1
474	этический момент	1	1
475	к слову	1	1
476	должны были	1	1
477	химическое соединение	1	1
478	не просто	1	1
479	от действительности	2	1
480	сама по	3	1
481	конечно совершенно	1	1
482	истории романа	1	1
483	оно неразрывно	1	1
484	на социальную	2	1
485	его на	1	1
486	с этим	2	1
487	поступка или	1	1
488	этого развития	1	1
489	что как	1	1
490	в различные	2	1
491	и нет	2	1
492	к новому	3	1
493	кроме того	2	1
494	не два	1	1
495	хотя и	2	1
496	сознания в	1	1
497	и внутреннюю	1	1
498	и художественного	1	1
499	него самого	1	1
500	как таковое	1	1
501	определенная идеологическая	1	1
502	или иную	1	1
503	в идеологической	2	1
504	и существенных	1	1
505	та же	1	1
506	и тематической	1	1
507	европейского романа	7	1
508	в нашем	2	1
509	что так	1	1
510	прямой и	1	1
511	с их	3	1
512	жестов и	2	1
513	эпохи и	2	1
514	этих актов	1	1
515	воспитания и	2	1
516	на то	1	1
517	не завершается	1	1
518	время и	1	1
519	а просто	2	1
520	он не	2	1
521	говорили в	1	1
522	как часто	1	1
523	моменты которые	1	1
524	значение может	1	1
525	высказываний в	3	1
526	между материалом	2	1
527	и обрамления	4	1
528	что социальный	1	1
529	необходимо однако	1	1
530	и по	1	1
531	или иных	1	1
532	в нее	2	1
533	одно и	1	1
534	но все	5	1
535	поэтому слово	1	1
536	значительной степени	6	1
537	поколений в	1	1
538	факт что	2	1
539	через все	1	1
540	он просто	1	1
541	если нет	1	1
542	значение в	2	1
543	в мире	1	1
544	простого воспроизведения	1	1
545	его не	4	1
546	а его	1	1
547	зрения на	2	1
548	сказать в	1	1
549	и обратно	1	1
550	материал от	1	1
551	знает что	1	1
552	того или	1	1
553	с другими	4	1
554	поэтому они	1	1
555	но самый	1	1
556	чаще всего	1	1
557	при данных	1	1
558	конкретности и	1	1
559	протяжении произведения	1	1
560	может стремиться	1	1
561	в единое	2	1
562	и романа	1	1
563	законченные высказывания	1	1
564	о которых	1	1
565	освободиться от	1	1
566	всегда и	1	1
567	чем в	2	1
568	выйти за	1	1
569	должно быть	1	1
570	этого произведения	1	1
571	выражение в	1	1
572	может опираться	1	1
573	автора и	2	1
574	но почему	1	1
575	одного и	1	1
576	этот материал	1	1
577	на первый	1	1
578	ведут к	1	1
579	вообще очень	1	1
580	и при	2	1
581	с различными	3	1
582	работы в	1	1
583	в эпохи	1	1
584	общность и	1	1
585	и истолкованием	1	1
586	в их	2	1
587	она в	1	1
588	мы говорили	1	1
589	направлен на	1	1
590	всегда остается	1	1
591	единство и	3	1
592	ни была	1	1
593	остается вне	4	1
594	его целом	1	1
595	но он	2	1
596	при условии	1	1
597	слова к	4	1
598	степени определяется	1	1
599	как проблема	1	1
600	можем сказать	1	1
601	форму в	1	1
602	высказывания в	1	1
603	с миром	1	1
604	касаемся здесь	1	1
605	категория в	1	1
606	с ним	7	1
607	слову оторванному	1	1
608	воплощено в	2	1
609	самого начала	1	1
610	здесь лишь	1	1
611	того как	2	1
612	на себе	1	1
613	тема о	2	1
614	на него	2	1
615	облекается в	1	1
616	и отдельных	1	1
617	этому слову	1	1
618	чтобы стать	1	1
619	иметь в	1	1
620	для всего	1	1
621	заключены в	1	1
622	слово и	5	1
623	возможно и	2	1
624	элемент в	1	1
625	действительности но	1	1
626	и существенное	1	1
627	возможностей и	1	1
628	сырого материала	1	1
629	таким путем	1	1
630	таких произведений	1	1
631	х годов	2	1
632	и поэтическое	2	1
633	исторической и	1	1
634	в сознании	1	1
635	глубину и	1	1
636	на французской	1	1
637	звучит в	1	1
638	внутреннюю форму	2	1
639	входят в	2	1
640	от идеологической	1	1
641	процессе идеологического	2	1
642	стиль и	1	1
643	если он	1	1
644	его для	1	1
645	его нужно	2	1
646	наконец в	4	1
647	во все	1	1
648	герой только	2	1
649	конца в	1	1
650	числе и	1	1
651	той или	5	1
652	социальные и	1	1
653	поэтического языка	1	1
654	что при	1	1
655	утверждать что	1	1
656	быть конечно	1	1
657	как известно	1	1
658	только двух	1	1
659	и равно	3	1
660	глубокие и	1	1
661	правда не	1	1
662	и самое	1	1
663	людей в	1	1
664	всего этого	1	1
665	очень важную	2	1
666	его художественного	2	1
667	определенным образом	1	1
668	языка и	9	1
669	в собственном	3	1
670	как по	1	1
671	татьяны и	1	1
672	чтобы быть	1	1
673	могут выйти	1	1
674	и этим	1	1
675	в себя	2	1
676	с самого	1	1
677	этот роман	1	1
678	и может	1	1
679	не с	3	1
680	с санчо	1	1
681	в социальном	1	1
682	совокупность лингвистических	1	1
683	определяется их	1	1
684	и глубины	1	1
685	для него	7	1
686	и определяется	1	1
687	и социальные	1	1
688	даны в	1	1
689	и существенно	2	1
690	языковых форм	1	1
691	быту и	1	1
692	громадное значение	2	1
693	и особенности	1	1
694	первый план	1	1
695	на ряд	2	1
696	об этом	1	1
697	правда эти	1	1
698	и произведения	1	1
699	и здесь	2	1
700	и должно	1	1
701	не был	2	1
702	романа так	1	1
703	таков например	2	1
704	язык и	7	1
705	за пределами	1	1
706	но мы	2	1
707	объединить в	1	1
708	роман то	1	1
709	идеологической сферой	1	1
710	иное значение	1	1
711	можно утверждать	1	1
712	что его	1	1
713	в значительной	6	1
714	отлично знает	1	1
715	нас в	1	1
716	действительности а	1	1
717	те или	1	1
718	нем происходит	1	1
719	оценка не	1	1
720	темой о	1	1
721	в форме	2	1
722	исторического становления	1	1
723	ее содержание	1	1
724	но конечно	1	1
725	и писать	1	1
726	на развитие	1	1
727	в ту	1	1
728	и иных	4	1
729	в лучшем	1	1
730	языка мы	1	1
731	условия для	1	1
732	существенно и	2	1
733	и самая	1	1
734	различных моментов	1	1
735	степени его	1	1
736	как например	2	1
737	быть и	3	1
738	смысла с	1	1
739	быть при	1	1
740	моменты в	1	1
741	в двух	1	1
742	художественного изображения	11	1
743	оставаясь конечно	1	1
744	живее и	1	1
745	осознании и	1	1
746	единое событие	1	1
747	как представителей	1	1
748	в поэтическом	1	1
749	отношения слова	1	1
750	иной идеологической	1	1
751	от современной	1	1
752	о художественном	1	1
753	от материала	2	1
754	не имеющих	1	1
755	это очень	2	1
756	совершенно иные	1	1
757	языком как	1	1
758	с одной	5	1
759	в качестве	1	1
760	себя в	8	1
761	оценкой и	1	1
762	для всех	4	1
763	так можно	1	1
764	поэзии является	1	1
765	же в	1	1
766	и чисто	2	1
767	поэзии но	1	1
768	они могли	1	1
769	языка может	3	1
770	или даже	3	1
771	и других	4	1
772	за ним	1	1
773	условии если	1	1
774	мир не	1	1
775	одно из	1	1
776	говорит о	1	1
777	самого слова	1	1
778	слова в	13	1
779	в одном	2	1
780	ощущения в	1	1
781	двумя разными	1	1
782	дело и	1	1
783	случае не	1	1
784	в систему	1	1
785	должен был	1	1
786	романом но	1	1
787	и никогда	1	1
788	своих существенных	1	1
789	формах в	2	1
790	в других	1	1
791	каждого высказывания	2	1
792	вне произведения	1	1
793	с традицией	1	1
794	значит конечно	1	1
795	даже и	4	1
796	момент в	1	1
797	изображения его	1	1
798	даже не	1	1
799	с другим	1	1
800	до сих	2	1
801	не поддается	1	1
802	или иначе	1	1
803	именно в	2	1
804	здесь в	3	1
805	строится в	1	1
806	и создает	3	1
807	с той	1	1
808	этой категории	4	1
809	и затем	2	1
810	к сожалению	1	1
811	не было	2	1
812	и интонации	1	1
813	индивидуального сознания	2	1
814	одной стороны	5	1
815	в дон-кихоте	2	1
816	зависит от	1	1
817	а наоборот	1	1
818	овладения и	1	1
819	данных обстоятельствах	1	1
820	самое слово	1	1
821	жанра как	1	1
822	слове в	3	1
823	линии и	1	1
824	как ни	1	1
825	его именно	2	1
826	или с	1	1
827	понимания этого	1	1
828	мира в	1	1
829	его нельзя	1	1
830	для этой	1	1
831	он приобретает	1	1
832	здесь именно	1	1
833	материала то	1	1
834	язык для	1	1
835	все более	1	1
836	в частности	1	1
837	в непрерывном	1	1
838	является основным	1	1
839	не входят	2	1
840	только его	1	1
841	тот факт	2	1
842	завершенность и	1	1
843	все условия	1	1
844	его социального	1	1
845	требует от	2	1
846	какого бы	1	1
847	к своему	9	1
848	между языком	3	1
849	этих случаях	2	1
850	он говорит	1	1
851	притом именно	1	1
852	и всей	1	1
853	существенное целое	1	1
854	в отдельности	1	1
855	однако отметить	1	1
856	слов в	2	1
857	для понимания	1	1
858	конечно от	1	1
859	может идти	1	1
860	их отношение	1	1
861	дело здесь	1	1
862	и органически	2	1
863	подвести под	1	1
864	смысл в	1	1
865	и способов	1	1
866	в контексте	3	1
867	язык в	6	1
868	этом случае	6	1
869	осложняется тем	1	1
870	и о	1	1
871	сих пор	2	1
872	только для	1	1
873	лучшем случае	1	1
874	отметить следующее	1	1
875	романа с	1	1
876	один из	5	1
877	говорят и	1	1
878	слова с	4	1
879	более и	1	1
880	тех или	1	1
881	за его	1	1
882	и времени	1	1
883	и часто	3	1
884	установлен на	1	1
885	отсюда следует	1	1
886	тем и	1	1
887	его контекста	1	1
888	она может	2	1
889	подчинены и	1	1
890	мира и	5	1
891	романе и	2	1
892	это так	1	1
893	становится сам	1	1
894	романе это	1	1
895	интерес к	1	1
896	еще более	2	1
897	вообще в	1	1
898	ни к	2	1
899	из существеннейших	2	1
900	романе как	2	1
901	все они	2	1
902	в новых	2	1
903	лежит в	1	1
904	все то	1	1
905	восприятие его	1	1
906	а в	4	1
907	отношении к	4	1
908	такой степени	1	1
909	социально и	1	1
910	всецело определяется	1	1
911	связанный с	1	1
912	не знает	2	1
913	и внутренне	2	1
914	обычно не	1	1
915	авантюрного романа	3	1
916	устойчивые и	1	1
917	но этот	1	1
918	самого языка	1	1
919	он дан	1	1
920	или иного	1	1
921	в кругу	1	1
922	что под	1	1
923	и индивидуальные	1	1
924	к единству	1	1
925	и поколений	1	1
926	частности в	1	1
927	как слово	2	1
928	происходит борьба	1	1
929	каждое слово	1	1
930	том числе	1	1
