N	3gram	Tiupa_Anal_3	DiskursI
249	его черешнями мнимый	1	1
250	имеем дело не	2	1
251	точность словесного выражения	1	1
252	им совпадают с	1	1
253	него отца-государя в.т	1	1
254	улицу вместе с	1	1
255	паремии редуцированная притча	1	1
256	диалог заблудившегося жениха	1	1
257	впрочем уверяем читателя	1	1
258	выражения все это	1	1
259	общему мнению присуще	1	1
260	что повести белкина	2	1
261	из тогдашних офицеров	1	1
262	этими атрибутами гусарства	1	1
263	этом и сам	1	1
264	например скупость деталей	1	1
265	кабацкою или из	1	1
266	землемер шмит в	1	1
267	необыкновенное в новелле	1	1
268	а мертвый без	1	1
269	бытия с малым	1	1
270	белкин пытается придать	1	1
271	интерес самых событий	1	1
272	случае мы имеем	1	1
273	анекдотичность сюжетов гробовщика	1	1
274	и шлафорк упоминаемые	1	1
275	завершение белкин пытается	1	1
276	без сапог обойдется	1	1
277	побега и покаянного	1	1
278	пределе своем анекдот	1	1
279	приличный юноше но	1	1
280	неприемлемо ни для	1	1
281	дважды в описании	1	1
282	а с другой	1	1
283	время общенародного исторического	1	1
284	воля а дорога	1	1
285	и на языке	1	1
286	из гробовщика разве	1	1
287	предшественника лукавым юмором	1	1
288	со всей серьезностью	1	1
289	какая была минута	1	1
290	поднимается на бутылку	1	1
291	в первом примечании	1	1
292	атласе да бархате	1	1
293	по-русски хоть сыты	1	1
294	предаю тебя твоей	1	1
295	предполагающий возможность одновременного	1	1
296	и покаянного возвращения	1	1
297	а дорога мирская	1	1
298	шпорах демонстративно дополняет	1	1
299	профанация священного новелла	1	1
300	скуфья минского эквивалентны	1	1
301	дополняет этими атрибутами	1	1
302	с голью кабацкою	1	1
303	белкина в себе	1	1
304	притчи может быть	1	1
305	героя нашего времени	2	1
306	что русской женщине	1	1
307	значительной степени зависим	1	1
308	двоякое эстетическое завершение	1	1
309	отца-государя в.т какая	1	1
310	коего мы не	1	1
311	и скуфья минского	1	1
312	схеме блудных детей	1	1
313	белкин в первом	1	1
314	сказания или анекдота	2	1
315	в готовом стабильно	1	1
316	мы по-русски хоть	1	1
317	план побега и	1	1
318	сопрягает большое время	1	1
319	жанр посрамляющий умершее	1	1
320	в паремию пословично-афористическую	1	1
321	на границах литературного	1	1
322	неуместность ошибка оговорка	1	1
323	в частности как	1	1
324	посрамление словесное кощунство	1	1
325	не объедешь типично	1	1
326	именно в этом	1	1
327	заблудившегося жениха с	1	1
328	примечании издателя читаем	1	1
329	юноше но не	1	1
330	они же в	1	1
331	юмором так беспрецедентно	1	1
332	лицу с типичными	1	1
333	полном его составе	1	1
334	так беспрецедентно оригинальная	1	1
335	форма авторства в	1	1
336	и анекдоту их	1	1
337	так называемого чувства	1	1
338	отнюдь не является	1	1
339	планирует осуществить с	1	1
340	покойного ивана петровича	4	1
341	был лучшей драгоценнейшей	1	1
342	мужчине и безымянного	1	1
343	мертвый без гроба	1	1
344	сюжета герой притчи	1	1
345	что суженого конем	1	1
346	уже было сказано	1	1
347	да бархате а	1	1
348	анекдотам назидательность однозначную	1	1
349	беспрецедентно оригинальная повествовательная	1	1
350	как сильно билось	1	1
351	сюжета в сочетании	1	1
352	первом примечании издателя	1	1
353	анекдотичности сопрягает большое	1	1
354	вместе с голью	1	1
355	графиня? ей-богу правда	1	1
356	текст предполагающий возможность	1	1
357	и притче это	1	1
358	здесь отнюдь не	1	1
359	блудном сыне офицеры	1	1
360	свойственны притче как	1	1
361	разве гробовщик брат	1	1
362	в значительной степени	2	1
363	в применении к	1	1
364	пересказанным анекдотам назидательность	1	1
365	комическая апофегма то	1	1
366	скупость деталей отсутствие	1	1
367	знать у тебя	1	1
368	халат и скуфья	1	1
369	петровича белкина изданные	3	1
370	как сладки были	1	1
371	и барышни-крестьянки отчетливо	1	1
372	же деталями повторенными	1	1
373	ценностной дистанции между	1	1
374	посрамляющий умершее солнце	1	1
375	в описании немецких	1	1
376	деталей краткость и	1	1
377	анекдот должен не	1	1
378	сердце при слове	1	1
379	конечном счете жанровая	1	1
380	с емкостью ситуации	1	1
381	притчу в принципе	1	1
382	к жизни сталкиваются	1	1
383	же свойственны притче	1	1
384	все это по	1	1
385	герои сильвио или	1	1
386	выступали атрибутами анекдотичности	1	1
387	внеисторическому и вненациональному	1	1
388	позиций классического реализма	1	1
389	пределах одной фразы	1	1
390	памяти ивана петровича	1	1
391	у-влекать слушателей преодолевая	1	1
392	одеяние родителей марьи	1	1
393	деталей отсутствие развернутых	1	1
394	о муках совести	1	1
395	дело не с	1	1
396	живет в готовом	1	1
397	метели халат прохорова	1	1
398	фразы обнаруживается порой	1	1
399	предел до которого	1	1
400	диалогической ситуации рассказывания	1	1
401	героем анекдота о	1	1
402	слова остроты редуцированный	1	1
403	и строго отграниченная	1	1
404	а герой анекдота	1	1
405	на бутылку или	1	1
406	барышни-крестьянки не твое	1	1
407	оригинальная повествовательная форма	1	1
408	б с его	1	1
409	демонстративно дополняет этими	1	1
410	нудительной серьезности бахтин	1	1
411	билось русское сердце	1	1
412	стрелке-мухобое вы смеетесь	1	1
413	конем не объедешь	2	1
414	оказывается героем анекдота	1	1
415	исторического бытия с	1	1
416	это по общему	1	1
417	и шпорах демонстративно	1	1
418	это ведет к	1	1
419	слове отечество как	1	1
420	описаний акцентированная роль	1	1
421	анекдотичен набор свидетелей	1	1
422	общими для поэтики	1	1
423	акцентированная роль немногочисленных	1	1
424	говоря уже о	1	1
425	совести предаю тебя	1	1
426	сорокалетнего корнета младший	1	1
427	не столько в	1	1
428	сегодня в атласе	1	1
429	самого сюжета герой	1	1
430	минский сквозь явную	1	1
431	и должно было	1	1
432	развивающий план побега	1	1
433	перед нами поистине	1	1
434	в равной степени	1	1
435	пытается придать пересказанным	1	1
436	историческую действительность с	1	1
437	контрапункт пронизывающий поэтику	1	1
438	внесюжетные фигуры цикла	1	1
439	практике притчевую схему	1	1
440	должен не у-влекать	1	1
441	белкина изданные а.п	3	1
442	пушкину сопрягать историческую	1	1
443	по сути дела	1	1
444	во втором случае	1	1
445	припоминая и примеряя	1	1
446	редуцированная притча живой	1	1
447	в пределе своем	1	1
448	теми же деталями	1	1
449	живой без сапог	1	1
450	назидательность однозначную серьезность	1	1
451	не могут быть	1	1
452	общечеловеческими ценностями ср	1	1
453	барышни-крестьянки отчетливо проступает	1	1
454	ничего предосудительного памяти	1	1
455	данного цикла в	1	1
456	выстрела знать у	1	1
457	оно живет в	1	1
458	твое горе ее	1	1
459	усах и шпорах	1	1
460	суженого конем не	2	1
461	и сам текст	1	1
462	с малым временем	1	1
463	а не как	1	1
464	детей становится героем	1	1
465	владимир планирует осуществить	1	1
466	на бранном воздухе	1	1
467	на передний план	1	1
468	офицеров не сознается	1	1
469	не в том	1	1
470	с универсальными общечеловеческими	1	1
471	лично для себя	1	1
472	отношении текст предполагающий	1	1
473	в пушкинском сознании	1	1
474	стратегия притчевого мышления	1	1
475	есть нарушение запрета	1	1
476	притчи о муках	1	1
477	запрета есть профанация	1	1
478	с мужиком в	1	1
479	ей-богу правда очевидно	1	1
480	поистине двуголосый в	1	1
481	восприятия со стороны	1	1
482	гроба не живет	1	1
483	бы мы по-русски	1	1
484	героев а также	1	1
485	и вненациональному общечеловеческому	1	1
486	стратегия анекдотичности сопрягает	1	1
487	барышни-крестьянки вольному воля	1	1
488	вполне принадлежат первый	1	1
489	может быть продемонстрировано	1	1
490	в новом качестве	1	1
491	профессии землемер шмит	1	1
492	марьи гавриловны колпак	1	1
493	или самсон вырин	1	1
494	как одеяние родителей	1	1
495	к лицу с	1	1
496	глазами анекдота это	1	1
497	покаянного возвращения по	1	1
498	и на примере	1	1
499	новелле есть нарушение	1	1
500	с теми же	1	1
501	роль немногочисленных и	1	1
502	характеристик и описаний	1	1
503	во всяком случае	2	1
504	в поход почти	2	1
505	подлинный автор стирает	1	1
506	священного новелла ночной	1	1
507	проступает притчевая символика	1	1
508	он был лучшей	1	1
509	столь же свойственны	1	1
510	бархате а завтра	1	1
511	ср кто из	1	1
512	сознании выступали атрибутами	1	1
513	мотивировок в поступках	1	1
514	одной фразы обнаруживается	1	1
515	перст своего предшественника	1	1
516	из барышни-крестьянки не	1	1
517	ситуацией притчи о	1	1
518	граф б с	1	1
519	и той же	2	1
520	вольному воля а	1	1
521	возникает в результате	1	1
522	героем анекдота диалог	1	1
523	нарушение запрета есть	1	1
524	больной минский сквозь	1	1
525	принадлежат первый национально-историческому	1	1
526	гробовщика и барышни-крестьянки	1	1
527	их общим эффектом	1	1
528	барышни-крестьянки куда нам	1	1
529	они остаются на	1	1
530	степени зависим от	1	1
531	владимира человек мирной	1	1
532	типично притчевые герои	1	1
533	психологических мотивировок в	1	1
534	интимного быта ср	1	1
535	куда нам по-английски	1	1
536	лишь в одном	1	1
537	явную анекдотичность сюжетов	1	1
538	не поднимается на	1	1
539	схему блудного возвращения	1	1
540	петровича белкина в	2	1
541	всей серьезностью осуществляющие	1	1
542	по общему мнению	1	1
543	смеетесь графиня? ей-богу	1	1
544	взаимопроникновение анекдота и	1	1
545	минута тогда как	1	1
546	принципе можно припоминая	1	1
547	с позиций классического	1	1
548	повествовательная форма воплощает	1	1
549	анекдот легко может	1	1
550	как притчу в	1	1
551	зрелому мужчине и	1	1
552	себе не заключает	1	1
553	которого пушкинские повести	1	1
554	по-английски разоряться были	1	1
555	притча в паремию	1	1
556	из выстрела знать	1	1
557	и притчи может	1	1
558	у тебя брат	1	1
559	поэтику данного цикла	1	1
560	очевидно анекдотичен набор	1	1
561	не зрелому мужчине	1	1
562	наличие так называемого	1	1
563	блудных детей становится	1	1
564	во второй строфе	4	1
565	дифференцированном и оцененном	1	1
566	сюжета поскольку вполне	1	1
567	и оцененном мире	1	1
568	читаем следует анекдот	1	1
569	следует анекдот коего	1	1
570	а притча в	1	1
571	интонация столь же	1	1
572	были слезы свидания	1	1
573	примеряя ее содержание	1	1
574	анекдота диалог заблудившегося	1	1
575	анекдота о стрелке-мухобое	1	1
576	придать пересказанным анекдотам	1	1
577	или острота наизнанку	1	1
578	в окказиональном мире	1	1
579	эффектом оказывается отмеченный	1	1
580	мирной профессии землемер	1	1
581	создают уникальный контрапункт	1	1
582	даже в пределах	1	1
583	между тем как	1	1
584	преодолевая их внутреннюю	1	1
585	обратим внимание на	1	1
586	слушателей преодолевая их	1	1
587	почти отроками возвращались	1	1
588	обойдется а мертвый	1	1
589	излишним впрочем уверяем	1	1
590	а для него	1	1
591	также устная интонация	1	1
592	притчевые герои сильвио	1	1
593	сентенцию ср из	1	1
594	владимир развивающий план	1	1
595	повторенными дважды в	1	1
596	к собственной ситуации	1	1
597	сознается что русской	1	1
598	же в пушкинском	1	1
599	халат прохорова халат	1	1
600	человеческой личности в	1	1
601	хоть сыты а	1	1
602	мыслящий себя героем	1	1
603	своем анекдот конденсируется	1	1
604	сюжетов гробовщика и	1	1
605	что и должно	1	1
606	границах литературного сюжета	1	1
607	с типичными героями	1	1
608	жанровая стратегия анекдотичности	1	1
609	нем звучит один	1	1
610	есть профанация священного	1	1
611	вы смеетесь графиня?	1	1
612	их предлагая адресату	1	1
613	при этом и	1	1
614	пословично-афористическую сентенцию ср	1	1
615	разоряться были бы	1	1
616	и т.п в	1	1
617	сыне офицеры ушедшие	1	1
618	предосудительного памяти ивана	1	1
619	возвращались возмужав на	1	1
620	пушкинском сознании выступали	1	1
621	рука не поднимается	1	1
622	о стрелке-мухобое вы	1	1
623	быть продемонстрировано и	1	1
624	в одном из	1	1
625	то есть в	1	1
626	примере такой частности	1	1
627	черешнями мнимый больной	1	1
628	емкостью ситуации лаконичная	1	1
629	первый национально-историческому быту	1	1
630	в пределах одной	1	1
631	от нудительной серьезности	1	1
632	поэтому анекдот невозможно	1	1
633	деревушке а герой	1	1
634	становится героем анекдота	1	1
635	жанровые стратегии создают	1	1
636	в метели халат	1	1
637	гавриловны колпак и	1	1
638	двуголосый в жанровом	1	1
639	раз-влекать их предлагая	1	1
640	глупость неуместность ошибка	1	1
641	пронизывающий поэтику данного	1	1
642	мысль о том	1	1
643	ср с финальной	1	1
644	в себя и	1	1
645	в конечном счете	2	1
646	картинок но они	1	1
647	лаконичная строгость композиции	1	1
648	том что суженого	1	1
649	ее содержание к	1	1
650	композиции неразвернутость характеристик	1	1
651	притчевая символика актуализируемая	1	1
652	притчи владимир развивающий	1	1
653	отграниченная система смыслов	1	1
654	сильно билось русское	1	1
655	являются компактность сюжета	1	1
656	он ничего предосудительного	1	1
657	острота наизнанку глупость	1	1
658	обязан он был	1	1
659	воплощает художественную концепцию	1	1
660	можно сказать что	2	1
661	это бывает в	1	1
662	сильвио или самсон	1	1
663	гусарства отставного сорокалетнего	1	1
664	как на языке	1	1
665	помещаем полагая его	1	1
666	общенародного исторического бытия	1	1
667	поход почти отроками	2	1
668	ситуации лаконичная строгость	1	1
669	тебя твоей совести	1	1
670	что в имени	2	1
671	притчевую схему блудного	1	1
672	и непристойность необыкновенное	1	1
673	юмора умения отрешиться	1	1
674	анекдота выбор лексики	1	1
675	уникальный контрапункт пронизывающий	1	1
676	и есть не	1	1
677	бутылку или из	1	1
678	самых событий вследствие	1	1
679	в усах и	1	1
680	анекдоту и притче	1	1
681	корнета младший офицерский	1	1
682	подход к жизни	1	1
683	жанровая стратегия притчевого	1	1
684	возмужав на бранном	1	1
685	при слове отечество	1	1
686	для рассказчика ни	1	1
687	с машей на	1	1
688	событий вследствие которого	1	1
689	не живет и	1	1
690	в полной мере	1	1
691	в большинстве случаев	1	1
692	лукавым юмором так	1	1
693	получают двоякое эстетическое	1	1
694	малым временем индивидуального	1	1
695	в мире это	1	1
696	содержание к собственной	1	1
697	а завтра метут	1	1
698	художественного целого это	1	1
699	анекдот коего мы	1	1
700	из барышни-крестьянки вольному	1	1
701	была минута тогда	1	1
702	шестнадцатилетнего улана между	1	1
703	в имени тебе	2	1
704	ночной жанр посрамляющий	1	1
705	тебя брат рука	1	1
706	герой анекдота белкин	1	1
707	конденсируется в остроту	1	1
708	одной и той	2	1
709	паремию пословично-афористическую сентенцию	1	1
710	упоминаемые в метели	1	1
711	свидетелей владимира человек	1	1
712	со стороны адресата	2	1
713	мышления позволяет пушкину	1	1
714	укрупненных деталей краткость	1	1
715	продемонстрировано и на	1	1
716	жизнь глазами анекдота	1	1
717	как уже неоднократно	1	1
718	тем не менее	2	1
719	звучит один голос	1	1
720	сапог обойдется а	1	1
721	бы укрупненных деталей	1	1
722	совпадают с теми	1	1
723	притчевые персонажи истории	1	1
724	это игра случая	1	1
725	объедешь типично притчевые	1	1
726	описаний закрытость характеров	1	1
727	отставного сорокалетнего корнета	1	1
728	редуцированный анекдот и	1	1
729	метут улицу вместе	1	1
730	эпиграфами этих повестей	1	1
731	суть внесюжетные фигуры	1	1
732	лицом к лицу	1	1
733	указующий перст своего	1	1
734	осуществить с машей	1	1
735	безымянного шестнадцатилетнего улана	1	1
736	тогда как притчу	1	1
737	развернутых описаний закрытость	1	1
738	здесь как и	1	1
739	быта ср кто	1	1
740	сыты а притча	1	1
741	называемого чувства юмора	1	1
742	по крайней мере	4	1
743	в себе не	1	1
744	бурмин героем притчи	1	1
745	роль в становлении	1	1
746	типичными героями анекдота	1	1
747	жанровом отношении текст	1	1
748	а подлинный автор	1	1
749	недостаточность психологических мотивировок	1	1
750	как бы укрупненных	1	1
751	до которого анекдот	1	1
752	случайном венчании бурмин	1	1
753	символика актуализируемая эпиграфами	1	1
754	в нем звучит	1	1
755	анекдота граф б	1	1
756	эстетическое завершение белкин	1	1
757	чин приличный юноше	1	1
758	жанров в частности	1	1
759	улана между тем	1	1
760	не сознается что	1	1
761	прохорова халат и	1	1
762	из барышни-крестьянки куда	1	1
763	жизни сталкиваются лицом	1	1
764	общим эффектом оказывается	1	1
765	как сам владимир	1	1
766	неразвернутость характеристик и	1	1
767	живет и т.п	1	1
768	этих повестей а	1	1
769	отроками возвращались возмужав	1	1
770	жениха с мужиком	1	1
771	притче как и	1	1
772	речь идет о	1	1
773	не говоря уже	1	1
774	родителей марьи гавриловны	1	1
775	жанровая форма авторства	1	1
