N	2gram	Propp_Morf_1	Psycholo
107	что они	2	4
108	как в	3	4
109	в целом	3	4
110	все эти	2	4
111	в тех	6	4
112	в себе	1	4
113	если он	1	4
114	при этом	1	4
115	т д	39	4
116	здесь мы	3	4
117	но если	7	4
118	что этот	1	4
119	что эта	2	4
120	что с	1	4
121	одна из	4	4
122	больше чем	1	4
123	как будто	2	4
124	и совершенно	1	4
125	когда в	1	4
126	в виду	1	4
127	образом мы	5	4
128	что и	7	4
129	только в	2	4
130	не можем	1	4
131	при помощи	9	4
132	у него	1	4
133	и даже	1	4
134	из которых	3	4
135	по своему	2	4
136	в течение	1	4
137	того что	3	4
138	и для	2	4
139	сказать что	2	4
140	ее в	1	4
141	и этот	1	3
142	по его	1	3
143	и заставляет	1	3
144	совсем не	3	3
145	совершенно другой	1	3
146	и к	4	3
147	но в	2	3
148	та же	2	3
149	из этих	1	3
150	интересно что	1	3
151	состоит в	2	3
152	одно и	1	3
153	могла бы	4	3
154	конечно в	1	3
155	его в	2	3
156	и тем	2	3
157	ни в	1	3
158	в них	1	3
159	далеко не	5	3
160	действительно не	1	3
161	в один	3	3
162	она в	2	3
163	мы говорили	1	3
164	бы не	1	3
165	с теми	4	3
166	в то	3	3
167	басни к	1	3
168	того как	2	3
169	к концу	1	3
170	весь этот	1	3
171	в основе	1	3
172	из двух	2	3
173	наряду с	5	3
174	он был	1	3
175	были бы	1	3
176	здесь не	2	3
177	не так	1	3
178	ее не	1	3
179	тем что	4	3
180	такое же	1	3
181	что не	1	3
182	так называемой	1	3
183	он приводит	2	3
184	только для	1	3
185	но это	6	3
186	она должна	1	3
187	указать на	1	3
188	она может	1	3
189	главным образом	4	3
190	что под	1	3
191	к этому	3	3
192	как на	1	3
193	в таком	1	3
194	например в	2	2
195	увидим ниже	5	2
196	на самом	4	2
197	он может	2	2
198	которую они	1	2
199	басни о	1	2
200	оно есть	1	2
201	с но	1	2
202	героев в	1	2
203	большей частью	4	2
204	между собой	4	2
205	всего этого	1	2
206	что его	2	2
207	одним словом	1	2
208	но как	2	2
209	тем больше	1	2
210	в одной	1	2
211	что именно	1	2
212	более и	1	2
213	в полном	1	2
214	целый ряд	3	2
215	и наконец	1	2
216	этот случай	5	2
217	представляет собой	17	2
218	что так	1	2
219	нами в	2	2
220	а вовсе	1	2
221	все другие	1	2
222	в силу	1	2
223	и вот	1	2
224	и по	2	2
225	так например	3	2
226	в нее	1	2
227	тем в	1	2
228	и может	1	2
229	в совершенно	1	2
230	из нее	1	2
231	же самый	1	2
232	такой же	1	2
233	исторической действительности	1	2
234	и ее	3	2
235	как все	1	2
236	сама собой	1	2
237	образом и	1	2
238	но он	1	2
239	но они	1	2
240	и более	1	2
241	их в	1	2
242	в этих	13	2
243	или если	1	2
244	заставляет его	2	2
245	все более	1	2
246	она могла	1	2
247	в русской	1	2
248	дело не	2	2
249	вытекает из	1	2
250	ничего не	4	2
251	под этим	1	2
252	к ней	1	2
253	деле он	1	2
254	то это	3	2
255	животных и	3	2
256	у нас	2	2
257	очень часто	6	2
258	не могут	4	2
259	когда мы	1	2
260	утверждать что	3	2
261	с ее	1	2
262	данном случае	1	2
263	действия и	1	2
264	то время	3	2
265	то как	2	2
266	в глаза	2	2
267	он именно	1	2
268	вошел в	1	2
269	том как	1	2
270	со стороны	3	2
271	но мы	3	2
272	что здесь	1	2
273	что даже	1	2
274	и действительно	1	2
275	все они	1	2
276	со всеми	1	2
277	в качестве	5	2
278	мы нашли	1	2
279	для всех	1	2
280	уже не	2	2
281	своих героев	1	2
282	или не	3	2
283	в виде	2	2
284	одно из	1	2
285	для него	1	2
286	всяком случае	2	2
287	могло бы	1	2
288	заметить что	8	2
289	что прежде	1	2
290	представляют собой	11	2
291	это будет	1	2
292	без всякой	2	2
293	как же	2	2
294	еще и	1	2
295	а с	2	2
296	басни не	1	2
297	и затем	4	2
298	однако и	1	2
299	уже давно	1	2
300	надо было	1	2
301	хотя бы	4	2
302	в данном	1	2
303	что за	1	2
304	что же	2	2
305	в первой	1	2
306	по существу	12	2
307	быть не	1	2
308	с этой	1	2
309	волке на	1	2
310	благодаря этому	3	2
311	героев нет	1	2
312	не более	1	2
313	только что	2	2
314	же в	2	2
315	так же	3	2
316	в море	5	2
317	к этой	1	2
318	и другие	6	2
319	они не	1	2
320	можно назвать	3	2
321	во всяком	2	2
322	ли мы	1	1
323	он получает	1	1
324	дело обстоит	1	1
325	это и	2	1
326	относятся к	2	1
327	и есть	2	1
328	в первом	3	1
329	он требует	2	1
330	и до	1	1
331	из его	2	1
332	высшей степени	1	1
333	что мы	2	1
334	посвящена настоящая	1	1
335	очень далеко	1	1
336	мы имеем	9	1
337	это совершенно	1	1
338	но никто	1	1
339	большую роль	1	1
340	что многие	1	1
341	не столько	1	1
342	так чтобы	1	1
343	и такой	1	1
344	принадлежит и	1	1
345	еще не	3	1
346	здесь нет	1	1
347	в чем	1	1
348	с его	2	1
349	там и	1	1
350	такое сложное	1	1
351	то мы	4	1
352	что никаких	1	1
353	описания не	1	1
354	которых один	1	1
355	чем это	2	1
356	но не	4	1
357	мы будем	3	1
358	не все	6	1
359	бежит из	1	1
360	более как	1	1
361	отношение к	1	1
362	отличие от	1	1
363	победы в	1	1
364	разделение на	1	1
365	иногда она	1	1
366	получается действительно	1	1
367	которые не	1	1
368	отвечает ему	1	1
369	этот прием	1	1
370	целых три	1	1
371	они ни	1	1
372	дело идет	1	1
373	независимо от	3	1
374	что действительно	2	1
375	раз обратное	1	1
376	все остальные	1	1
377	кроме того	1	1
378	и где	1	1
379	тех случаях	2	1
380	хотя и	3	1
381	между двумя	1	1
382	имеет в	1	1
383	более или	2	1
384	есть на	1	1
385	то в	3	1
386	ход действия	5	1
387	другие элементы	2	1
388	очень много	1	1
389	за это	1	1
390	или во	1	1
391	всей своей	1	1
392	рассказ о	1	1
393	переходит на	1	1
394	в лоб	1	1
395	и тот	1	1
396	только один	1	1
397	имеем в	6	1
398	думается что	1	1
399	подобным образом	1	1
400	их действия	1	1
401	на его	4	1
402	к герою	3	1
403	к героям	1	1
404	нашли что	1	1
405	во славу	1	1
406	свои собственные	1	1
407	подобно тому	6	1
408	все с	1	1
409	момент когда	2	1
410	но все	3	1
411	русском языке	1	1
412	сделать из	2	1
413	других видов	1	1
414	однако все	1	1
415	как они	1	1
416	не будет	1	1
417	а затем	4	1
418	непосредственно за	1	1
419	его определение	1	1
420	том случае	1	1
421	и с	1	1
422	того или	1	1
423	с другими	1	1
424	для нее	1	1
425	это не	6	1
426	сюжет который	1	1
427	деле в	1	1
428	к разработке	1	1
429	чему мы	1	1
430	указанием на	1	1
431	мы постараемся	2	1
432	в итоге	2	1
433	из первых	2	1
434	кажется что	1	1
435	и рядом	1	1
436	вводит в	1	1
437	чаще всего	7	1
438	собака и	1	1
439	прилагаться к	1	1
440	элементы которые	2	1
441	в высшей	1	1
442	на основании	1	1
443	этим и	1	1
444	о чем	1	1
445	а если	4	1
446	о характере	2	1
447	эти обобщения	1	1
448	должно быть	1	1
449	и тогда	1	1
450	еще раз	1	1
451	и становится	1	1
452	или менее	2	1
453	этого нет	2	1
454	и при	1	1
455	мы опять	1	1
456	что такое	3	1
457	выводы мы	2	1
458	это делает	1	1
459	то для	1	1
460	и посвящена	1	1
461	что до	1	1
462	оказывается что	1	1
463	не от	2	1
464	стоит в	1	1
465	иного характера	1	1
466	но эта	1	1
467	это утверждение	1	1
468	такой способ	1	1
469	теми же	1	1
470	была не	1	1
471	оказалось бы	1	1
472	однако в	2	1
473	таких случаев	2	1
474	бы быть	1	1
475	даже в	1	1
476	то с	2	1
477	а от	1	1
478	можно ли	1	1
479	в таких	2	1
480	и отсюда	1	1
481	то чего	1	1
482	дело в	1	1
483	и притом	1	1
484	на него	3	1
485	не по	2	1
486	в самых	2	1
487	это еще	1	1
488	это мы	1	1
489	очень большую	1	1
490	круг этих	1	1
491	это явление	4	1
492	или как	1	1
493	собой то	1	1
494	в другую	2	1
495	бы по	1	1
496	которые часто	1	1
497	и направлено	1	1
498	так то	1	1
499	этом отношении	1	1
500	точном смысле	1	1
501	одним из	1	1
502	такие же	1	1
503	к таким	1	1
504	он отвечает	1	1
505	меня на	1	1
506	применяются к	1	1
507	чем перейти	1	1
508	собой наиболее	1	1
509	не есть	1	1
510	все еще	3	1
511	что при	2	1
512	ничего общего	1	1
513	обычно в	1	1
514	вполне может	1	1
515	то она	1	1
516	вывод что	2	1
517	в некоторых	3	1
518	можно показать	2	1
519	причина этого	1	1
520	не удавалось	1	1
521	а здесь	1	1
522	в собственном	3	1
523	который может	2	1
524	постараемся показать	1	1
525	мысль о	1	1
526	можно сделать	2	1
527	и говорит	1	1
528	на той	2	1
529	он пришел	1	1
530	на свой	1	1
531	слова а	1	1
532	правильнее было	1	1
533	можно было	2	1
534	так и	6	1
535	те же	1	1
536	не с	2	1
537	при попытке	1	1
538	мог бы	1	1
539	и каждый	1	1
540	в результате	7	1
541	литературных жанров	1	1
542	здесь опять	1	1
543	в яму	2	1
544	даны в	1	1
545	случай с	1	1
546	другой не	2	1
547	у нее	1	1
548	его при	1	1
549	ты еще	1	1
550	но этого	1	1
551	может не	1	1
552	на вопрос	2	1
553	идет с	1	1
554	и просто	1	1
555	можно сказать	2	1
556	можно заметить	2	1
557	по их	3	1
558	это было	3	1
559	положения и	1	1
560	нет это	1	1
561	не определяют	1	1
562	этот элемент	4	1
563	доходит до	1	1
564	образом если	1	1
565	и хочет	1	1
566	этот момент	3	1
567	раньше чем	3	1
568	в форме	6	1
569	в другой	1	1
570	существуют не	1	1
571	вслед за	5	1
572	приемов и	1	1
573	и она	1	1
574	другой более	1	1
575	быть и	2	1
576	но с	1	1
577	которых она	1	1
578	этот вопрос	2	1
579	дело с	1	1
580	вперед и	1	1
581	пор не	1	1
582	то все	1	1
583	верно и	1	1
584	или же	6	1
585	какой степени	1	1
586	до наших	2	1
587	что следовательно	1	1
588	и у	1	1
589	только на	1	1
590	мы получим	1	1
591	себя и	2	1
592	в нашей	1	1
593	в начале	3	1
594	от других	2	1
595	всех видов	1	1
596	за ним	1	1
597	известное количество	1	1
598	и их	2	1
599	с этими	1	1
600	для меня	1	1
601	друг друга	3	1
602	из одной	1	1
603	тех которые	1	1
604	должны будем	2	1
605	которым они	1	1
606	и разве	1	1
607	образом что	1	1
608	в других	3	1
609	само собой	1	1
610	перейти к	2	1
611	уже совершенно	1	1
612	новую беду	1	1
613	наоборот не	1	1
614	момент в	1	1
615	это или	1	1
616	развитию и	2	1
617	а на	3	1
618	которые можно	1	1
619	а именно	1	1
620	и самая	1	1
621	не потому	1	1
622	не прав	1	1
623	в предисловии	1	1
624	тому как	5	1
625	быть названо	3	1
626	их следует	1	1
627	а сам	1	1
628	на которых	1	1
629	в рассказе	1	1
630	что несмотря	1	1
631	и обнаруживается	1	1
632	следует только	1	1
633	на эту	1	1
634	воды и	1	1
635	могут служить	1	1
636	совершенно очевидно	1	1
637	если не	1	1
638	для этой	3	1
639	имеет свои	2	1
640	в момент	1	1
641	близкая к	1	1
642	равно как	1	1
643	вступает в	1	1
644	в частности	2	1
645	он представляет	1	1
646	мы перейдем	1	1
647	как эти	2	1
648	исходит от	2	1
649	по одному	1	1
650	заставляя их	1	1
651	ним как	1	1
652	предположить что	1	1
653	мотивы которые	1	1
654	три героя	1	1
655	по плечу	1	1
656	одновременно с	1	1
657	эту мысль	1	1
658	в тот	1	1
659	из этой	1	1
660	это значит	1	1
661	что существуют	1	1
662	и там	1	1
663	бросается в	1	1
664	нам еще	2	1
665	и наши	1	1
666	о его	1	1
667	между прочим	1	1
668	нисколько не	1	1
669	случае он	2	1
670	к описанию	1	1
671	не является	3	1
672	ли в	1	1
673	тем и	2	1
674	затруднительное положение	1	1
675	в точном	1	1
676	наступает на	1	1
677	как не	1	1
678	в отдельных	3	1
679	действия в	1	1
680	от него	1	1
681	собственно говоря	1	1
682	или нет	2	1
683	и ни	1	1
684	случае и	1	1
685	теряет свою	1	1
686	мы должны	3	1
687	должен остаться	1	1
688	его жизнь	1	1
689	дана в	1	1
690	определить ее	1	1
691	бы на	1	1
692	существу вовсе	1	1
693	сведения о	1	1
694	между ними	1	1
695	которые здесь	1	1
696	это требование	1	1
697	других подобных	1	1
698	то здесь	3	1
699	этот же	1	1
700	нет но	1	1
701	всех других	1	1
702	в последнем	2	1
703	в отдельности	1	1
704	есть и	4	1
705	этим объясняется	1	1
706	о рыбаке	1	1
707	случае если	1	1
