N	2gram	Berdyaev_M_2	Analitik
115	со всеми	1	2
116	это и	3	2
117	сама по	1	2
118	более чем	2	2
119	как к	2	2
120	и той	2	2
121	когда он	1	2
122	могли бы	1	2
123	но в	10	2
124	бы и	5	2
125	все эти	1	2
126	в себе	10	2
127	на его	2	2
128	что она	5	2
129	в нем	22	2
130	и вот	5	2
131	одной и	2	2
132	значительной степени	1	2
133	этом он	2	2
134	входит в	1	2
135	это не	5	2
136	с самим	3	2
137	в жизни	4	2
138	в них	3	2
139	с тем	1	2
140	не мог	3	2
141	с точки	1	2
142	от его	2	2
143	но они	1	2
144	все три	1	2
145	на два	1	2
146	без остатка	1	2
147	по своей	3	2
148	представляется нам	1	2
149	в момент	1	2
150	те же	5	2
151	не с	1	2
152	в борьбе	1	2
153	в новом	1	2
154	об этом	1	2
155	и здесь	6	2
156	на примере	1	2
157	любви к	7	2
158	в значительной	1	2
159	один из	5	2
160	но с	2	2
161	только в	3	2
162	то в	2	2
163	и ее	1	2
164	все они	1	2
165	но сам	1	2
166	вопроса о	4	2
167	а напротив	1	2
168	не для	3	2
169	тем что	3	2
170	и прежде	1	2
171	на эту	1	2
172	связь с	1	2
173	не может	15	2
174	вместе с	2	2
175	и потому	7	2
176	по своему	1	2
177	в той	1	2
178	истории не	1	2
179	тому как	2	2
180	да и	2	2
181	этого слова	1	2
182	в культуре	1	2
183	в глубине	3	2
184	и для	7	2
185	и от	3	2
186	мира и	1	2
187	хотя и	2	2
188	и все	5	2
189	личности и	2	2
190	то что	5	2
191	сказать что	3	2
192	в свое	1	2
193	а также	1	2
194	а между	1	1
195	человека и	7	1
196	связана с	7	1
197	сам по	2	1
198	свобода не	2	1
199	себе путь	2	1
200	на самом	1	1
201	границ и	1	1
202	случится и	1	1
203	и есть	8	1
204	перед лицом	1	1
205	человек который	4	1
206	из самых	1	1
207	к другому	3	1
208	знает личности	1	1
209	не имеют	2	1
210	с таким	2	1
211	она определяется	1	1
212	у тебя	1	1
213	что если	1	1
214	ни у	1	1
215	вопрос о	6	1
216	на внешние	1	1
217	что иное	3	1
218	на практике	1	1
219	я не	5	1
220	бы ни	1	1
221	к преступлению	5	1
222	не способен	5	1
223	революции в	2	1
224	во мне	1	1
225	он был	9	1
226	он сам	6	1
227	иное как	3	1
228	на их	1	1
229	всего этого	1	1
230	тем как	1	1
231	там и	6	1
232	соединиться с	1	1
233	к богу	2	1
234	не все	1	1
235	с отцом	1	1
236	уже как	1	1
237	отношение к	8	1
238	должны были	1	1
239	то от	1	1
240	за пределы	1	1
241	которые могли	1	1
242	независимо от	1	1
243	одном из	1	1
244	глубоким и	1	1
245	путь в	1	1
246	говорит что	2	1
247	это остается	1	1
248	который будет	1	1
249	мир и	2	1
250	от этого	2	1
251	моментов в	1	1
252	для которого	1	1
253	к чему	4	1
254	та же	10	1
255	и у	1	1
256	как то	2	1
257	момент его	2	1
258	бы не	2	1
259	за себя	1	1
260	поскольку в	1	1
261	но без	1	1
262	раз в	1	1
263	образ он	1	1
264	и тот	2	1
265	свободы но	1	1
266	есть явление	2	1
267	во многих	1	1
268	на смену	3	1
269	на то	1	1
270	в записках	1	1
271	все другие	1	1
272	к миру	1	1
273	они в	1	1
274	чем у	4	1
275	этом мире	1	1
276	как момент	1	1
277	всех своих	1	1
278	в нее	1	1
279	человека в	14	1
280	совпадают с	1	1
281	тем в	1	1
282	борьбы и	1	1
283	в другом	1	1
284	есть одна	1	1
285	мыслится как	1	1
286	он есть	1	1
287	отца и	1	1
288	есть и	3	1
289	из нее	1	1
290	о грядущем	1	1
291	жизни героя	1	1
292	а за	2	1
293	не узнает	1	1
294	которой он	1	1
295	в чистом	1	1
296	должно быть	2	1
297	потому и	1	1
298	остается в	1	1
299	и становится	1	1
300	но я	1	1
301	бы на	1	1
302	от своего	1	1
303	в своей	5	1
304	отречение от	1	1
305	право на	1	1
306	как все	1	1
307	а от	2	1
308	место в	2	1
309	три искушения	1	1
310	себе а	1	1
311	втором случае	1	1
312	как достоевский	1	1
313	отцом и	1	1
314	что было	3	1
315	по ту	1	1
316	свобода и	2	1
317	для этого	4	1
318	теперь я	1	1
319	он выступает	1	1
320	так называемого	1	1
321	нас к	1	1
322	это верно	1	1
323	любви и	3	1
324	с ним	3	1
325	как можно	1	1
326	как о	1	1
327	принадлежат к	3	1
328	у кого	1	1
329	в основе	2	1
330	у него	22	1
331	свободы и	4	1
332	того чтобы	4	1
333	народной жизни	4	1
334	или иная	1	1
335	она хочет	1	1
336	русский человек	3	1
337	до церкви	1	1
338	ему и	1	1
339	а лишь	2	1
340	потому что	12	1
341	и теперь	1	1
342	со своим	2	1
343	связи с	2	1
344	как будто	2	1
345	же его	1	1
346	при такой	1	1
347	перед ним	4	1
348	у нас	11	1
349	к самому	2	1
350	любить в	1	1
351	не могут	1	1
352	уже было	1	1
353	бог но	1	1
354	бы он	1	1
355	все еще	1	1
356	своего отца	1	1
357	творчества не	1	1
358	для себя	1	1
359	жизни героев	1	1
360	самим собою	2	1
361	формы и	1	1
362	для всего	1	1
363	это ведет	1	1
364	культуры и	1	1
365	природе своей	1	1
366	что у	4	1
367	по природе	1	1
368	живет в	1	1
369	и религии	1	1
370	мог бы	1	1
371	и каждый	1	1
372	личности на	1	1
373	ко всему	1	1
374	они как	1	1
375	на них	1	1
376	если бы	3	1
377	культура есть	1	1
378	сознание не	1	1
379	самим собой	1	1
380	именно потому	1	1
381	и должно	3	1
382	нет на	1	1
383	возможность свободы	1	1
384	в самой	1	1
385	под маской	1	1
386	в единую	2	1
387	или как	1	1
388	каждой части	1	1
389	а потому	1	1
390	и только	1	1
391	вслед за	1	1
392	от свободы	3	1
393	на почве	3	1
394	того что	6	1
395	внешней среды	1	1
396	так для	1	1
397	тот же	2	1
398	существенна для	1	1
399	в стороне	1	1
400	в уста	1	1
401	за ней	1	1
402	есть ни	1	1
403	так что	2	1
404	человеческой личности	7	1
405	есть в	3	1
406	пути но	1	1
407	его совесть	1	1
408	карамазов в	1	1
409	из первых	1	1
410	его и	1	1
411	ибо он	1	1
412	себе в	2	1
413	не о	2	1
414	ту сторону	1	1
415	и никогда	3	1
416	человек как	1	1
417	и делает	1	1
418	он так	2	1
419	нет в	4	1
420	лишь один	2	1
421	бы это	1	1
422	для того	5	1
423	лишь для	1	1
424	он же	3	1
425	правом на	1	1
426	что на	1	1
427	до сих	3	1
428	как у	2	1
429	ее в	2	1
430	к которому	3	1
431	идее в	1	1
432	это все	2	1
433	наконец в	1	1
434	а с	1	1
435	себя и	3	1
436	превращается в	2	1
437	и политического	1	1
438	не знает	9	1
439	есть лишь	17	1
440	без которых	1	1
441	его собственной	1	1
442	он становится	1	1
443	человека как	1	1
444	есть бог	2	1
445	мире есть	1	1
446	своей любви	1	1
447	к себе	2	1
448	требует от	1	1
449	и мир	2	1
450	пройти через	2	1
451	ведет к	13	1
452	укладу жизни	1	1
453	другого человека	2	1
454	с этой	1	1
455	свою культурную	1	1
456	сих пор	3	1
457	но это	8	1
458	и тогда	3	1
459	не любил	1	1
460	как отец	1	1
461	не достигает	1	1
462	того кому	1	1
463	каждом человеческом	1	1
464	в пределе	2	1
465	как на	1	1
466	а все	1	1
467	своей природе	1	1
468	ни одного	2	1
469	пока лишь	1	1
470	бы в	2	1
471	же есть	3	1
472	мы должны	1	1
473	хотя бы	7	1
474	но если	1	1
475	цели не	1	1
476	жизни в	3	1
477	а о	1	1
478	между ними	1	1
479	от всех	1	1
480	не что	3	1
481	оно не	2	1
482	из этого	1	1
483	личности как	1	1
484	жизнь в	6	1
485	жизни и	6	1
486	к этой	1	1
487	в своих	3	1
488	все что	4	1
489	они не	4	1
