N	2gram	Potebnia_M_3	Narrotol
150	столь же	4	2
151	о любви	2	2
152	в чем	3	2
153	на самом	1	2
154	себе и	1	2
155	и читатель	1	2
156	внутренняя жизнь	1	2
157	могли бы	1	2
158	однако на	1	2
159	со своей	2	2
160	в самом	8	2
161	бы с	1	2
162	из этих	9	2
163	как он	1	2
164	на то	2	2
165	что она	3	2
166	к миру	1	2
167	именно то	2	2
168	которая не	2	2
169	мы его	1	2
170	не будет	3	2
171	той же	2	2
172	себя не	1	2
173	было бы	9	2
174	должен был	1	2
175	в самую	1	2
176	несмотря на	2	2
177	сводятся к	1	2
178	не зависит	1	2
179	с точки	1	2
180	и что	10	2
181	жизни с	1	2
182	от его	1	2
183	всякий раз	1	2
184	и другого	1	2
185	в памяти	1	2
186	стало быть	1	2
187	но он	1	2
188	с такою	1	2
189	и более	1	2
190	однако в	1	2
191	человека есть	1	2
192	что с	2	2
193	не имеет	6	2
194	в процессе	1	2
195	как о	2	2
196	говорить о	3	2
197	не могло	1	2
198	только не	2	2
199	своей природе	1	2
200	потому что	46	2
201	для нас	20	2
202	с таким	2	2
203	в сознании	15	2
204	не вполне	1	2
205	в области	2	2
206	в детстве	1	2
207	и здесь	1	2
208	все то	1	2
209	оно не	4	2
210	и он	1	2
211	подобно тому	2	2
212	здесь не	1	2
213	себе самом	1	2
214	мысль о	5	2
215	что у	1	2
216	те же	6	2
217	том как	3	2
218	быть может	3	2
219	или иначе	1	2
220	эти два	1	2
221	что и	13	2
222	себя в	1	2
223	с нею	2	2
224	в виде	2	2
225	в начале	3	2
226	не все	4	2
227	в душе	10	2
228	у меня	2	2
229	одно из	5	2
230	а то	1	2
231	на одном	1	2
232	могло бы	1	2
233	т п	2	2
234	вовсе не	7	2
235	давно уже	1	2
236	в других	2	2
237	на стороне	2	2
238	только на	3	2
239	именно в	3	2
240	а с	2	2
241	в настоящем	1	2
242	только по	5	2
243	превращается в	1	2
244	принадлежит не	1	2
245	зависит от	6	2
246	своего я	1	2
247	если не	4	2
248	так же	3	2
249	в строгом	1	2
250	к своему	2	2
251	по своему	2	2
252	видя в	1	2
253	тому как	5	2
254	его жизни	2	2
255	которое не	2	2
256	а потом	1	2
257	думать о	1	2
258	но это	6	2
259	видно что	1	2
260	это был	1	2
261	в результате	1	2
262	собственно говоря	2	2
263	бы в	2	2
264	тем более	4	2
265	от всего	3	2
266	только что	8	2
267	во время	2	2
268	в свою	3	2
269	точно так	12	2
270	разговоре с	1	2
271	по поводу	4	2
272	можно назвать	1	2
273	как на	5	2
274	а между	2	1
275	чтобы осмыслить	1	1
276	слова является	1	1
277	как все	1	1
278	говоря о	4	1
279	отношения к	1	1
280	одним из	1	1
281	например в	6	1
282	читателя или	1	1
283	предполагает что	1	1
284	таком случае	2	1
285	которого в	2	1
286	все остальное	1	1
287	не имел	1	1
288	словами и	1	1
289	к своей	1	1
290	это и	2	1
291	так у	2	1
292	каждый из	1	1
293	смотрит на	2	1
294	далее и	2	1
295	было как	1	1
296	тем же	4	1
297	чего не	1	1
298	из его	1	1
299	противном случае	1	1
300	он уже	1	1
301	мать и	1	1
302	не глядя	1	1
303	которое может	1	1
304	и должен	1	1
305	сказать с	1	1
306	живой речи	2	1
307	если я	1	1
308	я как	5	1
309	мир не	1	1
310	вопрос о	1	1
311	исследования в	1	1
312	но она	1	1
313	и другая	1	1
314	в некотором	2	1
315	похожи на	1	1
316	но напротив	1	1
317	жизни это	1	1
318	и говорить	1	1
319	а еще	1	1
320	как символ	1	1
321	внутреннюю и	1	1
322	быть в	1	1
323	со словами	1	1
324	иначе как	1	1
325	во всех	1	1
326	бы она	1	1
327	а тем	2	1
328	он относится	1	1
329	не входит	1	1
330	о слове	2	1
331	очевидно что	5	1
332	в новом	2	1
333	отношение к	2	1
334	за пределы	2	1
335	каждый в	1	1
336	из таких	1	1
337	который однако	1	1
338	относится к	4	1
339	чем же	1	1
340	первый взгляд	1	1
341	в одной	1	1
342	засыпает не	1	1
343	предполагает в	1	1
344	этой стороны	2	1
345	что касается	1	1
346	в противном	1	1
347	сидит в	1	1
348	и как	5	1
349	и наконец	2	1
350	его к	2	1
351	для которой	1	1
352	действительного мира	1	1
353	более или	3	1
354	себе не	4	1
355	то в	1	1
356	в которой	3	1
357	так или	2	1
358	бы не	4	1
359	по преимуществу	1	1
360	возможен только	1	1
361	говорит не	1	1
362	о ее	1	1
363	не могла	2	1
364	быть только	4	1
365	бы от	1	1
366	и стало	1	1
367	после этого	1	1
368	такое содержание	1	1
369	не нуждаются	1	1
370	из виду	2	1
371	из него	2	1
372	что ни	2	1
373	людей и	2	1
374	прежде чем	2	1
375	мысль то	1	1
376	в нее	1	1
377	исходя из	1	1
378	этом последнем	2	1
379	здесь мы	1	1
380	но стоит	1	1
381	конечно в	1	1
382	и внутренняя	1	1
383	его не	1	1
384	характер есть	1	1
385	входит в	2	1
386	есть не	7	1
387	свое я	1	1
388	приходит в	1	1
389	ни в	2	1
390	есть имя	1	1
391	но мы	2	1
392	не всегда	2	1
393	строгом смысле	1	1
394	во-вторых каждое	1	1
395	должно быть	5	1
396	при виде	1	1
397	еще раз	2	1
398	между ними	1	1
399	и видит	2	1
400	на первый	1	1
401	или менее	3	1
402	о ком	1	1
403	есть в	3	1
404	человек и	1	1
405	в такой	1	1
406	и без	7	1
407	одним и	3	1
408	в которых	2	1
409	мысли и	2	1
410	его отношение	1	1
411	миф о	1	1
412	другом и	1	1
413	ли я	1	1
414	их в	2	1
415	и относительно	1	1
416	пламя и	1	1
417	связи с	2	1
418	жизни то	1	1
419	раз и	1	1
420	что есть	2	1
421	между людьми	2	1
422	к такой	1	1
423	человека но	1	1
424	с которой	1	1
425	она не	2	1
426	в такое	1	1
427	легко представить	1	1
428	на котором	2	1
429	принадлежат к	1	1
430	и притом	2	1
431	его внутренняя	1	1
432	было не	1	1
433	не отделен	1	1
434	личности к	1	1
435	необходимо должно	1	1
436	время как	1	1
437	иметь в	2	1
438	чем не	1	1
439	занять место	1	1
440	нам и	1	1
441	того и	1	1
442	не другое	1	1
443	возможно и	1	1
444	жизни не	3	1
445	находятся в	1	1
446	в противоречие	1	1
447	как внутренняя	1	1
448	глядя на	2	1
449	более что	1	1
450	слове и	5	1
451	такая же	2	1
452	и после	2	1
453	и теперь	6	1
454	рождается в	1	1
455	в каком	5	1
456	может показаться	1	1
457	от ее	1	1
458	настоящего времени	1	1
459	например что	1	1
460	в живой	2	1
461	принадлежит к	1	1
462	не могут	5	1
463	есть только	5	1
464	лица но	1	1
465	говорящего и	3	1
466	следует заметить	1	1
467	и внешнюю	1	1
468	же самое	1	1
469	сходство с	1	1
470	того о	1	1
471	как для	1	1
472	мысли о	2	1
473	анализа в	1	1
474	именно внутренняя	1	1
475	как мы	7	1
476	тем и	3	1
477	что человек	2	1
478	и о	2	1
479	своем воображении	1	1
480	что все	3	1
481	в виду	1	1
482	языка и	2	1
483	своего мира	1	1
484	хотя не	1	1
485	то время	4	1
486	начало и	1	1
487	не умер	1	1
488	человеческой мысли	1	1
489	слово есть	9	1
490	на нее	1	1
491	той степени	1	1
492	не с	1	1
493	ясно что	1	1
494	было в	1	1
495	особенно в	1	1
496	каждого из	2	1
497	оно как	1	1
498	во многом	2	1
499	когда в	2	1
500	это только	1	1
501	всей вероятности	1	1
502	жизнь и	1	1
503	не имели	1	1
504	не на	1	1
505	мы всегда	1	1
506	упускать из	2	1
507	время в	3	1
508	другими словами	1	1
509	жизни следует	1	1
510	или на	2	1
511	таким же	1	1
512	с личной	1	1
513	в которое	1	1
514	теперь и	1	1
515	о далеком	1	1
516	это было	3	1
517	нет это	1	1
518	к нему	3	1
519	которого не	1	1
520	с одним	1	1
521	я а	3	1
522	чем говорить	1	1
523	но несомненно	1	1
524	а потому	6	1
525	в другой	1	1
526	них в	1	1
527	о единстве	1	1
528	следовало бы	1	1
529	который бы	1	1
530	по содержанию	2	1
531	происходит в	1	1
532	я был	1	1
533	эту минуту	1	1
534	способно иметь	1	1
535	получает возможность	2	1
536	в двух	1	1
537	что только	6	1
538	время когда	1	1
539	одной из	2	1
540	каким он	1	1
541	как нечто	1	1
542	которые предполагаются	1	1
543	именно тем	1	1
544	так что	7	1
545	того же	1	1
546	события и	1	1
547	не можем	3	1
548	указания на	1	1
549	принадлежащих к	1	1
550	и чисто	1	1
551	как кажется	1	1
552	искать в	1	1
553	в одном	2	1
554	в прошлом	1	1
555	никто не	3	1
556	но что	2	1
557	и бесконечно	1	1
558	в системе	2	1
559	заметить что	3	1
560	не говорит	1	1
561	отдельного человека	1	1
562	тем что	7	1
563	есть выражение	2	1
564	образом что	1	1
565	и оставаться	1	1
566	для того	4	1
567	лишь для	1	1
568	нужно было	1	1
569	другого в	1	1
570	даже не	1	1
571	как сам	1	1
572	до сих	3	1
573	от другой	2	1
574	как субъект	2	1
575	содержание своего	1	1
576	в ряде	1	1
577	мысли с	1	1
578	чем он	1	1
579	бы эти	1	1
580	и быть	1	1
581	я оно	1	1
582	личной жизни	1	1
583	по всей	1	1
584	что не	8	1
585	и люди	1	1
586	себя мир	1	1
587	на этот	1	1
588	не означает	1	1
589	у человека	1	1
590	человеческой жизни	3	1
591	с которым	1	1
592	его как	1	1
593	стороны и	1	1
594	не я	3	1
595	и с	2	1
596	его собственной	1	1
597	ни о	3	1
598	о предмете	2	1
599	интереса в	1	1
600	что мы	8	1
601	всю совокупность	2	1
602	как именно	1	1
603	в речи	2	1
604	не видит	1	1
605	речь но	1	1
606	с какою	4	1
607	вместе с	12	1
608	ради того	1	1
609	и потому	4	1
610	была такая	1	1
611	с конца	1	1
612	все свое	1	1
613	намек на	1	1
614	же с	6	1
615	что именно	4	1
616	в разговоре	2	1
617	в человеке	3	1
618	предположить что	1	1
619	он говорит	2	1
620	я так	1	1
621	в образ	1	1
622	перехода от	1	1
623	своей субъективности	1	1
624	это так	1	1
625	что же	2	1
626	многих других	1	1
627	том смысле	3	1
628	и характеры	1	1
629	слова и	5	1
630	много лет	1	1
631	и от	4	1
632	сих пор	3	1
633	все это	4	1
634	и оно	3	1
635	случае он	1	1
636	каждой из	3	1
637	только а	1	1
638	слова но	2	1
639	я или	1	1
640	не существует	3	1
641	вследствие чего	1	1
642	не подлежит	2	1
643	художника и	2	1
644	или в	3	1
645	том виде	1	1
646	сознания и	1	1
647	а все	1	1
648	когда он	1	1
649	к одной	3	1
650	но эти	1	1
651	по одной	1	1
652	в этих	1	1
653	мы должны	4	1
654	все содержание	1	1
655	или не	1	1
656	хотя в	1	1
657	самому и	1	1
658	к ее	1	1
659	но оно	6	1
660	нам не	1	1
661	может и	1	1
662	и внешней	1	1
663	которая на	1	1
664	первый раз	1	1
665	имя и	1	1
666	не знает	3	1
667	почему он	1	1
668	в последнем	3	1
669	с такой	1	1
670	что при	3	1
671	мира все	1	1
672	всю ее	1	1
673	имеет в	1	1
674	в действительности	5	1
675	суждений о	1	1
676	ее в	1	1
677	к этому	3	1
678	во всяком	1	1
679	небо и	1	1
680	как пламя	1	1
681	гораздо более	1	1
