N	2gram	Bakhtin_fo_2	Formalny
299	между ними	2	2
300	до конца	2	2
301	ничем не	1	2
302	конце концов	1	2
303	его как	1	2
304	все более	1	2
305	как это	2	2
306	установкой на	1	2
307	в той	2	2
308	в тех	1	2
309	со всею	1	2
310	но это	2	2
311	в чем	1	2
312	основе этой	1	2
313	а все	1	2
314	ее и	2	2
315	в целях	1	2
316	сказать что	1	2
317	от всех	1	2
318	равно как	2	2
319	литературы с	1	2
320	ее в	3	2
321	и другие	3	2
322	в таком	1	2
323	которых не	1	1
324	то на	1	1
325	говоря о	1	1
326	того же	3	1
327	значение эти	1	1
328	была до	1	1
329	оно было	2	1
330	и больше	1	1
331	за свои	1	1
332	к созданию	1	1
333	которыми он	1	1
334	их и	1	1
335	есть не	1	1
336	могла быть	1	1
337	на материале	1	1
338	вышли из	2	1
339	мы имеем	2	1
340	надо было	1	1
341	что если	1	1
342	рассказывается о	2	1
343	на место	1	1
344	на эти	1	1
345	начинается с	1	1
346	и глубоких	1	1
347	из того	1	1
348	и самой	1	1
349	конечно и	1	1
350	совершенно чужда	1	1
351	как не	1	1
352	же что	1	1
353	без всякого	2	1
354	столько же	2	1
355	таких высоких	1	1
356	которые он	1	1
357	время в	1	1
358	в различных	1	1
359	иного рода	1	1
360	но конечно	1	1
361	внутренняя форма	1	1
362	характерная для	1	1
363	мы будем	3	1
364	точка зрения	3	1
365	с трудом	1	1
366	вступают в	2	1
367	всю эту	2	1
368	что во	1	1
369	эти новые	1	1
370	в своем	5	1
371	более и	1	1
372	и есть	2	1
373	совершенно чуждые	1	1
374	и материальной	1	1
375	следующим образом	1	1
376	так при	1	1
377	в этот	3	1
378	первой из	1	1
379	тяготеет к	1	1
380	них как	1	1
381	на поэтическую	1	1
382	в нашем	1	1
383	бы не	1	1
384	которые в	1	1
385	выражение в	1	1
386	отчасти и	3	1
387	им в	1	1
388	всего необходимо	1	1
389	и тот	1	1
390	особое место	2	1
391	но он	2	1
392	имеем в	3	1
393	как он	2	1
394	дальше и	1	1
395	не могла	2	1
396	а вовсе	1	1
397	эта своеобразная	1	1
398	и стало	1	1
399	связанные с	5	1
400	по самому	1	1
401	они в	1	1
402	и еще	1	1
403	вот к	1	1
404	и которые	1	1
405	и связанные	1	1
406	характерное для	2	1
407	всех своих	1	1
408	с формами	2	1
409	в другом	3	1
410	связанных с	3	1
411	эти специфические	1	1
412	также была	1	1
413	в виде	1	1
414	сказать в	1	1
415	в последующем	2	1
416	в новое	1	1
417	здесь это	2	1
418	в них	7	1
419	рядом с	2	1
420	и путем	1	1
421	случае мы	1	1
422	все равно	1	1
423	особенности на	1	1
424	прямая пропорциональность	1	1
425	как об	1	1
426	природу этого	1	1
427	новые формы	1	1
428	явления которые	1	1
429	в данном	2	1
430	чем в	1	1
431	об особом	1	1
432	том как	3	1
433	здесь впервые	1	1
434	эти требования	1	1
435	на своем	1	1
436	лежат в	1	1
437	именно и	1	1
438	те явления	2	1
439	однако они	1	1
440	и понятия	1	1
441	что уже	1	1
442	в частном	1	1
443	все они	3	1
444	вопрос о	1	1
445	которых так	1	1
446	строго говоря	2	1
447	пределах индивидуального	1	1
448	своему существу	1	1
449	для художественных	1	1
450	друг другу	2	1
451	роману и	1	1
452	борьбу с	1	1
453	ее так	1	1
454	не для	2	1
455	было с	1	1
456	ему как	1	1
457	символизма и	1	1
458	о значении	1	1
459	иной раз	1	1
460	эти формы	2	1
461	последнем счете	2	1
462	дело в	1	1
463	и притом	1	1
464	на него	1	1
465	родился в	1	1
466	бытия и	1	1
467	и имеет	2	1
468	чем не	2	1
469	самый язык	1	1
470	была сделана	1	1
471	и вещи	1	1
472	близки к	1	1
473	для поэзии	1	1
474	к определенному	1	1
475	в другую	1	1
476	самому своему	1	1
477	за исключением	1	1
478	п в	1	1
479	которого еще	2	1
480	и является	1	1
481	во всем	1	1
482	не похож	2	1
483	далеко не	2	1
484	здесь же	1	1
485	только с	1	1
486	острое ощущение	1	1
487	разложения и	1	1
488	но таким	1	1
489	и несколько	2	1
490	об особой	1	1
491	у нас	2	1
492	и глубину	1	1
493	форм и	1	1
494	становится как	1	1
495	во все	2	1
496	похож на	2	1
497	как только	1	1
498	для развития	1	1
499	здесь они	2	1
500	той или	1	1
501	в каждом	1	1
502	подчеркнуть что	1	1
503	должен быть	1	1
504	нее нужно	1	1
505	для себя	1	1
506	такова логика	1	1
507	существенное значение	1	1
508	свою очередь	1	1
509	но при	1	1
510	данном случае	1	1
511	самим собою	2	1
512	характер и	1	1
513	той реальной	1	1
514	в средневековой	2	1
515	в произведении	1	1
516	зрения не	3	1
517	уйти от	1	1
518	на свой	1	1
519	и сам	1	1
520	необходимо учесть	1	1
521	с собой	1	1
522	те же	6	1
523	с самим	1	1
524	в плоскости	2	1
525	этим в	1	1
526	она была	1	1
527	быть лишь	1	1
528	отчасти в	1	1
529	в скрытой	1	1
530	и пространстве	1	1
531	быть самим	1	1
532	можно сказать	2	1
533	для превращения	1	1
534	и глубокая	1	1
535	с установкой	1	1
536	диалога с	1	1
537	является существенным	1	1
538	в порядке	1	1
539	вот почему	1	1
540	о том	4	1
541	и поэтому	1	1
542	и та	2	1
543	до сих	2	1
544	с одной	2	1
545	аналогии с	1	1
546	и словесное	1	1
547	рассуждения о	1	1
548	вопросу о	4	1
549	и во	6	1
550	все в	2	1
551	вся эта	1	1
552	и хорошо	1	1
553	же характер	1	1
554	в форме	3	1
555	к нулю	1	1
556	и ни	1	1
557	на развитие	3	1
558	и были	1	1
559	и смысл	1	1
560	и следовательно	1	1
561	содержания но	1	1
562	моменты в	1	1
563	такая же	1	1
564	и дело	1	1
565	тот же	3	1
566	важное значение	1	1
567	материала в	1	1
568	мы увидим	1	1
569	что даже	1	1
570	в себе	4	1
571	и действительно	1	1
572	и так	2	1
573	и романом	1	1
574	поэтому и	1	1
575	в литературу	2	1
576	совершенно иные	1	1
577	их не	2	1
578	где они	1	1
579	так что	4	1
580	для всех	1	1
581	и языковых	1	1
582	конечно не	4	1
583	литературы в	2	1
584	не можем	1	1
585	этому вопросу	1	1
586	мы достаточно	1	1
587	или просто	1	1
588	отдельные элементы	1	1
589	был бы	1	1
590	себе в	1	1
591	ведь это	1	1
592	он весь	1	1
593	они сами	2	1
594	богов и	1	1
595	к ним	2	1
596	но что	1	1
597	существовать как	1	1
598	момент в	1	1
599	со всем	1	1
600	точек зрения	1	1
601	случая и	1	1
602	имеет и	1	1
603	за пределы	1	1
604	сюда же	2	1
605	здесь в	6	1
606	в свою	1	1
607	характерно для	1	1
608	в природе	1	1
609	имеет место	3	1
610	что будет	1	1
611	а на	2	1
612	в дон-кихоте	1	1
613	на этот	1	1
614	здесь эта	1	1
615	стремится к	1	1
616	и самый	2	1
617	не на	3	1
618	и непосредственно	1	1
619	в руках	1	1
620	на этих	1	1
621	у всех	2	1
622	тристрама шенди	1	1
623	ведь для	1	1
624	этот принцип	1	1
625	которые так	1	1
626	если не	2	1
627	появляется на	1	1
628	в речи	1	1
629	все основные	2	1
630	так же	2	1
631	о различных	2	1
632	и иной	1	1
633	действие романа	1	1
634	для лучшего	1	1
635	а так	1	1
636	о чем	3	1
637	одной стороны	1	1
638	искусстве и	1	1
639	нашего анализа	1	1
640	всего или	1	1
641	в литературе	2	1
642	да и	1	1
643	как средство	1	1
644	особенно важное	1	1
645	всего может	1	1
646	этого слова	1	1
647	этом случае	2	1
648	в использовании	1	1
649	в условиях	1	1
650	сих пор	2	1
651	автора и	2	1
652	о его	2	1
653	этого метода	1	1
654	в смысле	5	1
655	под знаком	3	1
656	должны быть	1	1
657	виду что	1	1
658	под влиянием	1	1
659	к вопросу	3	1
660	романов и	1	1
661	это новое	2	1
662	условно назвать	1	1
663	но менее	1	1
664	в пределе	1	1
665	слова у	1	1
666	в настоящее	1	1
667	чтобы понять	1	1
668	в индивидуальном	2	1
669	как для	1	1
670	посвящены две	1	1
671	особого рода	1	1
672	с известной	1	1
673	целый ряд	3	1
674	увидим дальше	1	1
675	из себя	1	1
676	правда уже	1	1
677	быть что	1	1
678	вообще в	1	1
679	как явление	2	1
680	несмотря на	1	1
681	же в	4	1
682	хотя в	1	1
683	лежит в	2	1
684	потребность в	1	1
685	в системе	1	1
686	аналогии со	1	1
687	к самому	1	1
688	его к	1	1
689	нам не	1	1
690	в символизме	1	1
691	развитие и	1	1
692	жизни а	2	1
693	нет но	1	1
694	значение все	1	1
695	в последнем	2	1
696	в последующей	2	1
697	новое содержание	1	1
698	но эти	3	1
699	как на	2	1
700	и последовательная	1	1
701	стиле и	1	1
702	становится чем-то	1	1
