N	2gram	Bakhtin_Pr_4	EvropaiE
108	в них	1	3
109	во второй	1	3
110	в которых	2	3
111	дело в	3	3
112	никогда не	6	3
113	потому что	4	3
114	в пределы	1	3
115	с другом	5	3
116	бы ни	2	3
117	можно было	2	3
118	о том	5	3
119	от них	2	3
120	место в	1	3
121	что и	3	3
122	отметить что	1	3
123	и только	3	3
124	в стороне	1	3
125	всяком случае	1	3
126	в известной	2	3
127	к ним	4	3
128	тем что	3	3
129	по своим	1	3
130	в свою	1	3
131	связано с	1	3
132	там где	2	3
133	ни на	1	3
134	в данном	2	3
135	друг с	5	3
136	известной степени	1	3
137	и для	3	3
138	в результате	2	3
139	мира и	1	3
140	обстоит дело	1	3
141	жизни в	1	3
142	как на	1	3
143	в таком	1	3
144	во всяком	2	3
145	и то	1	2
146	по преимуществу	1	2
147	ведь и	5	2
148	должна быть	2	2
149	что если	1	2
150	именно к	1	2
151	из того	1	2
152	меньшей степени	2	2
153	не нужно	2	2
154	между собой	1	2
155	он сам	2	2
156	и человеческой	1	2
157	но как	1	2
158	точка зрения	1	2
159	в сторону	1	2
160	друг от	1	2
161	как их	1	2
162	с этим	2	2
163	хотя и	6	2
164	целый ряд	2	2
165	и как	2	2
166	можно в	1	2
167	что это	1	2
168	в этой	3	2
169	xviii и	1	2
170	и если	1	2
171	но именно	3	2
172	он не	4	2
173	на одну	1	2
174	и еще	1	2
175	или иному	1	2
176	отношений между	1	2
177	в силу	1	2
178	таким образом	4	2
179	в мире	3	2
180	и с	7	2
181	далеко не	3	2
182	в своих	1	2
183	в не	1	2
184	духовной жизни	1	2
185	такой же	3	2
186	иначе обстоит	1	2
187	в этих	4	2
188	или точнее	1	2
189	в котором	5	2
190	не к	3	2
191	одном из	2	2
192	бы о	1	2
193	при условии	1	2
194	она не	3	2
195	тогда когда	1	2
196	и имеет	1	2
197	по своей	3	2
198	как будто	1	2
199	что на	1	2
200	не могут	3	2
201	могут быть	2	2
202	или поздно	1	2
203	всего в	1	2
204	одну и	1	2
205	которого мы	1	2
206	от друга	1	2
207	как не	1	2
208	данном случае	1	2
209	и ту	1	2
210	во многом	1	2
211	по сравнению	1	2
212	если бы	3	2
213	и поэтому	1	2
214	и что	3	2
215	кажется что	3	2
216	в значительной	1	2
217	и во	3	2
218	свои пределы	1	2
219	к нему	5	2
220	во втором	1	2
221	в его	9	2
222	и существенно	1	2
223	но с	2	2
224	его собственная	1	2
225	этот вопрос	2	2
226	в какой	1	2
227	есть в	6	2
228	в большинстве	9	2
229	если в	2	2
230	рано или	1	2
231	и других	4	2
232	следует отметить	1	2
233	бы совершенно	1	2
234	в одном	11	2
235	в других	2	2
236	мы ставим	1	2
237	влияние на	2	2
238	к отношениям	1	2
239	а именно	1	2
240	только к	2	2
241	в некоторых	1	2
242	на этот	2	2
243	пожалуй и	2	2
244	а не	11	2
245	нужно иметь	1	2
246	и тут	1	2
247	что все	1	2
248	начиная с	1	2
249	вместе с	2	2
250	и xix	1	2
251	относятся к	1	2
252	сравнению с	1	2
253	что же	3	2
254	для понимания	2	2
255	совершенно очевидно	1	2
256	с большой	1	2
257	или в	8	2
258	и все	9	2
259	бы в	3	2
260	еще более	3	2
261	и наконец	4	2
262	в другой	1	2
263	мы видим	1	2
264	а в	2	2
265	не есть	1	2
266	между ними	10	2
267	другой стороны	3	2
268	жизни и	5	2
269	и эта	1	2
270	себя как	3	1
271	ту же	2	1
272	например в	4	1
273	будут ли	1	1
274	мы здесь	2	1
275	в тех	1	1
276	не делает	1	1
277	получает в	1	1
278	и это	3	1
279	или к	2	1
280	перед лицом	1	1
281	пространство получает	1	1
282	от своей	1	1
283	которую они	1	1
284	и до	3	1
285	определяется в	1	1
286	изменениями в	1	1
287	той же	3	1
288	или наоборот	1	1
289	чтобы не	1	1
290	на практике	1	1
291	то это	3	1
292	когда мы	1	1
293	не способен	1	1
294	почти на	1	1
295	в каждой	1	1
296	другим в	1	1
297	бы еще	1	1
298	с его	5	1
299	возможности и	1	1
300	тем как	2	1
301	то мы	1	1
302	любой области	1	1
303	обстояло дело	1	1
304	мы будем	2	1
305	по отношению	5	1
306	для всякого	1	1
307	в новом	1	1
308	отличие от	3	1
309	остановились на	1	1
310	за пределы	5	1
311	к сожалению	1	1
312	показать в	2	1
313	в центре	3	1
314	в одной	2	1
315	не показывает	2	1
316	ней в	1	1
317	все остальные	1	1
318	все же	4	1
319	однако не	1	1
320	кроме того	4	1
321	могли бы	1	1
322	не являются	1	1
323	его к	2	1
324	более или	3	1
325	увидим что	2	1
326	за свои	1	1
327	та же	1	1
328	как то	1	1
329	это есть	1	1
330	бы с	1	1
331	в нашем	1	1
332	которые в	2	1
333	только между	1	1
334	что автор	1	1
335	с их	1	1
336	один и	1	1
337	элементов в	1	1
338	нами в	1	1
339	тому же	1	1
340	из общей	1	1
341	на его	1	1
342	при этом	5	1
343	и лучше	1	1
344	от которых	1	1
345	говорили в	1	1
346	эта последняя	1	1
347	пределах одного	6	1
348	не как	3	1
349	в корне	2	1
350	мы совершенно	1	1
351	своей духовной	1	1
352	на этом	3	1
353	его можно	1	1
354	такая постановка	1	1
355	в характере	1	1
356	но все	2	1
357	значительной степени	1	1
358	от нее	1	1
359	было только	1	1
360	а затем	1	1
361	может касаться	1	1
362	в нем	17	1
363	они должны	3	1
364	к любой	1	1
365	значение в	2	1
366	говорить не	1	1
367	лишь в	2	1
368	входит в	1	1
369	и иных	1	1
370	которая как	1	1
371	лишь на	1	1
372	мы сказали	3	1
373	в жизни	5	1
374	к области	2	1
375	о которых	2	1
376	рядом с	5	1
377	она и	1	1
378	исключает возможности	1	1
379	всегда и	1	1
380	здесь можно	1	1
381	жизни но	1	1
382	сильнее чем	1	1
383	вопроса приводит	1	1
384	или менее	3	1
385	смены мы	1	1
386	именно и	1	1
387	в такой	1	1
388	сам и	1	1
389	нашу оценку	1	1
390	же направлении	1	1
391	мы говорили	1	1
392	в отличие	3	1
393	что при	1	1
394	от себя	1	1
395	центра и	1	1
396	значение для	3	1
397	другую сторону	2	1
398	простое и	1	1
399	друг другу	1	1
400	требуют в	1	1
401	в предчувствии	1	1
402	войти в	3	1
403	том же	4	1
404	для этого	2	1
405	же может	1	1
406	для нее	1	1
407	освободиться от	1	1
408	тому что	1	1
409	кажется нам	1	1
410	все эти	4	1
411	не менее	2	1
412	вплоть до	1	1
413	почти никогда	1	1
414	но они	1	1
415	с теми	1	1
416	правда в	3	1
417	одна из	2	1
418	здесь на	1	1
419	для всего	1	1
420	только и	2	1
421	действительности но	1	1
422	в самой	5	1
423	бы сказали	1	1
424	высшей и	1	1
425	к определенному	2	1
426	и отражает	1	1
427	на себе	1	1
428	во всем	4	1
429	вместо того	1	1
430	и его	6	1
431	связи с	1	1
432	мы бы	1	1
433	в сознании	1	1
434	для осуществления	1	1
435	и несколько	3	1
436	у нас	2	1
437	есть к	1	1
438	настоящего времени	1	1
439	такие же	1	1
440	ставим себе	1	1
441	числе и	3	1
442	должны быть	1	1
443	есть чем	1	1
444	все еще	1	1
445	мы остановились	1	1
446	для себя	1	1
447	и о	3	1
448	и сами	1	1
449	людей в	2	1
450	представим себе	2	1
451	он определяет	1	1
452	оказаться в	1	1
453	не исключает	1	1
454	степени и	2	1
455	на свой	6	1
456	литературы и	1	1
457	и сам	5	1
458	что может	1	1
459	с собой	3	1
460	находятся и	1	1
461	те же	2	1
462	об этом	2	1
463	еще в	1	1
464	является в	1	1
465	в осуществлении	1	1
466	поэтому в	1	1
467	и вообще	1	1
468	с ним	2	1
469	связанная с	1	1
470	слово на	1	1
471	рядом не	1	1
472	жизни которое	1	1
473	силы и	1	1
474	с разных	1	1
475	его жизни	1	1
476	или на	1	1
477	это должно	1	1
478	может не	1	1
479	же нет	1	1
480	а у	1	1
481	являются в	1	1
482	и всякая	1	1
483	эти два	1	1
484	противоположных направлениях	1	1
485	в явлении	1	1
486	и следовательно	2	1
487	различия между	1	1
488	большей или	2	1
489	в каждую	1	1
490	звучит как	1	1
491	быть и	1	1
492	но так	1	1
493	один из	1	1
494	тем путем	1	1
495	в двух	1	1
496	мы увидим	6	1
497	что как	1	1
498	они могут	1	1
499	никак нельзя	1	1
500	же при	1	1
501	с которыми	1	1
502	ведь в	1	1
503	переходит в	1	1
504	конечно не	8	1
505	уже не	4	1
506	уже в	4	1
507	если мы	5	1
508	то и	2	1
509	что не	1	1
510	это значение	1	1
511	в точном	1	1
512	для него	2	1
513	и их	3	1
514	мы находим	5	1
515	в последних	1	1
516	не о	1	1
517	как его	1	1
518	бытия и	3	1
519	гораздо сложнее	1	1
520	в более	1	1
521	но за	1	1
522	выходит за	1	1
523	даже не	1	1
524	или иначе	1	1
525	не обязательно	1	1
526	в каких	1	1
527	к которому	1	1
528	или меньшей	2	1
529	что для	1	1
530	положений и	1	1
531	в соответствии	1	1
532	перед тем	1	1
533	не было	2	1
534	их можно	1	1
535	в любой	1	1
536	которых мы	1	1
537	так называемой	1	1
538	то такой	2	1
539	о реальном	1	1
540	него не	1	1
541	что мы	2	1
542	оснований для	1	1
543	мы знаем	1	1
544	в связи	1	1
545	именно поэтому	1	1
546	нет ничего	1	1
547	пространства и	1	1
548	это сделали	1	1
549	о возможности	1	1
550	их к	1	1
551	направлении в	1	1
552	этих случаях	2	1
553	до настоящего	1	1
554	что пожалуй	1	1
555	к жизни	2	1
556	что за	1	1
557	с некоторыми	1	1
558	возможность такого	1	1
559	должно быть	4	1
560	с ее	3	1
561	этого слова	2	1
562	слова и	7	1
563	живет и	1	1
564	в формах	3	1
565	себя с	1	1
566	более того	3	1
567	в мировой	1	1
568	нельзя сказать	1	1
569	о котором	2	1
570	а к	1	1
571	возникает вопрос	2	1
572	в большей	2	1
573	находим в	2	1
574	но это	6	1
575	предела в	1	1
576	по другую	2	1
577	бы на	1	1
578	и другие	3	1
579	с ней	1	1
580	но этот	3	1
581	в последнем	1	1
582	в свое	2	1
583	целей и	1	1
584	но сама	1	1
585	к этой	1	1
586	на ту	1	1
587	однако же	1	1
588	это в	1	1
589	он на	1	1
590	который не	1	1
591	можно назвать	1	1
592	все что	2	1
593	том числе	4	1
