N	2gram	Potebnia_M_3	Vladivir
194	некоторое время	1	2
195	его к	2	2
196	конечно не	1	2
197	из этих	9	2
198	и тот	2	2
199	тому же	1	2
200	что она	3	2
201	при этом	3	2
202	в тот	1	2
203	время и	2	2
204	т д	3	2
205	так например	2	2
206	от нее	2	2
207	что все	3	2
208	на ту	1	2
209	лишь в	1	2
210	было бы	9	2
211	в свой	2	2
212	кажется что	1	2
213	ни в	2	2
214	в них	5	2
215	с тем	7	2
216	была уже	1	2
217	на первый	1	2
218	точки зрения	2	2
219	что такое	2	2
220	место в	3	2
221	что я	5	2
222	выше мы	2	2
223	не будем	1	2
224	тем не	3	2
225	уже сказали	1	2
226	даже в	2	2
227	не менее	5	2
228	тем самым	7	2
229	что с	2	2
230	которого он	1	2
231	с и	3	2
232	того чтобы	3	2
233	того и	1	2
234	не имели	1	2
235	больше чем	1	2
236	более что	1	2
237	уже и	1	2
238	что на	1	2
239	в каком	5	2
240	в детстве	1	2
241	у меня	2	2
242	со стороны	3	2
243	для его	1	2
244	указывает на	6	2
245	для того	4	2
246	на это	4	2
247	для себя	3	2
248	и о	2	2
249	то время	4	2
250	не столько	2	2
251	связи со	1	2
252	ясно что	1	2
253	во многом	2	2
254	работы то	1	2
255	о котором	1	2
256	образом в	3	2
257	очень быстро	1	2
258	не существовало	1	2
259	на все	2	2
260	но мы	2	2
261	и который	1	2
262	в которую	1	2
263	и мы	2	2
264	того что	18	2
265	с ними	1	2
266	по этому	1	2
267	том чтобы	2	2
268	одной из	2	2
269	то и	6	2
270	а это	1	2
271	из них	6	2
272	мы знаем	1	2
273	прибавить что	3	2
274	тем что	7	2
275	в очень	1	2
276	не были	2	2
277	даже не	1	2
278	только что	8	2
279	с которым	1	2
280	что мы	8	2
281	чем не	1	2
282	него в	1	2
283	начиная с	1	2
284	суждений о	1	2
285	и а	1	2
286	он говорит	2	2
287	впрочем не	1	2
288	нисколько не	1	2
289	в результате	1	2
290	от него	2	2
291	тем более	4	2
292	мы должны	4	2
293	на такой	1	2
294	в самом	8	2
295	и это	4	2
296	как на	5	2
297	во всяком	1	2
298	все что	4	2
299	но более	1	1
300	не прямо	1	1
301	отношении к	2	1
302	которого в	2	1
303	на самом	1	1
304	только потому	3	1
305	так у	2	1
306	и есть	3	1
307	нам кажется	2	1
308	что когда	1	1
309	то в	1	1
310	мысли а	4	1
311	как необходимость	1	1
312	чего не	1	1
313	когда человек	1	1
314	как сам	1	1
315	ему вообще	1	1
316	а под	1	1
317	отношения к	1	1
318	в их	2	1
319	сказать с	1	1
320	то для	2	1
321	чего в	1	1
322	г в	1	1
323	есть не	7	1
324	состоял из	1	1
325	слово было	1	1
326	особенность его	1	1
327	души которые	1	1
328	человеческой природы	1	1
329	что если	1	1
330	что уже	2	1
331	и совсем	1	1
332	есть нечто	4	1
333	время как	1	1
334	не вполне	1	1
335	в некотором	2	1
336	себе такие	1	1
337	мы здесь	1	1
338	с большим	1	1
339	они еще	1	1
340	в ней	8	1
341	столько же	1	1
342	на них	1	1
343	столь же	4	1
344	бы то	1	1
345	которые однако	1	1
346	во всех	1	1
347	бы она	1	1
348	природы и	2	1
349	понятий но	1	1
350	он относится	1	1
351	заметим что	1	1
352	явлений и	2	1
353	по отношению	5	1
354	а и	4	1
355	а уже	1	1
356	тогда как	2	1
357	а через	1	1
358	себе и	1	1
359	жизни все	1	1
360	смотрел на	1	1
361	в настоящем	1	1
362	человек может	2	1
363	относится к	4	1
364	ему не	2	1
365	вызывает в	1	1
366	дает нам	3	1
367	что как	2	1
368	нас за	1	1
369	может получить	1	1
370	что по	2	1
371	на нас	2	1
372	себе не	4	1
373	вьющиеся волосы	1	1
374	из жизни	1	1
375	сказать о	1	1
376	с места	1	1
377	всю мою	1	1
378	так или	2	1
379	тоже не	1	1
380	может считаться	1	1
381	человеке и	2	1
382	с такою	1	1
383	чувства а	1	1
384	не могла	2	1
385	так сказать	2	1
386	известных и	1	1
387	не следует	5	1
388	после этого	1	1
389	всем своем	1	1
390	и останавливается	1	1
391	что очевидно	1	1
392	не к	4	1
393	в силу	3	1
394	то самое	1	1
395	одной и	4	1
396	из него	2	1
397	одно и	5	1
398	но все	2	1
399	такого же	1	1
400	к божественному	1	1
401	том же	2	1
402	смысле в	2	1
403	касается до	1	1
404	не будет	3	1
405	поэзии и	1	1
406	те же	6	1
407	их и	1	1
408	них не	1	1
409	эта с	1	1
410	который у	1	1
411	не нашел	2	1
412	знает что	1	1
413	заключается в	1	1
414	которого не	1	1
415	с другими	5	1
416	его личности	1	1
417	это не	1	1
418	и смеялся	1	1
419	с вопросом	1	1
420	этому предмету	1	1
421	и тем	5	1
422	только одно	1	1
423	если я	1	1
424	можно заключить	2	1
425	в самую	1	1
426	тому что	3	1
427	для чего	1	1
428	сказанному выше	2	1
429	об этой	1	1
430	с такой	1	1
431	мы не	9	1
432	и тогда	3	1
433	в этих	1	1
434	к тем	2	1
435	что среди	1	1
436	после такого	1	1
437	таким же	1	1
438	заключать в	1	1
439	пока не	1	1
440	и без	7	1
441	и навсегда	1	1
442	которое нам	1	1
443	в первый	1	1
444	и понятия	3	1
445	бы мы	2	1
446	от его	1	1
447	вопрос о	1	1
448	и той	2	1
449	много лет	1	1
450	но эта	1	1
451	свое состояние	1	1
452	без всяких	1	1
453	их в	2	1
454	ни было	1	1
455	и относительно	1	1
456	этом а	1	1
457	языков и	1	1
458	с такими	1	1
459	понимание то	1	1
460	любовь к	1	1
461	она не	2	1
462	мною в	2	1
463	был уже	1	1
464	таких случаях	1	1
465	к такой	1	1
466	в таких	1	1
467	с которой	1	1
468	как о	2	1
469	без ответа	1	1
470	на себе	1	1
471	и сама	1	1
472	и искусство	1	1
473	не могло	1	1
474	нам и	1	1
475	только не	2	1
476	следовательно и	1	1
477	судя по	1	1
478	же после	1	1
479	и после	2	1
480	и мысли	1	1
481	связи с	2	1
482	до того	4	1
483	целом и	1	1
484	этом отношении	2	1
485	в области	2	1
486	настоящего времени	1	1
487	и далее	1	1
488	с сознанием	2	1
489	становится для	1	1
490	деятельности и	2	1
491	уже о	1	1
492	все то	1	1
493	нет ни	2	1
494	не могут	5	1
495	относиться к	1	1
496	есть только	5	1
497	когда они	1	1
498	же самое	1	1
499	а можно	1	1
500	слова с	3	1
501	в каждом	3	1
502	только одну	2	1
503	однако по	1	1
504	мы привели	1	1
505	разные стороны	1	1
506	из всего	1	1
507	свою очередь	3	1
508	говоря уже	1	1
509	к нам	1	1
510	этим предметом	1	1
511	на предметы	1	1
512	только то	1	1
513	в произведении	3	1
514	с самого	1	1
515	так в	2	1
516	то нужно	1	1
517	и когда	1	1
518	понимание и	1	1
519	за то	1	1
520	не с	1	1
521	было в	1	1
522	особенно в	1	1
523	с самим	1	1
524	том виде	1	1
525	о многом	1	1
526	хотя этот	1	1
527	можно только	2	1
528	а все	1	1
529	без основания	1	1
530	если бы	12	1
531	не меньше	1	1
532	в разных	2	1
533	содержание этого	1	1
534	сводится к	1	1
535	было не	1	1
536	в порядке	1	1
537	искусства и	3	1
538	одного из	1	1
539	этой работе	1	1
540	систему в	1	1
541	смысле оно	1	1
542	нас в	1	1
543	он с	1	1
544	все в	2	1
545	то эта	1	1
546	связь между	2	1
547	от них	2	1
548	которые мы	1	1
549	за другим	1	1
550	нельзя себе	1	1
551	в другой	1	1
552	что бы	1	1
553	было для	1	1
554	если это	1	1
555	и нетрудно	1	1
556	тех пор	1	1
557	на которой	3	1
558	его собственная	1	1
559	если сравнить	1	1
560	не как	2	1
561	время когда	1	1
562	что даже	4	1
563	как нечто	1	1
564	экономии и	1	1
565	которое мы	2	1
566	который в	1	1
567	в обществе	1	1
568	между этими	1	1
569	не мешает	1	1
570	ним но	1	1
571	вопрос об	2	1
572	нам возможность	2	1
573	с одной	7	1
574	человека с	1	1
575	самом деле	2	1
576	этому поводу	1	1
577	или не	1	1
578	и которая	1	1
579	же в	2	1
580	что не	8	1
581	чем с	1	1
582	слова не	2	1
583	а то	1	1
584	способен к	2	1
585	одно из	5	1
586	вообще в	1	1
587	как животное	1	1
588	в известной	1	1
589	в одном	2	1
590	и искусства	1	1
591	друг друга	3	1
592	мы можем	3	1
593	как его	1	1
594	на меня	1	1
595	заметить что	3	1
596	от того	8	1
597	и вместе	3	1
598	в других	2	1
599	ближайшим образом	2	1
600	отделяются от	1	1
601	и человека	1	1
602	как у	1	1
603	или иначе	1	1
604	не один	2	1
605	что человек	2	1
606	именно в	3	1
607	будет ли	2	1
608	далеко не	4	1
609	содержание своего	1	1
610	в свою	3	1
611	мы еще	1	1
612	только через	1	1
613	себя и	4	1
614	этом слове	1	1
615	от другого	3	1
616	прежде всего	3	1
617	притом не	2	1
618	одной стороны	3	1
619	кто знает	1	1
620	которые не	1	1
621	и нередко	1	1
622	а не	15	1
623	оно представляет	1	1
624	человеческой жизни	3	1
625	о значении	1	1
626	могло существовать	1	1
627	о предметах	1	1
628	на слово	2	1
629	его как	1	1
630	как именно	1	1
631	входить в	1	1
632	на который	1	1
633	и любовью	1	1
634	время с	1	1
635	так же	3	1
636	в одной	1	1
637	так мы	1	1
638	в данном	1	1
639	который мы	1	1
640	она есть	1	1
641	смысле этого	7	1
642	будет заметить	1	1
643	самого себя	3	1
644	а потом	1	1
645	хотя с	1	1
646	о человеке	1	1
647	ему при	1	1
648	я с	1	1
649	ко мне	1	1
650	есть тот	1	1
651	и более	1	1
652	взрослого и	1	1
653	быть не	2	1
654	указанием на	3	1
655	этого слова	11	1
656	с этой	2	1
657	что здесь	1	1
658	на пути	1	1
659	значение не	3	1
660	как предмет	1	1
661	заставляет нас	2	1
662	отдельно от	1	1
663	самого и	1	1
664	в более	1	1
665	уже на	2	1
666	ограничиться только	1	1
667	не существует	3	1
668	ему только	2	1
669	время его	1	1
670	об отношении	4	1
671	или в	3	1
672	и самому	1	1
673	которая в	1	1
674	и слова	2	1
675	человек и	1	1
676	друга не	1	1
677	мысль о	5	1
678	по одной	1	1
679	бы в	2	1
680	на языке	1	1
681	на одно	1	1
682	ее в	1	1
683	я в	1	1
684	хотя в	1	1
685	не есть	17	1
686	связь с	3	1
687	жизни в	1	1
688	человека то	2	1
689	до тех	1	1
690	но если	1	1
691	между ними	1	1
692	не говоря	3	1
693	скажем только	1	1
694	от своего	1	1
695	появления в	2	1
696	по одному	1	1
697	почему он	1	1
698	мысли но	1	1
699	уже есть	1	1
700	которые в	1	1
701	и эта	1	1
702	на лице	1	1
703	в таком	3	1
