N	2gram	Losev_Vesc_1	Psycholo
104	и по	1	4
105	и с	8	4
106	и тем	3	4
107	в жизни	3	4
108	несмотря на	1	4
109	в данном	5	4
110	образом и	1	4
111	и более	1	4
112	тому что	2	4
113	но только	3	4
114	ничего не	3	4
115	как она	4	4
116	что на	2	4
117	и для	9	4
118	могут быть	1	4
119	тем не	3	4
120	утверждать что	1	4
121	и это	14	4
122	данном случае	2	4
123	и когда	4	4
124	о ней	2	4
125	никак не	3	4
126	в языке	1	4
127	мы видим	2	4
128	из них	4	4
129	от того	3	4
130	когда она	4	4
131	как это	2	4
132	наряду с	1	4
133	с этой	4	4
134	и все	5	4
135	а в	4	4
136	совершенно не	5	4
137	из этого	1	4
138	жизни и	2	4
139	и то	10	3
140	мы не	6	3
141	время как	1	3
142	то это	3	3
143	и он	1	3
144	которое он	1	3
145	во всех	2	3
146	а только	3	3
147	если оно	4	3
148	в общем	1	3
149	относится к	5	3
150	что именно	1	3
151	только ее	1	3
152	как к	4	3
153	на нас	2	3
154	и к	1	3
155	но в	5	3
156	та же	1	3
157	думать что	1	3
158	главным образом	1	3
159	по самому	3	3
160	не к	1	3
161	и вот	2	3
162	то как	2	3
163	на этом	2	3
164	об этом	3	3
165	это было	1	3
166	в своей	5	3
167	это только	1	3
168	представление о	1	3
169	но он	2	3
170	том чтобы	1	3
171	в отношении	4	3
172	или что	3	3
173	с то	1	3
174	тогда когда	5	3
175	мы можем	4	3
176	видим что	1	3
177	во всем	1	3
178	свое собственное	1	3
179	на это	4	3
180	с ее	6	3
181	в виду	2	3
182	то время	1	3
183	и совершенно	1	3
184	так и	3	3
185	жизнь и	1	3
186	мы в	1	3
187	для этого	4	3
188	и объяснить	1	3
189	с другой	6	3
190	бы и	5	3
191	мы должны	2	3
192	значит что	24	3
193	один из	3	3
194	этот вопрос	1	3
195	и так	1	3
196	и ее	18	3
197	так что	5	3
198	в нашей	1	3
199	что не	5	3
200	но совершенно	2	3
201	и их	7	3
202	представить себе	1	3
203	сами по	3	3
204	в конце	2	3
205	тому как	4	3
206	в частности	1	3
207	ни на	3	3
208	того или	1	3
209	что же	8	3
210	по существу	2	3
211	это значит	24	3
212	в смысле	12	3
213	должны быть	4	3
214	само по	1	3
215	еще более	2	3
216	конце концов	2	3
217	хотя бы	6	3
218	только как	1	3
219	в свою	4	3
220	же мы	1	3
221	равным образом	3	2
222	также и	6	2
223	того же	5	2
224	и без	3	2
225	восприятие вещи	1	2
226	только потому	1	2
227	и этот	2	2
228	еще не	8	2
229	с в	2	2
230	из всех	1	2
231	это совершенно	4	2
232	ни у	1	2
233	оба эти	3	2
234	есть нечто	6	2
235	с но	2	2
236	из того	2	2
237	но даже	3	2
238	как не	1	2
239	и говорить	1	2
240	бы то	4	2
241	с его	1	2
242	в ее	7	2
243	но не	5	2
244	мы будем	1	2
245	точка зрения	1	2
246	явлений и	1	2
247	если в	1	2
248	искусство в	1	2
249	очевидно что	1	2
250	себе и	1	2
251	отличие от	1	2
252	однако не	2	2
253	могли бы	1	2
254	которую оно	1	2
255	моментов в	2	2
256	из самых	2	2
257	в которой	1	2
258	мы получаем	1	2
259	в себе	14	2
260	что каждая	1	2
261	это относится	1	2
262	т д	19	2
263	подобно тому	4	2
264	форма в	1	2
265	здесь мы	1	2
266	то ни	4	2
267	то чтобы	3	2
268	пока мы	1	2
269	значение в	1	2
270	который уже	1	2
271	с другими	8	2
272	к природе	1	2
273	это не	5	2
274	форму и	1	2
275	должен был	1	2
276	но так	1	2
277	смысл и	9	2
278	одного и	1	2
279	не значит	7	2
280	не так	1	2
281	всяком случае	2	2
282	из анализа	1	2
283	и эти	2	2
284	их в	3	2
285	вещей и	4	2
286	в этих	1	2
287	для нее	2	2
288	эти авторы	1	2
289	точно и	1	2
290	как можно	3	2
291	и другое	4	2
292	же самую	1	2
293	значит ли	5	2
294	в самых	1	2
295	в уме	3	2
296	он с	1	2
297	того и	2	2
298	его от	1	2
299	и всегда	1	2
300	в самой	2	2
301	не вполне	2	2
302	которая не	1	2
303	ли это	7	2
304	больше того	4	2
305	не потому	6	2
306	ни в	1	2
307	когда мы	6	2
308	как только	4	2
309	отличается от	7	2
310	для такого	2	2
311	что оно	8	2
312	его с	1	2
313	оно не	3	2
314	она не	4	2
315	на вопрос	1	2
316	из их	1	2
317	и которая	1	2
318	свою очередь	4	2
319	сводится к	2	2
320	то или	2	2
321	в особенности	1	2
322	так в	1	2
323	том как	1	2
324	по сравнению	7	2
325	и здесь	4	2
326	во всяком	3	2
327	к действительности	2	2
328	этих двух	2	2
329	которой мы	1	2
330	в его	2	2
331	и только	3	2
332	в свете	7	2
333	у всех	3	2
334	и следовательно	7	2
335	в него	1	2
336	к нему	1	2
337	философии и	1	2
338	в поэтическом	1	2
339	как нечто	2	2
340	и у	3	2
341	ней не	1	2
342	мы получим	2	2
343	у того	1	2
344	говорит о	1	2
345	могло бы	1	2
346	слова в	2	2
347	мы находим	2	2
348	в одном	2	2
349	вовсе не	10	2
350	отношение к	1	2
351	но что	2	2
352	почему это	1	2
353	имеет значение	1	2
354	к которому	1	2
355	а с	3	2
356	при чем	1	2
357	не было	1	2
358	она является	3	2
359	не на	1	2
360	зависит от	1	2
361	была бы	2	2
362	во внимание	1	2
363	вместе с	1	2
364	если она	1	2
365	из которых	1	2
366	мы опять	1	2
367	сравнению с	6	2
368	есть как	3	2
369	и восприятие	1	2
370	но это	10	2
371	стоит только	1	2
372	только мы	2	2
373	когда я	5	2
374	это можно	2	2
375	для нас	2	2
376	это может	2	2
377	из себя	3	2
378	у них	1	2
379	другой стороны	2	2
380	другой в	1	2
381	состоит из	1	2
382	же самой	3	2
383	но когда	1	2
384	на этот	1	2
385	в свое	2	2
386	ли он	1	2
387	и от	3	2
388	а я	1	2
389	это в	1	2
390	психологии с	1	2
391	все что	1	2
392	этой точки	1	2
393	с новыми	1	1
394	ясно и	1	1
395	если вы	2	1
396	позволю себе	1	1
397	с с	1	1
398	предполагает что	10	1
399	чтобы не	1	1
400	человека и	1	1
401	от действительной	1	1
402	другому человеку	1	1
403	мере в	1	1
404	же по	1	1
405	в первом	2	1
406	к другому	1	1
407	это однако	1	1
408	по преимуществу	2	1
409	и самое	2	1
410	и больше	9	1
411	в зависимости	1	1
412	обойтись без	2	1
413	если я	6	1
414	не важно	1	1
415	и ничего	1	1
416	что между	2	1
417	имеет свою	1	1
418	почти все	2	1
419	происходило в	1	1
420	так чтобы	2	1
421	что иное	7	1
422	оно есть	9	1
423	мы и	1	1
424	и заставляет	2	1
425	зависимости от	1	1
426	одного слова	1	1
427	ли оно	1	1
428	учение об	1	1
429	состоят из	1	1
430	большей частью	1	1
431	совершенно другое	1	1
432	обыденной речи	1	1
433	и формы	2	1
434	бы мы	1	1
435	а потебня	1	1
436	с одной	3	1
437	могло быть	1	1
438	всякого психологизма	1	1
439	же понятия	1	1
440	только тогда	3	1
441	с совершенно	1	1
442	а и	9	1
443	впервые и	1	1
444	основные вопросы	1	1
445	о принципах	1	1
446	чем же	3	1
447	в истории	1	1
448	независимо от	5	1
449	его на	1	1
450	данный момент	1	1
451	для всех	1	1
452	что как	1	1
453	что ее	2	1
454	кроме того	4	1
455	и где	1	1
456	кто не	3	1
457	сознательное и	1	1
458	она так	1	1
459	неизмеримо более	1	1
460	более или	1	1
461	не кажется	1	1
462	важны не	1	1
463	вносит в	1	1
464	то в	4	1
465	только то	2	1
466	уже не	9	1
467	себе как	2	1
468	это есть	7	1
469	бы сказать	2	1
470	можно не	1	1
471	из этих	1	1
472	одном случае	1	1
473	думаем что	1	1
474	и закономерно	1	1
475	что ничего	1	1
476	остановиться на	1	1
477	и кто	2	1
478	только один	2	1
479	тому же	1	1
480	но ведь	2	1
481	если он	1	1
482	не могла	1	1
483	вообще не	2	1
484	как оно	3	1
485	существенное для	1	1
486	и утверждает	1	1
487	идеи и	3	1
488	в принципе	1	1
489	что нужно	3	1
490	понятий и	2	1
491	в силу	3	1
492	это если	1	1
493	и если	2	1
494	оно должно	1	1
495	в россии	2	1
496	в понятии	4	1
497	или другое	1	1
498	именно к	1	1
499	бы нелепо	1	1
500	свое время	2	1
501	всех своих	1	1
502	одному и	1	1
503	одно и	5	1
504	в основу	1	1
505	это конечно	1	1
506	мы его	1	1
507	не будет	12	1
508	факт что	1	1
509	она понимает	1	1
510	же не	1	1
511	различие между	2	1
512	в другом	2	1
513	от некоторых	1	1
514	в звуках	1	1
515	его более	1	1
516	его в	2	1
517	те или	4	1
518	в и	2	1
519	на бумаге	1	1
520	звук а	1	1
521	этих вопросов	1	1
522	и дает	1	1
523	всем известно	1	1
524	указанием на	1	1
525	но именно	2	1
526	и целиком	1	1
527	вещи а	2	1
528	только одно	2	1
529	в обыденной	1	1
530	жизни человека	1	1
531	описать и	2	1
532	совсем обратное	1	1
533	с когда	1	1
534	эти вопросы	1	1
535	и представить	1	1
536	мы имели	1	1
537	и уже	1	1
538	он и	1	1
539	и вне	2	1
540	мы видели	1	1
541	форма и	1	1
542	должно быть	6	1
543	потому и	1	1
544	и почему	1	1
545	и различие	1	1
546	и тогда	1	1
547	и того	2	1
548	по той	1	1
549	бы на	1	1
550	бесчисленное количество	1	1
551	но если	8	1
552	таким же	1	1
553	и тут	3	1
554	это ощущение	1	1
555	нас не	1	1
556	мы замечаем	1	1
557	за которым	1	1
558	в котором	3	1
559	бы к	1	1
560	и цель	1	1
561	это что	4	1
562	не столько	1	1
563	себе а	1	1
564	ближе чем	1	1
565	в отличие	1	1
566	и значит	2	1
567	от его	2	1
568	строго говоря	1	1
569	стало быть	1	1
570	и этой	1	1
571	есть один	1	1
572	и новые	1	1
573	не вещи	2	1
574	по крайней	4	1
575	бы о	1	1
576	видели мы	1	1
577	есть еще	3	1
578	однако в	1	1
579	зрения и	2	1
580	вбирает в	3	1
581	и какая	1	1
582	нет никакого	2	1
583	что есть	5	1
584	начиная от	2	1
585	вещи не	8	1
586	очень узкой	1	1
587	что эта	1	1
588	дело не	2	1
589	дело в	4	1
590	одна из	5	1
591	и вместо	1	1
592	своего существования	2	1
593	без остатка	1	1
594	взятый сам	1	1
595	достигает своего	1	1
596	о них	1	1
597	что вы	3	1
598	нам и	1	1
599	только не	2	1
600	человека от	1	1
601	в разных	4	1
602	в качестве	1	1
603	жизни не	1	1
604	иного и	1	1
605	имеем дело	3	1
606	с нами	1	1
607	к ней	2	1
608	самому своему	1	1
609	ничто не	2	1
610	эти три	1	1
611	уже и	1	1
612	и делает	2	1
613	с другом	1	1
614	формы или	1	1
615	и оно	3	1
616	только от	1	1
617	все то	1	1
618	ли не	1	1
619	которого я	1	1
620	еще яснее	1	1
621	сходство с	1	1
622	они и	1	1
623	не есть	49	1
624	как некая	1	1
625	должен быть	2	1
626	для себя	5	1
627	из всего	1	1
628	как мы	4	1
629	и о	3	1
630	к такому	1	1
631	смысле что	1	1
632	происходит и	1	1
633	на нем	1	1
634	только при	1	1
635	в собственном	2	1
636	в себя	13	1
637	культуры и	1	1
638	приводит к	1	1
639	и может	2	1
640	ее наиболее	1	1
641	как с	4	1
642	природе своей	1	1
643	времени и	1	1
644	не с	7	1
645	было в	1	1
646	здесь как	1	1
647	и каждый	1	1
648	как легко	1	1
649	палку в	1	1
650	для иллюстрации	1	1
651	как таковую	1	1
652	с собой	2	1
653	но потому	1	1
654	является в	2	1
655	совершенно невозможно	1	1
656	быть может	1	1
657	на что	1	1
658	смысле и	1	1
659	и восприятия	1	1
660	вот это	1	1
661	ярче всего	1	1
662	иное как	7	1
663	все дело	1	1
664	из основных	1	1
665	разница между	1	1
666	о нем	1	1
667	и ничем	1	1
668	но мы	1	1
669	что каждый	1	1
670	только кажется	1	1
671	можно сказать	6	1
672	основе своей	2	1
673	в сфере	4	1
674	если исключить	1	1
675	происходит не	1	1
676	и во	3	1
677	естественнее и	1	1
678	крайней мере	4	1
679	вообще и	4	1
680	взято как	3	1
681	это приводит	1	1
682	и она	1	1
683	один момент	1	1
684	действительности не	2	1
685	людей а	1	1
686	которое было	1	1
687	вещи для	4	1
688	в двух	1	1
689	что только	3	1
690	с ними	3	1
691	бы вбирает	1	1
692	со всеми	1	1
693	не то	4	1
694	не направленный	1	1
695	где они	1	1
696	история и	1	1
697	быть изучены	1	1
698	же и	1	1
699	самый смысл	4	1
700	как само	1	1
701	конечно не	1	1
702	вопроса о	1	1
703	собой если	1	1
704	свидетельствует о	3	1
705	от других	1	1
706	не дает	1	1
707	имеют под	1	1
708	его и	2	1
709	философии вообще	1	1
710	для него	4	1
711	оказывается вовсе	1	1
712	краски и	1	1
713	прежде всего	9	1
714	отличен от	2	1
715	у нее	1	1
716	и понимается	1	1
717	относится не	2	1
718	можно с	2	1
719	ее не	2	1
720	и фантазии	1	1
721	не о	1	1
722	только с	3	1
723	случае не	1	1
724	она будет	2	1
725	свое выражение	3	1
726	не просто	19	1
727	то а	1	1
728	с искусством	1	1
729	ее на	1	1
730	мы возьмем	2	1
731	самого же	1	1
732	я позволю	1	1
733	нужно было	2	1
734	со стороны	5	1
735	раза в	1	1
736	даже не	7	1
737	в данный	1	1
738	нам не	2	1
739	мы воспринимаем	1	1
740	и ему	1	1
741	а кончает	1	1
742	и эту	1	1
743	вообще с	1	1
744	не один	1	1
745	не знать	2	1
746	этого человека	1	1
747	именно в	1	1
748	сама с	2	1
749	и прежде	1	1
750	случае есть	1	1
751	именно ее	1	1
752	определенностью и	1	1
753	себя и	4	1
754	предмета но	1	1
755	только к	2	1
756	обратиться к	1	1
757	на действительность	2	1
758	естественно что	1	1
759	что им	1	1
760	смысла и	5	1
761	нужно сказать	1	1
762	и составляет	1	1
763	ничем не	3	1
764	есть лишь	2	1
765	именно так	1	1
766	основных и	1	1
767	человеческой жизни	1	1
768	относящиеся к	1	1
769	для человека	1	1
770	если эти	1	1
771	существу и	1	1
772	ум и	1	1
773	с которым	1	1
774	что мы	14	1
775	очень легко	1	1
776	сознательно и	2	1
777	как именно	1	1
778	я хочу	5	1
779	раньше всего	1	1
780	вещи как	9	1
781	а есть	2	1
782	бы ее	1	1
783	бы это	1	1
784	из его	2	1
785	мы говорим	5	1
786	и разумное	1	1
787	несущественным и	1	1
788	одной стороны	3	1
789	который мы	1	1
790	она есть	8	1
791	в той	3	1
792	метода и	2	1
793	во все	1	1
794	когда же	1	1
795	оно начинает	1	1
796	или менее	1	1
797	вокруг себя	1	1
798	в первой	2	1
799	если это	2	1
800	друг с	1	1
801	тех пор	1	1
802	том смысле	1	1
803	быть не	4	1
804	или другого	1	1
805	и нет	1	1
806	здравого смысла	1	1
807	нечто совершенно	1	1
808	под собой	2	1
809	новые и	1	1
810	от нас	1	1
811	думают что	4	1
812	говорить что	3	1
813	переходим к	1	1
814	переживания и	2	1
815	в более	1	1
816	указать на	1	1
817	от той	1	1
818	она может	4	1
819	или в	2	1
820	в результате	3	1
821	с уже	1	1
822	из своего	1	1
823	бы в	5	1
824	что из	2	1
825	с а	4	1
826	будто бы	1	1
827	и наконец	1	1
828	отличия от	1	1
829	только что	2	1
830	быть определена	1	1
831	о смысле	4	1
832	ни было	4	1
833	выводы из	1	1
834	хотя в	1	1
835	лежит в	1	1
836	хочет изучить	1	1
837	от всякого	4	1
838	может и	1	1
839	слово в	2	1
840	между ними	3	1
841	или других	4	1
842	и эта	3	1
843	не иметь	1	1
844	является и	1	1
845	первом случае	2	1
846	не что	7	1
847	это и	6	1
848	только о	1	1
849	из своей	1	1
850	ничего иного	2	1
851	себе не	3	1
852	в виде	1	1
853	но еще	3	1
854	есть какое-нибудь	1	1
855	и другие	1	1
856	нет что	1	1
857	очень редко	1	1
858	по поводу	1	1
859	вещи и	20	1
860	это понятие	1	1
861	тем самым	1	1
862	из чего	1	1
863	новый материал	1	1
864	к этому	1	1
865	ничего общего	1	1
