N	2gram	Medvedev_F_1	Myslijsy
116	в звуке	1	4
117	в его	23	4
118	один из	3	4
119	далеко не	1	4
120	что для	1	4
121	быть только	1	4
122	для человека	1	4
123	и потому	9	4
124	все это	9	4
125	в смысле	1	4
126	для мысли	1	4
127	этот образ	2	4
128	и от	7	4
129	тем более	1	4
130	другой стороны	1	4
131	была бы	2	4
132	и есть	1	3
133	в первом	1	3
134	действительности и	3	3
135	говорить о	1	3
136	бы ни	5	3
137	и на	8	3
138	в чем	1	3
139	а только	2	3
140	более или	6	3
141	не можем	2	3
142	в целом	6	3
143	при этом	5	3
144	т д	8	3
145	в силу	1	3
146	возможно только	1	3
147	в каждом	3	3
148	и может	4	3
149	его в	3	3
150	художественном произведении	3	3
151	этого не	1	3
152	и тогда	1	3
153	или менее	6	3
154	как бы	6	3
155	представить себе	1	3
156	место в	7	3
157	что при	1	3
158	тем не	1	3
159	есть еще	1	3
160	тому что	1	3
161	на него	2	3
162	того чтобы	1	3
163	могут быть	1	3
164	свою очередь	6	3
165	в произведении	2	3
166	в образе	1	3
167	или в	1	3
168	в словах	1	3
169	со стороны	5	3
170	жизни не	2	3
171	искусства и	5	3
172	время в	3	3
173	можно сказать	1	3
174	к нему	1	3
175	вслед за	1	3
176	на которой	1	3
177	мысли не	1	3
178	только на	5	3
179	к содержанию	1	3
180	никто не	1	3
181	прежде всего	22	3
182	друг друга	4	3
183	до сих	6	3
184	именно в	8	3
185	одной стороны	4	3
186	там где	1	3
187	так же	4	3
188	в ряду	2	3
189	сих пор	6	3
190	все остальные	1	3
191	каждой из	3	3
192	к одной	1	3
193	и все	6	3
194	от всего	1	3
195	в свою	8	3
196	не говоря	1	3
197	не знает	1	3
198	в последнем	1	3
199	значение не	1	3
200	в которой	4	3
201	в искусстве	5	3
202	к этому	1	3
203	а между	1	2
204	самом деле	6	2
205	это и	3	2
206	самый предмет	2	2
207	нам кажется	1	2
208	и до	5	2
209	входящих в	2	2
210	в их	11	2
211	мы уже	1	2
212	той же	1	2
213	содержания в	1	2
214	не столько	1	2
215	все в	2	2
216	ему в	1	2
217	при таких	1	2
218	вопрос об	2	2
219	оно ни	1	2
220	одним словом	5	2
221	что язык	1	2
222	тогда как	1	2
223	отношение к	3	2
224	за пределы	2	2
225	что они	1	2
226	сама по	2	2
227	о необходимости	1	2
228	этой стороны	1	2
229	все же	3	2
230	целый ряд	3	2
231	мы различаем	1	2
232	та же	1	2
233	так или	1	2
234	в этой	6	2
235	иначе и	1	2
236	на то	1	2
237	не могла	2	2
238	человек не	3	2
239	так сказать	3	2
240	и если	2	2
241	на его	2	2
242	не как	4	2
243	из виду	2	2
244	не исчерпывают	1	2
245	людей и	1	2
246	прежде чем	2	2
247	но все	2	2
248	могла бы	2	2
249	не дает	2	2
250	бы быть	2	2
251	на все	3	2
252	входит в	6	2
253	время и	1	2
254	без нее	1	2
255	ни в	2	2
256	несмотря на	1	2
257	что собственно	1	2
258	точки зрения	16	2
259	в своей	11	2
260	что такое	2	2
261	а как	2	2
262	что отдельное	1	2
263	произведение есть	1	2
264	поэтического произведения	3	2
265	бы мы	1	2
266	единство и	2	2
267	принадлежит ему	1	2
268	самих по	1	2
269	т п	4	2
270	она не	6	2
271	на котором	1	2
272	и притом	1	2
273	как о	4	2
274	но только	1	2
275	только не	2	2
276	этом отношении	1	2
277	от этого	2	2
278	его с	2	2
279	от нее	2	2
280	в области	3	2
281	так например	3	2
282	ничего общего	1	2
283	и самое	1	2
284	и о	1	2
285	это единство	1	2
286	в ее	8	2
287	только при	1	2
288	языка и	1	2
289	так в	1	2
290	привести в	1	2
291	каждого из	2	2
292	во многом	1	2
293	произведения не	1	2
294	к тем	1	2
295	и с	8	2
296	связанное с	1	2
297	его жизни	1	2
298	или на	2	2
299	и содержание	2	2
300	должно было	1	2
301	связь между	1	2
302	от них	1	2
303	в форме	1	2
304	его сознание	1	2
305	может стать	1	2
306	о предмете	1	2
307	как ее	2	2
308	эти последние	1	2
309	мы видим	1	2
310	мысли об	2	2
311	одной из	2	2
312	том чтобы	2	2
313	связи с	3	2
314	в виде	1	2
315	был бы	1	2
316	в одном	2	2
317	художника и	1	2
318	но что	1	2
319	у него	1	2
320	ближайшим образом	4	2
321	не были	1	2
322	и даже	3	2
323	не один	1	2
324	а с	1	2
325	предмет и	1	2
326	или с	1	2
327	произведения искусства	3	2
328	ко всем	2	2
329	остается только	1	2
330	к своему	1	2
331	по своему	1	2
332	что же	1	2
333	как средство	1	2
334	что как	1	2
335	с этой	4	2
336	это последнее	3	2
337	перед нами	1	2
338	начале развития	1	2
339	слова но	1	2
340	не подлежит	1	2
341	из себя	1	2
342	бы в	3	2
343	с понятием	1	2
344	и наконец	3	2
345	же в	3	2
346	отношении к	2	2
347	в системе	2	2
348	только одну	1	2
349	жизни и	7	2
350	это в	1	2
351	отношения к	6	1
352	непосредственное отражение	1	1
353	в строгом	2	1
354	мы здесь	1	1
355	п мы	1	1
356	на самом	7	1
357	вне связи	1	1
358	тех же	2	1
359	в данную	1	1
360	в чистой	1	1
361	было как	1	1
362	чего не	1	1
363	когда человек	1	1
364	по преимуществу	1	1
365	языка между	1	1
366	из его	1	1
367	в нашу	1	1
368	как сами	1	1
369	противном случае	1	1
370	оно было	2	1
371	должна быть	7	1
372	едва ли	1	1
373	содержание художественного	1	1
374	его не	2	1
375	бы уже	1	1
376	на первом	1	1
377	что между	1	1
378	что если	1	1
379	которую мы	1	1
380	в первый	1	1
381	воспринимается только	1	1
382	вопрос о	2	1
383	чтобы не	2	1
384	нас это	1	1
385	только это	1	1
386	как объекта	1	1
387	и со	2	1
388	но напротив	2	1
389	всех сторон	1	1
390	значения в	1	1
391	под содержанием	1	1
392	и поэзия	1	1
393	не найдем	2	1
394	говоря уже	1	1
395	здесь не	3	1
396	бы то	3	1
397	с его	4	1
398	от его	1	1
399	данном случае	1	1
400	он может	1	1
401	это бывает	1	1
402	совсем не	1	1
403	если в	1	1
404	можем не	1	1
405	а через	1	1
406	отличие от	1	1
407	друг от	2	1
408	нет и	2	1
409	основная задача	1	1
410	и чем	3	1
411	только путем	1	1
412	один и	1	1
413	и читатель	3	1
414	всех ее	1	1
415	чем же	2	1
416	в истории	4	1
417	из которого	1	1
418	вызывает в	1	1
419	самое понятие	2	1
420	вследствие чего	1	1
421	его на	1	1
422	стороны и	4	1
423	в художественном	3	1
424	бы при	1	1
425	к новому	2	1
426	что касается	1	1
427	в противном	1	1
428	хотя и	1	1
429	когда он	3	1
430	и прочно	1	1
431	увидим что	1	1
432	но в	5	1
433	этим языком	1	1
434	то в	1	1
435	но эта	2	1
436	и конечно	1	1
437	словом не	1	1
438	явления и	1	1
439	эту идею	1	1
440	именно того	2	1
441	все эти	6	1
442	если мы	2	1
443	может считаться	1	1
444	не те	1	1
445	формы не	1	1
446	от простого	1	1
447	как он	1	1
448	в единстве	7	1
449	этого отражения	1	1
450	как оно	1	1
451	главным образом	4	1
452	к миру	2	1
453	сами эти	1	1
454	единство в	2	1
455	всем своем	1	1
456	в понимании	5	1
457	он должен	3	1
458	и вот	2	1
459	чем с	1	1
460	что без	1	1
461	таких которые	1	1
462	на наш	1	1
463	его содержании	1	1
464	в нее	1	1
465	и понятие	1	1
466	касается до	1	1
467	мыслью но	1	1
468	в мире	4	1
469	и навсегда	1	1
470	лишь в	8	1
471	заключается в	1	1
472	искусства в	4	1
473	со всех	1	1
474	к природе	1	1
475	не одна	1	1
476	это не	2	1
477	в жизни	3	1
478	только одно	1	1
479	его места	1	1
480	истории языка	1	1
481	она и	1	1
482	даже без	1	1
483	в самую	2	1
484	нигде не	1	1
485	к значению	1	1
486	строгом смысле	2	1
487	с такой	1	1
488	форма и	1	1
489	нисколько не	2	1
490	искусства может	1	1
491	в этих	1	1
492	отнесено к	1	1
493	места в	2	1
494	внешним и	1	1
495	таким же	2	1
496	вещь как	1	1
497	в такой	1	1
498	с точки	13	1
499	переносит в	1	1
500	чем более	1	1
501	содержания какое	1	1
502	знаем что	1	1
503	но он	1	1
504	друг другу	1	1
505	и более	2	1
506	в современном	2	1
507	не должно	1	1
508	их отношении	1	1
509	всей совокупности	1	1
510	между прочим	1	1
511	сам этот	1	1
512	вообще но	1	1
513	и развивается	1	1
514	человека но	1	1
515	виду что	2	1
516	и должен	2	1
517	душе и	1	1
518	и сама	1	1
519	в процессе	9	1
520	произведения та	1	1
521	было не	1	1
522	которого он	1	1
523	и искусство	1	1
524	занять место	1	1
525	не могло	5	1
526	следовательно и	2	1
527	проникать в	2	1
528	на язык	3	1
529	ничего не	2	1
530	под этим	1	1
531	это то	1	1
532	явлений как	1	1
533	своей природе	1	1
534	во всем	2	1
535	и чувства	1	1
536	в более	1	1
537	уже и	1	1
538	что на	1	1
539	может показаться	1	1
540	содержания как	2	1
541	настоящего времени	2	1
542	уже о	1	1
543	над другими	1	1
544	того о	1	1
545	встречается в	1	1
546	относиться к	1	1
547	отличается от	3	1
548	сверху и	1	1
549	стремлением к	2	1
550	качества и	1	1
551	должен быть	5	1
552	значения и	2	1
553	от друга	2	1
554	происходит и	2	1
555	связи со	3	1
556	в понятие	1	1
557	быть вполне	1	1
558	с самого	1	1
559	выражения и	1	1
560	что у	1	1
561	уже достоянием	1	1
562	только через	1	1
563	на нее	2	1
564	как необходимое	1	1
565	той степени	1	1
566	не с	2	1
567	ясно что	3	1
568	было в	1	1
569	особенно в	3	1
570	мог бы	1	1
571	выражен в	1	1
572	и каждый	1	1
573	в результате	2	1
574	чувственного восприятия	1	1
575	жизнь и	3	1
576	понятно что	1	1
577	с предшествующим	1	1
578	даны в	1	1
579	для этого	4	1
580	из одного	1	1
581	сама она	1	1
582	не меньше	1	1
583	но здесь	1	1
584	через этот	1	1
585	мы всегда	1	1
586	сводится к	3	1
587	не существовало	1	1
588	и здесь	6	1
589	другими словами	1	1
590	одного из	1	1
591	единства и	2	1
592	понятие и	1	1
593	основанного на	1	1
594	его действительности	1	1
595	не имеющий	1	1
596	отражением в	1	1
597	нас а	1	1
598	раз и	2	1
599	во всех	5	1
600	ее от	2	1
601	которые мы	1	1
602	творчества в	1	1
603	и человеком	1	1
604	эти два	1	1
605	на одном	1	1
606	в другой	2	1
607	непосредственно в	5	1
608	деле в	1	1
609	искусства так	1	1
610	в художественной	1	1
611	формы его	1	1
612	что бы	5	1
613	содержание но	1	1
614	значит что	1	1
615	тех пор	1	1
616	предмета и	1	1
617	как из	1	1
618	в двух	1	1
619	в стороне	1	1
620	если представить	1	1
621	который в	1	1
622	то эти	1	1
623	определенное место	2	1
624	между этими	1	1
625	и ее	10	1
626	содержание его	1	1
627	не мешает	1	1
628	себя в	1	1
629	конечно не	4	1
630	понятие имеет	1	1
631	вместе как	1	1
632	и чисто	2	1
633	это значение	1	1
634	а это	1	1
635	есть однако	1	1
636	не принадлежит	1	1
637	или даже	1	1
638	его и	2	1
639	противоречия и	1	1
640	не связанных	2	1
641	мы знаем	1	1
642	мир не	1	1
643	произведение действительно	1	1
644	могло бы	2	1
645	целом и	4	1
646	иначе как	2	1
647	сами по	2	1
648	произведения и	8	1
649	заключается именно	1	1
650	содержания а	1	1
651	как его	1	1
652	в систему	3	1
653	должен был	1	1
654	явлений в	1	1
655	лишь для	2	1
656	не является	1	1
657	жизни в	2	1
658	не переходя	1	1
659	со всем	3	1
660	одном месте	1	1
661	даже не	1	1
662	развития а	1	1
663	имеет и	1	1
664	он останавливается	1	1
665	как у	1	1
666	на ее	1	1
667	или иначе	2	1
668	в ряде	1	1
669	когда мир	1	1
670	значений и	1	1
671	эту последнюю	2	1
672	не входит	1	1
673	но есть	2	1
674	не на	2	1
675	у человека	1	1
676	и непосредственно	3	1
677	его как	3	1
678	этим определяются	1	1
679	то по	1	1
680	его собственной	1	1
681	какие оно	2	1
682	действительности как	2	1
683	под влиянием	2	1
684	как материал	1	1
685	только теперь	1	1
686	бы оно	2	1
687	художественное значение	1	1
688	его содержание	2	1
689	эта особенность	1	1
690	общего с	1	1
691	какого бы	1	1
692	и определения	1	1
693	самой а	1	1
694	в данном	1	1
695	если оно	1	1
696	видя в	1	1
697	она есть	2	1
698	есть результат	1	1
699	научной мысли	2	1
700	деятельность не	1	1
701	об особенностях	1	1
702	и ближайшим	1	1
703	ни одно	1	1
704	это значит	1	1
705	своего содержания	1	1
706	к следующему	1	1
707	мира все	1	1
708	отдельное произведение	1	1
709	с первой	1	1
710	как предмет	1	1
711	искусств и	1	1
712	к вопросу	1	1
713	формы и	5	1
714	сознания и	1	1
715	друга не	1	1
716	как для	1	1
717	художник в	2	1
718	перестать быть	1	1
719	к ряду	1	1
720	в эту	2	1
721	мы назовем	1	1
722	на языке	2	1
723	ни было	2	1
724	романа и	1	1
725	все то	1	1
726	до тех	1	1
727	от ее	1	1
728	в море	1	1
729	может и	2	1
730	в какие	1	1
731	между ними	3	1
732	есть и	1	1
733	ее в	1	1
734	и эта	1	1
735	нас не	2	1
736	во всяком	4	1
