N	2gram	Losev_Prob_5	VrazhdaK
284	то время	3	1
285	верит в	2	1
286	и сам	4	1
287	так и	7	1
288	на нее	1	1
289	ясно что	4	1
290	еще в	5	1
291	том как	1	1
292	революции а	1	1
293	но у	1	1
294	жизнь и	3	1
295	и вообще	9	1
296	во всяком	2	1
297	его жизни	1	1
298	до сих	2	1
299	нас в	4	1
300	о получении	1	1
301	к нему	3	1
302	доходит до	1	1
303	от них	2	1
304	говорить об	1	1
305	в форме	1	1
306	крайней мере	4	1
307	в другой	1	1
308	и можно	1	1
309	вслед за	2	1
310	все в	3	1
311	именно у	1	1
312	получается что	1	1
313	человека как	1	1
314	что ныне	1	1
315	в литературе	1	1
316	тех пор	1	1
317	более всего	2	1
318	имеется в	1	1
319	этом смысле	3	1
320	людей а	1	1
321	один из	2	1
322	но с	1	1
323	ее уже	1	1
324	что только	2	1
325	ли он	2	1
326	в предисловии	1	1
327	и учиться	2	1
328	во всем	1	1
329	то он	1	1
330	в качестве	4	1
331	больше не	1	1
332	на свое	2	1
333	в душе	1	1
334	к своим	1	1
335	что для	1	1
336	говорит о	7	1
337	никто не	1	1
338	мы находим	7	1
339	в одном	3	1
340	своих собственных	1	1
341	ее не	1	1
342	н п	1	1
343	и никогда	3	1
344	не просто	5	1
345	от того	1	1
346	в молодости	1	1
347	гораздо больше	2	1
348	из двух	1	1
349	нужно было	1	1
350	в н	12	1
351	и речи	2	1
352	что пишет	1	1
353	о своей	1	1
354	и из	1	1
355	с другой	6	1
356	говорит я	1	1
357	именно в	3	1
358	души и	1	1
359	прежде всего	6	1
360	только по	1	1
361	у человека	1	1
362	до конца	1	1
363	и самый	1	1
364	в рассказе	1	1
365	в ту	1	1
366	человек в	1	1
367	что из	1	1
368	с помощью	2	1
369	в частности	4	1
370	по праву	1	1
371	с идеями	1	1
372	или по	1	1
373	этот мотив	4	1
374	из которых	1	1
375	хорошо знает	2	1
376	разочарование в	1	1
377	этого типа	1	1
378	и довольно	1	1
379	в ответ	1	1
380	с тех	1	1
381	того что	3	1
382	хотя он	1	1
383	я с	1	1
384	поскольку сам	1	1
385	муки и	1	1
386	сих пор	2	1
387	между прочим	1	1
388	меня я	1	1
389	но для	2	1
390	под влиянием	1	1
391	дошла до	2	1
392	которых он	1	1
393	с братом	1	1
394	и от	1	1
395	но на	1	1
396	котором он	1	1
397	и указание	1	1
398	людьми и	1	1
399	о котором	3	1
400	человек и	2	1
401	хотя и	8	1
402	бы в	1	1
403	еще более	3	1
404	у которого	2	1
405	конце концов	6	1
406	письмо о	1	1
407	но зато	1	1
408	только что	1	1
409	но вот	1	1
410	а о	1	1
411	о своем	2	1
412	только как	1	1
413	другой стороны	6	1
414	который якобы	1	1
415	из этого	4	1
416	только о	1	1
417	жизни и	2	1
418	у людей	4	1
419	в таком	2	1
420	точно так	3	1
421	все что	2	1
422	они не	2	1
