N	2gram	Bakhtin_KF_1	Myslijsy
275	познания и	4	2
276	и должно	1	2
277	о том	3	2
278	и миром	1	2
279	не имеем	3	2
280	казаться что	1	2
281	все в	1	2
282	связь между	1	2
283	к последнему	3	2
284	и только	6	2
285	еще более	2	2
286	в разные	1	2
287	для нее	7	2
288	мысль может	1	2
289	уже не	7	2
290	не можем	1	2
291	в единстве	7	2
292	же в	1	2
293	предположение что	1	2
294	нуждается в	1	2
295	но всегда	2	2
296	к ним	4	2
297	и вопрос	1	2
298	точке зрения	1	2
299	только по	2	2
300	если не	2	2
301	людьми и	1	2
302	связь с	1	2
303	нет ничего	1	2
304	его на	2	2
305	лицом и	1	2
306	и о	1	2
307	как предмет	2	2
308	о его	1	2
309	между прочим	1	2
310	нисколько не	4	2
311	к другим	1	2
312	но с	1	2
313	не станет	1	2
314	не существует	1	2
315	или в	1	2
316	хотя бы	4	2
317	только что	1	2
318	все они	1	2
319	ни было	4	2
320	была бы	1	2
321	жизни и	8	2
322	но эти	1	2
323	все что	1	2
324	не зависит	1	1
325	бытия по	1	1
326	говоря о	1	1
327	отношения к	1	1
328	должен быть	7	1
329	самом деле	3	1
330	он может	2	1
331	для моей	2	1
332	бы для	1	1
333	показать что	1	1
334	чего не	2	1
335	от своей	5	1
336	в чисто	1	1
337	из его	3	1
338	проникает в	5	1
339	что эти	1	1
340	едва ли	2	1
341	в зависимости	1	1
342	и этот	3	1
343	его не	1	1
344	можно и	2	1
345	мы имеем	5	1
346	предмета в	2	1
347	в жизнь	1	1
348	другой нет	1	1
349	именно к	1	1
350	не была	1	1
351	совпадает с	1	1
352	само слово	1	1
353	жизни как	5	1
354	ему в	2	1
355	зависимости от	1	1
356	стороны его	1	1
357	и на	3	1
358	этом единстве	1	1
359	не найдем	1	1
360	в различных	1	1
361	в чем	4	1
362	собою только	1	1
363	с его	1	1
364	как если	1	1
365	для жизни	1	1
366	на самом	3	1
367	жить и	2	1
368	нет не	1	1
369	нельзя говорить	1	1
370	себе и	3	1
371	готовое и	2	1
372	вследствие чего	1	1
373	мысли только	1	1
374	человека вообще	3	1
375	и получает	1	1
376	когда он	1	1
377	в противопоставлении	1	1
378	и эстетическое	1	1
379	ясно и	3	1
380	от этого	2	1
381	для которого	3	1
382	значения как	1	1
383	та же	2	1
384	это открытие	1	1
385	все эти	10	1
386	в нашем	1	1
387	и пространства	1	1
388	в известном	1	1
389	приводит к	1	1
390	и отношения	2	1
391	нами в	1	1
392	него хотя	1	1
393	но его	1	1
394	мира но	4	1
395	сама не	1	1
396	если он	1	1
397	его но	1	1
398	человек не	2	1
399	вследствие этого	2	1
400	этот процесс	1	1
401	жизнью и	1	1
402	на его	1	1
403	как оно	2	1
404	задний план	1	1
405	и общее	2	1
406	перестает быть	1	1
407	не как	4	1
408	понятий и	1	1
409	чувства в	1	1
410	мысли как	1	1
411	само это	1	1
412	его от	1	1
413	на этом	1	1
414	что она	1	1
415	себя потому	1	1
416	будет что	1	1
417	же не	1	1
418	имеют в	1	1
419	нам остается	1	1
420	не сможет	1	1
421	лишь в	8	1
422	его в	5	1
423	входит в	3	1
424	того или	3	1
425	точке в	1	1
426	чтобы дать	2	1
427	может стать	1	1
428	и мы	2	1
429	человечества но	1	1
430	не совпадает	1	1
431	всю свою	1	1
432	должен был	1	1
433	весь мир	2	1
434	смысл в	3	1
435	только одно	1	1
436	бы совершенно	1	1
437	из нее	1	1
438	в предмете	1	1
439	этого слова	2	1
440	рядом с	3	1
441	все равно	1	1
442	были в	1	1
443	его все	1	1
444	место и	2	1
445	и уже	1	1
446	одна и	1	1
447	жизни но	3	1
448	значит не	1	1
449	остается в	1	1
450	любви и	1	1
451	от своего	1	1
452	другим и	1	1
453	заключать в	1	1
454	в отношении	1	1
455	в котором	24	1
456	содержание только	1	1
457	он принимает	1	1
458	себе а	2	1
459	что я	5	1
460	признать что	1	1
461	предполагает не	1	1
462	есть его	2	1
463	а есть	1	1
464	и эти	2	1
465	действительно есть	1	1
466	есть еще	1	1
467	их в	1	1
468	себя или	2	1
469	что этот	3	1
470	язык гораздо	1	1
471	этот мир	2	1
472	есть всегда	1	1
473	случае мы	2	1
474	к каждому	1	1
475	что есть	2	1
476	какие бы	1	1
477	оба эти	2	1
478	человека но	1	1
479	она могла	2	1
480	что ему	1	1
481	может служить	1	1
482	и отсюда	2	1
483	это нисколько	1	1
484	что историческое	1	1
485	например что	1	1
486	в единство	2	1
487	но только	1	1
488	для всего	1	1
489	возможно и	1	1
490	ничего не	3	1
491	и весь	2	1
492	на волю	2	1
493	тоже только	1	1
494	народа по	1	1
495	чувство желание	1	1
496	языка это	1	1
497	ровно ничего	1	1
498	по своей	1	1
499	это слово	1	1
500	к этим	1	1
501	и теперь	1	1
502	не нужен	2	1
503	следует что	1	1
504	до того	1	1
505	уже и	1	1
506	и делает	2	1
507	был бы	3	1
508	в области	2	1
509	не прибавляет	1	1
510	мы признаем	1	1
511	в духе	1	1
512	в категориях	4	1
513	лежит в	1	1
514	это содержание	1	1
515	для действительного	3	1
516	где он	3	1
517	всегда в	1	1
518	своего развития	1	1
519	разум может	1	1
520	как не	1	1
521	здесь не	3	1
522	всего этого	1	1
523	себя до	1	1
524	в ее	16	1
525	которые как	1	1
526	некоторая примесь	1	1
527	всей своей	2	1
528	образом то	1	1
529	так весь	1	1
530	дано в	1	1
531	отказаться от	2	1
532	на том	1	1
533	и совершенно	3	1
534	признавая в	1	1
535	помнить и	1	1
536	не с	1	1
537	мы только	1	1
538	здесь нет	2	1
539	произведения не	1	1
540	этой мысли	1	1
541	в результате	1	1
542	сознания и	3	1
543	остановимся на	1	1
544	а их	1	1
545	смысле и	2	1
546	связанная с	1	1
547	образом в	1	1
548	о нем	4	1
549	беднее и	1	1
550	таким путем	1	1
551	в другом	3	1
552	делает возможным	1	1
553	и исторический	1	1
554	мысль не	2	1
555	в математике	1	1
556	отличаются от	1	1
557	потому только	1	1
558	она бы	1	1
559	или как	2	1
560	один момент	1	1
561	к нему	12	1
562	истина не	1	1
563	конечно может	1	1
564	во всей	4	1
565	все следующие	1	1
566	есть действительно	2	1
567	даже для	1	1
568	в суждении	1	1
569	для самого	1	1
570	это приводит	1	1
571	содержания но	2	1
572	значит что	1	1
573	мысль и	2	1
574	один из	2	1
575	и противоречие	1	1
576	что конечно	1	1
577	вне себя	1	1
578	воплощается в	1	1
579	с ними	3	1
580	дело с	2	1
581	что он	2	1
582	в какой	1	1
583	но ни	2	1
584	субъектом и	1	1
585	общее и	3	1
586	поэтому и	1	1
587	всяком случае	1	1
588	и ее	2	1
589	от них	1	1
590	но между	1	1
591	субъективного и	1	1
592	бы по	1	1
593	нами и	1	1
594	себя в	8	1
595	нужно еще	1	1
596	в виде	2	1
597	суждения как	1	1
598	когда оно	1	1
599	мышления и	2	1
600	только общие	1	1
601	относятся к	1	1
602	быть определено	1	1
603	мир в	11	1
604	него нет	1	1
605	нее в	2	1
606	ни в	12	1
607	отличен от	1	1
608	и должна	3	1
609	не для	1	1
610	ее не	1	1
611	как его	4	1
612	которые могут	1	1
613	другом в	1	1
614	не противоречит	1	1
615	где есть	1	1
616	нас как	1	1
617	чувствует себя	1	1
618	именно как	1	1
619	а действительно	1	1
620	из пределов	1	1
621	этим путем	2	1
622	именно в	5	1
623	будет ли	2	1
624	в каких	1	1
625	по всей	1	1
626	и затем	1	1
627	себя и	2	1
628	но есть	2	1
629	только к	1	1
630	предмет и	2	1
631	противоречие между	1	1
632	их не	1	1
633	с моей	3	1
634	превращается в	1	1
635	не решает	1	1
636	ничем не	1	1
637	предмет хотя	1	1
638	человеческой жизни	1	1
639	его как	5	1
640	понятие о	1	1
641	а следовательно	3	1
642	для выражения	1	1
643	здесь именно	1	1
644	более чем	1	1
645	стороны в	3	1
646	будет совершенно	1	1
647	как одно	1	1
648	возможность в	2	1
649	места где	1	1
650	но такое	1	1
651	можно быть	1	1
652	над ним	1	1
653	в данном	2	1
654	что за	2	1
655	смысле этого	1	1
656	по которой	1	1
657	ко всему	5	1
658	истины в	1	1
659	в мир	1	1
660	это значит	1	1
661	все наше	1	1
662	совершенно несправедливо	1	1
663	на степень	2	1
664	единства в	2	1
665	все это	10	1
666	как индивидуальная	1	1
667	и таким	1	1
668	но для	2	1
669	человек чувствует	1	1
670	ибо он	1	1
671	вне его	1	1
672	одном только	1	1
673	и случайное	1	1
674	к пониманию	1	1
675	на задний	1	1
676	что делает	1	1
677	не подлежит	1	1
678	имеет дело	1	1
679	ее и	6	1
680	в эту	1	1
681	с действительно	1	1
682	не должен	3	1
683	ним то	1	1
684	понятие бытия	1	1
685	которой мы	1	1
686	и предметом	1	1
687	могли быть	1	1
688	менее в	1	1
689	лишь по	1	1
690	между ними	1	1
691	же будет	1	1
692	котором я	2	1
693	но можно	4	1
694	совершенно не	6	1
695	равно как	1	1
696	стороне и	1	1
697	жизни а	1	1
698	нет но	1	1
699	в последнем	1	1
700	он предполагает	1	1
701	первом случае	1	1
702	это было	2	1
703	себя другой	1	1
704	я могу	5	1
705	к этому	2	1
706	они не	1	1
