N	2gram	Trubetskoy_1	Hudozhes
220	в сфере	1	1
221	же как	1	1
222	бы для	2	1
223	и есть	2	1
224	не признает	1	1
225	то в	3	1
226	от своей	2	1
227	свое место	1	1
228	можно лишь	1	1
229	в зависимости	1	1
230	существующая в	1	1
231	есть не	1	1
232	русской культуре	1	1
233	не во	1	1
234	к новой	1	1
235	не была	1	1
236	от своих	1	1
237	в каждый	1	1
238	в сущности	1	1
239	в полной	1	1
240	никогда не	5	1
241	которое в	1	1
242	проявляется в	2	1
243	собой в	1	1
244	на них	1	1
245	между собой	5	1
246	участвовать в	1	1
247	людей в	1	1
248	иное как	1	1
249	столь же	1	1
250	время в	2	1
251	бы то	4	1
252	что его	1	1
253	в различных	1	1
254	связи между	1	1
255	особенно если	1	1
256	себе и	4	1
257	и будет	1	1
258	оно является	1	1
259	друг от	2	1
260	что они	3	1
261	том чем	1	1
262	отнюдь не	7	1
263	в истории	1	1
264	отношение человека	1	1
265	от друга	2	1
266	внутри себя	1	1
267	что касается	1	1
268	перед нами	1	1
269	т.д эта	1	1
270	что по	1	1
271	тем же	1	1
272	силе и	1	1
273	от этого	1	1
274	искусство и	1	1
275	только то	1	1
276	к чему	2	1
277	перестанет быть	1	1
278	привести к	1	1
279	что это	3	1
280	а во-вторых	2	1
281	из этих	3	1
282	без ее	1	1
283	во многих	2	1
284	двух других	1	1
285	на то	5	1
286	не могла	1	1
287	говоря только	1	1
288	духовной культуры	1	1
289	на его	1	1
290	исходит из	1	1
291	время и	1	1
292	представляются в	1	1
293	одному из	2	1
294	все это	6	1
295	зрения в	1	1
296	к одному	1	1
297	на земле	4	1
298	чтобы в	2	1
299	его можно	1	1
300	является не	2	1
301	заключает в	1	1
302	или иных	1	1
303	подход к	1	1
304	то ни	4	1
305	что все	3	1
306	тем в	1	1
307	в совершенно	4	1
308	том случае	4	1
309	а по	1	1
310	полной мере	1	1
311	образцу и	1	1
312	и внутренне	1	1
313	его личности	1	1
314	эту ценность	1	1
315	было бы	5	1
316	по этому	2	1
317	в жизни	1	1
318	о целесообразности	1	1
319	как видно	1	1
320	как сказано	1	1
321	перед собой	1	1
322	от своего	1	1
323	культуры ибо	1	1
324	что высшей	1	1
325	в такой	1	1
326	и без	1	1
327	в котором	2	1
328	этой соотносительности	1	1
329	и другого	1	1
330	для данного	1	1
331	другом и	2	1
332	друг другу	2	1
333	по крайней	1	1
334	в прошлом	1	1
335	в конце	3	1
336	том же	2	1
337	этой внутренней	1	1
338	между несколькими	1	1
339	это особенно	1	1
340	приводят к	2	1
341	из нового	1	1
342	в таких	2	1
343	ее не	1	1
344	из нас	1	1
345	но для	2	1
346	она могла	1	1
347	принадлежат к	2	1
348	что такое	2	1
349	когда они	4	1
350	иметь в	1	1
351	к такому	2	1
352	но только	1	1
353	себе самом	1	1
354	того и	1	1
355	не всякий	1	1
356	казалось бы	1	1
357	в самой	1	1
358	и является	2	1
359	этих случаях	1	1
360	и теперь	1	1
361	связи с	3	1
362	не по	1	1
363	как будто	2	1
364	в подобном	1	1
365	однако это	1	1
366	деятельности и	2	1
367	он еще	1	1
368	различных людей	1	1
369	на это	2	1
370	здесь мы	1	1
371	в настоящее	2	1
372	должен быть	1	1
373	из всего	1	1
374	как мы	1	1
375	у себя	1	1
376	точно так	2	1
377	та или	1	1
378	к общему	1	1
379	только при	1	1
380	языка и	1	1
381	в собственном	1	1
382	мысль о	1	1
383	но мы	3	1
384	или для	1	1
385	те же	1	1
386	и религии	1	1
387	для этого	3	1
388	деятельности в	1	1
389	которому принадлежит	1	1
390	культура есть	1	1
391	такого взаимодействия	1	1
392	следует признать	1	1
393	настоящее время	2	1
394	в новую	1	1
395	может не	3	1
396	вопросу о	3	1
397	под именем	1	1
398	на отдельные	1	1
399	если с	1	1
400	путь к	4	1
401	означала бы	1	1
402	крайней мере	1	1
403	если он	1	1
404	может иметь	1	1
405	индивидуальный характер	1	1
406	эти последние	1	1
407	на которой	2	1
408	один из	1	1
409	обе эти	1	1
410	реальная возможность	1	1
411	ведет нас	1	1
412	этом состоит	1	1
413	вступление в	1	1
414	русского языка	1	1
415	они могут	1	1
416	никак нельзя	1	1
417	бы ни	2	1
418	а после	1	1
419	природы этой	1	1
420	так что	2	1
421	же и	1	1
422	для всех	6	1
423	с нею	3	1
424	если мы	1	1
425	меру его	2	1
426	то и	1	1
427	на свое	1	1
428	основе его	1	1
429	дает ему	1	1
430	из них	3	1
431	за ним	1	1
432	к каким	1	1
433	представить себе	2	1
434	не для	1	1
435	относится не	1	1
436	так как	4	1
437	и от	2	1
438	тому же	1	1
439	в такое	1	1
440	к ним	1	1
441	бытия и	1	1
442	своем сознании	1	1
443	не просто	2	1
444	но из	1	1
445	не было	3	1
446	в последние	5	1
447	чему не	1	1
448	и даже	2	1
449	всех людей	2	1
450	на ее	1	1
451	связаны с	1	1
452	по своим	1	1
453	на чем	1	1
454	еще и	1	1
455	души и	1	1
456	что не	1	1
457	что для	3	1
458	противоречие между	1	1
459	зависит от	2	1
460	образом всякий	1	1
461	однако и	1	1
462	означало бы	1	1
463	с которым	1	1
464	когда же	1	1
465	что хотя	1	1
466	не всегда	1	1
467	не об	1	1
468	в одно	1	1
469	в связи	1	1
470	как элемент	1	1
471	и пути	1	1
472	только к	3	1
473	вместе с	4	1
474	в одной	1	1
475	существенное изменение	1	1
476	каждая из	1	1
477	ни от	2	1
478	не могут	4	1
479	в область	1	1
480	этого слова	1	1
481	да и	3	1
482	в состоянии	1	1
483	узко и	1	1
484	степени и	1	1
485	быть не	1	1
486	схемы и	1	1
487	с этой	1	1
488	этом случае	3	1
489	своей жизни	1	1
490	только для	2	1
491	вытекающей из	1	1
492	между прочим	1	1
493	этом и	2	1
494	все же	4	1
495	от нас	2	1
496	себе еще	1	1
497	к вопросу	4	1
498	тех или	1	1
499	такой культуры	1	1
500	общими для	1	1
501	если не	2	1
502	окрашено в	1	1
503	она может	3	1
504	не подлежит	2	1
505	видно из	1	1
506	в результате	2	1
507	о котором	3	1
508	в отдельных	1	1
509	себя только	1	1
510	для нас	2	1
511	от него	2	1
512	идет не	1	1
513	бы в	1	1
514	не будучи	1	1
515	все они	3	1
516	ни было	1	1
517	себя если	1	1
518	но если	3	1
519	быть и	2	1
520	не есть	3	1
521	к самому	1	1
522	нами не	1	1
523	имеет в	1	1
524	может и	1	1
525	не быть	1	1
526	игру в	1	1
527	начале этой	1	1
528	всего в	1	1
529	быть назван	1	1
530	жизни и	4	1
531	также может	1	1
532	ее в	2	1
533	случае если	3	1
534	в своих	6	1
535	можно назвать	1	1
536	все что	4	1
537	они не	1	1
