N	2gram	Vinokur_St_3	Vladivir
245	интерес и	1	2
246	почти не	1	2
247	был склонен	1	2
248	место в	6	2
249	что я	3	2
250	тем не	2	2
251	даже в	1	2
252	судить по	1	2
253	этой области	2	2
254	не менее	2	2
255	дело не	2	2
256	к изучению	1	2
257	которого он	1	2
258	того чтобы	1	2
259	более что	2	2
260	в каком	4	2
261	обстоятельство что	5	2
262	со стороны	3	2
263	для его	2	2
264	и свое	1	2
265	и такие	2	2
266	для того	2	2
267	на это	2	2
268	для себя	1	2
269	году в	1	2
270	и о	1	2
271	отзывался о	1	2
272	г с	1	2
273	во мне	1	2
274	то время	4	2
275	не столько	2	2
276	то как	1	2
277	в годы	1	2
278	ясно что	1	2
279	во многом	2	2
280	она была	1	2
281	был не	1	2
282	о котором	1	2
283	образом в	1	2
284	на что	2	2
285	и который	1	2
286	времени в	1	2
287	того в	1	2
288	у одного	1	2
289	а именно	1	2
290	которая как	1	2
291	того что	5	2
292	интереса к	1	2
293	года то	1	2
294	всяком случае	4	2
295	по этому	3	2
296	том чтобы	2	2
297	русской истории	2	2
298	одной из	2	2
299	то и	2	2
300	был очень	1	2
301	а это	1	2
302	не из	1	2
303	и других	2	2
304	не стал	1	2
305	из них	1	2
306	мы знаем	1	2
307	тем что	19	2
308	в очень	1	2
309	не были	1	2
310	этому времени	1	2
311	только что	2	2
312	именно так	1	2
313	с которым	3	2
314	что мы	3	2
315	виде в	1	2
316	начиная с	2	2
317	с первого	1	2
318	собрание сочинений	1	2
319	еще на	1	2
320	он говорит	4	2
321	этом письме	1	2
322	по существу	1	2
323	в это	2	2
324	несколько слов	2	2
325	о его	1	2
326	этом и	1	2
327	нисколько не	1	2
328	и для	4	2
329	в результате	2	2
330	особого рода	1	2
331	молодой человек	2	2
332	которую он	2	2
333	и ни	2	2
334	тем более	3	2
335	но зато	1	2
336	на такой	1	2
337	как вы	1	2
338	отношением к	1	2
339	социального протеста	1	2
340	из этого	4	2
341	в самом	2	2
342	к этой	2	2
343	и это	5	2
344	в частности	1	2
345	была для	1	2
346	как на	6	2
347	во всяком	4	2
348	все что	1	2
349	всегда в	1	1
350	как известно	1	1
351	отношении к	1	1
352	которого в	2	1
353	а из	1	1
354	на самом	1	1
355	что когда	1	1
356	больше ничего	1	1
357	то в	4	1
358	как необходимость	1	1
359	и свободнее	1	1
360	и больше	1	1
361	видеть в	1	1
362	в селе	1	1
363	был и	1	1
364	отношения к	1	1
365	в их	3	1
366	в обычном	1	1
367	г в	6	1
368	в и	1	1
369	есть не	1	1
370	особенно сказалось	1	1
371	что если	2	1
372	не во	1	1
373	характерная особенность	1	1
374	ответить на	1	1
375	приходится удивляться	1	1
376	почти все	1	1
377	время как	4	1
378	в некотором	1	1
379	что можно	1	1
380	мы здесь	1	1
381	его основная	1	1
382	с большим	1	1
383	в ней	4	1
384	не знал	1	1
385	значительной мере	1	1
386	и опыт	1	1
387	также о	1	1
388	и много	1	1
389	которое он	2	1
390	во всех	2	1
391	языке самого	1	1
392	понятно почему	1	1
393	а и	1	1
394	большое значение	2	1
395	на вопрос	3	1
396	смотрел на	3	1
397	его развития	1	1
398	относится к	4	1
399	в позднейшей	1	1
400	что как	1	1
401	мы имели	2	1
402	итак в	1	1
403	в одних	1	1
404	исторический процесс	1	1
405	склонность к	1	1
406	нас за	1	1
407	этом же	1	1
408	что по	3	1
409	с г	1	1
410	считаться с	1	1
411	поэтому он	1	1
412	представлял себе	2	1
413	для которого	1	1
414	из жизни	1	1
415	так или	1	1
416	представляет собой	1	1
417	то я	1	1
418	близости к	1	1
419	почти одновременно	1	1
420	им в	2	1
421	нужно считаться	1	1
422	он читал	1	1
423	говорят о	1	1
424	по мнению	3	1
425	так сказать	2	1
426	строгой и	1	1
427	него были	1	1
428	в свет	1	1
429	свой взгляд	1	1
430	и легко	1	1
431	пушкина и	6	1
432	стороны а	1	1
433	свою собственную	1	1
434	непосредственных предшественников	1	1
435	чем у	1	1
436	не к	1	1
437	него есть	2	1
438	с темой	1	1
439	чтобы в	2	1
440	одной и	1	1
441	все с	1	1
442	но все	2	1
443	том же	1	1
444	подход к	1	1
445	и шесть	1	1
446	смысле в	1	1
447	было время	1	1
448	находилась в	1	1
449	поэзии и	1	1
450	те же	1	1
451	говорил что	5	1
452	который у	1	1
453	знает что	1	1
454	большое произведение	1	1
455	заключается в	2	1
456	на протяжении	4	1
457	это не	7	1
458	на почве	5	1
459	ниже а	1	1
460	не делал	1	1
461	они по	1	1
462	уважением и	1	1
463	и тем	4	1
464	только одно	1	1
465	который сам	1	1
466	этом мы	1	1
467	но уже	1	1
468	он начал	1	1
469	о которых	3	1
470	если я	2	1
471	мы имеем	5	1
472	тому что	3	1
473	с года	1	1
474	жизни но	2	1
475	отхода от	1	1
476	чем в	1	1
477	это совершенно	1	1
478	мы не	2	1
479	остановился на	1	1
480	он лично	1	1
481	и тогда	2	1
482	в этих	11	1
483	почти в	1	1
484	в г	12	1
485	бы на	1	1
486	ни у	1	1
487	них все	1	1
488	где мы	1	1
489	на месте	1	1
490	но у	1	1
491	пушкина с	5	1
492	из анализа	1	1
493	этого вопроса	1	1
494	он верил	1	1
495	кончил в	1	1
496	вопрос о	1	1
497	вплоть до	1	1
498	сам же	1	1
499	и той	1	1
500	но эта	1	1
501	но во	1	1
502	нам в	1	1
503	слов о	1	1
504	вместе со	1	1
505	сам он	2	1
506	стихов и	2	1
507	ясностью и	1	1
508	xviii века	1	1
509	с теми	1	1
510	что ему	1	1
511	как о	2	1
512	на себе	2	1
513	был оставлен	1	1
514	родился в	1	1
515	чтобы стать	1	1
516	не могло	1	1
517	он мог	1	1
518	только не	1	1
519	он написал	2	1
520	судя по	1	1
521	его от	1	1
522	для всех	1	1
523	одна из	2	1
524	этих двух	2	1
525	или как	1	1
526	с нами	1	1
527	он рассуждает	1	1
528	с этих	1	1
529	связи с	3	1
530	и серьезную	1	1
531	до того	1	1
532	этом отношении	4	1
533	вполне понятно	1	1
534	в области	6	1
535	не потому	2	1
536	в стиле	1	1
537	и далее	3	1
538	очень часто	1	1
539	значит и	2	1
540	уже о	1	1
541	своих воспоминаниях	1	1
542	все то	1	1
543	нет ни	1	1
544	пристального внимания	1	1
545	познакомился с	1	1
546	имел большое	1	1
547	же самое	1	1
548	в стихотворении	3	1
549	а что	1	1
550	слова с	1	1
551	в каждом	4	1
552	элементы в	1	1
553	н с	1	1
554	которого мы	1	1
555	с ее	2	1
556	свою очередь	1	1
557	на нем	1	1
558	говоря уже	1	1
559	всего этого	1	1
560	не успел	1	1
561	к нам	1	1
562	всегда были	1	1
563	в произведении	1	1
564	с самого	2	1
565	так в	1	1
566	как с	1	1
567	и когда	1	1
568	эти факты	1	1
569	конечно мог	1	1
570	особенно в	1	1
571	и которые	2	1
572	том виде	1	1
573	которая была	1	1
574	представляют собою	3	1
575	найти в	2	1
576	и намеков	1	1
577	показать как	1	1
578	поэтому в	1	1
579	если бы	4	1
580	в эпоху	1	1
581	ее брата	1	1
582	он говорил	5	1
583	в разных	1	1
584	связанная с	1	1
585	в позднейшем	1	1
586	уже сейчас	1	1
587	все дело	1	1
588	о детской	1	1
589	произведения как	2	1
590	было не	1	1
591	в порядке	1	1
592	уже были	1	1
593	вот почему	1	1
594	он успел	1	1
595	тех кто	1	1
596	из позднейших	1	1
597	внимание на	2	1
598	одного из	2	1
599	не стоит	1	1
600	не указал	1	1
601	в значительной	1	1
602	он с	1	1
603	связь между	1	1
604	истории в	1	1
605	россии он	1	1
606	в обращении	1	1
607	он много	1	1
608	от них	2	1
609	и во	2	1
610	во всей	1	1
611	и понятно	1	1
612	сомнения в	1	1
613	отказался от	1	1
614	сойти с	1	1
615	для самого	1	1
616	в литературе	1	1
617	в формах	1	1
618	можно отметить	1	1
619	писателя и	3	1
620	не как	2	1
621	мне кажется	1	1
622	ли он	1	1
623	как нечто	1	1
624	который в	1	1
625	самые разнообразные	1	1
626	в обществе	1	1
627	между этими	1	1
628	вопрос об	1	1
629	это же	1	1
630	с одной	2	1
631	со всеми	1	1
632	история и	1	1
633	самом деле	2	1
634	этому поводу	2	1
635	в указанном	1	1
636	в сторону	1	1
637	факт как	1	1
638	раз в	1	1
639	я имею	3	1
640	детские годы	1	1
641	ни одного	1	1
642	вернуться к	1	1
643	что не	2	1
644	целого ряда	1	1
645	от других	1	1
646	а то	2	1
647	но которое	1	1
648	далее но	1	1
649	это обстоятельство	1	1
650	одно из	2	1
651	тоже писал	1	1
652	вообще в	1	1
653	в известной	1	1
654	ту же	1	1
655	в одном	1	1
656	свидетельствует тот	1	1
657	друг друга	1	1
658	как его	1	1
659	заметить что	2	1
660	образ мыслей	1	1
661	не просто	2	1
662	от того	2	1
663	в других	1	1
664	и только	2	1
665	в последние	1	1
666	это человек	1	1
667	не хочет	1	1
668	них ничего	1	1
669	только у	1	1
670	влияние на	1	1
671	но мне	1	1
672	как у	1	1
673	и несомненно	1	1
674	или иначе	1	1
675	связаны с	1	1
676	этого человека	1	1
677	именно в	1	1
678	вообще и	1	1
679	в свою	2	1
680	его вольного	1	1
681	себя и	2	1
682	для такой	1	1
683	говорит о	1	1
684	прежде всего	10	1
685	и пр	13	1
686	по тем	1	1
687	нужно сказать	2	1
688	одной стороны	3	1
689	которые не	1	1
690	свидетельствуют что	1	1
691	а за	1	1
692	до конца	3	1
693	близость к	1	1
694	а не	5	1
695	однако и	1	1
696	ниже в	1	1
697	о чем	1	1
698	и многочисленные	1	1
699	только несколько	1	1
700	общий тон	1	1
701	о значении	1	1
702	когда она	1	1
703	вышли в	1	1
704	его как	3	1
705	типа с	1	1
706	с помощью	1	1
707	с чувством	2	1
708	уже давно	1	1
709	уверенности что	1	1
710	и любовью	1	1
711	так же	1	1
712	в одной	2	1
713	первые годы	1	1
714	то можно	1	1
715	эта историческая	1	1
716	в историю	1	1
717	так мы	1	1
718	из которых	4	1
719	без труда	2	1
720	в данном	1	1
721	что за	1	1
722	смысле этого	1	1
723	одновременно с	1	1
724	в воспоминаниях	1	1
725	очень важно	1	1
726	а потом	1	1
727	это его	1	1
728	писал для	1	1
729	влиял на	1	1
730	в состоянии	1	1
731	и более	3	1
732	был большим	1	1
733	быть не	2	1
734	этого слова	2	1
735	с этой	3	1
736	он чувствует	2	1
737	что здесь	4	1
738	на пути	1	1
739	и того	1	1
740	протяжении всей	1	1
741	с большой	1	1
742	писал в	1	1
743	мы сталкиваемся	1	1
744	известной степени	1	1
745	с по	2	1
746	много но	1	1
747	только внешнюю	1	1
748	время его	1	1
749	об отношении	1	1
750	котором он	1	1
751	или в	2	1
752	это он	1	1
753	и среди	1	1
754	годы когда	1	1
755	это уже	1	1
756	писал это	1	1
757	у них	1	1
758	бы в	1	1
759	у которого	3	1
760	на языке	1	1
761	мне была	1	1
762	до меня	1	1
763	ее в	2	1
764	г и	12	1
765	связь с	4	1
766	была написана	2	1
767	гораздо больше	1	1
768	молодые годы	1	1
769	о своем	1	1
770	не говоря	1	1
771	он находит	1	1
772	своего обучения	1	1
773	сказать об	2	1
774	которым он	1	1
775	своего отца	1	1
776	понимает как	1	1
777	одновременно и	1	1
778	ко всему	1	1
779	были и	2	1
780	от роду	1	1
781	жена и	1	1
782	не давала	1	1
783	и другие	1	1
784	г о	1	1
785	которые в	2	1
786	и эта	1	1
787	к м	1	1
788	он часто	1	1
