N	2gram	Propp_Isto_4	Formalny
174	это и	5	2
175	к другому	1	2
176	в котором	1	2
177	полагать что	1	2
178	так чтобы	1	2
179	совпадает с	1	2
180	неотделимо от	1	2
181	так называемые	1	2
182	видели что	3	2
183	очевидно что	1	2
184	или иное	1	2
185	материал который	1	2
186	исторически и	2	2
187	эта связь	5	2
188	вот как	2	2
189	в своем	2	2
190	увидим что	2	2
191	из этих	3	2
192	в этой	2	2
193	говорят о	1	2
194	как он	6	2
195	жизнью и	1	2
196	вообще не	1	2
197	что она	3	2
198	главным образом	2	2
199	перестает быть	1	2
200	теперь на	1	2
201	всех этих	1	2
202	не как	1	2
203	на земле	3	2
204	его от	2	2
205	что ни	3	2
206	на этом	2	2
207	человека в	1	2
208	уже знаем	1	2
209	он является	1	2
210	для чего	1	2
211	какую угодно	1	2
212	такой же	1	2
213	и тогда	1	2
214	том как	2	2
215	или точнее	1	2
216	таким же	6	2
217	не от	1	2
218	знаем что	7	2
219	в основном	1	2
220	важно не	1	2
221	но эта	4	2
222	друг другу	1	2
223	однако в	2	2
224	что этот	4	2
225	где нет	1	2
226	даже в	4	2
227	сам он	1	2
228	и очень	1	2
229	дело не	2	2
230	одна из	2	2
231	не могло	2	2
232	находятся в	1	2
233	тем не	2	2
234	нам важно	1	2
235	и это	1	2
236	с ее	1	2
237	как не	1	2
238	здесь не	4	2
239	идет не	1	2
240	так в	4	2
241	был бы	1	2
242	это только	1	2
243	могла быть	1	2
244	является в	1	2
245	для этого	1	2
246	ничего не	5	2
247	на все	1	2
248	или на	2	2
249	и во	2	2
250	переходит в	3	2
251	мы ни	1	2
252	в языке	2	2
253	что и	9	2
254	и только	5	2
255	предмета и	1	2
256	но так	1	2
257	мы увидим	3	2
258	и действительно	3	2
259	же он	4	2
260	не можем	1	2
261	из них	2	2
262	тогда он	2	2
263	очень характерно	1	2
264	он становится	2	2
265	как их	1	2
266	от того	2	2
267	случае с	1	2
268	без всякой	1	2
269	и даже	4	2
270	в области	2	2
271	к которому	1	2
272	мы еще	1	2
273	и др	5	2
274	связано с	1	2
275	превращается в	7	2
276	а на	4	2
277	новые формы	1	2
278	но уже	1	2
279	с такой	1	2
280	смысле этого	2	2
281	быть только	1	2
282	этого слова	2	2
283	а к	1	2
284	но это	3	2
285	но для	2	2
286	поэтому совершенно	1	2
287	от него	2	2
288	у них	1	2
289	мы должны	5	2
290	одной из	1	2
291	но если	1	2
292	является и	3	2
293	к этому	5	2
294	сказка как	1	1
295	и то	6	1
296	дело обстоит	1	1
297	тех же	2	1
298	переход от	1	1
299	ее задач	1	1
300	мы подойдем	1	1
301	между двумя	12	1
302	собой но	1	1
303	не имеют	1	1
304	все те	1	1
305	видеть в	2	1
306	к созданию	1	1
307	в доме	4	1
308	входящих в	1	1
309	есть не	1	1
310	бы уже	1	1
311	мы имеем	7	1
312	процесс может	1	1
313	содержания в	1	1
314	не была	1	1
315	быть определены	1	1
316	это сделать	1	1
317	историческое явление	1	1
318	как эта	2	1
319	ему в	2	1
320	то это	5	1
321	герой может	1	1
322	если между	1	1
323	есть акт	1	1
324	или от	2	1
325	так если	1	1
326	и связь	1	1
327	как у	1	1
328	своей работе	1	1
329	находит в	1	1
330	два явления	1	1
331	а только	1	1
332	только тогда	3	1
333	вообще как	1	1
334	должны были	1	1
335	иногда и	2	1
336	себе и	1	1
337	не просто	4	1
338	из таких	2	1
339	его на	4	1
340	с этим	2	1
341	этого развития	1	1
342	что как	1	1
343	в различные	1	1
344	противоречие в	1	1
345	хотя и	2	1
346	из огромного	1	1
347	полагают что	1	1
348	та же	1	1
349	жизни так	1	1
350	у каждого	1	1
351	что так	1	1
352	им в	1	1
353	взаимоотношение между	1	1
354	и тот	2	1
355	видим и	1	1
356	имеем в	2	1
357	на то	3	1
358	не могла	1	1
359	с новым	1	1
360	и если	3	1
361	чтобы овладеть	1	1
362	три года	4	1
363	уже тогда	1	1
364	он не	7	1
365	же именно	1	1
366	на таком	1	1
367	первоначально как	1	1
368	не к	2	1
369	по существу	3	1
370	дает и	1	1
371	еще одну	1	1
372	и по	5	1
373	так например	2	1
374	или иных	1	1
375	в нее	1	1
376	одно и	1	1
377	но все	5	1
378	исходя из	1	1
379	в одну	2	1
380	указывали на	1	1
381	является необходимой	1	1
382	и второй	1	1
383	а его	1	1
384	знает что	1	1
385	случаях особенно	1	1
386	форму и	1	1
387	наши задачи	1	1
388	чаще всего	1	1
389	его состав	1	1
390	еще одно	1	1
391	о которых	1	1
392	с этой	2	1
393	на друга	1	1
394	при которых	1	1
395	материал материал	1	1
396	удается но	1	1
397	в развитии	1	1
398	можно считать	2	1
399	этот материал	2	1
400	что между	1	1
401	и при	3	1
402	их он	1	1
403	могут являться	1	1
404	именно и	1	1
405	могло бы	2	1
406	когда эти	1	1
407	но он	4	1
408	и эти	1	1
409	человеческое сознание	1	1
410	нет никакого	1	1
411	а от	1	1
412	с миром	3	1
413	еще один	2	1
414	с ним	1	1
415	тем самым	1	1
416	что эта	3	1
417	особенно ярко	1	1
418	меня не	3	1
419	герою в	2	1
420	того как	4	1
421	и вместо	1	1
422	или другие	2	1
423	как таковых	1	1
424	к этим	2	1
425	на него	3	1
426	облекается в	1	1
427	категорию и	1	1
428	чтобы стать	1	1
429	когда между	1	1
430	которые и	1	1
431	явление в	1	1
432	же этот	1	1
433	наша задача	1	1
434	целом и	1	1
435	и делает	1	1
436	ему не	1	1
437	не потому	1	1
438	в момент	1	1
439	в америке	3	1
440	во все	2	1
441	герой только	1	1
442	и другой	1	1
443	мере того	1	1
444	с полной	1	1
445	образом между	1	1
446	в наши	1	1
447	что при	1	1
448	утверждать что	1	1
449	правда не	1	1
450	можно и	1	1
451	на основе	1	1
452	только при	1	1
453	совершенно ясно	2	1
454	чтобы быть	1	1
455	и этим	2	1
456	и может	1	1
457	только тот	1	1
458	вещи и	1	1
459	как герой	1	1
460	данного народа	1	1
461	по мере	1	1
462	быту и	1	1
463	об этом	7	1
464	и здесь	5	1
465	это происходит	2	1
466	форма более	1	1
467	таков например	2	1
468	говорит об	2	1
469	но мы	3	1
470	одного из	1	1
471	всей ситуации	1	1
472	нас в	1	1
473	на человека	1	1
474	путь к	1	1
475	от них	2	1
476	ними в	1	1
477	в форме	2	1
478	новая форма	2	1
479	совершенно прав	1	1
480	в современной	2	1
481	известно что	2	1
482	быть и	1	1
483	но с	1	1
484	что только	1	1
485	является какой-то	1	1
486	мы видим	6	1
487	тот же	1	1
488	камень и	1	1
489	важно установить	1	1
490	может оказаться	1	1
491	и так	1	1
492	может привести	1	1
493	случаи когда	2	1
494	это же	2	1
495	и жизни	1	1
496	играет роль	2	1
497	в эти	1	1
498	в качестве	7	1
499	человека с	3	1
500	себя в	2	1
501	так что	2	1
502	друг на	1	1
503	есть в	2	1
504	и у	5	1
505	то и	1	1
506	в нашей	1	1
507	же в	3	1
508	данное положение	1	1
509	в начале	1	1
510	здесь же	1	1
511	не из	1	1
512	и других	3	1
513	или просто	2	1
514	к каким	1	1
515	одно из	1	1
516	говорит о	2	1
517	в одном	5	1
518	прибавить что	4	1
519	должен был	3	1
520	почему не	1	1
521	не обязательна	1	1
522	и вместе	1	1
523	в других	2	1
524	даже и	2	1
525	момент в	1	1
526	дают в	2	1
527	до сих	5	1
528	другую сторону	1	1
529	или иначе	1	1
530	однако это	1	1
531	именно в	1	1
532	здесь в	1	1
533	с той	2	1
534	этой категории	1	1
535	и затем	1	1
536	в середине	1	1
537	объясняется тем	1	1
538	уже почти	1	1
539	не было	1	1
540	д нам	1	1
541	зависит от	1	1
542	ничем не	1	1
543	два а	1	1
544	его по	1	1
545	о чем	3	1
546	совершенно одинаково	2	1
547	понятие о	1	1
548	нашей точки	1	1
549	что мы	3	1
550	на который	1	1
551	бы нас	1	1
552	его нельзя	1	1
553	он приобретает	2	1
554	с нашей	1	1
555	или другая	1	1
556	формы оно	1	1
557	в частности	2	1
558	одного а	1	1
559	от предмета	1	1
560	к другой	1	1
561	не удается	1	1
562	к своему	3	1
563	этих случаях	8	1
564	он говорит	2	1
565	нужно прибавить	1	1
566	а потом	1	1
567	и всей	1	1
568	в американских	2	1
569	происходит в	2	1
570	в отдельности	2	1
571	е к	2	1
572	действительно ли	1	1
573	который он	1	1
574	так многие	1	1
575	указывает что	2	1
576	в это	1	1
577	недаром и	1	1
578	этом случае	3	1
579	но даже	1	1
580	сих пор	5	1
581	причем для	1	1
582	один из	1	1
583	под влиянием	1	1
584	становится понятным	2	1
585	к пониманию	1	1
586	она может	1	1
587	не объясняет	1	1
588	только тем	1	1
589	есть одно	1	1
590	его с	2	1
591	в другое	1	1
592	у некоторых	1	1
593	это так	1	1
594	еще более	1	1
595	года в	1	1
596	подойдем к	1	1
597	ни к	1	1
598	причем эта	1	1
599	связью с	1	1
600	или не	1	1
601	врагов и	2	1
602	а в	8	1
603	поскольку это	1	1
604	е в	3	1
605	не знает	1	1
606	члена общества	1	1
607	но этот	2	1
608	никакой связи	1	1
609	это в	1	1
610	доступ к	1	1
611	том числе	1	1
