N	2gram	Trubetskoy_1	Analitik
173	жизни но	1	2
174	такой же	1	2
175	одного и	1	2
176	перед собой	1	2
177	для него	6	2
178	от своего	1	2
179	не должен	2	2
180	не столько	1	2
181	вопрос о	5	2
182	только для	2	2
183	для данного	1	2
184	том и	2	2
185	для этого	3	2
186	в психике	1	2
187	тогда когда	4	2
188	личности к	1	2
189	только не	1	2
190	никогда не	5	2
191	и является	2	2
192	потому что	5	2
193	в сознании	3	2
194	и заключается	1	2
195	отличается от	2	2
196	же самое	1	2
197	для себя	2	2
198	как мы	1	2
199	роль в	1	2
200	и о	2	2
201	быть может	1	2
202	мысль о	1	2
203	одного из	1	2
204	должно быть	3	2
205	и просто	1	2
206	можно сказать	1	2
207	чем и	1	2
208	может иметь	1	2
209	один из	1	2
210	бы ни	2	2
211	или не	1	2
212	в начале	2	2
213	его и	2	2
214	не сам	1	2
215	не о	2	2
216	бытия и	1	2
217	случае не	1	2
218	этом отношении	1	2
219	со стороны	4	2
220	было бы	5	2
221	создания и	1	2
222	следовало ожидать	1	2
223	душевной жизни	1	2
224	и потому	3	2
225	взгляде на	2	2
226	в данном	7	2
227	что же	4	2
228	и тогда	2	2
229	тех или	1	2
230	не является	1	2
231	это как	1	2
232	тем более	1	2
233	на роль	1	2
234	понимать как	1	2
235	была бы	1	2
236	культуры в	3	2
237	себя как	2	1
238	речь идет	2	1
239	зависимость от	2	1
240	целое как	1	1
241	тех же	1	1
242	от своей	2	1
243	он всегда	1	1
244	должна быть	2	1
245	этому пути	1	1
246	видеть в	2	1
247	в зависимости	1	1
248	то самое	1	1
249	мы уже	2	1
250	на тех	1	1
251	для достижения	1	1
252	мы не	1	1
253	такой путь	1	1
254	он как	1	1
255	оно есть	1	1
256	событий и	1	1
257	как не	1	1
258	в ней	2	1
259	свою очередь	1	1
260	на нем	1	1
261	по этому	2	1
262	он был	1	1
263	он сам	3	1
264	упускать из	1	1
265	в различных	1	1
266	во всех	5	1
267	в ее	1	1
268	они имеют	1	1
269	но как	1	1
270	а только	1	1
271	к которой	6	1
272	в сторону	1	1
273	только тогда	1	1
274	первый взгляд	1	1
275	данный момент	1	1
276	что действительно	2	1
277	что ее	1	1
278	что касается	1	1
279	помнить что	2	1
280	в противном	1	1
281	это отнюдь	1	1
282	в полном	1	1
283	по соображениям	2	1
284	и наконец	2	1
285	по пути	1	1
286	более или	4	1
287	искусство и	1	1
288	со своей	1	1
289	что это	3	1
290	а во-вторых	2	1
291	и тот	2	1
292	только один	1	1
293	и те	2	1
294	претендовать на	1	1
295	двух других	1	1
296	если он	1	1
297	противном случае	1	1
298	силу и	1	1
299	однако при	1	1
300	творца и	1	1
301	всех этих	3	1
302	в виде	3	1
303	на точке	1	1
304	а о	1	1
305	языком и	1	1
306	что ни	1	1
307	его можно	1	1
308	но все	1	1
309	здесь мы	1	1
310	что все	3	1
311	в состоянии	1	1
312	тем в	1	1
313	том случае	4	1
314	себя к	1	1
315	в будущее	1	1
316	его в	4	1
317	заключается в	1	1
318	данный человек	1	1
319	может явиться	1	1
320	с самим	2	1
321	и тем	2	1
322	или хотя	1	1
323	участие в	2	1
324	такой поворот	1	1
325	для них	3	1
326	все равно	1	1
327	с тем	6	1
328	как сказано	1	1
329	культуры с	2	1
330	остается в	2	1
331	или менее	4	1
332	в этих	2	1
333	к мысли	1	1
334	во время	2	1
335	может лишь	1	1
336	и при	6	1
337	том же	2	1
338	в такой	1	1
339	в которых	1	1
340	было проведено	1	1
341	точку зрения	4	1
342	по крайней	1	1
343	и эти	1	1
344	их в	2	1
345	возможно только	1	1
346	ставит себя	1	1
347	не требуется	1	1
348	ним в	1	1
349	открываются перспективы	1	1
350	тому что	2	1
351	ему как	1	1
352	не менее	1	1
353	все три	1	1
354	из нас	1	1
355	к утрате	1	1
356	одна из	3	1
357	на него	1	1
358	было не	1	1
359	при наличности	1	1
360	не вызывает	1	1
361	может только	3	1
362	однако если	1	1
363	не всякий	1	1
364	во всем	4	1
365	меру его	2	1
366	но это	2	1
367	с другом	14	1
368	к себе	2	1
369	числе и	1	1
370	всего в	1	1
371	на это	2	1
372	но по	1	1
373	но при	1	1
374	проявляется в	2	1
375	людей в	1	1
376	подходе к	1	1
377	таит в	1	1
378	языка и	1	1
379	и внутреннее	1	1
380	лишь две	1	1
381	культуры и	2	1
382	иной культурной	1	1
383	на том	3	1
384	если они	2	1
385	что может	3	1
386	понимание и	1	1
387	те же	1	1
388	в отдельных	1	1
389	собой и	3	1
390	и постоянно	1	1
391	личности где	1	1
392	в разных	1	1
393	образом в	1	1
394	смысл бытия	1	1
395	какой это	1	1
396	это рассуждение	1	1
397	и должно	2	1
398	и т.д	4	1
399	в самой	1	1
400	говорить не	1	1
401	но мы	3	1
402	и что	2	1
403	его жизни	1	1
404	не поддается	1	1
405	может не	3	1
406	на точку	1	1
407	и во	3	1
408	под именем	1	1
409	на отдельные	1	1
410	когда оно	1	1
411	и только	5	1
412	крайней мере	1	1
413	исторически сложившихся	1	1
414	быть и	2	1
415	на которой	2	1
416	оно и	1	1
417	и дело	1	1
418	только сам	1	1
419	зрения в	1	1
420	друг друга	3	1
421	в разные	1	1
422	входит в	1	1
423	даже если	2	1
424	может оказаться	1	1
425	все они	3	1
426	так что	2	1
427	для всех	6	1
428	по воле	2	1
429	связи с	3	1
430	не можем	2	1
431	свою родину	1	1
432	если и	1	1
433	то и	1	1
434	чтобы он	1	1
435	а то	1	1
436	или даже	1	1
437	в данной	1	1
438	дает ему	1	1
439	опасностью и	1	1
440	за ним	1	1
441	к своим	1	1
442	не так	2	1
443	всяком случае	6	1
444	могло бы	1	1
445	жизни конечно	1	1
446	от тех	1	1
447	у него	2	1
448	при отсутствии	2	1
449	и вместе	2	1
450	само собой	1	1
451	были бы	2	1
452	в последние	5	1
453	только на	2	1
454	она и	1	1
455	и даже	2	1
456	даже не	2	1
457	до сих	5	1
458	влияние на	1	1
459	может и	1	1
460	подлежит никакому	1	1
461	человека а	1	1
462	а быть	1	1
463	что для	3	1
464	превращается в	1	1
465	не было	3	1
466	аспекта одного	1	1
467	таком взгляде	1	1
468	однако и	1	1
469	человеческой жизни	1	1
470	и следовало	1	1
471	когда же	1	1
472	для человека	1	1
473	означало бы	1	1
474	этот принцип	1	1
475	не об	1	1
476	наличности в	1	1
477	если не	2	1
478	в связи	1	1
479	связь с	1	1
480	исходить из	1	1
481	о себе	1	1
482	ни на	1	1
483	ко всем	3	1
484	как это	1	1
485	индивидуальный характер	1	1
486	в лице	1	1
487	по своему	1	1
488	в течение	2	1
489	которому оно	1	1
490	смысле этого	1	1
491	к индивидуальному	1	1
492	быть как	1	1
493	содержат в	1	1
494	происходит в	1	1
495	в тот	1	1
496	да и	3	1
497	с собственным	1	1
498	друг с	14	1
499	с некоторым	1	1
500	с этой	1	1
501	является для	1	1
502	однако они	2	1
503	сих пор	5	1
504	на ноги	1	1
505	недостаточно ясно	1	1
506	при условии	3	1
507	и таким	1	1
508	выход из	1	1
509	от нас	2	1
510	перед нами	1	1
511	к другим	1	1
512	что позволяет	1	1
513	и для	6	1
514	случае если	3	1
515	при таком	1	1
516	войти в	1	1
517	и от	2	1
518	к внешней	1	1
519	все что	4	1
520	не подлежит	2	1
521	или в	3	1
522	том виде	1	1
523	что оно	3	1
524	понять что	2	1
525	в результате	2	1
526	о котором	3	1
527	своей собственной	1	1
528	человек и	1	1
529	а скорее	1	1
530	на первый	1	1
531	ее и	1	1
532	для нас	2	1
533	от него	2	1
534	мы должны	7	1
535	только с	2	1
536	весьма часто	2	1
537	самом себе	2	1
538	у разных	1	1
539	отношению ко	1	1
540	хотя в	1	1
541	личности и	1	1
542	в своих	6	1
543	к самому	1	1
544	с людьми	1	1
545	жизни в	5	1
546	свою судьбу	1	1
547	в свою	1	1
548	возможно лишь	4	1
549	совершенно не	2	1
550	к его	1	1
551	из этого	3	1
552	и представления	1	1
553	таким же	3	1
554	жизни и	4	1
555	также может	1	1
556	ее в	2	1
557	они не	1	1
558	во всяком	9	1
