N	2gram	Tiupa_Vved_1	FransuaR
155	более или	2	2
156	рассказ о	1	2
157	как он	2	2
158	слово это	1	2
159	и еще	1	2
160	и вот	1	2
161	человека в	1	2
162	значительной степени	1	2
163	что все	1	2
164	но их	1	2
165	новой жизни	1	2
166	далеко не	4	2
167	мы имеем	5	2
168	которой он	1	2
169	числе и	1	2
170	не мог	1	2
171	в этих	3	2
172	том как	3	2
173	в следующем	1	2
174	или менее	2	2
175	своего рода	10	2
176	их в	2	2
177	время здесь	1	2
178	что есть	1	2
179	дело не	1	2
180	и сама	1	2
181	в процессе	1	2
182	вперед и	1	2
183	так называемый	1	2
184	этом отношении	4	2
185	в области	3	2
186	и времени	2	2
187	к тому	6	2
188	оно не	1	2
189	в каждой	1	2
190	должен быть	1	2
191	во вселенной	1	2
192	роль в	1	2
193	картина мира	12	2
194	на том	1	2
195	никогда не	4	2
196	здесь как	1	2
197	особенно в	1	2
198	начала и	2	2
199	в разных	1	2
200	а также	8	2
201	и т.д	5	2
202	одного из	3	2
203	и мира	3	2
204	в значительной	1	2
205	бы в	3	2
206	во всей	1	2
207	еще более	1	2
208	в литературе	2	2
209	того что	6	2
210	оно и	1	2
211	тот же	1	2
212	во времени	2	2
213	представлений о	1	2
214	и ее	1	2
215	уже не	5	2
216	только на	1	2
217	же в	1	2
218	свидетельствует о	4	2
219	к человеку	1	2
220	связано с	3	2
221	нашего восприятия	1	2
222	отношению к	7	2
223	в особенности	1	2
224	и др	1	2
225	а на	2	2
226	до конца	3	2
227	что находится	1	2
228	а не	15	2
229	власти и	1	2
230	в связи	1	2
231	из которых	1	2
232	по своему	2	2
233	в данном	13	2
234	в первой	1	2
235	или в	1	2
236	имеет дело	1	2
237	в результате	3	2
238	о котором	2	2
239	у них	1	2
240	интерес к	1	2
241	с ним	3	2
242	благодаря этому	1	2
243	во всяком	1	2
244	обращена к	1	1
245	одним из	5	1
246	к их	1	1
247	рассказ об	1	1
248	и через	1	1
249	как его	2	1
250	самом деле	3	1
251	тех же	1	1
252	на наших	1	1
253	в приведенном	2	1
254	между двумя	3	1
255	в первом	2	1
256	должна быть	2	1
257	к рассказу	1	1
258	этот эпизод	1	1
259	едва ли	3	1
260	и время	1	1
261	жизни для	1	1
262	в несколько	1	1
263	а как	1	1
264	время еще	1	1
265	именно к	1	1
266	он как	1	1
267	оба эти	1	1
268	что иное	1	1
269	принадлежит к	3	1
270	пространство и	2	1
271	подчеркнуть что	5	1
272	это время	2	1
273	он сам	1	1
274	этот текст	1	1
275	иное как	1	1
276	в сюжете	1	1
277	сказать и	1	1
278	в ее	1	1
279	при жизни	1	1
280	но не	5	1
281	к которой	1	1
282	в новом	1	1
283	тогда как	10	1
284	отличие от	2	1
285	также необходимо	1	1
286	в едином	3	1
287	друг от	1	1
288	что они	1	1
289	в настоящем	2	1
290	она ходит	1	1
291	в истории	1	1
292	в центре	2	1
293	его на	1	1
294	как образ	2	1
295	к данному	1	1
296	и нет	1	1
297	все же	6	1
298	однако не	1	1
299	имеет в	1	1
300	в самом	2	1
301	он в	1	1
302	тому же	4	1
303	в нашем	6	1
304	в час	1	1
305	еще один	1	1
306	всего к	1	1
307	с их	1	1
308	от простого	1	1
309	сливаются в	2	1
310	но на	2	1
311	всей его	2	1
312	вследствие этого	3	1
313	жизнью и	1	1
314	о которой	2	1
315	чтобы они	1	1
316	не как	2	1
317	которому она	1	1
318	том чтобы	2	1
319	новое и	1	1
320	ему на	1	1
321	этом мире	1	1
322	по аналогии	1	1
323	что является	1	1
324	том же	1	1
325	в совершенно	1	1
326	как к	1	1
327	на горизонте	1	1
328	и иных	1	1
329	и отдельные	1	1
330	он есть	1	1
331	известно что	1	1
332	этом смысле	1	1
333	отца и	1	1
334	эти моменты	1	1
335	и тем	2	1
336	данном случае	6	1
337	в жизни	4	1
338	смерть и	1	1
339	по всему	1	1
340	для них	3	1
341	к которым	1	1
342	как об	1	1
343	этого не	1	1
344	с тем	1	1
345	в слове	3	1
346	говорится о	1	1
347	нами достаточно	1	1
348	мировой истории	1	1
349	автора и	1	1
350	обратимся к	2	1
351	и становится	1	1
352	на первый	1	1
353	к первому	1	1
354	не так	1	1
355	открыл глаза	1	1
356	ведущая роль	1	1
357	всяком случае	1	1
358	которого является	1	1
359	в котором	8	1
360	вторая часть	1	1
361	и животным	1	1
362	в авторском	2	1
363	что я	1	1
364	должны были	2	1
365	рождение и	1	1
366	симпатии между	1	1
367	стало быть	7	1
368	в силу	2	1
369	говорит с	1	1
370	в корне	1	1
371	и наоборот	1	1
372	по себе	2	1
373	даже в	1	1
374	земная жизнь	1	1
375	содержит в	1	1
376	но они	2	1
377	мира не	2	1
378	на котором	1	1
379	у кого	1	1
380	на него	2	1
381	в основе	3	1
382	занимать в	2	1
383	его участников	2	1
384	и автор	1	1
385	это отношение	1	1
386	своей природе	2	1
387	по своей	3	1
388	так например	1	1
389	со своим	1	1
390	связи с	1	1
391	мы бы	1	1
392	в сознании	4	1
393	не принадлежит	2	1
394	сюжет в	1	1
395	не по	1	1
396	что на	2	1
397	может показаться	1	1
398	у нас	1	1
399	от их	1	1
400	начиная с	3	1
401	он и	2	1
402	свобода выбора	1	1
403	есть только	1	1
404	и героев	1	1
405	слове но	1	1
406	характер этой	1	1
407	но одновременно	1	1
408	как с	1	1
409	от которой	1	1
410	году в	1	1
411	и о	1	1
412	от друга	1	1
413	происходит и	1	1
414	здесь не	2	1
415	с сохранением	1	1
416	его произведение	1	1
417	характер и	1	1
418	мысль о	1	1
419	так в	4	1
420	различие между	1	1
421	котором мы	1	1
422	и человеческого	1	1
423	с собой	1	1
424	эпизода из	1	1
425	времени и	7	1
426	не с	3	1
427	в последующих	1	1
428	наук на	1	1
429	об этом	4	1
430	иного порядка	1	1
431	в таком	1	1
432	сферы культуры	1	1
433	другое но	1	1
434	т.п в	1	1
435	и та	1	1
436	достигается не	1	1
437	и что	1	1
438	его жизни	1	1
439	от своего	1	1
440	аналогии с	1	1
441	в смерти	1	1
442	но только	1	1
443	времени в	3	1
444	проникать во	1	1
445	том или	1	1
446	и человечества	1	1
447	и всю	1	1
448	мир и	1	1
449	от них	1	1
450	с нами	1	1
451	природы и	1	1
452	существенную роль	1	1
453	в другой	1	1
454	наконец в	1	1
455	также в	1	1
456	представления о	1	1
457	но она	1	1
458	ряд других	1	1
459	и она	1	1
460	в него	1	1
461	к которому	2	1
462	в двух	1	1
463	мы увидим	1	1
464	во всем	1	1
465	еще и	1	1
466	очень много	1	1
467	и после	1	1
468	который в	2	1
469	между тем	1	1
470	в контексте	1	1
471	себя в	1	1
472	так что	1	1
473	умирающего и	1	1
474	если мы	1	1
475	не обходится	1	1
476	оно в	1	1
477	вторая глава	1	1
478	в виде	1	1
479	во втором	2	1
480	или даже	1	1
481	участие в	1	1
482	его и	1	1
483	роль и	1	1
484	себе в	1	1
485	слова в	2	1
486	от горя	1	1
487	к ним	2	1
488	и бесконечно	1	1
489	ставят на	2	1
490	или ином	1	1
491	которого служит	1	1
492	но эти	1	1
493	и даже	1	1
494	сохраняется здесь	1	1
495	осмысления и	1	1
496	как у	1	1
497	на этот	1	1
498	по своим	3	1
499	и создает	1	1
500	и прежде	1	1
501	к ее	3	1
502	мира это	2	1
503	но о	2	1
504	героя и	3	1
505	обратиться к	2	1
506	выступает в	1	1
507	превращается в	1	1
508	это мир	2	1
509	их смыслу	1	1
510	в рассказе	6	1
511	однако его	1	1
512	однако и	2	1
513	один из	3	1
514	картину мира	3	1
515	о чем	2	1
516	литература в	1	1
517	разных местах	1	1
518	ближе к	1	1
519	присутствие в	1	1
520	к христианскому	1	1
521	именно поэтому	1	1
522	на фоне	2	1
523	но оно	1	1
524	связь с	1	1
525	нет ничего	1	1
526	в частности	13	1
527	и особенно	1	1
528	границы между	2	1
529	второго лица	1	1
530	как это	1	1
531	к себе	1	1
532	или по	1	1
533	умирают в	1	1
534	становится и	1	1
535	автора в	5	1
536	так называемая	1	1
537	которое по	1	1
538	такого рода	16	1
539	детей это	1	1
540	первом случае	1	1
541	в мир	1	1
542	в тот	1	1
543	в остальном	1	1
544	слова и	1	1
545	рассказал о	1	1
546	между прочим	1	1
547	в начале	3	1
548	же самое	1	1
549	ни для	1	1
550	при всем	1	1
551	это уже	1	1
552	его иногда	1	1
553	в следующей	1	1
554	в мировой	1	1
555	аллюзия на	1	1
556	она может	1	1
557	котором он	2	1
558	и слова	1	1
559	в речи	2	1
560	вот теперь	1	1
561	не должен	1	1
562	едином но	1	1
563	по ходу	1	1
564	указывает на	1	1
565	границу между	1	1
566	может и	1	1
567	в период	1	1
568	между ними	1	1
569	на смену	2	1
570	сказать что	1	1
571	дело с	2	1
572	к его	3	1
573	героя в	1	1
574	не что	1	1
575	что ты	1	1
576	из этого	1	1
577	время они	1	1
578	заметить что	1	1
579	в речь	2	1
580	также не	1	1
581	в своих	2	1
582	тайны и	1	1
583	они не	1	1
584	которая не	2	1
