N	2gram	Vinokur_St_3	Russkaja
179	все эти	3	2
180	нельзя считать	1	2
181	и тот	2	2
182	другом случае	1	2
183	во многих	2	2
184	состоит в	4	2
185	не к	1	2
186	чтобы в	2	2
187	на этой	1	2
188	того или	1	2
189	на почве	5	2
190	этот человек	2	2
191	по себе	1	2
192	и тем	4	2
193	этого не	1	2
194	и тогда	2	2
195	нисколько не	1	2
196	в этих	11	2
197	во время	3	2
198	что такое	7	2
199	в котором	5	2
200	место в	6	2
201	собой все	1	2
202	друг другу	1	2
203	и более	3	2
204	том же	1	2
205	для россии	4	2
206	тому что	3	2
207	ясностью и	1	2
208	принадлежат к	1	2
209	для нас	1	2
210	у него	9	2
211	к такому	2	2
212	в области	6	2
213	свое собственное	1	2
214	отличается от	4	2
215	для себя	1	2
216	и о	1	2
217	значительной мере	1	2
218	во главе	1	2
219	ясно что	1	2
220	в порядке	1	2
221	и должно	1	2
222	и что	3	2
223	к нему	4	2
224	это в	4	2
225	отметить что	5	2
226	проявляется в	1	2
227	по этому	3	2
228	так что	11	2
229	уже не	3	2
230	на такой	1	2
231	в начале	4	2
232	является не	1	2
233	но совершенно	1	2
234	не так	3	2
235	ни в	5	2
236	не о	1	2
237	к той	1	2
238	в других	1	2
239	даже и	1	2
240	а с	2	2
241	в некоторых	3	2
242	а не	5	2
243	совершенно очевидно	1	2
244	в частности	1	2
245	так же	1	2
246	в течение	4	2
247	или иного	1	2
248	отношения к	1	2
249	есть и	1	2
250	но это	4	2
251	этом и	1	2
252	но для	1	2
253	если не	1	2
254	в результате	2	2
255	чтобы понять	1	2
256	с ним	1	2
257	отношении к	1	2
258	на это	2	2
259	пути к	1	2
260	ее в	2	2
261	с новыми	1	1
262	должен быть	2	1
263	того же	2	1
264	он может	2	1
265	тех же	1	1
266	к своей	2	1
267	идет о	1	1
268	показать что	1	1
269	не хочет	1	1
270	ту же	1	1
271	свое место	1	1
272	что эти	4	1
273	этому пути	1	1
274	и за	2	1
275	и искать	1	1
276	также и	1	1
277	есть не	1	1
278	своих целях	1	1
279	всему этому	1	1
280	мы не	2	1
281	он считает	2	1
282	не во	1	1
283	ни у	1	1
284	на эти	3	1
285	не была	2	1
286	от своих	1	1
287	ввести в	1	1
288	в сущности	2	1
289	концепций с	1	1
290	событий и	1	1
291	один общий	1	1
292	формы в	2	1
293	с большим	1	1
294	без всякого	2	1
295	если возможно	1	1
296	разумеется не	2	1
297	которую можно	1	1
298	он был	3	1
299	общих рассуждений	1	1
300	не был	2	1
301	но этого	1	1
302	что его	2	1
303	важно отметить	2	1
304	к этому	3	1
305	отказ от	2	1
306	но как	2	1
307	точка зрения	4	1
308	только тогда	2	1
309	в общем	4	1
310	очевидно что	1	1
311	для культуры	1	1
312	и небольшой	1	1
313	из таких	1	1
314	которые не	1	1
315	что хотя	1	1
316	в истории	1	1
317	воплощение в	1	1
318	трудно сказать	1	1
319	в одной	2	1
320	каждая из	3	1
321	по которому	1	1
322	что ее	1	1
323	что касается	7	1
324	когда он	1	1
325	что по	3	1
326	не являются	1	1
327	от этого	1	1
328	отличие этого	1	1
329	еще на	1	1
330	в которой	4	1
331	бы не	1	1
332	другим способом	1	1
333	то и	2	1
334	им в	2	1
335	но на	1	1
336	на его	4	1
337	как оно	1	1
338	этого мало	1	1
339	что когда	1	1
340	смотреть как	1	1
341	тем не	2	1
342	от которого	1	1
343	о которой	2	1
344	они в	1	1
345	же это	1	1
346	этого вопроса	1	1
347	прочим и	1	1
348	пор мы	1	1
349	окрашены в	1	1
350	находит себе	1	1
351	но все	2	1
352	подход к	1	1
353	может создать	2	1
354	тем же	1	1
355	от некоторых	1	1
356	об этом	5	1
357	к другу	1	1
358	всего необходимо	1	1
359	не трудно	1	1
360	а по	2	1
361	то есть	2	1
362	в данной	1	1
363	заключается в	2	1
364	как известную	1	1
365	это не	7	1
366	бы гибель	1	1
367	интересов и	1	1
368	которая как	1	1
369	она стала	1	1
370	обе стороны	1	1
371	чаще всего	1	1
372	остановиться на	1	1
373	в жизни	4	1
374	этого слова	2	1
375	жизни но	2	1
376	нет и	2	1
377	эта должна	1	1
378	такой же	2	1
379	и того	1	1
380	что значит	1	1
381	бы на	1	1
382	отчасти в	1	1
383	нас не	2	1
384	в такой	2	1
385	где мы	1	1
386	и народ	3	1
387	не столько	2	1
388	в которых	2	1
389	нельзя отрицать	1	1
390	эта не	1	1
391	ко всему	1	1
392	по крайней	4	1
393	и эти	1	1
394	вовсе не	2	1
395	даже в	1	1
396	это особенно	2	1
397	если и	2	1
398	не менее	2	1
399	что эта	2	1
400	россии никогда	1	1
401	самого начала	2	1
402	и всегда	2	1
403	дело в	1	1
404	ее с	1	1
405	к новым	1	1
406	на себе	2	1
407	на него	1	1
408	народа к	1	1
409	образом в	1	1
410	говорить что	1	1
411	чтобы стать	1	1
412	идет в	1	1
413	иметь в	1	1
414	это же	1	1
415	он с	1	1
416	только не	1	1
417	для творчества	1	1
418	найти в	2	1
419	казалось бы	1	1
420	возможно и	1	1
421	преимущественно в	1	1
422	в разных	1	1
423	с одним	1	1
424	явление в	1	1
425	к ней	4	1
426	более что	2	1
427	мы подходим	1	1
428	свидетельствуют о	1	1
429	чтобы вся	1	1
430	существуют в	2	1
431	было не	1	1
432	этом отношении	4	1
433	вот в	1	1
434	это два	1	1
435	могущества и	1	1
436	зрения которая	1	1
437	в духе	2	1
438	нет ни	1	1
439	могут быть	2	1
440	для этих	1	1
441	же самое	1	1
442	всего в	4	1
443	по возможности	1	1
444	быть назван	2	1
445	в применении	1	1
446	и это	5	1
447	как мы	2	1
448	с ее	2	1
449	свою очередь	1	1
450	на нем	1	1
451	и говорить	1	1
452	всего этого	1	1
453	в ее	1	1
454	только при	1	1
455	не могло	1	1
456	совершенно ясно	1	1
457	в собственном	1	1
458	важно только	1	1
459	всегда были	1	1
460	своими средствами	1	1
461	с самого	2	1
462	являются лишь	1	1
463	этот тип	2	1
464	до самого	1	1
465	и когда	1	1
466	что у	2	1
467	так и	5	1
468	не за	1	1
469	те же	1	1
470	его жизни	1	1
471	том виде	1	1
472	мы в	1	1
473	точно также	1	1
474	в эпоху	1	1
475	из одного	1	1
476	что отдельные	2	1
477	на европейскую	1	1
478	тем чем	1	1
479	первый и	1	1
480	то они	1	1
481	язык и	1	1
482	одного из	2	1
483	в новую	1	1
484	можно сказать	4	1
485	с другой	5	1
486	должно было	1	1
487	борьба с	2	1
488	на отдельные	1	1
489	от них	2	1
490	крайней мере	4	1
491	что народ	1	1
492	следить за	1	1
493	в русском	2	1
494	дело так	1	1
495	по своей	1	1
496	один из	2	1
497	к правительству	1	1
498	ведет нас	1	1
499	россии что	1	1
500	в обществе	1	1
501	тот или	1	1
502	же он	1	1
503	в сторону	1	1
504	и у	2	1
505	а это	1	1
506	здесь же	1	1
507	а то	2	1
508	и других	2	1
509	он принадлежит	1	1
510	мы знаем	1	1
511	несомненно в	2	1
512	это обстоятельство	1	1
513	и их	1	1
514	в известной	1	1
515	могло бы	1	1
516	свою точку	1	1
517	даже к	1	1
518	подходим к	1	1
519	связано с	5	1
520	невозможно они	1	1
521	следует признать	1	1
522	в очень	1	1
523	с общим	1	1
524	из двух	1	1
525	связан с	3	1
526	а сделать	1	1
527	влияние на	1	1
528	этот взгляд	1	1
529	связаны с	1	1
530	по своим	1	1
531	к которому	3	1
532	еще и	1	1
533	движения в	2	1
534	что не	2	1
535	был в	1	1
536	здесь дело	1	1
537	а за	1	1
538	до конца	3	1
539	не на	2	1
540	однако и	1	1
541	означало бы	1	1
542	с которым	3	1
543	в свете	1	1
544	именно так	1	1
545	в одно	1	1
546	в связи	3	1
547	связь с	4	1
548	в самой	1	1
549	многих случаях	1	1
550	смысле этого	1	1
551	применении к	1	1
552	это его	1	1
553	то к	1	1
554	при ближайшем	1	1
555	из отдельных	1	1
556	в состоянии	1	1
557	быть не	2	1
558	выше вполне	1	1
559	с этой	3	1
560	какие же	1	1
561	и некоторые	1	1
562	между прочим	3	1
563	с элементами	2	1
564	с большой	1	1
565	не является	3	1
566	известной степени	1	1
567	кто они	1	1
568	всего с	1	1
569	при таком	1	1
570	это как	1	1
571	своей собственной	1	1
572	в те	1	1
573	в отдельных	4	1
574	внутренней борьбы	1	1
575	эти попытки	1	1
576	бы в	1	1
577	тем более	3	1
578	и все	1	1
579	можно спорить	1	1
580	политического и	1	1
581	а о	1	1
582	в свою	2	1
583	понимать как	1	1
584	была бы	4	1
585	но можно	1	1
586	время но	1	1
587	что ни	1	1
588	ни на	2	1
589	можно назвать	4	1
590	они не	1	1
