N	2gram	Propp_Russ_1	Literetu
138	в советской	1	2
139	одном из	1	2
140	вплоть до	4	2
141	быть может	1	2
142	и наоборот	1	2
143	нас к	2	2
144	не менее	3	2
145	природа и	1	2
146	от жизни	1	2
147	у нас	8	2
148	следует признать	1	2
149	в своего	1	2
150	для такого	1	2
151	с по	1	2
152	для себя	1	2
153	первой половине	1	2
154	и сам	1	2
155	что у	2	2
156	по этой	1	2
157	не с	3	2
158	во второй	1	2
159	если бы	1	2
160	можно сказать	1	2
161	во втором	1	2
162	что и	7	2
163	во всей	1	2
164	что ему	2	2
165	взывали к	1	2
166	как например	3	2
167	с ними	5	2
168	связи с	4	2
169	к своим	1	2
170	тем что	4	2
171	себя и	2	2
172	что не	1	2
173	с ней	2	2
174	не означает	2	2
175	если не	1	2
176	так же	3	2
177	и потому	2	2
178	к жизни	3	2
179	быть не	1	2
180	один из	8	2
181	по дороге	1	2
182	что в	19	2
183	в каждой	1	2
184	внимание на	1	2
185	же в	1	2
186	в свою	3	2
187	оно не	1	2
188	еще и	1	2
189	в своих	2	2
190	к этому	4	2
191	как известно	2	1
192	и т	10	1
193	на самом	2	1
194	тех же	1	1
195	исходя из	1	1
196	в приведенном	1	1
197	между двумя	2	1
198	из самых	1	1
199	по которым	1	1
200	по преимуществу	1	1
201	и до	2	1
202	каждого кто	1	1
203	оно было	1	1
204	с таким	1	1
205	над ней	1	1
206	и за	1	1
207	по его	1	1
208	мы уже	1	1
209	который в	1	1
210	полагает что	6	1
211	года не	1	1
212	собой как	1	1
213	а некоторая	1	1
214	из своих	1	1
215	тому кто	1	1
216	этом не	1	1
217	это означает	1	1
218	приводят к	1	1
219	говорить о	1	1
220	что иное	2	1
221	три направления	1	1
222	не знают	1	1
223	власть над	1	1
224	кто же	1	1
225	и он	1	1
226	в ней	2	1
227	в xix	10	1
228	он был	2	1
229	иное как	2	1
230	и песни	2	1
231	в чем	1	1
232	и продолжением	1	1
233	как правило	3	1
234	если в	3	1
235	очевидно что	1	1
236	он пишет	1	1
237	не просто	2	1
238	значение имеет	1	1
239	можно приписать	1	1
240	в истории	1	1
241	независимо от	2	1
242	своем дневнике	1	1
243	с этим	2	1
244	и дети	1	1
245	в своем	3	1
246	она как	1	1
247	что касается	1	1
248	перед нами	1	1
249	что по	4	1
250	для которой	1	1
251	говорится в	1	1
252	в этот	10	1
253	с места	1	1
254	в нашем	2	1
255	не оставляет	1	1
256	и и	2	1
257	эти песни	4	1
258	т п	1	1
259	ни одна	1	1
260	уже в	1	1
261	как он	2	1
262	после чего	2	1
263	что эти	1	1
264	века к	1	1
265	тем не	3	1
266	он не	1	1
267	собой не	1	1
268	в силу	2	1
269	рождества и	1	1
270	эта песня	2	1
271	поле и	2	1
272	когда-то как	1	1
273	когда на	2	1
274	прежде чем	1	1
275	не бывает	1	1
276	встречаются и	1	1
277	здесь мы	1	1
278	это образ	1	1
279	значение в	1	1
280	на все	2	1
281	связаны не	1	1
282	обращения к	1	1
283	весь мир	1	1
284	который по	1	1
285	только одно	1	1
286	в них	6	1
287	нет в	1	1
288	говорится о	2	1
289	чем в	2	1
290	на этот	3	1
291	и того	1	1
292	во время	14	1
293	нас не	2	1
294	песен и	3	1
295	во времена	1	1
296	народ и	2	1
297	в их	4	1
298	и цель	1	1
299	не столько	1	1
300	не к	1	1
301	но это	4	1
302	такую же	1	1
303	в россии	4	1
304	что было	1	1
305	и эти	1	1
306	что сам	1	1
307	прибегают к	1	1
308	сам он	1	1
309	тому что	4	1
310	а а	25	1
311	она не	2	1
312	тогда когда	1	1
313	и сама	1	1
314	в самых	1	1
315	не имеет	6	1
316	советской эпохи	1	1
317	слова как	1	1
318	и другими	2	1
319	в труде	1	1
320	и теперь	1	1
321	не по	1	1
322	ему не	1	1
323	начиная с	3	1
324	в общую	1	1
325	и всех	1	1
326	как только	1	1
327	сходство с	2	1
328	его с	4	1
329	ничего общего	2	1
330	поклонение волхвов	1	1
331	приходит к	1	1
332	и о	1	1
333	в виду	1	1
334	свою очередь	2	1
335	при котором	1	1
336	так в	4	1
337	на том	1	1
338	с собой	4	1
339	на заре	1	1
340	было в	1	1
341	имеется в	1	1
342	разного рода	1	1
343	жизнь и	1	1
344	для этого	2	1
345	по мере	1	1
346	г было	1	1
347	в канун	1	1
348	обычно служит	1	1
349	на этой	2	1
350	второй половине	1	1
351	но мы	1	1
352	чтобы вызвать	1	1
353	и который	1	1
354	нас в	1	1
355	нуждается в	1	1
356	них в	2	1
357	в середине	3	1
358	также в	3	1
359	время между	1	1
360	к нему	1	1
361	мое с	1	1
362	производилось в	1	1
363	в двух	1	1
364	день ивана	1	1
365	для современного	1	1
366	будто бы	6	1
367	к их	1	1
368	и действительно	1	1
369	между и	1	1
370	только часть	2	1
371	в эти	4	1
372	так что	2	1
373	есть в	1	1
374	и у	5	1
375	то и	1	1
376	в значении	1	1
377	оно в	1	1
378	в последний	2	1
379	за счет	2	1
380	и других	7	1
381	но совершенно	1	1
382	есть когда	1	1
383	там на	1	1
384	и их	4	1
385	так как	15	1
386	свой народ	2	1
387	у него	2	1
388	случае не	1	1
389	связано с	1	1
390	в каждом	2	1
391	в текстах	1	1
392	только на	3	1
393	не были	2	1
394	не единственное	1	1
395	влияние на	1	1
396	порвали с	1	1
397	сюда же	1	1
398	что они	7	1
399	это все	1	1
400	а с	4	1
401	за руки	1	1
402	что для	1	1
403	обратиться к	1	1
404	только по	2	1
405	не было	2	1
406	с тем	8	1
407	не на	2	1
408	в свете	2	1
409	в руках	1	1
410	в четвертом	1	1
411	возвращаясь к	1	1
412	борьбу и	1	1
413	сближает его	2	1
414	впрочем в	1	1
415	в связи	4	1
416	этой же	1	1
417	некоторые из	1	1
418	подобного рода	1	1
419	в москве	3	1
420	общего с	1	1
421	и самой	1	1
422	их к	2	1
423	целом ряде	1	1
424	песня была	3	1
425	в той	1	1
426	как средство	1	1
427	и было	1	1
428	ли не	1	1
429	что здесь	1	1
430	в первые	2	1
431	с последним	1	1
432	слово для	1	1
433	направления в	2	1
434	все это	6	1
435	будет происходить	1	1
436	слова с	1	1
437	становится ясным	1	1
438	год и	5	1
439	под названием	1	1
440	и более	2	1
441	от имени	1	1
442	себя на	1	1
443	о котором	1	1
444	свидетельствует о	1	1
445	для нас	6	1
446	и все	1	1
447	в этих	3	1
448	например по	1	1
449	для людей	1	1
450	себе и	1	1
451	в общем	1	1
452	в период	1	1
453	какой степени	2	1
454	сказать что	1	1
455	не что	2	1
456	есть и	1	1
457	из своей	1	1
458	и состоит	1	1
459	в таком	1	1
460	ряде других	1	1
461	того времени	1	1
462	можно будет	1	1
463	они не	1	1
