N	2gram	Bakhtin_Pr_5	Hudozhes
285	оно стремится	3	1
286	говорит не	1	1
287	бы быть	1	1
288	места в	2	1
289	карамазов в	1	1
290	входят в	1	1
291	бы в	4	1
292	то я	1	1
293	в свое	1	1
294	на котором	1	1
295	он переживает	1	1
296	в него	3	1
297	составлено не	1	1
298	себя свою	1	1
299	на второй	1	1
300	с внутренним	3	1
301	вместе с	2	1
302	всю жизнь	2	1
303	не друг	1	1
304	с иным	1	1
305	собственный голос	2	1
306	достоевского в	3	1
307	с читателем	1	1
308	говорит о	2	1
309	бы то	3	1
310	перед другим	1	1
311	в каждый	1	1
312	что они	6	1
313	себе от	1	1
314	каждый из	2	1
315	момент в	1	1
316	и пусть	2	1
317	ибо и	2	1
318	достоевского где	1	1
319	начинается с	1	1
320	мнению и	1	1
321	нет в	3	1
322	каждая его	1	1
323	оно является	1	1
324	ни были	1	1
325	здесь и	1	1
326	обращенной к	1	1
327	в любом	1	1
328	и внутреннюю	1	1
329	о своих	1	1
330	связи с	1	1
331	и со	3	1
332	перед ним	1	1
333	крайней мере	1	1
334	своему смыслу	2	1
335	есть не	1	1
336	себя самого	7	1
337	существенный момент	2	1
338	после того	1	1
339	служит для	1	1
340	рядом с	4	1
341	речи рассказчика	1	1
342	героев или	1	1
343	действующие лица	1	1
344	в жизни	2	1
345	незаметно для	1	1
346	ту сторону	1	1
347	герой из	4	1
348	наконец в	4	1
349	вследствие своей	1	1
350	что это	4	1
351	здесь как	1	1
352	ивана карамазова	4	1
353	отнюдь не	1	1
354	боже мой	1	1
355	его можно	1	1
356	действующих лиц	1	1
357	бы ни	1	1
358	это еще	1	1
359	но мы	1	1
360	можно лишь	2	1
361	вступает в	2	1
362	его воли	1	1
363	где ей	1	1
364	в преступлении	1	1
365	свое время	1	1
366	и другие	1	1
367	в конце	5	1
368	я сама	1	1
369	а говорит	1	1
370	так что	5	1
371	и без	4	1
372	в различные	1	1
373	зрение и	1	1
374	то и	1	1
375	от него	6	1
376	в центре	1	1
377	больше и	1	1
378	такого отношения	1	1
379	как впрочем	1	1
380	в третьем	1	1
381	фразы с	1	1
382	другом а	1	1
383	все же	8	1
384	в другой	1	1
385	тот же	4	1
386	от друга	1	1
387	проявляется в	1	1
388	значение в	1	1
389	бы и	2	1
390	жизнь в	1	1
391	для героя	1	1
392	то в	2	1
393	которого он	3	1
394	те же	2	1
395	заключает в	1	1
396	если не	1	1
397	к самому	5	1
398	со всеми	3	1
399	которого герой	1	1
400	что говорит	1	1
401	меня в	2	1
402	образа в	1	1
403	стиля в	2	1
404	собой в	1	1
405	такое же	2	1
406	лишь путем	1	1
407	тем к	1	1
408	всех людей	1	1
409	без этого	1	1
410	чтобы в	1	1
411	с ума	1	1
412	действительной жизни	1	1
413	ее как	3	1
414	не объективно	1	1
415	нуждается в	3	1
416	в строгом	1	1
417	но для	2	1
418	что ж	1	1
419	с совершенно	1	1
420	теперь в	4	1
421	над собою	1	1
422	путь к	1	1
423	но только	3	1
424	с эстетической	1	1
425	при всем	1	1
426	и внутренне	2	1
427	к такому	1	1
428	уст в	2	1
429	здесь мы	1	1
430	реплики и	2	1
431	с этой	2	1
432	себе самом	5	1
433	о мире	8	1
434	что касается	1	1
435	нет на	2	1
436	раз в	2	1
437	в формах	1	1
438	к чему	1	1
439	в таких	1	1
440	а затем	2	1
441	он ни	1	1
442	иной форме	2	1
443	что даже	2	1
444	человек как	1	1
445	строя но	1	1
446	время от	1	1
447	он мог	1	1
448	ли я	4	1
449	по ту	1	1
450	так с	1	1
451	то время	1	1
452	именно эта	1	1
453	этим и	1	1
454	обращения к	1	1
455	и мир	2	1
456	из его	2	1
457	именно потому	2	1
458	во многих	1	1
459	к изучению	1	1
460	оно в	1	1
461	не происходит	1	1
462	к миру	1	1
463	себе самому	18	1
464	такими же	1	1
465	без его	1	1
466	уже по	1	1
467	к чужому	4	1
468	а как	2	1
469	с чужим	2	1
470	на которой	2	1
471	из уст	1	1
472	проникает в	2	1
473	и внутренняя	1	1
474	нас к	1	1
475	косвенной речи	1	1
476	ни одно	1	1
477	в самой	1	1
478	как мы	8	1
479	и слово	8	1
480	и через	1	1
481	с которым	4	1
482	требует от	1	1
483	что его	2	1
484	что не	4	1
485	в статье	1	1
486	над собой	4	1
487	но вы	1	1
488	определяет его	1	1
489	что такое	1	1
490	что из	1	1
491	с такими	1	1
492	то ни	3	1
493	своей полноте	1	1
494	суда над	1	1
495	ведь это	1	1
496	есть как	1	1
497	эта перемена	1	1
498	же точно	1	1
499	и от	3	1
500	в сущности	14	1
501	всему свету	1	1
502	о тебе	1	1
503	с которыми	2	1
504	зависимости от	1	1
505	что достоевский	1	1
506	да и	5	1
507	в отдельных	1	1
508	уклоняется от	1	1
509	в одной	3	1
510	ты и	1	1
511	тому же	3	1
512	один из	1	1
513	в реальной	1	1
514	реальной действительности	1	1
515	же я	2	1
516	приводят к	1	1
517	никогда не	4	1
518	вы как	3	1
519	все это	14	1
520	и даже	5	1
521	исканий и	1	1
522	на мир	1	1
523	сливается с	4	1
524	из виду	1	1
525	же и	4	1
526	вы говорите	1	1
527	его личности	1	1
528	результат тот	1	1
529	помимо его	1	1
530	это было	2	1
531	кто бы	1	1
532	что все	2	1
533	тому как	2	1
534	своему герою	1	1
535	а во-вторых	1	1
536	они ни	1	1
537	в особенности	1	1
538	человека как	2	1
539	и другим	1	1
540	от нас	1	1
541	для этого	2	1
542	условии что	1	1
543	в котором	3	1
544	этого слова	5	1
545	ни было	3	1
546	каким бы	1	1
547	всего только	1	1
548	не говорит	1	1
549	том же	1	1
550	это может	1	1
551	в мир	1	1
552	себе и	7	1
553	в такой	4	1
554	всего романа	2	1
555	этом случае	1	1
556	чтобы не	2	1
557	ему и	1	1
558	чего бы	2	1
559	не для	1	1
560	внутренней жизни	2	1
561	он говорит	1	1
562	не могут	1	1
563	по крайней	1	1
564	тоже не	1	1
565	так он	1	1
566	героя в	5	1
567	точно и	1	1
568	его мысли	2	1
569	у достоевского	12	1
570	и поэтому	1	1
571	в результате	1	1
572	из своего	4	1
573	том или	1	1
574	не просто	2	1
575	в произведениях	2	1
576	глубокий и	1	1
577	к третьему	2	1
578	и определяется	2	1
579	и внешнего	2	1
580	чужими устами	1	1
581	чужому слову	1	1
582	впрочем и	1	1
583	на них	7	1
584	в своих	1	1
585	той же	2	1
586	не средство	1	1
587	быть и	2	1
588	героя не	1	1
589	по своим	1	1
590	по его	1	1
591	еще и	1	1
592	для других	3	1
593	глазами другого	1	1
594	или точнее	1	1
595	всех его	1	1
596	все и	4	1
597	я этого	2	1
598	другим в	1	1
599	героя к	2	1
600	перейдем к	1	1
601	между этими	1	1
602	за ним	2	1
603	я уже	2	1
604	только для	1	1
605	на свой	1	1
606	же в	1	1
607	делает его	1	1
608	границами между	1	1
609	не бывает	1	1
610	всего в	1	1
611	перед собой	1	1
612	эти последние	1	1
613	в каждой	2	1
614	здесь только	1	1
615	которыми он	1	1
616	другом и	1	1
617	главного героя	1	1
618	нечто смешное	1	1
619	и пр	1	1
620	на свое	1	1
621	него не	1	1
622	как я	1	1
623	было бы	3	1
624	всем его	1	1
625	все человеческие	1	1
626	его за	4	1
627	друг от	1	1
628	в груди	1	1
629	одному из	1	1
630	и развитием	1	1
631	все без	1	1
632	стремится к	6	1
633	как будто	4	1
634	в каждом	6	1
635	его я	1	1
636	перед нами	1	1
637	на фоне	1	1
638	на нее	2	1
639	именно это	1	1
640	из них	3	1
641	своей внутренней	1	1
642	еще одна	1	1
643	так как	4	1
644	является непосредственным	1	1
645	но кто	1	1
646	и делает	4	1
647	в уста	1	1
648	характерно что	1	1
649	мысль о	1	1
650	v в	1	1
651	один голос	1	1
652	своей структуре	1	1
653	совершается в	1	1
654	того времени	2	1
655	к одному	3	1
656	могли бы	1	1
657	обращаясь к	1	1
658	с собою	5	1
659	героев и	1	1
660	друг другу	4	1
661	он уже	3	1
662	подобно тому	2	1
663	он и	5	1
664	еще нет	1	1
665	пусть пусть	1	1
666	не появляется	1	1
667	и другого	2	1
668	или ином	1	1
669	согласен с	1	1
