N	2gram	Losev_Dial_1	RusskieA
384	по своей	1	1
385	образа и	2	1
386	и его	1	1
387	же он	2	1
388	так например	1	1
389	изображается как	1	1
390	как будто	1	1
391	этом отношении	2	1
392	не является	3	1
393	ездил на	1	1
394	украшение его	1	1
395	и оно	1	1
396	в духе	1	1
397	таковых а	1	1
398	и всех	3	1
399	как только	2	1
400	сходство с	1	1
401	с полной	1	1
402	наоборот в	1	1
403	исследование имеет	1	1
404	кто же	1	1
405	и производили	1	1
406	например на	1	1
407	оно не	1	1
408	ничего общего	4	1
409	и это	2	1
410	иметь в	3	1
411	и которая	1	1
412	себе в	1	1
413	религия не	1	1
414	достаточное количество	1	1
415	не будет	1	1
416	указывали на	1	1
417	здесь не	1	1
418	говорит и	1	1
419	не могу	4	1
420	в особенности	5	1
421	и этим	1	1
422	идет речь	2	1
423	и совершенно	2	1
424	и когда	1	1
425	то как	3	1
426	что у	1	1
427	так и	9	1
428	себе этот	1	1
429	что также	1	1
430	мог бы	2	1
431	этим в	1	1
432	можно только	2	1
433	могла быть	1	1
434	них есть	2	1
435	основана на	1	1
436	если бы	12	1
437	совершают обряд	1	1
438	и вообще	4	1
439	с ним	6	1
440	хотя это	2	1
441	выводу что	1	1
442	из других	1	1
443	говорят что	1	1
444	можно объяснить	1	1
445	то они	1	1
446	которых нет	1	1
447	можно сказать	6	1
448	в его	3	1
449	есть ряд	1	1
450	в ту	1	1
451	все время	1	1
452	если это	2	1
453	дать в	1	1
454	же можно	2	1
455	быть и	4	1
456	с той	2	1
457	но так	2	1
458	но с	3	1
459	сделать это	1	1
460	к свету	3	1
461	с ними	2	1
462	в зеленое	1	1
463	из дерева	1	1
464	что он	11	1
465	мы увидим	2	1
466	ли он	1	1
467	в какой	1	1
468	но ни	1	1
469	и является	2	1
470	в печи	1	1
471	и так	2	1
472	но ее	1	1
473	всем этом	1	1
474	из которого	1	1
475	же и	2	1
476	можно установить	1	1
477	вопроса о	1	1
478	только на	3	1
479	а это	1	1
480	е не	1	1
481	при помощи	1	1
482	но есть	2	1
483	например к	1	1
484	ни с	6	1
485	мир в	1	1
486	который как	1	1
487	был бы	1	1
488	не так	1	1
489	для него	2	1
490	всяком случае	2	1
491	в конце	4	1
492	какое значение	1	1
493	в состоянии	1	1
494	ее не	1	1
495	к ним	2	1
496	случае не	3	1
497	как при	1	1
498	как раз	4	1
499	не просто	7	1
500	указание на	1	1
501	время как	2	1
502	ней и	1	1
503	и даже	13	1
504	даже не	3	1
505	также на	1	1
506	живой и	2	1
507	имеет и	1	1
508	как у	2	1
509	и чем	1	1
510	этой религии	1	1
511	вообще мы	1	1
512	имеет место	1	1
513	и др	1	1
514	на поверхности	1	1
515	от другого	1	1
516	превращается в	1	1
517	смысла и	1	1
518	зависит от	1	1
519	на весь	1	1
520	а по	1	1
521	и следовательно	2	1
522	которого она	1	1
523	может иметь	3	1
524	или другого	1	1
525	и потому	3	1
526	или по	2	1
527	на какую-то	1	1
528	в москве	1	1
529	во всю	1	1
530	чего можно	1	1
531	связаны в	1	1
532	не дают	1	1
533	на тот	1	1
534	на лошади	1	1
535	он может	1	1
536	а потом	5	1
537	ко всему	2	1
538	те и	1	1
539	равным образом	1	1
540	обряд этот	1	1
541	в современной	2	1
542	и более	4	1
543	и жизнь	1	1
544	и не	30	1
545	при более	1	1
546	на другое	1	1
547	не касается	1	1
548	как более	2	1
549	но это	8	1
550	она будет	1	1
551	в теорию	1	1
552	что касается	2	1
553	и тогда	2	1
554	становится ясным	1	1
555	происходит не	1	1
556	в обрядах	1	1
557	он видел	1	1
558	ли в	1	1
559	она может	1	1
560	навоз и	1	1
561	первую очередь	1	1
562	тот кто	2	1
563	и вызывает	1	1
564	от него	4	1
565	не более	1	1
566	тем более	2	1
567	мы должны	5	1
568	за него	1	1
569	солнца в	1	1
570	не непосредственно	1	1
571	только что	3	1
572	которые в	1	1
573	или не	5	1
574	в мифе	12	1
575	к ее	1	1
576	его к	1	1
577	несмотря на	10	1
578	только с	3	1
579	о своем	2	1
580	сказать что	10	1
581	другой стороны	4	1
582	введением в	1	1
583	и стремлений	1	1
584	не сами	1	1
585	религии и	3	1
586	им не	1	1
587	есть и	5	1
588	то лучше	1	1
589	и становится	1	1
590	и состоит	2	1
591	во всяком	4	1
592	также не	1	1
593	и эта	2	1
594	есть тут	1	1
595	все что	1	1
