N	2gram	Savitsky_P_1	Problemy
167	в результате	1	2
168	о котором	1	2
169	для нас	2	2
170	и жизнь	1	2
171	есть и	1	2
172	к другим	1	2
173	во всяком	1	2
174	они не	1	2
175	я и	3	1
176	и то	1	1
177	и сгинет	1	1
178	и есть	2	1
179	по преимуществу	1	1
180	собственном смысле	1	1
181	из всех	1	1
182	к народу	1	1
183	сравнению с	1	1
184	этом не	1	1
185	ослабевает и	1	1
186	не вполне	1	1
187	в некотором	1	1
188	начала в	1	1
189	подчеркнуть что	1	1
190	в ней	6	1
191	в xix	2	1
192	литературы и	1	1
193	время в	2	1
194	это имеет	1	1
195	вполне и	1	1
196	различия между	1	1
197	но как	1	1
198	и необходимы	1	1
199	к сожалению	1	1
200	в собственном	1	1
201	под его	1	1
202	как к	1	1
203	могли бы	1	1
204	выражены в	1	1
205	не решают	1	1
206	духа и	2	1
207	с определенной	1	1
208	необходимы и	1	1
209	что это	1	1
210	есть для	1	1
211	решают вопроса	1	1
212	однако же	1	1
213	во многих	1	1
214	xviii и	1	1
215	в наших	1	1
216	и если	4	1
217	в ее	2	1
218	к миру	1	1
219	и еще	1	1
220	в силу	2	1
221	и вот	2	1
222	ни были	1	1
223	ней не	2	1
224	одно и	1	1
225	от нее	1	1
226	глубоко в	1	1
227	что все	1	1
228	они составляют	1	1
229	ними как	1	1
230	на этой	1	1
231	его в	1	1
232	и иных	1	1
233	и мы	2	1
234	та совокупность	1	1
235	в них	2	1
236	и уже	1	1
237	мы знаем	1	1
238	что если	1	1
239	это ощущение	1	1
240	по сравнению	2	1
241	место в	1	1
242	не столько	2	1
243	не произведения	1	1
244	на каждого	1	1
245	не будем	2	1
246	друг другу	2	1
247	что было	1	1
248	тем самым	3	1
249	словах в	1	1
250	и вся	1	1
251	и очень	1	1
252	к пределу	1	1
253	или что	1	1
254	есть прежде	1	1
255	тогда когда	1	1
256	и притом	1	1
257	нем в	1	1
258	и всегда	1	1
259	пространство в	1	1
260	и без	3	1
261	а имеют	1	1
262	xix веке	2	1
263	в области	11	1
264	есть у	1	1
265	и петербург	1	1
266	быть различной	1	1
267	нисколько не	1	1
268	и другим	1	1
269	все еще	1	1
270	что при	1	1
271	а затем	1	1
272	того чтобы	1	1
273	с разных	1	1
274	оказаться в	1	1
275	идет речь	1	1
276	стремиться к	1	1
277	на нее	1	1
278	не с	1	1
279	еще в	1	1
280	является в	2	1
281	в эпоху	1	1
282	стремление к	1	1
283	вопроса и	1	1
284	но несколько	1	1
285	но к	2	1
286	могут дать	1	1
287	в сфере	2	1
288	может не	1	1
289	в значительной	2	1
290	это сделать	1	1
291	смысле не	1	1
292	увидеть и	1	1
293	перед тем	1	1
294	ценности в	2	1
295	существенно и	1	1
296	мы видим	1	1
297	и критика	1	1
298	действие в	1	1
299	в какой	1	1
300	теперь в	2	1
301	с одной	3	1
302	именно на	1	1
303	в эти	1	1
304	человека с	1	1
305	переходит в	1	1
306	это значение	1	1
307	и знать	1	1
308	всяком случае	1	1
309	не о	2	1
310	вообще можно	1	1
311	в последние	2	1
312	из двух	1	1
313	нужно было	2	1
314	одной стороны	3	1
315	со стороны	2	1
316	он живет	1	1
317	именно в	2	1
318	сочетаются с	1	1
319	только один	1	1
320	было и	1	1
321	а с	1	1
322	что не	1	1
323	в живом	1	1
324	отношения в	1	1
325	различных формах	1	1
326	не исключает	1	1
327	но есть	1	1
328	в явлении	1	1
329	как ни	1	1
330	следовательно к	1	1
331	ни на	1	1
332	люди и	1	1
333	и особенно	1	1
334	и потому	4	1
335	вдали от	1	1
336	слова о	1	1
337	в мир	1	1
338	и судьбы	1	1
339	в это	1	1
340	исключает всякую	1	1
341	с двух	1	1
342	нет ничего	1	1
343	русского капитализма	1	1
344	к этой	1	1
345	бы оно	1	1
346	не есть	1	1
347	речь но	1	1
348	отношением к	1	1
349	и внутренне	1	1
350	они как	1	1
351	в частности	2	1
352	по одному	1	1
353	одновременно и	1	1
354	жизнь которую	2	1
355	не верить	1	1
356	ли они	1	1
357	а я	5	1
358	это в	1	1
359	который не	1	1
360	как на	2	1
