N	2gram	Vinokur_Vv_1	Tvorches
164	по крайней	4	2
165	т п	5	2
166	однако в	3	2
167	одна из	2	2
168	иными словами	1	2
169	которого он	1	2
170	в духе	1	2
171	могут быть	4	2
172	к тому	4	2
173	в с	1	2
174	в жизни	1	2
175	в виду	4	2
176	данном случае	5	2
177	в в	3	2
178	с каким	1	2
179	в себя	1	2
180	во главе	1	2
181	на том	3	2
182	так и	1	2
183	здесь нет	4	2
184	об этом	5	2
185	еще в	1	2
186	во второй	3	2
187	можно сказать	3	2
188	и та	1	2
189	настоящее время	1	2
190	и будет	1	2
191	одного из	1	2
192	что его	1	2
193	что и	3	2
194	во всей	1	2
195	крайней мере	4	2
196	в литературе	1	2
197	значит что	1	2
198	тот же	1	2
199	в качестве	7	2
200	так что	5	2
201	и у	1	2
202	от других	2	2
203	при помощи	2	2
204	из них	3	2
205	не означает	1	2
206	мы находим	1	2
207	второй части	1	2
208	только на	3	2
209	именно в	8	2
210	своего собственного	1	2
211	что не	5	2
212	до конца	3	2
213	зависит от	3	2
214	и далее	2	2
215	главе с	1	2
216	мира в	1	2
217	все более	3	2
218	в частности	3	2
219	вместе с	6	2
220	русской литературы	1	2
221	надо было	2	2
222	еще более	1	2
223	в первой	1	2
224	отношениями между	1	2
225	время не	1	2
226	мира у	1	2
227	не мог	2	2
228	в одно	1	2
229	для этой	1	2
230	или в	1	2
231	из себя	1	2
232	вопросы философии	1	2
233	только что	4	2
234	сказать что	5	2
235	одновременно и	1	2
236	себе не	1	2
237	вся история	1	2
238	к этому	3	2
239	точно так	2	2
240	гораздо более	3	2
241	от этой	1	1
242	эта идея	1	1
243	же как	3	1
244	чтобы не	1	1
245	связана с	4	1
246	с исторической	1	1
247	этом пункте	1	1
248	и есть	3	1
249	очень много	1	1
250	на историю	3	1
251	из самых	1	1
252	и до	2	1
253	выражается в	1	1
254	оно было	1	1
255	от которых	2	1
256	был и	1	1
257	также и	16	1
258	мы уже	1	1
259	мы имеем	3	1
260	развития человечества	1	1
261	человеческой природы	1	1
262	что если	2	1
263	в сущности	3	1
264	говорить о	3	1
265	что иное	4	1
266	в полной	1	1
267	то это	3	1
268	что можно	2	1
269	разобраться в	1	1
270	дана нам	2	1
271	большей частью	1	1
272	в xix	1	1
273	вопрос об	1	1
274	одно из	5	1
275	еще не	4	1
276	по этому	2	1
277	историю человечества	1	1
278	он был	1	1
279	между собой	1	1
280	в а	1	1
281	иное как	5	1
282	науки с	3	1
283	нам представляется	1	1
284	бы то	1	1
285	этой почве	2	1
286	как один	1	1
287	во всех	2	1
288	в создании	2	1
289	иного рода	1	1
290	совсем не	3	1
291	видит в	4	1
292	наряду с	2	1
293	литературы с	2	1
294	к слову	1	1
295	по отношению	4	1
296	а и	1	1
297	газетной хроники	1	1
298	тогда как	2	1
299	что так	1	1
300	их достоинства	1	1
301	в поисках	1	1
302	из возможных	1	1
303	в истории	9	1
304	выясняется что	1	1
305	эта связь	1	1
306	государства и	2	1
307	с этим	2	1
308	о жизни	1	1
309	кроме того	1	1
310	как уже	2	1
311	что по	1	1
312	это тоже	1	1
313	его к	2	1
314	и к	1	1
315	в действительности	1	1
316	искусство и	2	1
317	в этот	2	1
318	или иную	1	1
319	за собой	3	1
320	для которого	1	1
321	бы и	2	1
322	что это	3	1
323	все эти	3	1
324	его содержания	1	1
325	многое в	1	1
326	учение о	2	1
327	в известном	3	1
328	человеке и	1	1
329	говорят о	1	1
330	имеем в	1	1
331	тому же	1	1
332	и те	2	1
333	претендовать на	1	1
334	если он	1	1
335	вследствие этого	1	1
336	больше всего	1	1
337	в статье	1	1
338	да и	4	1
339	т д	37	1
340	идет от	1	1
341	перестает быть	1	1
342	не значит	1	1
343	не к	2	1
344	собой не	1	1
345	и вот	3	1
346	на этом	3	1
347	его можно	2	1
348	заключает в	1	1
349	в основу	2	1
350	которого был	1	1
351	подход к	1	1
352	то ни	1	1
353	он обладал	1	1
354	значение в	2	1
355	им как	1	1
356	же касается	2	1
357	традиции и	4	1
358	на этой	3	1
359	к превращению	1	1
360	читать и	2	1
361	его в	6	1
362	это было	1	1
363	заключается в	4	1
364	которого не	1	1
365	случае гораздо	1	1
366	было бы	5	1
367	то все	1	1
368	лишь на	1	1
369	нам по	1	1
370	более широком	1	1
371	для них	1	1
372	в них	4	1
373	о которых	2	1
374	все равно	1	1
375	их для	1	1
376	показывает что	1	1
377	с этой	4	1
378	с тем	6	1
379	эту тему	1	1
380	и уже	3	1
381	нельзя признать	2	1
382	он и	2	1
383	чем в	3	1
384	можно считать	1	1
385	духовной жизни	3	1
386	и прямо	1	1
387	о которой	2	1
388	одного и	2	1
389	в спальню	1	1
390	можно только	2	1
391	что такое	10	1
392	и ее	4	1
393	к истории	6	1
394	же это	2	1
395	но текст	1	1
396	но которые	1	1
397	к предмету	1	1
398	как указывает	1	1
399	не от	1	1
400	для друга	1	1
401	от себя	3	1
402	не самый	1	1
403	сам же	2	1
404	может вызвать	1	1
405	подлинный смысл	1	1
406	оба они	1	1
407	в прямом	2	1
408	и более	1	1
409	том же	2	1
410	что этот	1	1
411	по себе	9	1
412	имел в	1	1
413	в историческом	1	1
414	тому что	2	1
415	европейской культуры	1	1
416	рима в	1	1
417	этой области	3	1
418	истории по	1	1
419	в атмосфере	1	1
420	какие бы	1	1
421	в отношении	2	1
422	а от	1	1
423	в таких	1	1
424	что с	3	1
425	в возможности	1	1
426	не имеет	4	1
427	ее с	1	1
428	к этим	1	1
429	и имеет	1	1
430	даже как	1	1
431	это еще	2	1
432	до своего	1	1
433	существует также	1	1
434	нельзя не	4	1
435	казалось бы	2	1
436	преимущественно в	2	1
437	не вполне	4	1
438	что сами	1	1
439	в самой	1	1
440	и способы	1	1
441	эта традиция	2	1
442	так смотрят	1	1
443	на практике	1	1
444	в русском	1	1
445	как она	4	1
446	и чувства	1	1
447	до того	2	1
448	если нельзя	1	1
449	входят в	1	1
450	только с	3	1
451	в области	4	1
452	ли это	1	1
453	у нас	2	1
454	он вполне	1	1
455	среди них	1	1
456	уже о	1	1
457	не одно	1	1
458	не могут	5	1
459	но все	3	1
460	мы по	1	1
461	стремлением к	1	1
462	по возможности	3	1
463	что оно	2	1
464	что на	1	1
465	не есть	4	1
466	оно не	1	1
467	если же	2	1
468	их стремление	1	1
469	и это	6	1
470	вкус к	1	1
471	и о	1	1
472	в конце	3	1
473	он вовсе	1	1
474	свою очередь	1	1
475	внимание на	4	1
476	меня в	1	1
477	в ее	11	1
478	другой стороны	5	1
479	в собственном	2	1
480	человеческой истории	1	1
481	реальной действительности	1	1
482	только то	1	1
483	культуры и	1	1
484	прямом смысле	2	1
485	друг для	1	1
486	что у	1	1
487	что может	3	1
488	имеет тот	1	1
489	участия в	1	1
490	русского литературного	1	1
491	жизнь и	1	1
492	не лучше	1	1
493	отказе от	1	1
494	в эпоху	1	1
495	которая в	1	1
496	по мере	4	1
497	к языку	1	1
498	нас и	1	1
499	в глубине	1	1
500	составляет один	1	1
501	и должно	1	1
502	никак не	1	1
503	и что	4	1
504	вопросу о	2	1
505	связь между	4	1
506	которая сама	1	1
507	к нему	2	1
508	том или	1	1
509	между тем	8	1
510	не чувствует	1	1
511	при исследовании	1	1
512	автор как	1	1
513	нуждается в	2	1
514	язык в	1	1
515	вообще и	3	1
516	все время	1	1
517	и самые	1	1
518	известном смысле	3	1
519	в ряде	2	1
520	как он	6	1
521	с ними	1	1
522	цивилизации в	1	1
523	до уровня	1	1
524	писать о	1	1
525	по времени	2	1
526	должен был	4	1
527	всех его	1	1
528	содержания от	1	1
529	знаем из	1	1
530	с одной	4	1
531	вся эта	1	1
532	человека к	1	1
533	себя в	2	1
534	с какой	1	1
535	не знать	1	1
536	но с	4	1
537	а это	1	1
538	слова не	1	1
539	и обратно	4	1
540	был прав	1	1
541	его и	1	1
542	ту или	1	1
543	мы знаем	1	1
544	к мысли	1	1
545	ведь это	1	1
546	в одном	4	1
547	и со	1	1
548	и отдельными	2	1
549	ее не	1	1
550	к ним	1	1
551	а через	1	1
552	но что	3	1
553	и конечной	1	1
554	заметить что	1	1
555	тем что	6	1
556	само собой	2	1
557	даже и	3	1
558	науки в	4	1
559	представляют собой	6	1
560	не было	1	1
561	древнерусской литературы	1	1
562	совершенно иного	1	1
563	и из	1	1
564	до сих	5	1
565	к которому	1	1
566	с той	1	1
567	для этого	3	1
568	наконец в	1	1
569	всей русской	1	1
570	превращается в	1	1
571	самом же	1	1
572	одной стороны	4	1
573	связи с	3	1
574	он только	1	1
575	на этот	4	1
576	а наоборот	1	1
577	такие же	1	1
578	в картине	1	1
579	не на	1	1
580	есть лишь	2	1
581	это у	1	1
582	жизнь в	1	1
583	в руках	1	1
584	так называемой	3	1
585	а так	2	1
586	о чем	4	1
587	и я	1	1
588	его собственной	1	1
589	его характер	1	1
590	виде в	2	1
591	с помощью	1	1
592	отдельные стороны	1	1
593	него в	2	1
594	бы ее	2	1
595	как это	5	1
596	о возможности	1	1
597	по своему	5	1
598	в изображении	1	1
599	в область	1	1
600	а если	2	1
601	есть только	2	1
602	становится все	1	1
603	это есть	2	1
604	что же	3	1
605	находятся в	2	1
606	это значит	1	1
607	критики и	2	1
608	материал для	3	1
609	слова и	1	1
610	в отказе	1	1
611	знать все	3	1
612	времени вполне	1	1
613	сих пор	5	1
614	отличается от	1	1
615	это выражение	1	1
616	же самое	2	1
617	и тогда	3	1
618	как раз	4	1
619	и сам	2	1
620	в более	2	1
621	и часто	1	1
622	искусства как	1	1
623	в связи	2	1
624	в точном	1	1
625	он по	1	1
626	еще раз	1	1
627	в настоящее	1	1
628	во время	1	1
629	был знать	1	1
630	значило бы	1	1
631	себе что	3	1
632	тем более	2	1
633	чтобы его	1	1
634	конце концов	2	1
635	мы должны	1	1
636	в интересах	3	1
637	ни было	1	1
638	же в	1	1
639	хотя в	2	1
640	отразилась в	1	1
641	сверх того	1	1
642	давно уже	1	1
643	отношении к	2	1
644	может и	1	1
645	мог не	1	1
646	этот вопрос	4	1
647	только как	6	1
648	и внутренне	1	1
649	природе и	2	1
650	жизни а	1	1
651	автора в	1	1
652	не что	4	1
653	отношению к	4	1
654	ко всему	1	1
655	т е	38	1
656	собой разумеющимся	1	1
657	в какой	4	1
