N	2gram	Vygotskiy__1	KFilosof
205	в области	3	2
206	и именно	1	2
207	выход из	1	2
208	бы он	2	2
209	той или	1	2
210	оно не	1	2
211	чтобы стать	1	2
212	чтобы быть	1	2
213	во главе	1	2
214	всей своей	1	2
215	говорить о	2	2
216	котором мы	1	2
217	постольку поскольку	1	2
218	в контекст	2	2
219	может не	3	2
220	и та	1	2
221	мысль не	2	2
222	и просто	1	2
223	единства и	1	2
224	в ту	2	2
225	может иметь	1	2
226	мышление и	3	2
227	мысль и	3	2
228	что только	1	2
229	что он	7	2
230	а с	4	2
231	всех его	1	2
232	именно на	1	2
233	со всеми	2	2
234	в качестве	9	2
235	а это	1	2
236	и других	3	2
237	лишь постольку	1	2
238	процесс и	1	2
239	слова в	1	2
240	или иной	1	2
241	для этого	5	2
242	прежде всего	10	2
243	в соответствии	1	2
244	если не	3	2
245	факт может	1	2
246	и потому	2	2
247	его на	2	2
248	в это	1	2
249	этого слова	4	2
250	действительное единство	1	2
251	оба этих	1	2
252	все остальные	4	2
253	но для	1	2
254	которой он	1	2
255	человек и	1	2
256	ни к	1	2
257	потому что	6	2
258	отношении к	1	2
259	его к	1	2
260	но этот	2	2
261	к этому	4	2
262	смысле слова	3	1
263	ту же	1	1
264	единицы и	1	1
265	также и	1	1
266	человека и	3	1
267	функции в	4	1
268	в стороне	2	1
269	бы для	1	1
270	показать что	2	1
271	и до	2	1
272	что эти	2	1
273	не имеют	1	1
274	действительности и	1	1
275	мышления но	4	1
276	в зависимости	2	1
277	отношения к	3	1
278	мы уже	1	1
279	той же	2	1
280	его не	3	1
281	из всех	2	1
282	что между	2	1
283	бы что	2	1
284	время от	1	1
285	и функция	1	1
286	науки и	1	1
287	именно к	1	1
288	он как	2	1
289	его только	1	1
290	оба эти	3	1
291	все теоретическое	1	1
292	совпадает с	1	1
293	само слово	2	1
294	эта функция	1	1
295	психологического познания	1	1
296	и ее	7	1
297	выхода в	1	1
298	и говорить	1	1
299	стороны его	1	1
300	это различение	1	1
301	освобождения от	1	1
302	мысли и	6	1
303	столь же	6	1
304	оно ни	1	1
305	в различных	1	1
306	связи между	3	1
307	как таковая	2	1
308	в нашем	2	1
309	как если	2	1
310	мы будем	1	1
311	является вовсе	2	1
312	его построения	2	1
313	само это	1	1
314	и будет	1	1
315	не просто	1	1
316	действительности а	1	1
317	этого единства	1	1
318	в истории	1	1
319	с этим	6	1
320	от до	4	1
321	оторванное от	1	1
322	нам остается	1	1
323	что ее	1	1
324	хотя и	2	1
325	отдельному предмету	1	1
326	и наконец	2	1
327	и к	4	1
328	в непосредственной	1	1
329	в действительности	1	1
330	с определенной	1	1
331	целому и	2	1
332	в первом	2	1
333	или иную	1	1
334	за собой	2	1
335	в самом	7	1
336	в которой	3	1
337	положение этого	1	1
338	впервые возможным	1	1
339	другого как	2	1
340	в известном	2	1
341	ее как	1	1
342	в мышлении	1	1
343	научных и	1	1
344	на то	5	1
345	на его	1	1
346	с чем	1	1
347	к выводу	4	1
348	что она	4	1
349	главным образом	2	1
350	по самому	1	1
351	всех остальных	3	1
352	зрения той	1	1
353	все другие	2	1
354	а скорее	2	1
355	она становится	1	1
356	перестает быть	1	1
357	и логическое	1	1
358	не к	2	1
359	образом и	3	1
360	и утверждается	1	1
361	отношений между	4	1
362	оно должно	1	1
363	содержит в	1	1
364	их в	4	1
365	его от	1	1
366	оторванный от	3	1
367	на этом	2	1
368	будем говорить	1	1
369	значительной степени	2	1
370	том же	2	1
371	а затем	5	1
372	об этом	3	1
373	что мне	1	1
374	и с	9	1
375	здесь то	1	1
376	бы постоянно	1	1
377	тремя специальными	1	1
378	как таковому	2	1
379	должен был	1	1
380	делает его	1	1
381	между отдельными	3	1
382	кризис в	1	1
383	который по	2	1
384	бы совершенно	1	1
385	это положение	4	1
386	нашего исследования	8	1
387	несмотря на	2	1
388	возникнуть и	1	1
389	такой же	3	1
390	в один	2	1
391	не мог	1	1
392	в этих	2	1
393	как единство	3	1
394	от своего	1	1
395	лежат в	1	1
396	переживания как	1	1
397	он должен	2	1
398	и подчиняется	1	1
399	всяком случае	3	1
400	от времени	1	1
401	понятий и	4	1
402	является еще	1	1
403	значение для	1	1
404	моментом не	1	1
405	является только	1	1
406	совершенно иначе	1	1
407	исключительно на	1	1
408	абстрактному мышлению	1	1
409	относит и	1	1
410	новое и	1	1
411	приспособиться к	1	1
412	действием и	1	1
413	уже приведенным	1	1
414	человека но	1	1
415	сознании в	1	1
416	в отношении	10	1
417	мы поэтому	1	1
418	она не	3	1
419	как о	1	1
420	мысли в	5	1
421	мышление в	4	1
422	его делает	1	1
423	к такому	1	1
424	этого конечно	1	1
425	не могло	3	1
426	для всего	1	1
427	это с	1	1
428	только не	1	1
429	следовательно и	1	1
430	которые могут	1	1
431	он пытается	1	1
432	поскольку оно	1	1
433	находятся в	1	1
434	между прочим	1	1
435	этих последних	1	1
436	более что	1	1
437	по своей	5	1
438	самому своему	1	1
439	за исключением	1	1
440	вместо того	2	1
441	и мысли	2	1
442	к этим	2	1
443	не является	9	1
444	поведения но	1	1
445	факта что	3	1
446	сделать в	1	1
447	только от	1	1
448	именно оно	1	1
449	представляется нам	1	1
450	во все	1	1
451	зависимости от	2	1
452	отличается от	1	1
453	всего в	2	1
454	этой книги	1	1
455	к тому	4	1
456	установить между	1	1
457	это содержание	1	1
458	целом в	2	1
459	игра в	1	1
460	развития оно	1	1
461	чтобы охватить	1	1
462	если мы	2	1
463	зрения теоретической	1	1
464	с ее	1	1
465	что все	4	1
466	как не	1	1
467	свою очередь	3	1
468	стороне и	1	1
469	истории философии	1	1
470	и от	3	1
471	его они	1	1
472	можно сделать	1	1
473	но мы	1	1
474	она только	1	1
475	приводит к	4	1
476	как с	1	1
477	что может	5	1
478	с собой	2	1
479	не с	2	1
480	живет в	1	1
481	мы только	2	1
482	как таковую	1	1
483	основных линий	1	1
484	может возникнуть	1	1
485	точки для	1	1
486	существенно не	2	1
487	поэтому в	2	1
488	приводит его	1	1
489	и даже	2	1
490	остановимся на	1	1
491	но эту	1	1
492	единство сознания	2	1
493	действительность и	2	1
494	находится в	1	1
495	только так	1	1
496	на все	3	1
497	и превращает	1	1
498	но к	1	1
499	нашей работы	8	1
500	к теоретическому	3	1
501	делает возможным	1	1
502	к действительности	5	1
503	можно сказать	5	1
504	в значительной	2	1
505	совершенно другому	1	1
506	в конечном	1	1
507	это факт	1	1
508	связь между	6	1
509	и смысловой	1	1
510	которой мы	1	1
511	от них	2	1
512	когда оно	1	1
513	но нет	1	1
514	нуждается в	2	1
515	полагать что	1	1
516	вообще и	1	1
517	если это	2	1
518	в жизнь	2	1
519	значит что	1	1
520	известном смысле	2	1
521	один из	2	1
522	содержится в	2	1
523	но с	1	1
524	могу согласиться	1	1
525	мы видим	4	1
526	одной из	1	1
527	в какой	5	1
528	не само	1	1
529	и этих	1	1
530	же на	1	1
531	его принципы	1	1
532	не можем	1	1
533	желания и	1	1
534	употребляемый в	1	1
535	только тогда	2	1
536	еще одной	1	1
537	а то	1	1
538	он стремится	1	1
539	конечном счете	1	1
540	и вопрос	1	1
541	ту или	2	1
542	одно из	2	1
543	себе в	1	1
544	остается чисто	1	1
545	факта его	2	1
546	смысле этого	3	1
547	так как	7	1
548	может служить	1	1
549	мы можем	6	1
550	к человеку	1	1
551	само по	1	1
552	и никогда	1	1
553	другом в	2	1
554	как раз	4	1
555	с действительностью	4	1
556	для решения	1	1
557	может присоединиться	1	1
558	предмету но	1	1
559	именно как	1	1
560	факта для	1	1
561	к совершенно	1	1
562	живой жизни	1	1
563	и из	1	1
564	этом пути	1	1
565	на ее	2	1
566	до этого	1	1
567	а именно	1	1
568	во второй	1	1
569	по всей	2	1
570	и др	1	1
571	не нужна	1	1
572	противоречие между	1	1
573	своей функции	1	1
574	превращается в	3	1
575	по направлению	1	1
576	она является	1	1
577	ничем не	1	1
578	зависит от	1	1
579	своей структуре	2	1
580	пр и	1	1
581	что мы	5	1
582	это дело	1	1
583	факта но	1	1
584	стороны в	1	1
585	мышлением и	3	1
586	связь с	1	1
587	нашей мысли	1	1
588	вместе с	9	1
589	к его	2	1
590	часть нашего	1	1
591	мы говорим	1	1
592	конкретное многообразие	1	1
593	что именно	3	1
594	всей полноте	1	1
595	из которых	3	1
596	можно быть	1	1
597	еще на	3	1
598	ли его	1	1
599	месте и	2	1
600	но сам	1	1
601	когда мы	1	1
602	в первой	1	1
603	оставить в	2	1
604	это значит	1	1
605	и менее	1	1
606	лежит в	2	1
607	этого факта	3	1
608	слова и	5	1
609	как из	1	1
610	только для	3	1
611	о его	1	1
612	влечет за	2	1
613	как индивидуальная	1	1
614	как таковой	2	1
615	и таким	2	1
616	же самое	3	1
617	сознания это	1	1
618	он принципиально	1	1
619	мысли но	2	1
620	не сумел	1	1
621	остается в	1	1
622	должны быть	1	1
623	нечто подобное	2	1
624	сознании и	1	1
625	она должна	4	1
626	сведено к	2	1
627	живет и	1	1
628	и сама	1	1
629	к пониманию	2	1
630	ее содержания	1	1
631	не существует	1	1
632	что делает	1	1
633	или в	1	1
634	мы пытаемся	1	1
635	а к	1	1
636	когда он	2	1
637	больше и	1	1
638	представление что	1	1
639	в эту	1	1
640	мышления она	1	1
641	с действительно	3	1
642	другими и	1	1
643	мы должны	5	1
644	мысль в	1	1
645	только что	4	1
646	о примате	1	1
647	между ними	2	1
648	с ней	2	1
649	поэтому мы	1	1
650	себя уже	1	1
651	к единству	4	1
652	современный кризис	1	1
653	включает в	1	1
654	но эти	1	1
655	ее в	2	1
656	человека одной	1	1
657	по поводу	1	1
658	это в	1	1
659	это понятие	2	1
660	который не	1	1
661	гораздо более	1	1
662	во всяком	3	1
663	все что	1	1
