N	2gram	Vinokur_Vv_1	Tvorches
116	и др	2	3
117	что не	5	3
118	называет себя	1	3
119	превращается в	1	3
120	в свете	1	3
121	вместе с	6	3
122	в область	1	3
123	с этой	4	3
124	сих пор	5	3
125	один из	6	3
126	но зато	2	3
127	по самой	2	3
128	одной из	3	3
129	д в	2	3
130	в своих	2	3
131	к этому	3	3
132	самом деле	6	2
133	от этой	1	2
134	и есть	3	2
135	говорить о	3	2
136	этот факт	1	2
137	в xix	1	2
138	в ее	11	2
139	нет и	1	2
140	так что	5	2
141	в истории	9	2
142	в этот	2	2
143	для которого	1	2
144	в которой	1	2
145	т п	5	2
146	тому же	1	2
147	во многих	1	2
148	но ведь	4	2
149	так сказать	1	2
150	идей и	1	2
151	в статье	1	2
152	по словам	1	2
153	том же	2	2
154	говорил что	1	2
155	при помощи	2	2
156	известно что	1	2
157	не выдерживает	1	2
158	в такой	1	2
159	не столько	2	2
160	в отличие	3	2
161	точку зрения	1	2
162	влечет за	2	2
163	не могли	2	2
164	что этот	1	2
165	так он	1	2
166	не менее	8	2
167	как о	4	2
168	другой стороны	5	2
169	с полным	1	2
170	что на	1	2
171	у нас	2	2
172	и далее	2	2
173	могут быть	4	2
174	сомнений что	1	2
175	что идея	1	2
176	и многое	1	2
177	известной мере	2	2
178	познания и	2	2
179	и что	4	2
180	что его	1	2
181	нет сомнений	2	2
182	крайней мере	4	2
183	всяком случае	3	2
184	все время	1	2
185	в литературе	1	2
186	к которому	1	2
187	д и	1	2
188	с ними	1	2
189	только в	13	2
190	в стороне	1	2
191	и ее	4	2
192	не мешает	1	2
193	себя в	2	2
194	человеческой личности	1	2
195	и у	1	2
196	уже в	5	2
197	в виде	4	2
198	или даже	1	2
199	и других	3	2
200	из них	3	2
201	его и	1	2
202	в одном	4	2
203	вовсе не	6	2
204	давно уже	1	2
205	может служить	3	2
206	только с	3	2
207	отличие от	3	2
208	рядом с	2	2
209	с другой	8	2
210	не было	1	2
211	на этот	4	2
212	не означает	1	2
213	зависит от	3	2
214	по крайней	4	2
215	в произведениях	1	2
216	и вообще	3	2
217	н к	1	2
218	в частности	3	2
219	в россии	1	2
220	о человеке	1	2
221	в первой	1	2
222	человеческой культуры	2	2
223	критики и	2	2
224	него в	2	2
225	и тогда	3	2
226	более того	1	2
227	это уже	1	2
228	в руки	6	2
229	ни к	2	2
230	с другими	1	2
231	но если	3	2
232	и без	2	2
233	уже после	3	2
234	во всяком	3	2
235	вряд ли	2	1
236	можно говорить	1	1
237	речь идет	2	1
238	по адресу	1	1
239	связана с	4	1
240	не остается	1	1
241	а между	1	1
242	только потому	1	1
243	и должно	1	1
244	это и	1	1
245	мы говорим	2	1
246	в первом	5	1
247	из его	2	1
248	видеть в	1	1
249	объясняется и	1	1
250	действительности и	1	1
251	и за	1	1
252	приходит к	1	1
253	мы уже	1	1
254	той же	4	1
255	бы уже	1	1
256	из всего	1	1
257	самое же	2	1
258	развития человечества	1	1
259	и современной	1	1
260	что если	2	1
261	что уже	3	1
262	не была	1	1
263	не вполне	4	1
264	это сказывается	1	1
265	то это	3	1
266	свою очередь	1	1
267	литературы и	1	1
268	он был	1	1
269	латинской пословице	1	1
270	между собой	1	1
271	быть в	4	1
272	к целому	1	1
273	действительно все	1	1
274	нередко встречается	1	1
275	во всех	2	1
276	связи между	4	1
277	в создании	2	1
278	иного рода	1	1
279	времени как	1	1
280	вывода к	1	1
281	но как	2	1
282	а только	8	1
283	жизни своей	1	1
284	в противовес	1	1
285	ответ на	3	1
286	искусство в	1	1
287	в жизни	1	1
288	отношение к	3	1
289	или иное	1	1
290	теперь не	1	1
291	тесно связан	1	1
292	ни другая	1	1
293	и эстетического	1	1
294	чем же	3	1
295	человеческой истории	1	1
296	общего с	1	1
297	автора в	1	1
298	с этим	2	1
299	этой стороны	2	1
300	однако не	4	1
301	кто из	1	1
302	как уже	2	1
303	и как	9	1
304	говорит что	1	1
305	его к	2	1
306	и к	1	1
307	такое воззрение	1	1
308	общеизвестно что	1	1
309	на всем	1	1
310	разумеется с	2	1
311	но смысл	1	1
312	психологии и	1	1
313	сливается с	3	1
314	еще на	1	1
315	что это	3	1
316	в известном	3	1
317	бы с	1	1
318	представляет собой	12	1
319	из этих	5	1
320	с их	5	1
321	и до	2	1
322	на то	1	1
323	доказывать что	1	1
324	в прямом	2	1
325	главным образом	1	1
326	мысли и	2	1
327	или очень	1	1
328	после этого	2	1
329	о которой	2	1
330	эта система	1	1
331	у древних	1	1
332	не значит	1	1
333	что строгое	1	1
334	не к	2	1
335	в силу	3	1
336	и вот	3	1
337	свои собственные	1	1
338	не теряет	1	1
339	к выводу	6	1
340	можно было	7	1
341	принято считать	1	1
342	жить в	1	1
343	слова не	1	1
344	в каждом	4	1
345	в работе	3	1
346	что все	1	1
347	первом из	2	1
348	значение в	2	1
349	в глубине	1	1
350	себя не	1	1
351	входит в	2	1
352	того или	1	1
353	заключается в	4	1
354	которого не	1	1
355	смотреть на	4	1
356	с прошлым	3	1
357	было бы	5	1
358	то все	1	1
359	сделать его	1	1
360	должен был	4	1
361	по себе	9	1
362	ведь в	1	1
363	сказывается в	1	1
364	мог бы	2	1
365	человечества на	1	1
366	для них	1	1
367	в них	4	1
368	та ни	1	1
369	как видно	1	1
370	несмотря на	2	1
371	мы видели	2	1
372	же существенное	1	1
373	мы знаем	1	1
374	должно быть	2	1
375	не мог	2	1
376	перед собой	1	1
377	в эту	1	1
378	в этих	3	1
379	в г	5	1
380	во время	1	1
381	метода в	1	1
382	в ходе	1	1
383	от своего	1	1
384	начале xix	2	1
385	это делает	2	1
386	если можно	1	1
387	говорил о	1	1
388	не считал	2	1
389	и о	1	1
390	должны были	1	1
391	быта и	3	1
392	сам же	2	1
393	в трудах	1	1
394	этого высшего	1	1
395	но он	1	1
396	и более	1	1
397	однако в	3	1
398	в таких	1	1
399	является так	1	1
400	был бесспорно	1	1
401	любовь к	4	1
402	тому что	2	1
403	автора и	1	1
404	по мере	4	1
405	человечества и	1	1
406	что с	3	1
407	в обоих	2	1
408	текста и	3	1
409	дело в	3	1
410	д все	2	1
411	в идее	1	1
412	точно так	2	1
413	имеют дело	1	1
414	истории с	1	1
415	которые были	2	1
416	это еще	2	1
417	не имеет	4	1
418	не похоже	1	1
419	и соответственно	1	1
420	дает нам	1	1
421	эти связи	1	1
422	в русском	1	1
423	и является	1	1
424	жизни как	2	1
425	книге к	2	1
426	как будто	3	1
427	в области	4	1
428	ли это	1	1
429	ему не	1	1
430	факта что	1	1
431	и со	1	1
432	у меня	1	1
433	он называет	1	1
434	в момент	1	1
435	стороны и	3	1
436	не могут	5	1
437	встречается в	1	1
438	истории не	2	1
439	в среде	1	1
440	лежит в	2	1
441	похож на	1	1
442	как только	1	1
443	больших романов	1	1
444	содержанием и	1	1
445	анализа и	1	1
446	этой книги	2	1
447	этой традицией	1	1
448	к тому	4	1
449	что оно	2	1
450	той или	1	1
451	если же	2	1
452	в применении	6	1
453	должен быть	4	1
454	для себя	1	1
455	наиболее важных	1	1
456	представляют собой	6	1
457	взором читателя	1	1
458	именно эту	1	1
459	как мы	9	1
460	в обстановке	1	1
461	меня в	1	1
462	в в	3	1
463	для читателя	1	1
464	то или	1	1
465	только то	1	1
466	в себя	1	1
467	на той	1	1
468	с самого	1	1
469	культуры и	1	1
470	не с	2	1
471	ясно что	9	1
472	собой в	2	1
473	к самой	2	1
474	еще в	1	1
475	она была	2	1
476	стороне все	1	1
477	в изображении	1	1
478	во второй	3	1
479	том как	1	1
480	жизнь и	1	1
481	образом в	1	1
482	в построении	1	1
483	в виду	4	1
484	другом месте	2	1
485	в другом	3	1
486	нам представляется	1	1
487	на вопрос	6	1
488	невозможно но	2	1
489	одного из	1	1
490	с одной	4	1
491	и ставит	1	1
492	лишь в	1	1
493	в конечном	1	1
494	каждом из	1	1
495	истории в	2	1
496	русской литературы	1	1
497	и требует	2	1
498	наук в	2	1
499	порою даже	1	1
500	раньше чем	3	1
501	а потому	3	1
502	но нет	1	1
503	находит свое	1	1
504	то мы	1	1
505	непосредственно в	1	1
506	же ясно	1	1
507	теряет от	1	1
508	как она	4	1
509	наукой в	2	1
510	значит что	1	1
511	известном смысле	3	1
512	ни та	1	1
513	в тексте	4	1
514	нуждается в	2	1
515	самый принцип	1	1
516	цивилизации в	1	1
517	по предмету	1	1
518	как нечто	8	1
519	до уровня	1	1
520	то в	1	1
521	может оказаться	3	1
522	а лишь	1	1
523	или же	3	1
524	том чтобы	6	1
525	не то	1	1
526	без этого	1	1
527	сильнее чем	2	1
528	прямо не	1	1
529	связи с	3	1
530	литературы в	3	1
531	истории человечества	1	1
532	ряде случаев	1	1
533	видеть что	6	1
534	и исследования	1	1
535	своим собственным	1	1
536	положение что	1	1
537	не знать	1	1
538	не дает	1	1
539	участие в	1	1
540	который по	2	1
541	человека на	1	1
542	она действительно	1	1
543	свой собственный	1	1
544	руки и	1	1
545	наука о	3	1
546	у этих	1	1
547	при всей	1	1
548	и никогда	1	1
549	как раз	4	1
550	явно не	1	1
551	не просто	4	1
552	случае с	1	1
553	на деле	1	1
554	же это	2	1
555	в какой-то	1	1
556	что и	3	1
557	со стороны	12	1
558	или иной	1	1
559	говорим о	1	1
560	и прежде	1	1
561	в предисловии	1	1
562	его из	1	1
563	связи гораздо	1	1
564	связано с	1	1
565	нужно сказать	1	1
566	а главное	1	1
567	только понять	1	1
568	для начала	1	1
569	идет уже	1	1
570	ясного и	1	1
571	человек в	1	1
572	одну из	1	1
573	и я	1	1
574	в основании	3	1
575	самого начала	1	1
576	было вновь	1	1
577	всегда и	1	1
578	в различных	2	1
579	жизнь в	1	1
580	в связи	2	1
581	его биографии	1	1
582	и имеет	1	1
583	автора с	1	1
584	и особенно	1	1
585	эта идея	1	1
586	как это	5	1
587	человека к	1	1
588	предисловии к	1	1
589	целом ряде	2	1
590	в течение	5	1
591	такого рода	2	1
592	не смешивать	1	1
593	применении к	6	1
594	искусстве и	1	1
595	что же	3	1
596	своего времени	1	1
597	духовной жизни	3	1
598	организации этих	1	1
599	этого слова	2	1
600	а к	1	1
601	общественной жизни	1	1
602	отличается от	1	1
603	выражением которой	1	1
604	вообще все	1	1
605	этот образ	1	1
606	и для	4	1
607	достоевский как	1	1
608	в с	1	1
609	должна была	2	1
610	изменения в	1	1
611	об отношении	2	1
612	к автору	1	1
613	в результате	3	1
614	это как	1	1
615	или нет	1	1
616	писателя не	1	1
617	еще более	1	1
618	не должен	1	1
619	вообще в	2	1
620	будто бы	2	1
621	что вообще	1	1
622	тот же	1	1
623	отношении к	2	1
624	не есть	4	1
625	страсть к	1	1
626	по поводу	1	1
627	может и	1	1
628	о своем	1	1
629	в свою	1	1
630	письма и	1	1
631	месте в	1	1
632	между ними	2	1
633	с ней	2	1
634	сказать что	5	1
635	только как	6	1
636	совершенно не	1	1
637	или иного	1	1
638	себе не	1	1
639	вся история	1	1
640	частности в	1	1
641	собой лишь	1	1
642	и другие	1	1
643	того времени	1	1
644	очень редко	1	1
645	это понятие	2	1
646	как на	11	1
