N	2gram	Potebnia_M_1	Problemy
184	наконец в	1	3
185	и следовательно	2	3
186	в формах	1	3
187	образом как	1	3
188	его в	1	3
189	и ее	1	3
190	себя в	1	3
191	есть в	2	3
192	уже не	2	3
193	в виде	1	3
194	тем что	9	3
195	себя и	1	3
196	в человеке	10	3
197	но для	1	3
198	все же	6	3
199	и для	5	3
200	сознания и	1	3
201	в эту	1	3
202	это все	1	3
203	другой стороны	5	3
204	того же	3	3
205	в последнем	1	3
206	же нам	1	2
207	а между	3	2
208	отношения к	1	2
209	чтобы не	2	2
210	человека и	1	2
211	от предшествующих	1	2
212	тем же	2	2
213	из его	1	2
214	до времени	1	2
215	не во	1	2
216	и о	2	2
217	вопрос о	4	2
218	на себя	1	2
219	бы ни	4	2
220	от друга	2	2
221	то это	5	2
222	в каждой	1	2
223	как если	1	2
224	он говорит	1	2
225	друг на	1	2
226	друг от	2	2
227	друга и	1	2
228	как в	10	2
229	с этим	7	2
230	и слова	2	2
231	и как	6	2
232	его к	2	2
233	в первом	5	2
234	та же	1	2
235	эти отношения	3	2
236	что это	3	2
237	в целом	2	2
238	сказать о	1	2
239	бы не	6	2
240	из этих	4	2
241	с их	1	2
242	им в	1	2
243	нами в	1	2
244	как он	1	2
245	но на	2	2
246	на том	1	2
247	оно должно	2	2
248	одно и	1	2
249	но все	2	2
250	сознание и	1	2
251	из них	1	2
252	входит в	1	2
253	которая как	1	2
254	он есть	2	2
255	известно что	2	2
256	ни в	1	2
257	на друга	1	2
258	одна и	1	2
259	слово а	2	2
260	том что	16	2
261	и при	3	2
262	что такое	1	2
263	в такой	1	2
264	себе а	1	2
265	в которых	1	2
266	мысли и	9	2
267	что этот	1	2
268	и то	3	2
269	слова мы	3	2
270	речь и	2	2
271	дело в	2	2
272	того как	6	2
273	на себе	2	2
274	и всегда	2	2
275	и без	3	2
276	тем не	6	2
277	что на	6	2
278	у нас	2	2
279	в категориях	1	2
280	лежит в	1	2
281	должны быть	7	2
282	в письме	1	2
283	указывает на	1	2
284	для себя	3	2
285	и самое	2	2
286	всего этого	1	2
287	то время	1	2
288	что у	1	2
289	в образе	1	2
290	времени и	2	2
291	для этого	2	2
292	все его	1	2
293	от них	1	2
294	переходит в	1	2
295	с отношением	1	2
296	от одного	1	2
297	тело и	1	2
298	того что	8	2
299	этом смысле	4	2
300	но так	1	2
301	изменения которые	1	2
302	к различным	1	2
303	словом и	2	2
304	в стороне	4	2
305	уже в	1	2
306	если мы	3	2
307	то и	7	2
308	может служить	1	2
309	мы можем	2	2
310	уже и	1	2
311	именно как	1	2
312	его мысли	1	2
313	с другим	3	2
314	нельзя сказать	1	2
315	как же	1	2
316	и кто	1	2
317	что не	10	2
318	превращается в	1	2
319	в творчестве	1	2
320	так же	5	2
321	например в	1	2
322	этого слова	1	2
323	своей жизни	1	2
324	себе еще	1	2
325	вне его	1	2
326	то будет	1	2
327	слова но	2	2
328	для нас	9	2
329	еще более	2	2
330	как дух	2	2
331	хотя бы	2	2
332	ни было	2	2
333	не есть	10	2
334	с ними	1	2
335	сказать что	3	2
336	была бы	2	2
337	их с	1	2
338	нет но	1	2
339	речи как	1	2
340	в своих	4	2
341	в таком	5	2
342	во всяком	3	2
343	если б	2	1
344	предполагает что	1	1
345	таком случае	2	1
346	непосредственного выражения	1	1
347	выражения в	1	1
348	на самом	1	1
349	он может	1	1
350	органическое единство	1	1
351	но тем	3	1
352	мысли к	1	1
353	смотрит на	3	1
354	и есть	2	1
355	в чисто	1	1
356	проникает в	1	1
357	собственном смысле	1	1
358	видеть в	2	1
359	уже по	1	1
360	и могут	1	1
361	одним из	2	1
362	их и	2	1
363	есть не	2	1
364	за другом	1	1
365	или наоборот	1	1
366	же как	1	1
367	других людях	1	1
368	не подходят	1	1
369	словом это	1	1
370	из своих	1	1
371	именно к	1	1
372	этом не	1	1
373	есть нечто	4	1
374	мы приводим	1	1
375	происходят и	1	1
376	как во	2	1
377	и тем	3	1
378	слова например	1	1
379	их к	2	1
380	ему в	1	1
381	становится объектом	2	1
382	в некотором	2	1
383	бы сказать	1	1
384	а другие	1	1
385	к их	1	1
386	на них	1	1
387	это возможно	1	1
388	себя а	2	1
389	бы то	2	1
390	служит для	2	1
391	тем как	3	1
392	то мы	2	1
393	а следовательно	1	1
394	одним словом	2	1
395	с одной	3	1
396	то он	2	1
397	но как	3	1
398	очевидно и	1	1
399	силы и	1	1
400	если в	1	1
401	уже как	1	1
402	следовать друг	1	1
403	бы до	1	1
404	к сожалению	1	1
405	в собственном	2	1
406	вследствие чего	1	1
407	каждая из	1	1
408	одном из	1	1
409	что как	3	1
410	в одних	2	1
411	от нашего	1	1
412	в мысли	8	1
413	и понимания	9	1
414	было только	2	1
415	ничего и	1	1
416	что этим	1	1
417	себе не	1	1
418	увидим что	4	1
419	собственное слово	1	1
420	бы с	1	1
421	в ответ	1	1
422	в нашем	1	1
423	определяет все	1	1
424	и пространства	1	1
425	самое это	1	1
426	тоже не	1	1
427	в этой	3	1
428	совокупность слов	1	1
429	п с	1	1
430	верно еще	1	1
431	не могла	2	1
432	его но	1	1
433	может уже	1	1
434	человек не	1	1
435	все они	2	1
436	и если	2	1
437	что она	1	1
438	in der	2	1
439	он должен	2	1
440	ни были	3	1
441	к каждому	1	1
442	кажется нам	1	1
443	что ни	1	1
444	и по	6	1
445	на этом	1	1
446	но дело	2	1
447	говорит следующее	2	1
448	однако в	4	1
449	значительной степени	2	1
450	от нее	6	1
451	не следует	5	1
452	в нескольких	1	1
453	слова не	2	1
454	то ни	3	1
455	мыслью но	1	1
456	что все	3	1
457	и характер	1	1
458	в мире	3	1
459	что дают	1	1
460	за собою	1	1
461	с другими	1	1
462	друг другу	3	1
463	видит в	1	1
464	и грубый	1	1
465	и мы	1	1
466	связанная с	1	1
467	должен был	1	1
468	выходя из	1	1
469	даже по	1	1
470	из нее	1	1
471	все равно	1	1
472	в ее	1	1
473	истины в	1	1
474	место и	1	1
475	не всегда	1	1
476	и уже	1	1
477	несмотря на	5	1
478	значит не	1	1
479	чем в	2	1
480	остается в	1	1
481	не мог	3	1
482	к мысли	2	1
483	в г	2	1
484	от своего	1	1
485	что до	2	1
486	слова при	1	1
487	для всякого	2	1
488	стало быть	2	1
489	него хотя	1	1
490	над всеми	2	1
491	по крайней	2	1
492	и эти	1	1
493	без всяких	1	1
494	слова к	1	1
495	том и	2	1
496	второй только	1	1
497	же может	1	1
498	человека но	1	1
499	слове может	1	1
500	что есть	1	1
501	или что	1	1
502	в таких	2	1
503	что с	1	1
504	виду что	1	1
505	что ему	1	1
506	этими двумя	1	1
507	мысли в	9	1
508	друг друга	5	1
509	даже отчасти	1	1
510	тогда когда	9	1
511	ее с	2	1
512	сущности есть	1	1
513	отрешиться от	1	1
514	само по	4	1
515	того чтобы	2	1
516	человека по	1	1
517	не могло	3	1
518	для всего	1	1
519	только не	2	1
520	мышления и	1	1
521	не имеет	5	1
522	следовательно и	2	1
523	только его	1	1
524	не исчерпывается	1	1
525	ли бы	1	1
526	находятся в	3	1
527	развивается в	1	1
528	по своей	1	1
529	прибегать к	1	1
530	связи с	3	1
531	в сознании	3	1
532	что речь	2	1
533	до того	1	1
534	каждого слова	1	1
535	языка в	6	1
536	свое собственное	1	1
537	действует в	1	1
538	полную независимость	1	1
539	все то	2	1
540	приведенных нами	1	1
541	мере того	3	1
542	одного слова	1	1
543	дух в	1	1
544	его с	2	1
545	есть чем	1	1
546	своего выражения	1	1
547	на это	1	1
548	где он	1	1
549	он ищет	1	1
550	где есть	1	1
551	где нет	1	1
552	но только	1	1
553	с ее	2	1
554	как не	1	1
555	постоянно чувствует	1	1
556	словом но	3	1
557	и говорит	1	1
558	лучше сказать	1	1
559	так в	1	1
560	людей он	1	1
561	если они	1	1
562	на нее	1	1
563	те же	1	1
564	не с	1	1
565	мог бы	2	1
566	произведения не	1	1
567	же эти	1	1
568	еще в	1	1
569	понятно что	1	1
570	является в	1	1
571	и вообще	3	1
572	стремление к	2	1
573	будем рассматривать	1	1
574	в построении	1	1
575	в смысле	4	1
576	эти явления	3	1
577	с тою	1	1
578	зрения на	1	1
579	из произведений	1	1
580	слово то	1	1
581	мысль не	1	1
582	мысли мы	1	1
583	на что	2	1
584	после того	1	1
585	нас в	1	1
586	от него	4	1
587	под одну	2	1
588	и во	3	1
589	и всякая	1	1
590	во втором	5	1
591	какие мы	1	1
592	в языке	33	1
593	его мысль	1	1
594	не найдем	1	1
595	говорит он	4	1
596	крайней мере	2	1
597	смысле это	1	1
598	о предмете	3	1
599	она может	3	1
600	в каких	1	1
601	как объект	2	1
602	в каждую	2	1
603	действительности не	1	1
604	на которой	1	1
605	один из	1	1
606	оно и	3	1
607	вне себя	1	1
608	мы видим	4	1
609	менее в	1	1
610	явления в	1	1
611	в какой	1	1
612	он оставил	1	1
613	то в	5	1
614	еще и	1	1
615	слова проявляется	1	1
616	всяком случае	1	1
617	между этими	1	1
618	но то	1	1
619	не сказать	1	1
620	но между	1	1
621	душевной жизни	9	1
622	с которыми	1	1
623	без этого	1	1
624	материал как	1	1
625	из которого	3	1
626	с нею	4	1
627	вопроса о	2	1
628	друг за	1	1
629	чем с	1	1
630	к слову	1	1
631	другу как	1	1
632	как дар	1	1
633	или даже	3	1
634	слово остается	1	1
635	за ним	2	1
636	мир в	1	1
637	него нет	1	1
638	бы совершенно	1	1
639	мы находим	1	1
640	иначе как	2	1
641	сами по	1	1
642	в чем-нибудь	1	1
643	человек так	1	1
644	чтоб он	1	1
645	но что	1	1
646	жить как	1	1
647	действие не	1	1
648	вообще можно	1	1
649	но уже	2	1
650	которые могут	1	1
651	человек как	1	1
652	не говорит	1	1
653	во всей	1	1
654	как будто	2	1
655	и делает	1	1
656	в других	2	1
657	о которых	2	1
658	не было	4	1
659	были бы	3	1
660	чувствует себя	1	1
661	одной стороны	3	1
662	которые именно	1	1
663	или то	1	1
664	уже при	1	1
665	каждом из	1	1
666	том как	3	1
667	к которому	3	1
668	случаев в	1	1
669	такое же	1	1
670	это последнее	2	1
671	слова кроме	1	1
672	внешнее и	1	1
673	на ней	1	1
674	слово но	1	1
675	что для	3	1
676	предмет и	1	1
677	в предшествующих	1	1
678	от этого	1	1
679	идеи в	1	1
680	и непосредственно	1	1
681	его как	1	1
682	дух и	1	1
683	человек есть	1	1
684	а так	4	1
685	его собственной	1	1
686	не то	1	1
687	нужно иметь	1	1
688	что из	1	1
689	но есть	1	1
690	и слово	1	1
691	в связи	1	1
692	следовало бы	1	1
693	все более	3	1
694	слова от	1	1
695	человек в	1	1
696	слово становится	1	1
697	вместе с	8	1
698	и потому	5	1
699	в духе	1	1
700	зрения он	1	1
701	со словом	3	1
702	но человек	1	1
703	над ним	1	1
704	влияния на	1	1
705	притом так	1	1
706	смысле этого	1	1
707	или себя	1	1
708	даже с	2	1
709	в мир	1	1
710	объективируя мысль	1	1
711	как речь	1	1
712	он себя	1	1
713	как две	1	1
714	про себя	1	1
715	на другое	1	1
716	стремятся к	1	1
717	этих отношений	1	1
718	и какое	1	1
719	же то	2	1
720	о его	2	1
721	в начале	2	1
722	нисколько не	2	1
723	к другим	2	1
724	при всем	1	1
725	но с	2	1
726	мы совершенно	1	1
727	связь в	1	1
728	для выражения	1	1
729	не имея	1	1
730	этот процесс	1	1
731	и от	3	1
732	от мысли	2	1
733	тем более	2	1
734	в другой	3	1
735	о котором	3	1
736	души в	1	1
737	по одной	3	1
738	и нужны	1	1
739	ничего общего	2	1
740	не вышли	1	1
741	же в	2	1
742	есть уже	3	1
743	по поводу	3	1
744	на их	1	1
745	говорил а	1	1
746	отношением к	1	1
747	но можно	1	1
748	по одному	1	1
749	одни для	1	1
750	жизни а	1	1
751	предмете и	1	1
752	из этого	2	1
753	но оно	3	1
754	от души	1	1
755	время не	1	1
756	сущности в	1	1
757	жизни и	2	1
758	все что	2	1
759	и другие	1	1
760	этой точки	1	1
761	этим явлениям	1	1
762	к этому	1	1
763	как на	3	1
764	они не	1	1
765	как следствие	1	1
