N	2gram	Losev_Vlad_1	RusskieA
423	к тем	1	1
424	но у	1	1
425	он был	14	1
426	если бы	1	1
427	отдельно и	1	1
428	и вообще	4	1
429	этого так	1	1
430	нас нет	2	1
431	с ним	5	1
432	сводится к	1	1
433	он здесь	1	1
434	другом месте	1	1
435	и поэтому	1	1
436	настоящее время	1	1
437	с того	2	1
438	можно сказать	6	1
439	затем в	1	1
440	и во	1	1
441	то эта	1	1
442	нас в	1	1
443	этот момент	2	1
444	в его	12	1
445	во всей	1	1
446	которая должна	1	1
447	по разным	1	1
448	если это	1	1
449	и мир	1	1
450	более что	2	1
451	в литературе	1	1
452	с той	1	1
453	на которой	1	1
454	он редко	1	1
455	но с	1	1
456	религию в	1	1
457	тот же	3	1
458	в основном	1	1
459	с ними	2	1
460	что он	12	1
461	мы увидим	3	1
462	ли он	1	1
463	и действительно	3	1
464	и так	3	1
465	который в	1	1
466	от них	1	1
467	а после	1	1
468	то почему	1	1
469	в эти	7	1
470	по другим	1	1
471	человека с	1	1
472	он очень	2	1
473	только на	3	1
474	вернуться к	1	1
475	значение и	1	1
476	еще очень	1	1
477	с греческим	1	1
478	а это	2	1
479	считая это	1	1
480	на столе	1	1
481	ни с	4	1
482	это обстоятельство	1	1
483	который как	1	1
484	обратить внимание	2	1
485	для него	7	1
486	всяком случае	2	1
487	в одном	1	1
488	в конце	9	1
489	в состоянии	1	1
490	присутствовал на	2	1
491	как его	1	1
492	случае не	1	1
493	приведем только	1	1
494	как раз	7	1
495	не просто	1	1
496	в марте	1	1
497	которые как	1	1
498	время как	1	1
499	в другой	1	1
500	в это	2	1
501	и даже	15	1
502	даже не	2	1
503	как у	1	1
504	по своим	3	1
505	и затем	2	1
506	от другого	1	1
507	в московской	2	1
508	месте и	1	1
509	выступает в	1	1
510	и древним	1	1
511	притом не	1	1
512	этому времени	2	1
513	две партии	1	1
514	на весь	1	1
515	и своим	1	1
516	а по	2	1
517	человек но	1	1
518	из последних	1	1
519	него не	3	1
520	в изучении	1	1
521	под влиянием	3	1
522	уверенности что	1	1
523	в одной	1	1
524	и потому	6	1
525	к себе	2	1
526	в москве	8	1
527	по окончании	1	1
528	по своему	3	1
529	возвращении из	1	1
530	что за	1	1
531	представляется весьма	1	1
532	смысле этого	1	1
533	что весь	1	1
534	а потом	1	1
535	ко всему	1	1
536	влиял на	1	1
537	был в	3	1
538	в тех	2	1
539	и более	1	1
540	быть не	1	1
541	этого слова	1	1
542	и не	17	1
543	на пути	1	1
544	лет она	2	1
545	дом его	1	1
546	но это	3	1
547	в который	1	1
548	отдельно от	1	1
549	что касается	3	1
550	и тогда	1	1
551	вошла в	1	1
552	поводу с	1	1
553	верили что	1	1
554	в настоящее	1	1
555	год в	1	1
556	от него	2	1
557	был довольно	1	1
558	по одной	1	1
559	тем более	2	1
560	мы должны	2	1
561	его уже	1	1
562	его жизнь	1	1
563	только что	2	1
564	которые в	1	1
565	петра i	1	1
566	или не	1	1
567	там он	1	1
568	его к	2	1
569	несмотря на	4	1
570	только с	1	1
571	этой же	1	1
572	в период	5	1
573	о своем	1	1
574	в свою	1	1
575	в домах	1	1
576	сказать что	7	1
577	другой стороны	3	1
578	на который	1	1
579	в точности	1	1
580	одновременно и	1	1
581	него в	2	1
582	время не	1	1
583	в заключение	1	1
584	день после	1	1
585	во всяком	2	1
586	и эта	1	1
587	на лице	1	1
588	как на	2	1
589	и особенно	4	1
590	все что	2	1
