N	2gram	Tiupa_Teor_1	FransuaR
167	значительной степени	1	2
168	здесь мы	1	2
169	лишь в	6	2
170	далеко не	2	2
171	только во	1	2
172	особенно для	1	2
173	точки зрения	9	2
174	в условиях	1	2
175	своего рода	7	2
176	но он	3	2
177	том же	1	2
178	не менее	4	2
179	ее не	1	2
180	дело в	2	2
181	ему не	1	2
182	и такие	1	2
183	числе и	1	2
184	той или	1	2
185	и это	2	2
186	момент в	1	2
187	данном случае	5	2
188	на основе	2	2
189	смертью в	1	2
190	и сам	1	2
191	времени и	2	2
192	одного из	1	2
193	можно сказать	3	2
194	основе своей	1	2
195	с другой	7	2
196	эти стороны	1	2
197	это не	2	2
198	для установления	1	2
199	к нему	1	2
200	который в	2	2
201	но как	1	2
202	и ее	3	2
203	с нею	1	2
204	в следующих	1	2
205	слова в	2	2
206	в системе	1	2
207	на их	1	2
208	в форме	2	2
209	рядом с	1	2
210	или иной	4	2
211	именно в	3	2
212	еще и	1	2
213	нового времени	3	2
214	что для	1	2
215	о чем	1	2
216	наивной и	1	2
217	очень часто	1	2
218	с помощью	1	2
219	все то	1	2
220	к жизни	2	2
221	этого слова	3	2
222	слова и	1	2
223	своей жизни	2	2
224	о мире	1	2
225	и сама	1	2
226	потому что	3	2
227	одной из	2	2
228	самое существенное	1	2
229	одновременно и	1	2
230	отношению к	4	2
231	из этого	1	2
232	и другие	2	2
233	все что	1	2
234	говоря о	3	1
235	отношения к	2	1
236	с жизнью	1	1
237	художественного произведения	4	1
238	веселую относительность	1	1
239	это делает	1	1
240	области литературы	1	1
241	этого мира	1	1
242	последней главе	1	1
243	от своей	1	1
244	и иронии	1	1
245	из его	1	1
246	тексте является	1	1
247	исходит из	1	1
248	долгое время	1	1
249	есть не	1	1
250	и свободы	1	1
251	мы имеем	7	1
252	ее оболочек	1	1
253	не во	1	1
254	особенно продуктивной	1	1
255	не была	1	1
256	что иное	1	1
257	принадлежит к	3	1
258	требует от	1	1
259	этом так	1	1
260	жизни как	4	1
261	но чтобы	2	1
262	на мир	1	1
263	подчеркнуть что	1	1
264	своей причастности	1	1
265	в руке	1	1
266	во мне	2	1
267	между собой	3	1
268	иное как	1	1
269	бы то	1	1
270	тем как	1	1
271	это имеет	1	1
272	во внешнем	1	1
273	не входит	1	1
274	свою жизнь	2	1
275	что они	1	1
276	и я	1	1
277	смех это	1	1
278	в одной	1	1
279	и соответствующих	1	1
280	поэтому ему	1	1
281	в художественном	3	1
282	можно предположить	1	1
283	перед нами	2	1
284	сознания в	1	1
285	говорит что	2	1
286	каждый такой	2	1
287	именно эта	1	1
288	со своей	3	1
289	что это	1	1
290	представляет собой	9	1
291	за это	1	1
292	художественного мышления	1	1
293	право на	1	1
294	в известном	1	1
295	это тот	1	1
296	данном контексте	1	1
297	свободы но	2	1
298	имеем в	3	1
299	во многих	1	1
300	в ряду	1	1
301	если он	1	1
302	но на	1	1
303	в наших	1	1
304	не могла	1	1
305	материал из	1	1
306	все они	1	1
307	к миру	1	1
308	при виде	1	1
309	он должен	2	1
310	но прежде	1	1
311	в первом	2	1
312	и существенно	1	1
313	подобно тому	1	1
314	что может	2	1
315	и по	2	1
316	или иных	3	1
317	без исключения	4	1
318	то ни	1	1
319	могла бы	2	1
320	а затем	1	1
321	от морального	1	1
322	и читателей	1	1
323	особенности в	1	1
324	его в	2	1
325	это было	2	1
326	заключается в	2	1
327	с другими	5	1
328	весь мир	1	1
329	и тем	3	1
330	системе образов	1	1
331	литературного произведения	7	1
332	как об	1	1
333	в контексте	3	1
334	с тем	1	1
335	должно быть	1	1
336	этом в	1	1
337	над его	1	1
338	остается в	1	1
339	и конец	1	1
340	вошел в	1	1
341	на первый	1	1
342	имен и	1	1
343	и их	1	1
344	или точнее	1	1
345	таким же	1	1
346	в отношении	3	1
347	с точки	3	1
348	к одному	1	1
349	от его	1	1
350	всякий раз	2	1
351	две стороны	1	1
352	войне и	2	1
353	но эта	1	1
354	образом и	1	1
355	здесь остается	1	1
356	которые в	1	1
357	не в	7	1
358	друг другу	1	1
359	по ту	1	1
360	и более	1	1
361	в прошлом	1	1
362	не могли	1	1
363	функционирование в	1	1
364	художественная литература	1	1
365	по себе	1	1
366	это особенно	1	1
367	случае мы	1	1
368	и вся	1	1
369	тому что	2	1
370	значительное место	1	1
371	таких случаях	2	1
372	тем самым	4	1
373	и притом	2	1
374	на себе	1	1
375	героев и	1	1
376	ею как	1	1
377	он мог	1	1
378	только не	2	1
379	никогда не	4	1
380	от окружающих	1	1
381	характера как	1	1
382	на язык	1	1
383	эта сторона	1	1
384	мальчика а	1	1
385	с одним	1	1
386	по своей	3	1
387	и эпизод	1	1
388	и мире	2	1
389	ему и	1	1
390	мире и	2	1
391	входят в	1	1
392	как будто	2	1
393	внутреннюю свободу	1	1
394	одно и	1	1
395	наконец в	1	1
396	отличается от	2	1
397	части романа	1	1
398	отказаться от	1	1
399	и своя	1	1
400	существенный момент	1	1
401	в следующей	2	1
402	вещей в	1	1
403	значении в	1	1
404	и весело	1	1
405	свою очередь	2	1
406	в собственном	1	1
407	они ни	1	1
408	только то	1	1
409	в себя	3	1
410	в произведении	3	1
411	в пределах	5	1
412	свободу и	1	1
413	нельзя не	1	1
414	на нее	1	1
415	не с	3	1
416	а этот	1	1
417	здесь как	1	1
418	каждого из	1	1
419	в плоскости	1	1
420	нам уже	1	1
421	не приводит	1	1
422	и книги	1	1
423	жизнь и	1	1
424	мы в	2	1
425	на уровне	2	1
426	да да	1	1
427	тех кто	1	1
428	за пределами	5	1
429	и что	3	1
430	примененные к	1	1
431	второй половины	1	1
432	на отдельные	1	1
433	путь к	1	1
434	во втором	3	1
435	сама литература	1	1
436	из древнейших	1	1
437	и только	1	1
438	в другой	1	1
439	ко второму	1	1
440	делает например	1	1
441	способность к	2	1
442	при котором	1	1
443	говорит в	2	1
444	на почве	4	1
445	того что	4	1
446	быть и	2	1
447	обе эти	1	1
448	и одновременно	4	1
449	и создал	1	1
450	дело с	1	1
451	в узком	3	1
452	что даже	1	1
453	к нашему	2	1
454	укажем на	1	1
455	между этими	1	1
456	что ж	1	1
457	с одной	2	1
458	в качестве	24	1
459	так что	1	1
460	для всех	1	1
461	словами из	1	1
462	слова не	1	1
463	дает ему	1	1
464	языка но	1	1
465	ведь это	1	1
466	с этими	1	1
467	ту сторону	1	1
468	ее на	1	1
469	лишь один	2	1
470	но из	1	1
471	для художника	1	1
472	точек зрения	1	1
473	этой игрой	1	1
474	а именно	2	1
475	с той	1	1
476	он обнаруживает	1	1
477	что не	1	1
478	только к	1	1
479	говорит о	1	1
480	к более	1	1
481	положений и	1	1
482	превращается в	2	1
483	его исторического	1	1
484	одновременно не	1	1
485	более того	1	1
486	не на	2	1
487	в тексты	1	1
488	однако и	1	1
489	отнюдь не	3	1
490	приобщение к	1	1
491	и слово	1	1
492	мира в	1	1
493	имея в	1	1
494	в последней	1	1
495	так же	2	1
496	и особенно	2	1
497	до этого	1	1
498	как это	8	1
499	к своему	1	1
500	не могут	2	1
501	ориентирована на	1	1
502	для обозначения	1	1
503	если на	1	1
504	ослабляет и	1	1
505	тому как	1	1
506	первом случае	1	1
507	единственной в	1	1
508	мыслится как	1	1
509	дело здесь	1	1
510	главного героя	1	1
511	персонажей в	1	1
512	в это	1	1
513	в любом	1	1
514	к объекту	1	1
515	в формах	2	1
516	вокруг него	1	1
517	характерные для	1	1
518	тех или	3	1
519	это уже	1	1
520	или в	3	1
521	имеет дело	1	1
522	в результате	1	1
523	мира и	1	1
524	о котором	1	1
525	это может	1	1
526	в литературной	1	1
527	ни к	3	1
528	пришлось бы	1	1
529	на языке	2	1
530	места в	1	1
531	ни было	1	1
532	над собою	1	1
533	с ними	1	1
534	в свою	3	1
535	как ряд	1	1
536	не знает	3	1
537	другой стороны	5	1
538	теперь в	1	1
539	речи и	2	1
540	не что	1	1
541	и состоит	1	1
542	это была	1	1
543	речи как	1	1
544	ее в	2	1
545	причастности к	2	1
