N	2gram	Potebnia_M_3	RusskieA
118	друг друга	3	3
119	отличие от	1	3
120	тем что	7	3
121	в природе	2	3
122	по всей	1	3
123	что для	4	3
124	или с	2	3
125	тому как	5	3
126	и там	1	3
127	и от	4	3
128	было бы	9	3
129	но если	1	3
130	вряд ли	1	2
131	одним из	1	2
132	мы здесь	1	2
133	и то	8	2
134	тем и	3	2
135	на самом	1	2
136	в стороне	1	2
137	это и	2	2
138	силу на	1	2
139	но она	1	2
140	его состоит	1	2
141	особую силу	1	2
142	природы и	2	2
143	с одной	7	2
144	очевидно что	5	2
145	тогда как	2	2
146	а через	1	2
147	нам право	1	2
148	с этим	6	2
149	все же	2	2
150	а и	4	2
151	и как	5	2
152	не было	4	2
153	не можем	3	2
154	та же	2	2
155	в которой	3	2
156	под ним	2	2
157	из этих	9	2
158	право на	1	2
159	как оно	1	2
160	после этого	1	2
161	не к	4	2
162	том чтобы	2	2
163	но вместе	4	2
164	людей и	2	2
165	в образе	3	2
166	здесь мы	1	2
167	об этом	2	2
168	должно быть	5	2
169	многие другие	2	2
170	так в	2	2
171	в своей	2	2
172	нас не	1	2
173	в их	2	2
174	не столько	2	2
175	нечто вроде	2	2
176	тем не	3	2
177	на доску	1	2
178	не менее	5	2
179	в пищу	1	2
180	что с	2	2
181	в то	10	2
182	принадлежат к	1	2
183	того как	4	2
184	когда они	1	2
185	не принадлежат	1	2
186	и д	1	2
187	к ней	5	2
188	во всем	1	2
189	связи с	2	2
190	что на	1	2
191	все то	1	2
192	начиная с	1	2
193	когда мы	2	2
194	о происхождении	1	2
195	что при	3	2
196	только одну	2	2
197	должен быть	1	2
198	в виду	1	2
199	и многие	1	2
200	то время	4	2
201	не с	1	2
202	оно как	1	2
203	жизнь и	1	2
204	не имели	1	2
205	образом в	3	2
206	а к	3	2
207	в глаза	1	2
208	после того	1	2
209	с другой	7	2
210	все в	2	2
211	связь между	2	2
212	ее от	1	2
213	этому поводу	1	2
214	что и	13	2
215	в форме	2	2
216	и е	1	2
217	бросается в	1	2
218	один из	4	2
219	совсем не	1	2
220	к дереву	1	2
221	и ее	1	2
222	по этому	1	2
223	есть в	3	2
224	одно из	5	2
225	каждый из	1	2
226	заметить что	3	2
227	смерти и	1	2
228	в малороссии	1	2
229	а с	2	2
230	прежде всего	3	2
231	одной стороны	3	2
232	там где	3	2
233	но можно	1	2
234	многих случаях	1	2
235	могут быть	3	2
236	быть только	4	2
237	как средство	2	2
238	с этой	2	2
239	видно что	1	2
240	жизни в	1	2
241	только как	5	2
242	и при	4	2
243	это в	2	2
244	силы на	1	2
245	это неверно	1	1
246	и атрибутов	1	1
247	а между	2	1
248	ли мы	1	1
249	выражено в	1	1
250	играть и	1	1
251	отношение к	2	1
252	человека и	5	1
253	вне связи	1	1
254	в приведенном	2	1
255	и есть	3	1
256	и до	2	1
257	в нашу	1	1
258	что эти	1	1
259	в силе	1	1
260	с таким	2	1
261	и должен	1	1
262	сливается с	2	1
263	мы уже	2	1
264	например в	6	1
265	г в	1	1
266	отсюда видно	1	1
267	что совокупность	1	1
268	что если	1	1
269	в первый	1	1
270	говорить о	3	1
271	из того	2	1
272	один пример	1	1
273	то это	6	1
274	д а	1	1
275	в ней	8	1
276	от дерева	1	1
277	без которой	1	1
278	явлений и	2	1
279	не входит	1	1
280	если в	1	1
281	к слову	2	1
282	ответ на	3	1
283	нет и	1	1
284	что они	2	1
285	относится к	4	1
286	несколько раз	1	1
287	первый взгляд	1	1
288	независимо от	5	1
289	что именно	4	1
290	так называемая	1	1
291	некоторое время	1	1
292	стороны и	1	1
293	в своем	5	1
294	к новому	1	1
295	все остальные	3	1
296	в противном	1	1
297	перед нами	2	1
298	хотя и	1	1
299	когда он	1	1
300	всем другим	1	1
301	и наконец	2	1
302	более или	3	1
303	увидим что	1	1
304	от этого	2	1
305	можно в	1	1
306	в самом	8	1
307	как скоро	1	1
308	уже в	5	1
309	с места	1	1
310	чем больше	1	1
311	своему влиянию	1	1
312	все силы	1	1
313	и дерево	1	1
314	что к	1	1
315	возможен только	1	1
316	только один	2	1
317	тому же	1	1
318	представление есть	4	1
319	как он	1	1
320	на то	2	1
321	но на	1	1
322	не могла	2	1
323	и если	2	1
324	что без	1	1
325	не следует	5	1
326	в нем	9	1
327	области и	1	1
328	так сказать	2	1
329	доказательства что	1	1
330	до самого	1	1
331	он должен	1	1
332	есть та	1	1
333	многое но	1	1
334	и свойства	1	1
335	или другое	2	1
336	мало того	1	1
337	только в	21	1
338	их соединения	1	1
339	в нее	1	1
340	но все	2	1
341	форме а	1	1
342	по его	1	1
343	от нее	2	1
344	а вместе	1	1
345	могла бы	2	1
346	что все	3	1
347	с криком	1	1
348	и таких	1	1
349	на все	2	1
350	из себя	2	1
351	а как	2	1
352	знает что	1	1
353	входит в	2	1
354	те или	1	1
355	от одного	1	1
356	и наша	1	1
357	связанным с	1	1
358	то увидим	1	1
359	только одно	1	1
360	можно заключить	2	1
361	для чего	1	1
362	и значения	1	1
363	было ни	1	1
364	здесь все	1	1
365	это сходство	1	1
366	или менее	3	1
367	нужно чтобы	1	1
368	в связь	1	1
369	что между	1	1
370	или точнее	1	1
371	таким же	1	1
372	которая имеет	1	1
373	как все	1	1
374	в такой	1	1
375	это только	1	1
376	человека одетого	1	1
377	место в	3	1
378	на свою	2	1
379	как символ	1	1
380	в сказке	1	1
381	но эта	1	1
382	только для	1	1
383	образом из	1	1
384	этом а	1	1
385	однако в	1	1
386	что этот	1	1
387	из разных	1	1
388	дерева на	1	1
389	и таким	1	1
390	из одного	1	1
391	что есть	2	1
392	к такой	1	1
393	что эта	2	1
394	с которой	1	1
395	виду что	1	1
396	вместе и	5	1
397	как о	2	1
398	нас это	1	1
399	или другие	1	1
400	другие эти	1	1
401	и притом	2	1
402	ее с	1	1
403	на него	3	1
404	что представление	1	1
405	с и	3	1
406	народа к	1	1
407	без ответа	1	1
408	следовательно и	1	1
409	есть уже	11	1
410	не всякий	1	1
411	ничего не	1	1
412	состоять в	1	1
413	с одним	1	1
414	можно видеть	5	1
415	такая же	2	1
416	буквальном смысле	2	1
417	образа и	3	1
418	и его	4	1
419	так например	2	1
420	силы природы	1	1
421	которое не	2	1
422	до того	4	1
423	этом отношении	2	1
424	не является	1	1
425	и оно	3	1
426	и здесь	1	1
427	других случаях	1	1
428	сходство с	1	1
429	и другим	1	1
430	наоборот в	1	1
431	для его	1	1
432	полученных им	1	1
433	оно не	4	1
434	быть назван	1	1
435	ничего общего	2	1
436	и это	4	1
437	иметь в	2	1
438	и которая	1	1
439	разные стороны	1	1
440	из всего	1	1
441	не будет	3	1
442	свою очередь	3	1
443	здесь не	1	1
444	без всякого	1	1
445	как знак	2	1
446	и когда	1	1
447	что у	1	1
448	так и	11	1
449	себе этот	2	1
450	мог бы	1	1
451	на которую	1	1
452	этим в	1	1
453	можно только	2	1
454	и представлением	1	1
455	к тем	2	1
456	том как	3	1
457	могла быть	2	1
458	он был	1	1
459	если бы	12	1
460	и вообще	3	1
461	с ним	6	1
462	хотя это	1	1
463	находится в	1	1
464	с другою	1	1
465	сводится к	1	1
466	форма более	1	1
467	не имеем	1	1
468	можно сказать	3	1
469	то эта	1	1
470	нас в	1	1
471	места и	1	1
472	состав этого	1	1
473	состоит не	3	1
474	в его	4	1
475	но нет	1	1
476	все следующие	1	1
477	о единстве	1	1
478	в ту	1	1
479	и ограничимся	1	1
480	если это	1	1
481	более что	1	1
482	на которой	3	1
483	хлеба это	1	1
484	тот же	1	1
485	с ними	1	1
486	что он	6	1
487	в какой	2	1
488	который в	1	1
489	то эти	1	1
490	от них	2	1
491	человека с	1	1
492	из которого	1	1
493	же и	3	1
494	них или	1	1
495	например а	1	1
496	с нею	2	1
497	только на	3	1
498	а это	1	1
499	есть однако	1	1
500	е не	1	1
501	при помощи	1	1
502	но есть	1	1
503	ни с	1	1
504	был бы	2	1
505	для него	9	1
506	заключить что	2	1
507	могло бы	1	1
508	в одном	2	1
509	какое значение	1	1
510	себя от	2	1
511	ее не	1	1
512	к ним	1	1
513	как его	1	1
514	не составляет	2	1
515	должны будем	3	1
516	него всю	1	1
517	как при	2	1
518	указание на	2	1
519	из своих	1	1
520	время как	1	1
521	в другой	1	1
522	нужно было	1	1
523	и даже	2	1
524	даже не	1	1
525	имеет и	1	1
526	как у	1	1
527	и чем	1	1
528	по своим	1	1
529	в ряде	1	1
530	на ней	1	1
531	от другого	3	1
532	притом не	2	1
533	превращается в	1	1
534	не на	1	1
535	зависит от	6	1
536	сложное явление	1	1
537	и следовательно	3	1
538	на которые	1	1
539	под влиянием	1	1
540	в одно	3	1
541	также с	1	1
542	сделать некоторые	1	1
543	есть одно	2	1
544	имея в	1	1
545	эти слова	2	1
546	в одной	1	1
547	и потому	4	1
548	или по	1	1
549	во всю	1	1
550	по своему	2	1
551	в область	1	1
552	смысле этого	7	1
553	он может	1	1
554	а потом	1	1
555	исходя из	1	1
556	многих других	1	1
557	как средства	1	1
558	и более	1	1
559	быть не	2	1
560	этого слова	11	1
561	и не	15	1
562	на пути	1	1
563	но это	6	1
564	и действия	2	1
565	отдельно от	1	1
566	что касается	1	1
567	и тогда	3	1
568	из ряда	1	1
569	что подобные	1	1
570	например из	1	1
571	другую в	1	1
572	почему именно	1	1
573	следующие за	2	1
574	в двух	1	1
575	от него	2	1
576	по одной	1	1
577	а может	1	1
578	тем более	4	1
579	мы должны	4	1
580	только что	8	1
581	которые в	1	1
582	или не	1	1
583	очень хорошо	1	1
584	не я	3	1
585	к ее	1	1
586	его к	2	1
587	несмотря на	2	1
588	и начинается	1	1
589	в свою	3	1
590	сказать что	5	1
591	другой стороны	4	1
592	ему но	1	1
593	на который	1	1
594	например и	1	1
595	когда в	2	1
596	нет но	1	1
597	него в	1	1
598	есть и	1	1
599	этим объясняется	1	1
600	это так	1	1
601	доску с	1	1
602	во всяком	1	1
603	и эта	1	1
604	на лице	1	1
605	как на	5	1
606	все что	4	1
