N	2gram	Tiupa_Lite_2	Komedia
229	частности в	1	2
230	отношения к	1	1
231	с кем	1	1
232	нет другой	1	1
233	самом деле	1	1
234	победы над	1	1
235	отношения между	1	1
236	внутренний мир	1	1
237	общественных отношений	1	1
238	обойтись без	1	1
239	первенство в	1	1
240	путь для	1	1
241	в сущности	3	1
242	по нашим	1	1
243	а для	1	1
244	ему в	1	1
245	протяжении многих	1	1
246	первого и	1	1
247	в каждой	2	1
248	думаю что	1	1
249	когда речь	1	1
250	же мере	1	1
251	все эти	1	1
252	в существовании	1	1
253	в чем	1	1
254	время он	1	1
255	при жизни	1	1
256	на рассвете	1	1
257	свою жизнь	1	1
258	конечном счете	5	1
259	и будет	1	1
260	не просто	1	1
261	о политической	1	1
262	из таких	1	1
263	глаза его	1	1
264	в рамках	4	1
265	общего с	1	1
266	по которому	1	1
267	в художественном	2	1
268	как к	3	1
269	и нет	2	1
270	однако не	1	1
271	в полном	1	1
272	как уже	2	1
273	тем же	3	1
274	гораздо более	1	1
275	на войну	2	1
276	этой цели	1	1
277	жизни в	4	1
278	для которого	1	1
279	себе как	1	1
280	разве я	1	1
281	представляет собой	2	1
282	к достижению	1	1
283	в себе	6	1
284	корнями в	1	1
285	к традициям	1	1
286	первым из	1	1
287	отказа от	2	1
288	сами эти	1	1
289	черты лица	1	1
290	в другом	3	1
291	пока в	1	1
292	к женщине	1	1
293	его не	1	1
294	в ход	1	1
295	а по	1	1
296	и став	1	1
297	в соответствии	1	1
298	и мы	1	1
299	ты мне	1	1
300	всю свою	1	1
301	в жизни	2	1
302	поведения и	1	1
303	х гг	1	1
304	но уже	2	1
305	люди не	1	1
306	он же	1	1
307	в тот	1	1
308	соответствии с	2	1
309	в соединении	1	1
310	и определяет	1	1
311	обнаруживается и	1	1
312	которой он	1	1
313	он и	2	1
314	мы видели	1	1
315	ни с	1	1
316	со столь	1	1
317	скажи мне	2	1
318	автора и	1	1
319	не мог	1	1
320	со всей	1	1
321	которую он	1	1
322	во второй	1	1
323	от своего	1	1
324	поэтического творчества	1	1
325	и без	2	1
326	же это	1	1
327	не столько	3	1
328	каждый читатель	1	1
329	от его	1	1
330	не считал	1	1
331	сам же	1	1
332	читателю в	1	1
333	для многих	1	1
334	права на	3	1
335	времени не	1	1
336	всегда является	1	1
337	обращение к	1	1
338	тем не	2	1
339	их в	1	1
340	как от	1	1
341	вещей и	1	1
342	миг когда	1	1
343	дело как	1	1
344	с точки	3	1
345	шла о	1	1
346	на рубеже	1	1
347	не раз	2	1
348	дня и	1	1
349	но они	1	1
350	тем самым	3	1
351	из нас	2	1
352	на два	2	1
353	на себе	1	1
354	у кого	1	1
355	в основе	2	1
356	от жизни	1	1
357	что ей	1	1
358	через год	1	1
359	а сами	1	1
360	никогда не	3	1
361	в отношениях	1	1
362	ничего не	3	1
363	имеем дело	1	1
364	раннего творчества	1	1
365	и теперь	1	1
366	со своим	1	1
367	сводится к	1	1
368	так называемый	1	1
369	из того	2	1
370	ее возвращении	1	1
371	и оказывается	1	1
372	этот образ	1	1
373	в области	4	1
374	на политическую	1	1
375	и некоторые	1	1
376	и вполне	1	1
377	насилия и	1	1
378	числе и	1	1
379	как для	1	1
380	той или	1	1
381	именно таким	1	1
382	все еще	2	1
383	поэт не	2	1
384	для себя	2	1
385	приходит к	1	1
386	ни одно	1	1
387	на основе	1	1
388	в собственном	1	1
389	в душу	1	1
390	мысль о	1	1
391	в себя	3	1
392	в пределах	1	1
393	приводит к	1	1
394	культуры на	1	1
395	на свой	1	1
396	человеческой воли	1	1
397	обращаясь к	3	1
398	в годы	2	1
399	в контексте	1	1
400	каждого из	1	1
401	в последующих	1	1
402	мог бы	1	1
403	остается только	1	1
404	жизнь и	1	1
405	является в	1	1
406	не будучи	1	1
407	на самые	1	1
408	с ним	2	1
409	а также	2	1
410	за пределами	1	1
411	но мы	1	1
412	никак не	1	1
413	была найдена	1	1
414	одного из	1	1
415	даже у	1	1
416	пор пока	1	1
417	этих двух	1	1
418	в камень	1	1
419	речь шла	1	1
420	не хуже	1	1
421	обычно на	1	1
422	во всей	1	1
423	что же	1	1
424	выступает как	1	1
425	впрочем не	2	1
426	оказался в	1	1
427	в литературе	1	1
428	к которому	1	1
429	еще несколько	1	1
430	по своей	1	1
431	землю и	1	1
432	кстати сказать	1	1
433	то он	1	1
434	человека с	1	1
435	противоположных позиций	1	1
436	нередко и	1	1
437	только на	1	1
438	то и	3	1
439	свидетельствует о	2	1
440	не все	1	1
441	в сознании	1	1
442	от других	1	1
443	речь в	2	1
444	с оружием	1	1
445	мир в	1	1
446	не так	2	1
447	для него	4	1
448	земли и	1	1
449	а нередко	1	1
450	могло бы	2	1
451	нас только	1	1
452	еще некоторых	1	1
453	его речь	1	1
454	для периода	1	1
455	и продолжает	1	1
456	на долю	1	1
457	как раз	2	1
458	я вижу	2	1
459	к той	1	1
460	ее на	1	1
461	где в	2	1
462	соединении с	1	1
463	никого не	1	1
464	и даже	8	1
465	или иной	1	1
466	первоначально это	1	1
467	не знали	3	1
468	а с	1	1
469	по всей	1	1
470	с волей	1	1
471	что не	2	1
472	говорит о	1	1
473	к более	1	1
474	к человеку	1	1
475	такую же	2	1
476	сделать их	1	1
477	у нас	5	1
478	служить также	1	1
479	до конца	2	1
480	выше и	2	1
481	а не	20	1
482	однако и	1	1
483	другой стороны	4	1
484	среди них	1	1
485	лишь только	1	1
486	свою очередь	1	1
487	этой же	1	1
488	в творчестве	1	1
489	него в	1	1
490	из трех	1	1
491	со словом	1	1
492	над ним	2	1
493	к своему	2	1
494	в столь	1	1
495	он говорит	1	1
496	целом ряде	1	1
497	такого рода	9	1
498	ведет к	1	1
499	именно в	1	1
500	по существу	3	1
501	не заметил	1	1
502	быть не	2	1
503	в делах	1	1
504	но даже	1	1
505	а то	1	1
506	о мире	1	1
507	этого рода	1	1
508	при таком	1	1
509	которое и	1	1
510	в новой	1	1
511	в общее	1	1
512	в результате	2	1
513	это как	2	1
514	когда он	1	1
515	не с	3	1
516	ее и	1	1
517	и как	3	1
518	том чтобы	3	1
519	вот этот	1	1
520	обстоит дело	1	1
521	в искусстве	4	1
522	все более	1	1
523	в системе	1	1
524	в стихах	8	1
525	к ее	1	1
526	на фоне	5	1
527	нам не	1	1
528	нет ничего	1	1
529	от первого	1	1
530	героя и	1	1
531	из тех	2	1
532	не знает	2	1
533	только как	1	1
534	в свою	1	1
535	о себе	3	1
536	в последнем	1	1
537	по которой	1	1
538	ко всему	2	1
539	труда в	1	1
540	занимает в	1	1
541	по праву	1	1
542	и эта	1	1
543	так же	1	1
544	как на	3	1
545	все что	2	1
