N	2gram	Propp_Isto_4	RusskieA
531	на основе	1	1
532	можно показать	2	1
533	животное или	1	1
534	чем говорилось	1	1
535	на сушу	1	1
536	затем его	1	1
537	огонь и	4	1
538	в особенности	2	1
539	и этим	2	1
540	мы проследили	1	1
541	в пределах	1	1
542	приводит к	1	1
543	это для	3	1
544	на шее	1	1
545	может дать	1	1
546	что у	3	1
547	иной мир	6	1
548	поэтому мы	1	1
549	с собой	5	1
550	так и	10	1
551	здесь нет	1	1
552	мог бы	1	1
553	особый интерес	1	1
554	найти в	1	1
555	том как	2	1
556	могла быть	1	1
557	возможно что	2	1
558	он был	1	1
559	без всякой	1	1
560	основана на	2	1
561	с этого	1	1
562	если бы	2	1
563	собой и	1	1
564	это обычно	2	1
565	с ним	1	1
566	никаких признаков	1	1
567	он здесь	1	1
568	на гору	2	1
569	то они	1	1
570	на этой	1	1
571	форма более	1	1
572	материале д	1	1
573	весь скот	2	1
574	более поздняя	2	1
575	же происходит	3	1
576	весьма вероятным	1	1
577	с того	3	1
578	можно сказать	1	1
579	и во	2	1
580	нас в	1	1
581	как нет	1	1
582	эти существа	1	1
583	предположения верны	1	1
584	этот момент	2	1
585	в его	5	1
586	но нет	1	1
587	в древнем	1	1
588	не надо	1	1
589	в середине	1	1
590	как правило	1	1
591	кругу явлений	1	1
592	обряды или	1	1
593	более что	1	1
594	это приводит	3	1
595	уходит в	1	1
596	быть и	1	1
597	с той	2	1
598	показывают что	2	1
599	но так	1	1
600	на которой	2	1
601	он редко	1	1
602	эти предположения	1	1
603	но с	1	1
604	о двух	2	1
605	тот же	1	1
606	в основном	1	1
607	с ними	5	1
608	что он	10	1
609	пришел к	1	1
610	мы увидим	3	1
611	и является	1	1
612	как воплощение	1	1
613	огонь в	1	1
614	к их	1	1
615	и действительно	3	1
616	и так	1	1
617	их не	2	1
618	от них	2	1
619	эту связь	4	1
620	и цветы	1	1
621	указывает что	2	1
622	в эти	1	1
623	по другим	1	1
624	человека с	3	1
625	из которого	1	1
626	вершины с	1	1
627	можно установить	1	1
628	в большинстве	1	1
629	только на	1	1
630	лесов и	1	1
631	вернуться к	1	1
632	с греческим	1	1
633	их силу	1	1
634	раньше чем	5	1
635	при помощи	10	1
636	но есть	2	1
637	был бы	1	1
638	большой огонь	2	1
639	рассмотрены ниже	1	1
640	могло бы	2	1
641	в одном	5	1
642	ты меня	3	1
643	к ним	2	1
644	в якутском	3	1
645	поле или	1	1
646	представляет ли	1	1
647	ниже когда	1	1
648	как раз	1	1
649	афанасьев в	1	1
650	не просто	4	1
651	случае с	1	1
652	своей дочери	1	1
653	они становятся	1	1
654	и делать	1	1
655	может рассматриваться	1	1
656	которые как	1	1
657	образом к	1	1
658	время как	1	1
659	в другой	3	1
660	в это	1	1
661	и даже	4	1
662	царстве в	1	1
663	угощение и	1	1
664	как у	1	1
665	воду он	1	1
666	и эту	1	1
667	по своим	1	1
668	в ряде	1	1
669	и др	5	1
670	и затем	1	1
671	вином и	2	1
672	силу но	1	1
673	выступает в	1	1
674	притом не	1	1
675	превращается в	7	1
676	к воде	2	1
677	чем речь	2	1
678	его смерти	1	1
679	воды на	1	1
680	на которых	1	1
681	не на	3	1
682	зависит от	1	1
683	понимать как	1	1
684	и поставил	1	1
685	а по	4	1
686	точности соответствует	2	1
687	и следовательно	1	1
688	под влиянием	1	1
689	близка к	1	1
690	в исторической	2	1
691	есть одно	1	1
692	человек или	1	1
693	которые будут	1	1
694	души умерших	1	1
695	или другого	1	1
696	имелись и	1	1
697	позднее оно	1	1
698	живя в	1	1
699	который его	1	1
700	в одной	3	1
701	в иных	1	1
702	к себе	3	1
703	или по	1	1
704	раз наоборот	1	1
705	верно что	1	1
706	не удается	1	1
707	детей с	1	1
708	сено и	1	1
709	это делается	1	1
710	что за	1	1
711	только начало	1	1
712	на тот	1	1
713	смысле этого	2	1
714	он может	2	1
715	всем разнообразии	1	1
716	здесь имеется	2	1
717	а потом	1	1
718	целый год	1	1
719	в тех	4	1
720	в человеческом	4	1
721	исходя из	1	1
722	многих других	3	1
723	который он	1	1
724	довольно много	1	1
725	в современной	2	1
726	и более	3	1
727	не названа	1	1
728	этого слова	2	1
729	и не	9	1
730	представляется как	1	1
731	на коне	8	1
732	в огне	1	1
733	на пути	1	1
734	но это	3	1
735	носит название	1	1
736	в который	2	1
737	речь будет	2	1
738	и тогда	1	1
739	вошла в	1	1
740	становится ясным	1	1
741	происходит не	1	1
742	в царстве	1	1
743	случаях когда	3	1
744	дом где	1	1
745	же представление	2	1
746	в угол	1	1
747	она может	1	1
748	указывалось выше	1	1
749	он по	1	1
750	если верно	1	1
751	представление что	1	1
752	от него	2	1
753	тем более	1	1
754	мы должны	5	1
755	за него	1	1
756	только что	3	1
757	и ставят	1	1
758	что попадется	1	1
759	или не	1	1
760	в мифе	2	1
761	и поет	1	1
762	к ее	1	1
763	его к	3	1
764	он же	2	1
765	только с	2	1
766	все еще	3	1
767	этой же	1	1
768	под него	1	1
769	для д	1	1
770	более поздний	3	1
771	две стороны	1	1
772	сказать что	2	1
773	другой стороны	4	1
774	эти желания	1	1
775	на который	1	1
776	же относится	1	1
777	в точности	5	1
778	же они	1	1
779	объясняет почему	1	1
780	будет рассмотрено	1	1
781	одновременно и	1	1
782	содержится в	2	1
783	есть и	2	1
784	можно наблюдать	2	1
785	этим объясняется	1	1
786	и становится	1	1
787	воды или	1	1
788	это так	1	1
789	по свидетельству	2	1
790	за волосы	1	1
791	как на	1	1
792	все что	4	1
