N	2gram	Bakhtin_Fr_5	Analitik
265	целое и	1	1
266	он был	7	1
267	иное как	1	1
268	время в	1	1
269	всего этого	3	1
270	тут и	1	1
271	тем как	1	1
272	то мы	1	1
273	не все	1	1
274	существенным образом	1	1
275	вступают в	2	1
276	друг от	1	1
277	должны были	1	1
278	то от	1	1
279	за пределы	1	1
280	в истории	2	1
281	является к	1	1
282	что во	1	1
283	в акте	5	1
284	независимо от	2	1
285	и непристойность	1	1
286	это игра	1	1
287	первых двух	1	1
288	роль этого	1	1
289	напомним что	2	1
290	самом начале	1	1
291	мир и	3	1
292	имеет в	1	1
293	и свою	1	1
294	от этого	2	1
295	и отчасти	2	1
296	что произведение	1	1
297	сливается с	1	1
298	не можем	1	1
299	та же	1	1
300	и у	5	1
301	идет не	1	1
302	выход в	1	1
303	бы не	1	1
304	неразрывно связана	1	1
305	раз в	2	1
306	обычной жизненной	2	1
307	свободы но	1	1
308	мы обратимся	1	1
309	она-то и	1	1
310	на то	1	1
311	время и	1	1
312	которой не	1	1
313	происходит как	2	1
314	они в	1	1
315	и еще	1	1
316	первой части	4	1
317	включающее в	1	1
318	чем у	1	1
319	характер в	1	1
320	не отделен	1	1
321	но дело	2	1
322	серьезность и	2	1
323	дистанции между	2	1
324	в нее	1	1
325	ни был	1	1
326	человека в	1	1
327	а затем	1	1
328	целое как	1	1
329	в другом	3	1
330	с позиций	1	1
331	связанных с	3	1
332	сущности не	2	1
333	этой традиции	3	1
334	большинстве случаев	2	1
335	мог он	1	1
336	это было	4	1
337	эту минуту	1	1
338	отца и	1	1
339	есть и	5	1
340	чаще всего	1	1
341	отсюда и	1	1
342	на свои	1	1
343	солнце и	1	1
344	из нее	1	1
345	же образом	1	1
346	рядом с	2	1
347	а за	1	1
348	место и	1	1
349	культуры он	1	1
350	он любил	1	1
351	потому и	1	1
352	обратимся к	1	1
353	со всей	1	1
354	всех этих	6	1
355	в эту	2	1
356	в г	2	1
357	и сейчас	1	1
358	в своей	3	1
359	отречение от	2	1
360	право на	10	1
361	индивидуальной жизни	1	1
362	книге в	1	1
363	всей мировой	1	1
364	доме и	1	1
365	этих историй	2	1
366	свободу от	1	1
367	мысли и	6	1
368	в простой	1	1
369	собой и	1	1
370	по ту	1	1
371	свобода и	3	1
372	на всю	1	1
373	для этого	1	1
374	со многими	1	1
375	для нее	1	1
376	нас к	1	1
377	эта встреча	1	1
378	любви и	1	1
379	он как	1	1
380	с ним	5	1
381	принадлежат к	1	1
382	на него	2	1
383	своего героя	1	1
384	в основе	4	1
385	от жизни	1	1
386	у него	4	1
387	свободы и	2	1
388	того чтобы	6	1
389	не могло	3	1
390	казалось бы	1	1
391	под углом	1	1
392	характера как	1	1
393	у шекспира	1	1
394	и является	1	1
395	потому что	7	1
396	со своим	1	1
397	связи с	6	1
398	как я	1	1
399	возвращает нас	1	1
400	всей своей	1	1
401	как будто	1	1
402	не нуждается	2	1
403	ему в	1	1
404	за ними	1	1
405	жизнь вплоть	1	1
406	у нас	1	1
407	очень часто	4	1
408	не могут	2	1
409	встречается в	1	1
410	своего становления	1	1
411	не вызывает	1	1
412	с полной	3	1
413	бы он	1	1
414	что уже	1	1
415	в наши	1	1
416	он оказывается	2	1
417	слова с	1	1
418	своего отца	3	1
419	отношении он	1	1
420	что при	1	1
421	как мы	8	1
422	и о	4	1
423	сегодня в	1	1
424	от друга	1	1
425	действующие лица	1	1
426	формы и	1	1
427	для всего	1	1
428	и будем	1	1
429	в средневековой	2	1
430	в организации	1	1
431	реальной действительности	1	1
432	встреча с	2	1
433	что у	1	1
434	в одну	1	1
435	жизни на	1	1
436	здесь как	4	1
437	ко всему	2	1
438	с этого	1	1
439	если бы	1	1
440	образом в	1	1
441	основе своей	1	1
442	самим собой	1	1
443	именно потому	1	1
444	в состав	1	1
445	в самой	8	1
446	характер этого	1	1
447	т.п в	1	1
448	они принадлежат	1	1
449	все его	1	1
450	не позволяет	1	1
451	этих двух	1	1
452	связь между	1	1
453	истории в	1	1
454	жизни но	1	1
455	от них	1	1
456	а потому	1	1
457	во всей	1	1
458	и только	2	1
459	на всех	2	1
460	ее содержание	1	1
461	вслед за	1	1
462	тем более	1	1
463	полной мере	1	1
464	стихи и	1	1
465	того что	3	1
466	рассуждение о	1	1
467	и одновременно	3	1
468	всякого рода	2	1
469	тот же	1	1
470	одной из	5	1
471	с ними	1	1
472	как покойника	1	1
473	в стороне	1	1
474	по этому	1	1
475	в уста	2	1
476	человека с	5	1
477	есть в	3	1
478	оказывается в	1	1
479	литературы в	1	1
480	из первых	1	1
481	смерть и	2	1
482	его обычной	1	1
483	его и	1	1
484	характерно что	4	1
485	мы знаем	1	1
486	одно из	2	1
487	себе в	1	1
488	и их	5	1
489	ведь это	2	1
490	в современном	1	1
491	вовсе не	8	1
492	с этими	1	1
493	можно с	1	1
494	и неверно	1	1
495	к ним	1	1
496	при всей	1	1
497	не о	1	1
498	ту сторону	1	1
499	случае не	1	1
500	последние и	1	1
501	к той	1	1
502	для того	6	1
503	в любовных	2	1
504	в первоначальной	1	1
505	что на	3	1
506	до сих	3	1
507	как у	1	1
508	связаны с	4	1
509	ее в	1	1
510	а именно	2	1
511	характерная для	1	1
512	к которому	1	1
513	наконец в	1	1
514	было и	1	1
515	и др	8	1
516	себя и	2	1
517	той стороне	1	1
518	превращается в	2	1
519	этой части	1	1
520	на этот	3	1
521	не знает	1	1
522	он становится	1	1
523	в одно	2	1
524	с помощью	3	1
525	на фоне	2	1
526	внутреннюю свободу	1	1
527	время с	1	1
528	до этого	1	1
529	но особенно	1	1
530	из трех	1	1
531	в предыдущей	1	1
532	и соответствующими	1	1
533	со словом	2	1
534	в течение	3	1
535	искупительной жертвы	1	1
536	хотя он	1	1
537	был в	1	1
538	о трагическом	1	1
539	она названа	1	1
540	дело здесь	3	1
541	главного героя	1	1
542	и формы	1	1
543	в поступках	1	1
544	нет разделения	1	1
545	сих пор	3	1
546	своей жизни	2	1
547	не будем	2	1
548	но это	5	1
549	под названием	2	1
550	в книге	1	1
551	это уже	1	1
552	и позволяет	1	1
553	в сферу	1	1
554	в мировой	1	1
555	в связи	5	1
556	в пределе	3	1
557	как на	4	1
558	обращается к	1	1
559	себя самого	1	1
560	есть система	1	1
561	от него	1	1
562	но еще	1	1
563	бы в	4	1
564	правда не	1	1
565	стороны в	1	1
566	от всего	1	1
567	хотя бы	2	1
568	и последовательность	1	1
569	здесь только	2	1
570	жизни в	2	1
571	нами не	1	1
572	от лица	1	1
573	в ходе	1	1
574	между ними	1	1
575	свободой и	1	1
576	и внутренне	1	1
577	от всех	5	1
578	их с	2	1
579	не что	1	1
580	из этого	1	1
581	обойтись и	1	1
582	юности и	1	1
583	жизни и	8	1
584	и другие	3	1
585	они не	1	1
