N	2gram	Ircho_Kome_3	slovoVRo
132	о том	8	3
133	и во	2	3
134	все время	2	3
135	в том	12	3
136	в качестве	2	3
137	конечно не	3	3
138	и других	1	3
139	из них	5	3
140	его и	1	3
141	так как	11	3
142	друг друга	4	3
143	у него	4	3
144	выходит за	1	3
145	в свою	7	3
146	не было	2	3
147	в истории	1	3
148	не были	1	3
149	с этим	3	3
150	и там	1	3
151	по существу	2	3
152	с этой	3	3
153	как только	1	3
154	в основном	1	3
155	при всем	2	3
156	в результате	2	3
157	хотя бы	4	3
158	одной из	3	3
159	из этого	2	3
160	в свое	2	3
161	например в	1	2
162	то в	1	2
163	в котором	2	2
164	той же	1	2
165	а как	2	2
166	мы не	2	2
167	на правах	1	2
168	время как	2	2
169	они были	1	2
170	свою очередь	6	2
171	между собой	4	2
172	столь же	3	2
173	по своему	3	2
174	одним словом	1	2
175	в ее	3	2
176	но не	1	2
177	и речи	4	2
178	что они	2	2
179	сих пор	9	2
180	как к	1	2
181	хотя и	5	2
182	от этого	1	2
183	в целом	3	2
184	и те	1	2
185	не могла	3	2
186	том и	1	2
187	и по	1	2
188	на этом	1	2
189	одному и	1	2
190	не из	1	2
191	те же	1	2
192	для них	1	2
193	зрения самого	1	2
194	нисколько не	3	2
195	был бы	2	2
196	том что	13	2
197	в этих	1	2
198	но он	1	2
199	друг другу	1	2
200	не его	1	2
201	войти в	1	2
202	тому что	2	2
203	в атмосфере	1	2
204	в самых	1	2
205	дело не	2	2
206	или вовсе	1	2
207	для нас	1	2
208	в сознании	1	2
209	ему не	3	2
210	правда не	1	2
211	и о	2	2
212	то время	2	2
213	роль в	2	2
214	можно было	2	2
215	не с	2	2
216	из одного	1	2
217	в построении	1	2
218	в другом	2	2
219	за пределами	2	2
220	одного из	3	2
221	можно сказать	1	2
222	а также	2	2
223	нас в	1	2
224	в лучшем	1	2
225	здесь не	2	2
226	мы видим	1	2
227	между тем	2	2
228	различных жанров	2	2
229	и тем	1	2
230	так что	6	2
231	связи с	5	2
232	и у	1	2
233	если мы	2	2
234	только на	1	2
235	как более	1	2
236	в известной	2	2
237	в одном	2	2
238	с этими	1	2
239	себя от	2	2
240	для того	6	2
241	в другой	1	2
242	до сих	9	2
243	чем он	1	2
244	с другом	1	2
245	а с	1	2
246	на которые	3	2
247	точке зрения	1	2
248	а на	2	2
249	с которым	1	2
250	жизнь в	1	2
251	совершенно не	2	2
252	что все	1	2
253	в частности	3	2
254	эти слова	1	2
255	так же	4	2
256	других случаях	1	2
257	такого рода	1	2
258	быть только	1	2
259	для понимания	2	2
260	друг с	1	2
261	этом случае	2	2
262	как раз	6	2
263	не является	4	2
264	последнего времени	1	2
265	у них	1	2
266	разной степени	1	2
267	потому что	10	2
268	ни было	2	2
269	обстоит дело	2	2
270	между ними	2	2
271	с ней	1	2
272	сказать что	1	2
273	первом случае	1	2
274	бы его	1	2
275	и эта	1	2
276	к этому	6	2
277	получают в	1	1
278	с жизнью	1	1
279	сын и	1	1
280	поэтической речи	1	1
281	возможны и	1	1
282	действительному или	1	1
283	и до	1	1
284	из его	2	1
285	конечно в	1	1
286	входящих в	1	1
287	а напротив	1	1
288	его не	2	1
289	из всех	2	1
290	для своего	1	1
291	мы имеем	1	1
292	что между	1	1
293	как из	2	1
294	именно к	1	1
295	место в	1	1
296	совсем иное	1	1
297	из признания	1	1
298	и со	2	1
299	как впрочем	1	1
300	случае в	1	1
301	и он	2	1
302	собой в	1	1
303	он был	4	1
304	наоборот как	1	1
305	бы то	2	1
306	без всякого	2	1
307	там и	1	1
308	и главное	1	1
309	могло быть	2	1
310	но как	1	1
311	в сторону	1	1
312	не входит	1	1
313	и нуждается	1	1
314	со всеми	1	1
315	свою жизнь	1	1
316	в новом	1	1
317	отличие от	2	1
318	друга и	1	1
319	которые не	1	1
320	в одной	1	1
321	его на	2	1
322	из уст	1	1
323	в течение	3	1
324	стороны и	2	1
325	могли бы	1	1
326	целый ряд	2	1
327	что по	1	1
328	сошелся с	1	1
329	в действительности	1	1
330	в герое	2	1
331	в этот	1	1
332	в себя	1	1
333	к другому	1	1
334	так или	2	1
335	имеем в	1	1
336	бы не	2	1
337	в этой	3	1
338	и тот	3	1
339	только один	2	1
340	и противоречия	1	1
341	на то	3	1
342	и если	2	1
343	что она	4	1
344	было с	1	1
345	от которого	1	1
346	он должен	1	1
347	к одному	1	1
348	не к	1	1
349	полемики с	1	1
350	нашего времени	1	1
351	своего времени	1	1
352	речь с	1	1
353	в нее	1	1
354	эта же	1	1
355	именно это	1	1
356	с такими	1	1
357	человека в	2	1
358	то ни	3	1
359	совпадают с	4	1
360	а затем	2	1
361	отходит в	1	1
362	в состоянии	1	1
363	ним в	1	1
364	есть все	1	1
365	не дает	4	1
366	является конечно	2	1
367	них не	1	1
368	высказывание в	1	1
369	особенно в	1	1
370	подходит к	1	1
371	моменты в	1	1
372	в свой	1	1
373	его образа	1	1
374	чаще всего	1	1
375	этой работы	1	1
376	в ином	1	1
377	ни в	10	1
378	ни одной	2	1
379	две линии	1	1
380	этого не	1	1
381	несмотря на	4	1
382	который они	1	1
383	чем в	3	1
384	на этот	3	1
385	места в	1	1
386	но если	3	1
387	из общего	1	1
388	от своего	1	1
389	таким же	1	1
390	как все	1	1
391	и без	2	1
392	не столько	1	1
393	в отличие	1	1
394	в которых	5	1
395	одном из	1	1
396	сам же	1	1
397	для данного	1	1
398	обращение к	1	1
399	тем не	3	1
400	по крайней	1	1
401	однако в	4	1
402	в устах	1	1
403	сама она	2	1
404	и вся	1	1
405	весь в	1	1
406	не менее	5	1
407	свое время	1	1
408	самого начала	4	1
409	и основным	1	1
410	прошлого века	1	1
411	он еще	1	1
412	того чтобы	6	1
413	остановимся здесь	1	1
414	на котором	1	1
415	людям и	1	1
416	и лишь	1	1
417	те моменты	1	1
418	его отношение	1	1
419	к концу	2	1
420	его можно	1	1
421	по своей	1	1
422	людей и	2	1
423	на себе	1	1
424	во всем	1	1
425	вот что	1	1
426	же он	1	1
427	оказывается перед	1	1
428	интересующие нас	1	1
429	этом отношении	2	1
430	не от	1	1
431	от последнего	1	1
432	не оказать	1	1
433	все то	1	1
434	не знаем	1	1
435	нечто совсем	1	1
436	всего в	1	1
437	не отдавать	1	1
438	на это	3	1
439	но сама	1	1
440	и можем	1	1
441	должен быть	2	1
442	и это	2	1
443	живет на	1	1
444	в виду	2	1
445	подходе к	1	1
446	же не	1	1
447	перед необходимостью	1	1
448	нет никакой	1	1
449	с самого	4	1
450	приводит к	3	1
451	и совершенно	1	1
452	для всякого	1	1
453	на которую	1	1
454	этим в	1	1
455	это только	1	1
456	и ничем	1	1
457	жизнь и	1	1
458	он к	1	1
459	если бы	8	1
460	для этого	1	1
461	со стороны	11	1
462	сводится к	1	1
463	именно потому	2	1
464	не был	1	1
465	за свое	1	1
466	и что	6	1
467	находятся в	1	1
468	его жизни	1	1
469	или на	1	1
470	это было	1	1
471	это может	1	1
472	этих слов	2	1
473	во втором	1	1
474	нуждается в	2	1
475	на одном	1	1
476	чтобы придать	1	1
477	что и	8	1
478	и только	1	1
479	крайней мере	1	1
480	которые он	1	1
481	и она	1	1
482	его тем	1	1
483	ибо в	1	1
484	в двух	3	1
485	тот же	2	1
486	могла быть	1	1
487	дело с	3	1
488	которым он	2	1
489	и две	1	1
490	реагирует на	1	1
491	в стороне	1	1
492	не мешает	2	1
493	в эти	1	1
494	чем они	2	1
495	в начале	3	1
496	в душе	1	1
497	к своим	1	1
498	сам он	2	1
499	и их	1	1
500	не выражает	1	1
501	среди которых	3	1
502	к ним	3	1
503	чтобы не	1	1
504	от того	2	1
505	акт от	1	1
506	п не	2	1
507	где в	1	1
508	которые как	1	1
509	нет и	4	1
510	с общим	1	1
511	или одного	1	1
512	наше сопоставление	1	1
513	других не	1	1
514	исходят из	1	1
515	или иначе	2	1
516	эти две	1	1
517	уходит в	1	1
518	себя и	2	1
519	что не	3	1
520	что для	2	1
521	на смену	1	1
522	он только	1	1
523	был в	1	1
524	в разной	1	1
525	время было	1	1
526	ничем не	4	1
527	однако и	1	1
528	как ни	1	1
529	которых должен	1	1
530	конечно на	1	1
531	о чем	7	1
532	мы остановимся	1	1
533	служит совершенно	1	1
534	что мы	2	1
535	ближе к	2	1
536	он и	2	1
537	и ему	1	1
538	в руках	1	1
539	с помощью	4	1
540	этот рассказ	1	1
541	нет ничего	2	1
542	ничего нет	1	1
543	вместе с	9	1
544	до этого	2	1
545	эта идея	1	1
546	ко всем	1	1
547	относятся к	1	1
548	из видов	1	1
549	мужа и	1	1
550	да и	1	1
551	образом на	1	1
552	хотя он	1	1
553	в уже	2	1
554	быть не	1	1
555	в изучении	1	1
556	в это	1	1
557	в реальном	1	1
558	как за	1	1
559	день в	1	1
560	на пути	1	1
561	аналогии с	2	1
562	стихов в	3	1
563	впрочем не	1	1
564	глубины и	1	1
565	ему только	1	1
566	их все	1	1
567	тем более	4	1
568	к диалогу	1	1
569	о котором	1	1
570	от них	1	1
571	и выражает	1	1
572	иное чем	1	1
573	бы в	4	1
574	разве только	1	1
575	городов и	1	1
576	всякий смысл	1	1
577	все художественные	1	1
578	не знает	3	1
579	может послужить	1	1
580	только как	2	1
581	равно как	2	1
582	в какой	3	1
583	жизни и	1	1
584	пути к	1	1
585	значение в	1	1
586	как на	1	1
587	в таком	2	1
588	все что	3	1
589	этой точки	1	1
590	они не	1	1
