N	2gram	Berdyaev_O_1	Problemy
330	с достоевским	1	1
331	достоевскому для	1	1
332	противоречит самым	1	1
333	что говорит	1	1
334	не созерцает	2	1
335	природы но	3	1
336	одном из	1	1
337	вложена в	1	1
338	героя из	1	1
339	свобода и	2	1
340	в русской	3	1
341	не имеет	2	1
342	дело в	1	1
343	ее с	1	1
344	него была	1	1
345	или лучше	1	1
346	он еще	1	1
347	того чтобы	4	1
348	из него	1	1
349	в высшее	1	1
350	самой жизни	1	1
351	и весь	1	1
352	и лишь	1	1
353	действительно в	1	1
354	вот что	1	1
355	его он	1	1
356	оказывается у	1	1
357	своего творчества	1	1
358	достоевским в	1	1
359	с другом	1	1
360	у нас	1	1
361	среди них	1	1
362	иван карамазов	2	1
363	чтобы сделать	1	1
364	я бы	1	1
365	всего в	2	1
366	достоевский как	1	1
367	они и	1	1
368	все еще	2	1
369	быть назван	1	1
370	в нас	1	1
371	и был	1	1
372	не могли	2	1
373	с образом	1	1
374	любви а	1	1
375	не показал	1	1
376	не существует	1	1
377	людей в	1	1
378	в ее	2	1
379	личности и	2	1
380	характер и	1	1
381	вовлекаются в	1	1
382	лучше сказать	1	1
383	великих художников	1	1
384	достоевского все	4	1
385	и когда	1	1
386	что у	2	1
387	человека он	1	1
388	в другом	2	1
389	по природе	1	1
390	в борьбе	1	1
391	которая была	1	1
392	нельзя найти	1	1
393	подойти к	2	1
394	по сравнению	1	1
395	со стороны	1	1
396	одном месте	1	1
397	в виду	1	1
398	только и	4	1
399	другом месте	1	1
400	люди с	1	1
401	вот тема	1	1
402	о том	3	1
403	к одной	1	1
404	жизни ни	1	1
405	и ивана	2	1
406	и мыслей	1	1
407	произвола и	1	1
408	достоевского всегда	1	1
409	и всех	1	1
410	того как	1	1
411	и постановка	1	1
412	духа как	1	1
413	отметить что	1	1
414	он создал	1	1
415	своих романах	1	1
416	достоевского совершенно	1	1
417	того что	3	1
418	он что	1	1
419	мысли не	1	1
420	речь о	1	1
421	ли он	1	1
422	проникнуть в	1	1
423	то в	1	1
424	и действительно	1	1
425	и свобода	1	1
426	а с	1	1
427	и положительное	1	1
428	путь которым	1	1
429	достоевского можно	1	1
430	ничто не	2	1
431	достоевского уже	1	1
432	не все	2	1
433	него и	4	1
434	до последней	1	1
435	и других	1	1
436	достоевский во	1	1
437	к творчеству	1	1
438	не так	1	1
439	все устойчивые	1	1
440	но достоевский	1	1
441	может служить	1	1
442	противоречии с	1	1
443	достоевскому дано	1	1
444	как художник	3	1
445	и никогда	2	1
446	это было	3	1
447	нее не	1	1
448	а те	1	1
449	творчеству достоевского	1	1
450	в других	2	1
451	для того	3	1
452	лишь для	1	1
453	подпольного человека	1	1
454	до самого	5	1
455	не жизнь	1	1
456	свою мысль	1	1
457	для художника	1	1
458	обычном смысле	1	1
459	как у	1	1
460	делает в	1	1
461	а именно	1	1
462	вообще и	1	1
463	человека а	2	1
464	всякого человека	1	1
465	к его	1	1
466	что не	4	1
467	но есть	1	1
468	что для	2	1
469	притом не	1	1
470	подполья но	1	1
471	сознания достоевский	1	1
472	и самый	1	1
473	на этих	1	1
474	не допускает	1	1
475	достоевский а	1	1
476	под влиянием	1	1
477	в одно	1	1
478	в частности	1	1
479	раскрыть в	1	1
480	сравнению с	1	1
481	в чистом	1	1
482	это за	3	1
483	и там	2	1
484	о человеке	29	1
485	у самого	1	1
486	человеке а	1	1
487	в человеческом	2	1
488	и менее	1	1
489	этого слова	1	1
490	романы и	1	1
491	эта самостоятельность	1	1
492	ничего кроме	2	1
493	противоречие и	1	1
494	ставрогина и	1	1
495	человека о	2	1
496	любовь к	2	1
497	в сферу	1	1
498	и особых	1	1
499	его с	1	1
500	сознания в	1	1
501	ее и	1	1
502	и все	10	1
503	более всего	3	1
504	романы достоевского	1	1
505	будто бы	1	1
506	ее в	2	1
507	он подошел	1	1
508	характере и	1	1
509	лишь по	1	1
510	от всех	1	1
511	совершенно не	1	1
512	был человек	1	1
513	людей но	1	1
514	на своем	1	1
515	понял что	1	1
516	к этой	2	1
517	случае если	1	1
518	ведется рассказ	1	1
519	и эта	1	1
520	дмитрия и	2	1
521	к этому	2	1
