N	2gram	Vinokur_St_1	Morfolog
191	одна из	1	2
192	что ни	2	2
193	из другой	1	2
194	б в	1	2
195	и его	8	2
196	так например	7	2
197	в каком	3	2
198	один раз	1	2
199	для того	10	2
200	оно не	1	2
201	можно сделать	1	2
202	то время	2	2
203	и что	4	2
204	ясно что	10	2
205	является в	1	2
206	о том	17	2
207	с одной	3	2
208	можно сказать	1	2
209	может не	2	2
210	не означает	1	2
211	и только	3	2
212	является результатом	1	2
213	того что	9	2
214	же можно	1	2
215	иных случаях	2	2
216	как например	1	2
217	быть и	2	2
218	хотя бы	6	2
219	этот вопрос	4	2
220	что он	10	2
221	или иные	1	2
222	только в	10	2
223	себя в	1	2
224	уже не	1	2
225	вопроса о	3	2
226	в виде	3	2
227	д как	1	2
228	его и	1	2
229	никто не	4	2
230	как их	1	2
231	из двух	3	2
232	без всякой	3	2
233	материала а	1	2
234	а на	3	2
235	не знает	2	2
236	сказать что	7	2
237	что мы	5	2
238	в частности	4	2
239	д в	1	2
240	он приводит	1	2
241	одной стороны	2	2
242	но для	2	2
243	вопрос в	3	2
244	случаях когда	1	2
245	тем и	1	2
246	не существует	3	2
247	сразу же	1	2
248	в настоящее	1	2
249	в отдельных	1	2
250	или нет	1	2
251	но вот	1	2
252	одной из	1	2
253	а во	3	2
254	для каждой	1	2
255	в свое	2	2
256	но эти	1	2
257	к этому	1	2
258	точно так	1	2
259	например в	8	1
260	зрения их	2	1
261	и то	5	1
262	применении к	3	1
263	многих отношениях	1	1
264	словами и	1	1
265	ii и	2	1
266	их и	1	1
267	г в	5	1
268	очень широко	1	1
269	очень далеко	1	1
270	и была	1	1
271	на эти	7	1
272	так чтобы	1	1
273	что это	4	1
274	и такой	1	1
275	конечно и	3	1
276	очень давно	1	1
277	в виду	1	1
278	в числе	2	1
279	отступление от	1	1
280	и пепел	1	1
281	следовательно в	1	1
282	оказывается что	1	1
283	он был	3	1
284	всегда можно	1	1
285	или во	1	1
286	но как	1	1
287	нет не	1	1
288	во первых	1	1
289	ответ на	3	1
290	отношение к	2	1
291	или иное	3	1
292	иногда совершенно	1	1
293	во что	1	1
294	более чем	2	1
295	его не	1	1
296	отвечает не	1	1
297	они есть	1	1
298	что касается	3	1
299	мысль о	1	1
300	говорит что	3	1
301	но эта	1	1
302	громким голосом	1	1
303	другом случае	1	1
304	лишь о	1	1
305	ad hoc	1	1
306	втором случае	2	1
307	в которой	4	1
308	это утверждение	1	1
309	тут и	1	1
310	из этих	6	1
311	что пока	1	1
312	что так	3	1
313	не в	12	1
314	думать что	2	1
315	в этой	11	1
316	во многих	3	1
317	но ведь	8	1
318	на то	4	1
319	а вовсе	1	1
320	зрения его	1	1
321	вообще не	2	1
322	что каждая	1	1
323	собственному усмотрению	1	1
324	что она	4	1
325	время и	1	1
326	всех этих	2	1
327	xiv в	1	1
328	свою собственную	2	1
329	и вот	1	1
330	в россии	4	1
331	ни были	2	1
332	и этот	1	1
333	по его	2	1
334	в каждом	3	1
335	то ни	1	1
336	собой определенную	1	1
337	в количестве	1	1
338	связанные с	3	1
339	же касается	3	1
340	на все	1	1
341	те или	1	1
342	то все	1	1
343	и дает	1	1
344	и тем	3	1
345	даже в	3	1
346	кажется что	3	1
347	в это	1	1
348	по всему	1	1
349	о которых	1	1
350	является следствием	1	1
351	задачей но	1	1
352	также с	1	1
353	чем в	3	1
354	и некоторые	1	1
355	нисколько не	2	1
356	в наши	1	1
357	том как	4	1
358	имеет ничего	2	1
359	и их	2	1
360	это делает	1	1
361	но которые	1	1
362	не столько	1	1
363	могло бы	2	1
364	бы мы	2	1
365	что я	1	1
366	значение для	1	1
367	благополучно а	1	1
368	для изучения	4	1
369	а есть	1	1
370	наука о	1	1
371	которые в	2	1
372	при этом	2	1
373	но он	2	1
374	все это	5	1
375	без всяких	2	1
376	не должно	1	1
377	бы быть	1	1
378	видит в	1	1
379	мы пока	1	1
380	тому что	3	1
381	и очень	4	1
382	она не	2	1
383	точно и	2	1
384	принципов и	2	1
385	что с	2	1
386	меня не	2	1
387	того как	1	1
388	и притом	1	1
389	в основе	3	1
390	дело не	4	1
391	значение этого	1	1
392	вытекает из	2	1
393	на анализе	1	1
394	больше чем	2	1
395	к каждой	1	1
396	же время	4	1
397	этих двух	3	1
398	приведены в	1	1
399	к концу	2	1
400	за исключением	1	1
401	как на	1	1
402	с но	1	1
403	бы по	1	1
404	е не	1	1
405	и делает	1	1
406	все с	1	1
407	характерен для	1	1
408	тему в	2	1
409	у нас	11	1
410	является то	1	1
411	к отдельным	1	1
412	в момент	1	1
413	но там	1	1
414	села на	1	1
415	если он	1	1
416	другой и	1	1
417	должны быть	3	1
418	к тому	1	1
419	той или	1	1
420	области изучения	2	1
421	кем и	2	1
422	что при	2	1
423	ничего общего	3	1
424	в применении	3	1
425	всех случаях	1	1
426	будет видно	1	1
427	что там	2	1
428	без всякого	2	1
429	некоторые другие	1	1
430	данном случае	6	1
431	ни стало	1	1
432	как по	1	1
433	они ни	1	1
434	что подобные	1	1
435	и говорит	1	1
436	на той	1	1
437	с самого	1	1
438	после всех	1	1
439	на свой	2	1
440	на основании	1	1
441	в глаза	1	1
442	здесь нет	1	1
443	мог бы	1	1
444	еще в	1	1
445	когда в	1	1
446	во второй	9	1
447	и с	3	1
448	что от	2	1
449	быть приведены	1	1
450	но иногда	1	1
451	он говорил	1	1
452	ли говорить	1	1
453	для одной	1	1
454	зависеть от	1	1
455	функция а	1	1
456	вывод который	1	1
457	но к	1	1
458	на вопрос	4	1
459	других вопросов	1	1
460	указано что	1	1
461	бы то	1	1
462	и просто	1	1
463	на каком	1	1
464	там же	1	1
465	того или	4	1
466	их в	2	1
467	нет это	2	1
468	в приведенных	1	1
469	чтобы получить	1	1
470	и всякая	1	1
471	в его	9	1
472	а потому	2	1
473	во всей	1	1
474	в другой	1	1
475	словами не	1	1
476	что бы	1	1
477	если это	3	1
478	не зная	1	1
479	сюда относится	1	1
480	еще несколько	1	1
481	по собственному	1	1
482	на которой	2	1
483	д и	2	1
484	убежден что	1	1
485	давно и	1	1
486	говорить о	2	1
487	пор не	1	1
488	как нечто	1	1
489	который в	1	1
490	самые разнообразные	1	1
491	знает где	1	1
492	но то	1	1
493	действительно не	1	1
494	со всеми	2	1
495	какой степени	1	1
496	же и	4	1
497	есть в	2	1
498	и у	2	1
499	что не	3	1
500	каким образом	1	1
501	в данной	2	1
502	не так	1	1
503	всяком случае	6	1
504	в одном	1	1
505	у него	2	1
506	повод для	1	1
507	при отсутствии	1	1
508	которые могут	1	1
509	и никогда	1	1
510	между прочим	2	1
511	он является	1	1
512	само собой	1	1
513	были бы	1	1
514	и даже	5	1
515	со стороны	6	1
516	или иной	1	1
517	даже не	4	1
518	точек зрения	1	1
519	себе представить	1	1
520	до сих	7	1
521	на ее	1	1
522	именно в	6	1
523	а именно	3	1
524	очень большое	2	1
525	еще и	2	1
526	такое же	1	1
527	показывает что	1	1
528	по тем	1	1
529	на этот	3	1
530	то получается	1	1
531	не на	1	1
532	о чем	1	1
533	формах но	1	1
534	уже давно	1	1
535	является его	1	1
536	в одной	1	1
537	задач и	1	1
538	приводит в	1	1
539	в данном	14	1
540	не дают	1	1
541	могут вызвать	1	1
542	в течение	1	1
543	случае она	1	1
544	и там	1	1
545	которые по	1	1
546	это его	1	1
547	до его	1	1
548	отношения к	2	1
549	который для	1	1
550	никем не	2	1
551	как будто	4	1
552	быть не	1	1
553	что же	6	1
554	эти детали	1	1
555	с этой	3	1
556	которые также	1	1
557	в подобных	1	1
558	сих пор	7	1
559	пришлось бы	1	1
560	поставить точку	1	1
561	указать на	1	1
562	частей как	1	1
563	потому не	1	1
564	но на	2	1
565	к данной	1	1
566	в голову	1	1
567	то не	2	1
568	для нас	7	1
569	на камне	1	1
570	и все	2	1
571	которую он	1	1
572	бы в	1	1
573	том случае	1	1
574	бы на	1	1
575	к самым	1	1
576	и начинается	1	1
577	состоит из	1	1
578	которым он	1	1
579	через а	1	1
580	в или	1	1
581	он лишь	1	1
582	обращено внимание	1	1
583	в таком	3	1
584	во всяком	6	1
585	самостоятельно и	1	1
