N	2gram	Tiupa_Narr_1	KulturaY
379	у современного	1	1
380	очевидным что	1	1
381	его от	1	1
382	так например	1	1
383	и наоборот	1	1
384	быть использован	1	1
385	не будет	2	1
386	речи или	1	1
387	в другом	1	1
388	входит в	2	1
389	не умеет	1	1
390	деле в	1	1
391	и иных	2	1
392	и мы	1	1
393	он есть	1	1
394	именно что	1	1
395	что один	1	1
396	что-то в	1	1
397	которая в	2	1
398	он является	1	1
399	все равно	2	1
400	этого не	2	1
401	не всегда	3	1
402	и уже	1	1
403	остановился на	1	1
404	это очевидно	1	1
405	не мог	6	1
406	во время	1	1
407	в войне	2	1
408	она сама	1	1
409	два слова	1	1
410	рассказа о	2	1
411	и ее	3	1
412	к главному	1	1
413	самих этих	1	1
414	в следующем	1	1
415	всяком случае	2	1
416	не находит	1	1
417	она в	2	1
418	оказывается что	1	1
419	что я	1	1
420	от его	1	1
421	вовсе еще	1	1
422	фраз и	1	1
423	нельзя было	1	1
424	мир и	1	1
425	у тургенева	2	1
426	о его	2	1
427	по крайней	1	1
428	связано с	1	1
429	того кто	2	1
430	в предыдущем	1	1
431	как видим	1	1
432	для нее	1	1
433	даже в	1	1
434	случае мы	1	1
435	малом количестве	1	1
436	возможна не	1	1
437	все для	1	1
438	искусство слова	1	1
439	важно что	1	1
440	как можно	1	1
441	в русской	3	1
442	как следует	1	1
443	следует здесь	1	1
444	не могло	2	1
445	для всего	1	1
446	здесь может	1	1
447	казалось бы	2	1
448	это главным	1	1
449	как формы	1	1
450	же время	4	1
451	а во	4	1
452	они являются	1	1
453	бывает как	1	1
454	по своей	1	1
455	за исключением	1	1
456	и мире	2	1
457	во всем	1	1
458	и его	10	1
459	из истории	1	1
460	для другого	1	1
461	обращает на	3	1
462	как будто	3	1
463	за ними	3	1
464	если только	1	1
465	ни о	2	1
466	начиная с	3	1
467	не давая	1	1
468	же самое	2	1
469	понять что	1	1
470	как для	1	1
471	и строго	1	1
472	ли в	1	1
473	в одну	1	1
474	ориентируясь на	1	1
475	от которой	1	1
476	значение это	1	1
477	то ни	1	1
478	у себя	2	1
479	от друга	1	1
480	здесь говорить	1	1
481	свою очередь	2	1
482	это будет	1	1
483	здесь также	1	1
484	приводит к	1	1
485	слова а	1	1
486	никогда не	4	1
487	что каждый	1	1
488	по аналогии	1	1
489	переход к	1	1
490	это вовсе	1	1
491	каждого из	1	1
492	и прочих	1	1
493	и каждый	1	1
494	с этого	1	1
495	чем у	1	1
496	она была	2	1
497	о котором	1	1
498	остановимся на	1	1
499	особенности в	1	1
500	сводится к	3	1
501	о нем	3	1
502	произведения как	1	1
503	которому не	1	1
504	в речи	4	1
505	все тех	1	1
506	из рассказа	1	1
507	одного из	6	1
508	в сфере	2	1
509	в конечном	3	1
510	о пользе	1	1
511	эта фраза	2	1
512	к нему	4	1
513	иным причинам	1	1
514	тем или	2	1
515	тем как	1	1
516	или особенно	1	1
517	во втором	6	1
518	только внешние	1	1
519	нуждается в	1	1
520	уже только	1	1
521	крайней мере	1	1
522	чем и	1	1
523	вслед за	1	1
524	если за	1	1
525	также в	1	1
526	все время	1	1
527	в него	1	1
528	но тут	1	1
529	быть и	2	1
530	замечания к	1	1
531	к различным	1	1
532	идет по	2	1
533	одной из	1	1
534	с ними	2	1
535	мы увидим	1	1
536	что даже	1	1
537	в себе	6	1
538	к нашему	1	1
539	в стороне	1	1
540	которое мы	1	1
541	до нас	1	1
542	и после	2	1
543	иной степени	1	1
544	они могут	2	1
545	который в	2	1
546	не можем	1	1
547	ряде случаев	1	1
548	в начале	3	1
549	свидетельствует о	1	1
550	не обладают	1	1
551	или даже	1	1
552	конечном счете	1	1
553	что сама	1	1
554	для него	4	1
555	представить себе	1	1
556	в очерке	1	1
557	текста в	3	1
558	и со	1	1
559	уклоняется от	1	1
560	отношении к	1	1
561	только с	1	1
562	само по	1	1
563	каждый из	2	1
564	при отсутствии	2	1
565	не говорит	3	1
566	и делает	1	1
567	указание на	1	1
568	друг от	1	1
569	о фактах	1	1
570	со стороны	8	1
571	может передать	1	1
572	по своим	2	1
573	которая обладает	1	1
574	воображении в	1	1
575	конца как	1	1
576	что для	1	1
577	выше и	1	1
578	а на	2	1
579	которых мы	1	1
580	и составляет	2	1
581	зависит от	2	1
582	мы и	1	1
583	сдвиг в	1	1
584	возвращаясь к	1	1
585	а по	2	1
586	а так	1	1
587	могут служить	2	1
588	свое внимание	1	1
589	слово а	1	1
590	и слово	1	1
591	если не	2	1
592	как именно	1	1
593	наше внимание	1	1
594	в большем	1	1
595	до этого	1	1
596	и потому	1	1
597	в смысл	2	1
598	в строгом	1	1
599	из которых	1	1
600	только свидетель	1	1
601	к жизни	2	1
602	тургенева в	1	1
603	наряду с	1	1
604	ведет к	1	1
605	роль принадлежит	1	1
606	в первой	2	1
607	слов в	2	1
608	исходя из	3	1
609	и было	1	1
610	и отсутствие	1	1
611	в современной	3	1
612	рамках одного	1	1
613	указанием на	1	1
614	ли не	2	1
615	в контексте	1	1
616	об одном	1	1
617	не любил	1	1
618	фигуры и	1	1
619	это явление	1	1
620	и для	2	1
621	которых он	1	1
622	случаях когда	1	1
623	мы тем	1	1
624	и от	2	1
625	собственно говоря	1	1
626	к постижению	1	1
627	у них	1	1
628	интерес к	1	1
629	у которого	1	1
630	будто бы	1	1
631	вот этот	1	1
632	теперь же	1	1
633	же в	2	1
634	в равной	2	1
635	нами не	2	1
636	в период	1	1
637	а о	2	1
638	в свою	2	1
639	письма и	1	1
640	между ними	2	1
641	на более	1	1
642	гораздо существеннее	1	1
643	речи и	1	1
644	также следующее	1	1
645	становится очевидным	1	1
646	к этому	1	1
647	об этих	1	1
648	к этой	1	1
649	бы из	1	1
650	который не	1	1
651	русской литературы	1	1
652	все что	2	1
