N	2gram	Bakhtin_Pr_1	KFilosof
176	здесь нет	1	3
177	в виду	1	3
178	о том	1	3
179	и весь	1	3
180	того или	1	3
181	ним и	3	3
182	нем и	1	3
183	того что	1	3
184	быть и	1	3
185	а лишь	2	3
186	не дает	3	3
187	был бы	6	3
188	тем что	4	3
189	от того	4	3
190	а эта	1	3
191	что не	1	3
192	и пр	3	3
193	до конца	8	3
194	в момент	1	3
195	вступает в	1	3
196	действительно и	1	3
197	своей значимости	1	3
198	сознания и	5	3
199	лишь как	7	3
200	в свою	1	3
201	или иного	1	3
202	в то	10	3
203	на своем	1	3
204	себя как	2	2
205	все остальное	2	2
206	он может	3	2
207	это и	5	2
208	едва ли	1	2
209	и должен	1	2
210	а как	7	2
211	на первом	1	2
212	вопрос о	2	2
213	дан в	1	2
214	своих границах	1	2
215	только это	1	2
216	с его	9	2
217	в данном	2	2
218	абстрактный момент	1	2
219	к которой	1	2
220	ее до	1	2
221	существенно что	1	2
222	как в	6	2
223	как к	3	2
224	в событие	1	2
225	сознания в	1	2
226	и как	7	2
227	от этого	1	2
228	себе как	1	2
229	та же	1	2
230	ни одна	1	2
231	в этой	4	2
232	нами в	2	2
233	как содержательное	1	2
234	было дано	1	2
235	имеем в	1	2
236	всей его	2	2
237	вследствие этого	2	2
238	из самого	2	2
239	и единство	2	2
240	лишь с	1	2
241	ни был	2	2
242	так и	7	2
243	то ни	2	2
244	не будет	1	2
245	действительности в	1	2
246	и мы	1	2
247	он ни	2	2
248	весь мир	1	2
249	смысл лишь	1	2
250	в жизни	2	2
251	кажется что	2	2
252	из нее	1	2
253	и само	1	2
254	бытии и	1	2
255	знает и	1	2
256	как предмет	4	2
257	где она	1	2
258	есть его	1	2
259	жизни является	1	2
260	войти в	2	2
261	этот мир	3	2
262	по себе	8	2
263	тому что	3	2
264	раз и	4	2
265	и отсюда	1	2
266	дело в	1	2
267	в процессе	4	2
268	сознания как	1	2
269	того чтобы	1	2
270	же время	9	2
271	героя это	1	2
272	в сознании	2	2
273	в области	1	2
274	не потому	2	2
275	единство бытия	2	2
276	к себе	2	2
277	и именно	1	2
278	его с	1	2
279	бы он	2	2
280	оно не	3	2
281	активности в	1	2
282	чтобы быть	1	2
283	и когда	1	2
284	котором мы	1	2
285	единство мира	3	2
286	и та	1	2
287	бы то	2	2
288	мысль не	3	2
289	и единый	1	2
290	или как	5	2
291	однако что	1	2
292	ее от	1	2
293	вся эта	1	2
294	как предмета	1	2
295	и она	1	2
296	тот же	2	2
297	что он	8	2
298	а с	1	2
299	именно на	2	2
300	значимость и	2	2
301	в качестве	1	2
302	сознания не	4	2
303	него и	1	2
304	не из	3	2
305	и других	1	2
306	его и	2	2
307	к содержанию	1	2
308	нее в	1	2
309	и навсегда	1	2
310	не о	2	2
311	принципиально не	1	2
312	автора как	3	2
313	были бы	4	2
314	себе а	1	2
315	для этого	1	2
316	себя и	2	2
317	но есть	1	2
318	прежде всего	7	2
319	он и	5	2
320	если не	1	2
321	бы оно	1	2
322	и потому	6	2
323	подхода к	1	2
324	его на	2	2
325	что за	1	2
326	дело здесь	2	2
327	быть не	1	2
328	этого слова	1	2
329	единства в	1	2
330	оценки и	1	2
331	при условии	1	2
332	отсюда следует	1	2
333	единой и	1	2
334	человек и	2	2
335	или иным	1	2
336	ибо нет	1	2
337	потому что	8	2
338	отношении к	3	2
339	видения и	10	2
340	его к	2	2
341	котором я	1	2
342	и эта	1	2
343	к этому	1	2
344	мира его	1	1
345	смысле слова	1	1
346	в движение	1	1
347	функции в	1	1
348	целого и	1	1
349	его целом?	1	1
350	проблемы в	1	1
351	возникает лишь	1	1
352	тем же	1	1
353	в чисто	2	1
354	и до	3	1
355	исходит из	1	1
356	как представитель	1	1
357	видеть в	1	1
358	в зависимости	5	1
359	отношения к	3	1
360	свой мир	1	1
361	мы уже	2	1
362	той же	5	1
363	его не	1	1
364	их и	1	1
365	из всех	1	1
366	со всех	1	1
367	системное единство	1	1
368	нуждаются в	1	1
369	единство и	1	1
370	единый контекст	1	1
371	именно к	1	1
372	не была	1	1
373	совпадает с	2	1
374	бы ни	1	1
375	и ее	2	1
376	конечно и	2	1
377	как свой	2	1
378	и он	1	1
379	предмет видения	1	1
380	быть понято	1	1
381	мысли и	5	1
382	оно ни	2	1
383	и мира	1	1
384	его действительности	1	1
385	в нашем	1	1
386	действительностью становится	1	1
387	этих миров	1	1
388	как если	1	1
389	и всякий	1	1
390	в ткань	1	1
391	его построения	1	1
392	с собою	2	1
393	смысловое единство	1	1
394	события для	1	1
395	в истории	2	1
396	представитель своей	1	1
397	с этим	2	1
398	самого как	1	1
399	в единый	1	1
400	хотя и	1	1
401	по соображениям	1	1
402	и наконец	4	1
403	все значимое	2	1
404	и к	2	1
405	в действительности	1	1
406	в первом	1	1
407	за собой	1	1
408	поэтому он	1	1
409	видения мира	1	1
410	в самом	10	1
411	в которой	2	1
412	ни один	3	1
413	философия в	1	1
414	в известном	1	1
415	ее как	3	1
416	в мышлении	1	1
417	их а	1	1
418	на его	2	1
419	есть действительно	1	1
420	что она	6	1
421	не следует	1	1
422	и одна	1	1
423	перестает быть	4	1
424	не укоренен	1	1
425	образом и	1	1
426	извне как	1	1
427	их в	4	1
428	одном кругозоре	1	1
429	и по	1	1
430	на этом	1	1
431	сознание но	1	1
432	мы его	2	1
433	же не	2	1
434	что мир	1	1
435	об этом	1	1
436	и с	4	1
437	это было	1	1
438	всеми своими	2	1
439	может стать	1	1
440	на почве	3	1
441	то все	1	1
442	он есть	4	1
443	не совпадает	1	1
444	к миру	1	1
445	между отдельными	2	1
446	мир поэтому	1	1
447	ведь если	1	1
448	от содержательной	1	1
449	все равно	1	1
450	другие а	1	1
451	и уже	2	1
452	несмотря на	6	1
453	движение по	1	1
454	чем в	2	1
455	данте и	2	1
456	эти миры	3	1
457	такой же	1	1
458	в один	2	1
459	от своего	1	1
460	художественного творчества	3	1
461	и ценностно	1	1
462	итак ни	1	1
463	лежат в	1	1
464	он должен	1	1
465	не становится	5	1
466	всяком случае	3	1
467	его мире	2	1
468	как факт	1	1
469	то для	1	1
470	к предмету	1	1
471	он принимает	1	1
472	признать что	1	1
473	не путем	1	1
474	значение для	1	1
475	является только	1	1
476	но он	2	1
477	в философии	1	1
478	имеет смысл	1	1
479	оказалось бы	1	1
480	человека но	2	1
481	акта и	1	1
482	к каждому	1	1
483	если и	1	1
484	в отношении	2	1
485	котором оно	1	1
486	при всех	1	1
487	каком плане	1	1
488	отчетливо и	1	1
489	с которой	2	1
490	она не	7	1
491	в содержании	1	1
492	есть а	1	1
493	мысли в	2	1
494	одна из	3	1
495	так чтобы	4	1
496	мира нет	1	1
497	и имеет	1	1
498	но только	1	1
499	нем в	2	1
500	не могло	1	1
501	только не	1	1
502	следовательно и	2	1
503	распадется на	1	1
504	слово и	1	1
505	жизни не	2	1
506	суждение не	1	1
507	действительно в	1	1
508	определения как	1	1
509	не вытекает	1	1
510	это слово	1	1
511	к этим	2	1
512	его он	1	1
513	его чистоте	1	1
514	здесь же	1	1
515	следует что	1	1
516	уже и	2	1
517	точке зрения	3	1
518	у меня	1	1
519	именно оно	1	1
520	в трагедии	1	1
521	представляется нам	2	1
522	мы абстрактно	1	1
523	во все	2	1
524	и всех	1	1
525	зависимости от	5	1
526	отличается от	3	1
527	случайна и	1	1
528	всего в	1	1
529	не принцип	1	1
530	к тому	1	1
531	они даны	1	1
532	него как	1	1
533	существенный момент	1	1
534	укоренен в	1	1
535	героя для	1	1
536	оно может	2	1
537	аналогию с	1	1
538	если мы	1	1
539	и входит	2	1
540	и о	5	1
541	иной чем	1	1
542	что все	1	1
543	как не	8	1
544	свою очередь	1	1
545	но при	1	1
546	и от	2	1
547	характер и	1	1
548	бы действительно	1	1
549	него самого	2	1
550	можно сделать	1	1
551	она только	1	1
552	зрения автора	1	1
553	приводит к	3	1
554	как с	1	1
555	вмещается в	1	1
556	что может	2	1
557	здесь как	1	1
558	мы только	1	1
559	произведения не	1	1
560	этой мысли	1	1
561	подойти к	1	1
562	остается только	1	1
563	мыслится и	2	1
564	героя весь	1	1
565	поэтому в	2	1
566	приводит его	2	1
567	в настоящее	1	1
568	и даже	2	1
569	но эту	1	1
570	образом в	1	1
571	единство сознания	2	1
572	находится в	2	1
573	задает себе	1	1
574	теряя своей	1	1
575	один миг	1	1
576	бытия неизбежно	1	1
577	мир мир	2	1
578	другими словами	1	1
579	настоящее время	1	1
580	и миром	1	1
581	можно сказать	1	1
582	ни на	1	1
583	и во	2	1
584	нет это	1	1
585	все в	3	1
586	или более	1	1
587	и смысловой	1	1
588	определение и	1	1
589	литературе о	3	1
590	тем или	2	1
591	от них	2	1
592	во втором	1	1
593	противоречия и	2	1
594	к своеобразному	1	1
595	вообще и	1	1
596	вложена в	1	1
597	сознаний из	1	1
598	если это	1	1
599	в лучшем	2	1
600	есть что	1	1
601	найти и	1	1
602	для самого	2	1
603	утверждение и	1	1
604	сознания его	1	1
605	в литературе	4	1
606	известном смысле	1	1
607	один из	2	1
608	но с	3	1
609	наличное в	1	1
610	мы видим	2	1
611	согласиться с	1	1
612	одной из	1	1
613	в какой	1	1
614	сознание в	3	1
615	в напряженном	1	1
616	и так	1	1
617	это очень	1	1
618	поэтому и	4	1
619	а только	1	1
620	только при	1	1
621	не он	1	1
622	целом это	1	1
623	же и	2	1
624	в большинстве	2	1
625	ибо действительно	1	1
626	дано в	3	1
627	как этот	1	1
628	и чисто	1	1
629	мир и	5	1
630	а то	1	1
631	он стремится	3	1
632	большинстве случаев	2	1
633	которому и	1	1
634	только к	1	1
635	мир не	1	1
636	него нет	2	1
637	одно из	2	1
638	есть правда	1	1
639	себе в	1	1
640	ведь это	2	1
641	нет она	1	1
642	говорить об	1	1
643	остается чисто	1	1
644	не для	1	1
645	так как	6	1
646	может служить	1	1
647	друг друга	3	1
648	если оно	1	1
649	возможных точек	1	1
650	само по	3	1
651	но уже	1	1
652	и никогда	1	1
653	как раз	6	1
654	бы иной	1	1
655	к той	1	1
656	другой и	1	1
657	такова концепция	1	1
658	но из	1	1
659	где есть	1	1
660	его ибо	1	1
661	был не	1	1
662	она и	1	1
663	и теоретически	1	1
664	не теряя	1	1
665	точек зрения	3	1
666	он живет	1	1
667	нет мир	1	1
668	различны в	1	1
669	на ее	1	1
670	здесь в	1	1
671	а именно	1	1
672	и самая	1	1
673	эту особенность	3	1
674	во второй	1	1
675	и др	5	1
676	в живом	1	1
677	нового времени	3	1
678	противном случае	1	1
679	этот термин	1	1
680	притом не	1	1
681	превращается в	4	1
682	другом случае	1	1
683	она является	2	1
684	ничем не	1	1
685	зависит от	1	1
686	чисто теоретическим	1	1
687	он становится	1	1
688	что мы	1	1
689	героя герой	1	1
690	и всякое	1	1
691	ведь только	2	1
692	не способна	2	1
693	него в	2	1
694	в формальной	1	1
695	к его	1	1
696	как одно	1	1
697	может развить	2	1
698	себе самому	3	1
699	в духе	3	1
700	что именно	1	1
701	единство же	2	1
702	личная жизнь	1	1
703	из которых	2	1
704	над ним	1	1
705	ним как	1	1
706	месте и	2	1
707	и оценок	1	1
708	не существенно	2	1
709	даже там	2	1
710	в точке	1	1
711	над всяким	1	1
712	где под	1	1
713	она принципиально	1	1
714	в мир	3	1
715	в первой	2	1
716	истинное суждение	1	1
717	как целое	2	1
718	в человеке	3	1
719	и менее	1	1
720	лежит в	1	1
721	к следующему	1	1
722	час и	1	1
723	к событию	1	1
724	слова и	1	1
725	как из	1	1
726	будет и	1	1
727	значит однако	1	1
728	свою значимость	1	1
729	лучшем случае	2	1
730	как таковой	2	1
731	его конкретного	1	1
732	же самое	1	1
733	в противном	1	1
734	сознания это	1	1
735	мысли но	1	1
736	остается в	1	1
737	должны быть	1	1
738	не раз	1	1
739	сознании и	2	1
740	ибо ее	1	1
741	миг не	1	1
742	вне его	2	1
743	одного и	1	1
744	и единого	1	1
745	и сама	1	1
746	не существует	1	1
747	она может	1	1
748	как содержательную	1	1
749	в индивидуальном	1	1
750	совершенно иной	1	1
751	тот мир	1	1
752	на объективное	1	1
753	всего можно	1	1
754	мы должны	3	1
755	не непосредственно	1	1
756	только что	1	1
757	замкнутость и	1	1
758	все они	1	1
759	чего нет	1	1
760	я в	1	1
761	же в	2	1
762	состав и	1	1
763	помимо его	1	1
764	приходится признать	1	1
765	слова я	1	1
766	лишь по	1	1
767	между ними	2	1
768	с ней	1	1
769	была бы	3	1
770	жизни а	2	1
771	для героя	1	1
772	первом случае	1	1
773	бы его	1	1
774	не способны	2	1
775	людей но	1	1
776	не мир	1	1
777	связать и	1	1
778	но эти	2	1
779	ее в	1	1
780	в искусстве	1	1
781	это в	1	1
782	мир дан	1	1
783	во всяком	5	1
784	все что	3	1
785	они не	4	1
