N	2gram	Medvedev_V_1	Problemy
263	для этого	1	2
264	о нем	1	2
265	о том	10	2
266	на вопрос	2	2
267	и та	1	2
268	переходит в	1	2
269	и мир	3	2
270	быть и	1	2
271	вне себя	1	2
272	одной из	1	2
273	что даже	2	2
274	но ни	1	2
275	то в	1	2
276	со своим	2	2
277	конечно не	1	2
278	в жизни	2	2
279	чего бы	2	2
280	мы знаем	3	2
281	друг друга	1	2
282	не случайно	1	2
283	каждый из	1	2
284	что на	1	2
285	ничего он	1	2
286	говорит о	7	2
287	на этот	1	2
288	слова не	1	2
289	мы видели	3	2
290	вместе с	7	2
291	что вам	1	2
292	нет ни	2	2
293	тому как	2	2
294	материал для	1	2
295	с этой	1	2
296	но для	2	2
297	пока еще	2	2
298	или в	3	2
299	что оно	3	2
300	лишь о	1	2
301	и ни	1	2
302	хотя бы	19	2
303	будто бы	2	2
304	в последнем	2	2
305	сущности в	1	2
306	это в	1	2
307	ту же	2	1
308	и цельного	1	1
309	одним из	5	1
310	начинается с	1	1
311	и через	2	1
312	без них	1	1
313	он может	2	1
314	силы и	1	1
315	даже из	1	1
316	в стороне	1	1
317	что эти	1	1
318	все те	1	1
319	собою в	1	1
320	уже по	2	1
321	в их	5	1
322	по его	2	1
323	несколько иной	1	1
324	со всех	1	1
325	или наоборот	1	1
326	почти все	1	1
327	себя свою	1	1
328	которое не	1	1
329	но даже	3	1
330	то это	2	1
331	зависимости от	5	1
332	всех сторон	1	1
333	собою и	2	1
334	проявляется в	1	1
335	свою очередь	1	1
336	меньшей степени	2	1
337	и сводится	4	1
338	а другие	1	1
339	на другом	1	1
340	собой в	1	1
341	он был	1	1
342	служит для	1	1
343	же на	1	1
344	его сознания	1	1
345	не все	1	1
346	в качестве	11	1
347	оно является	2	1
348	так до	1	1
349	сама по	1	1
350	после всего	2	1
351	отнюдь не	3	1
352	чем же	4	1
353	может обойтись	1	1
354	некоторые из	3	1
355	перед нами	4	1
356	кроме того	1	1
357	в единый	1	1
358	свою внутреннюю	1	1
359	многообразие и	1	1
360	говорит что	1	1
361	что по	1	1
362	окончательный итог	1	1
363	к музыке	1	1
364	мертвых душ	1	1
365	это определение	1	1
366	основная тенденция	1	1
367	художественный замысел	1	1
368	ни один	7	1
369	а во-вторых	1	1
370	и основной	1	1
371	тут и	1	1
372	у каждого	1	1
373	в этой	4	1
374	роль в	4	1
375	мере во	1	1
376	не следует	8	1
377	в статье	4	1
378	когда все	1	1
379	идеи и	6	1
380	как увидим	1	1
381	родились из	1	1
382	что еще	1	1
383	и если	1	1
384	из него	1	1
385	его можно	1	1
386	так например	2	1
387	заключает в	1	1
388	именно это	1	1
389	и заключается	2	1
390	человека в	2	1
391	что этот	1	1
392	и характер	1	1
393	об этом	9	1
394	говорил что	2	1
395	них не	4	1
396	с целью	1	1
397	входит в	1	1
398	пока он	1	1
399	приходит в	1	1
400	в итоге	1	1
401	не чем	1	1
402	само собою	2	1
403	ни одной	1	1
404	далеко не	2	1
405	освободиться от	1	1
406	в реальной	2	1
407	правильного понимания	1	1
408	этим и	1	1
409	здесь можно	1	1
410	отношении очень	1	1
411	все произведение	2	1
412	том как	3	1
413	или точнее	1	1
414	что такое	2	1
415	рассказа о	1	1
416	верно определяет	1	1
417	и ее	4	1
418	но у	1	1
419	его мнению	1	1
420	что говорит	3	1
421	признать что	1	1
422	которые в	2	1
423	иным как	1	1
424	по крайней	2	1
425	говорит как	1	1
426	и эти	1	1
427	им во	1	1
428	том же	6	1
429	в устах	1	1
430	радости и	1	1
431	бы быть	1	1
432	а вот	2	1
433	для воплощения	1	1
434	бежит в	1	1
435	громадное значение	1	1
436	в таких	1	1
437	она не	3	1
438	с теми	1	1
439	которых он	1	1
440	одна из	4	1
441	что их	1	1
442	на себе	1	1
443	в процессе	16	1
444	в основе	1	1
445	к изучению	1	1
446	материала в	1	1
447	того чтобы	3	1
448	только не	2	1
449	то вполне	1	1
450	отметим еще	1	1
451	в самой	1	1
452	и весь	2	1
453	вот что	9	1
454	связи с	4	1
455	мы бы	1	1
456	и при	5	1
457	почти не	1	1
458	этом отношении	13	1
459	не могут	7	1
460	тех явлений	1	1
461	отличается от	2	1
462	же самое	2	1
463	об одном	1	1
464	не способен	1	1
465	которые его	1	1
466	они и	1	1
467	для того	3	1
468	их внутреннего	1	1
469	в применении	1	1
470	оно может	1	1
471	и которая	1	1
472	приходит к	1	1
473	можно и	1	1
474	образы и	5	1
475	но по	1	1
476	как не	1	1
477	здесь не	1	1
478	говорит и	8	1
479	данном случае	1	1
480	из приведенных	3	1
481	свою идею	1	1
482	он определяет	1	1
483	затем его	1	1
484	реальной действительности	10	1
485	в особенности	2	1
486	свой образ	1	1
487	то время	1	1
488	и может	2	1
489	мы наблюдаем	2	1
490	его самого	1	1
491	что может	1	1
492	в нескольких	1	1
493	почти каждый	1	1
494	это вовсе	1	1
495	по сравнению	1	1
496	за этими	1	1
497	является в	1	1
498	поэтому в	1	1
499	если бы	3	1
500	общественной идеологии	1	1
501	но к	1	1
502	его художественной	1	1
503	характер этого	1	1
504	и поэтому	1	1
505	зрения на	1	1
506	это предвосхищение	1	1
507	прямо и	1	1
508	никак не	1	1
509	образом в	3	1
510	после того	1	1
511	их на	1	1
512	ли она	1	1
513	в значительной	3	1
514	даже несколько	1	1
515	том или	1	1
516	от них	2	1
517	на одном	1	1
518	ними в	1	1
519	во всей	2	1
520	крайней мере	2	1
521	этот последний	1	1
522	даже для	1	1
523	в ту	1	1
524	но она	1	1
525	из моментов	1	1
526	у которого	1	1
527	для самого	1	1
528	происходит в	1	1
529	большей или	3	1
530	как например	2	1
531	и изобразить	2	1
532	что будет	1	1
533	один из	5	1
534	в большей	2	1
535	но с	2	1
536	видели что	3	1
537	согласиться с	1	1
538	этот вопрос	3	1
539	как пародия	2	1
540	еще и	2	1
541	очень много	1	1
542	действительной жизни	3	1
543	и кончая	1	1
544	всех его	2	1
545	образа в	2	1
546	между этими	1	1
547	это с	1	1
548	плане и	1	1
549	но между	1	1
550	с одной	2	1
551	без этого	1	1
552	есть в	1	1
553	и строится	1	1
554	оно в	1	1
555	этого процесса	1	1
556	или даже	1	1
557	в ином	1	1
558	и других	1	1
559	ответ на	1	1
560	характерно что	1	1
561	и объективно	1	1
562	себе в	1	1
563	в письме	13	1
564	преломленная в	2	1
565	ведь это	1	1
566	не для	1	1
567	дело и	1	1
568	идет в	1	1
569	отметить что	2	1
570	или ином	1	1
571	и вместе	1	1
572	как рассказ	1	1
573	десять лет	1	1
574	момент в	3	1
575	уже сама	1	1
576	со всем	1	1
577	без всякой	1	1
578	и из	1	1
579	до сих	1	1
580	для правильного	1	1
581	и сложнее	1	1
582	и тех	1	1
583	а именно	1	1
584	и создает	1	1
585	человека а	1	1
586	а наоборот	1	1
587	чем он	1	1
588	при всей	2	1
589	действующих лиц	5	1
590	и быть	2	1
591	к его	2	1
592	остаются вне	1	1
593	борьба за	1	1
594	эксперимент в	1	1
595	и их	3	1
596	их можно	1	1
597	потом в	1	1
598	долго и	1	1
599	о чем	2	1
600	или с	1	1
601	что из	1	1
602	важно следующее	1	1
603	жизнь в	1	1
604	если не	1	1
605	автора а	1	1
606	нет ничего	1	1
607	него в	3	1
608	о своих	1	1
609	и особенно	1	1
610	и потому	2	1
611	приводит в	1	1
612	из которых	2	1
613	же самый	1	1
614	как если	1	1
615	без труда	1	1
616	если так	1	1
617	он говорит	5	1
618	в данном	1	1
619	лицом к	1	1
620	и следует	1	1
621	самого себя	2	1
622	это его	1	1
623	образом на	1	1
624	бы значительно	1	1
625	плане же	1	1
626	или другого	1	1
627	эти вопросы	2	1
628	еще раз	1	1
629	сейчас же	1	1
630	художественное произведение	5	1
631	и некоторые	1	1
632	можно сказать	4	1
633	сих пор	1	1
634	в основном	5	1
635	только для	1	1
636	о его	2	1
637	этого замысла	2	1
638	сознанию и	1	1
639	при всем	3	1
640	не является	5	1
641	всего произведения	4	1
642	его творчества	1	1
643	я всегда	1	1
644	в результате	5	1
645	между ними	3	1
646	мысль о	2	1
647	в романе	4	1
648	еще более	1	1
649	главным образом	7	1
650	своих героев	2	1
651	своего мастерства	1	1
652	вот этот	1	1
653	же в	6	1
654	или меньшей	3	1
655	но вот	1	1
656	к лицу	1	1
657	постепенно и	1	1
658	в свою	1	1
659	из тех	1	1
660	чем иным	1	1
661	в кругу	1	1
662	в заключение	1	1
663	того или	2	1
664	и другие	1	1
665	в своих	2	1
666	к этому	9	1
667	как на	3	1
668	его действительной	1	1
