N	2gram	Losev_Prob_1	VelikijI
314	и другое	2	1
315	на котором	1	1
316	смысле и	2	1
317	сознании и	4	1
318	указать на	1	1
319	но она	3	1
320	не существует	6	1
321	и от	1	1
322	и всегда	2	1
323	которая в	1	1
324	он за	1	1
325	ничего не	10	1
326	того как	3	1
327	может быть	14	1
328	в третьем	1	1
329	конце концов	4	1
330	много общего	1	1
331	будем говорить	1	1
332	будто бы	1	1
333	вот что	1	1
334	основанной на	1	1
335	сознания так	1	1
336	в сознании	5	1
337	идти по	1	1
338	наших дней	1	1
339	но вот	1	1
340	полетел в	1	1
341	уже и	3	1
342	что на	1	1
343	может и	3	1
344	хотели бы	1	1
345	о своем	2	1
346	другой стороны	3	1
347	не быть	1	1
348	для нашего	2	1
349	идея в	1	1
350	но все	3	1
351	есть и	3	1
352	есть то	1	1
353	в трех	1	1
354	к этому	1	1
355	в окончательном	2	1
356	его с	1	1
357	еще недостаточно	1	1
358	ли что	1	1
359	взятого в	1	1
360	в искусстве	3	1
361	нас а	1	1
362	в процессе	1	1
363	и эта	1	1
364	это в	1	1
365	в противоположность	1	1
366	отказаться от	1	1
367	она не	2	1
