N	2gram	Propp_Morf_1	Formalny
233	дело не	2	2
234	дело в	1	2
235	одна из	4	2
236	и притом	1	2
237	весь этот	1	2
238	смысла но	1	2
239	вытекает из	1	2
240	тем не	5	2
241	в каком	2	2
242	этот закон	1	2
243	с ее	1	2
244	как не	1	2
245	здесь не	2	2
246	если они	2	2
247	вошел в	1	2
248	ничего не	4	2
249	ними и	1	2
250	на все	1	2
251	что каждый	1	2
252	или на	3	2
253	что и	7	2
254	является результатом	2	2
255	в формах	1	2
256	но так	1	2
257	мы увидим	8	2
258	и действительно	1	2
259	же он	1	2
260	не можем	1	2
261	от других	2	2
262	в данной	1	2
263	из них	3	2
264	превращаются в	1	2
265	характерно что	1	2
266	как их	2	2
267	от того	3	2
268	лишь к	1	2
269	без всякой	2	2
270	и даже	1	2
271	к разрешению	1	2
272	в области	1	2
273	действующих лиц	11	2
274	мы еще	1	2
275	и др	10	2
276	а на	3	2
277	одну из	1	2
278	которыми в	1	2
279	но оно	2	2
280	материал и	1	2
281	с такой	1	2
282	создает новый	2	2
283	но это	6	2
284	но для	2	2
285	это диктуется	1	2
286	она должна	1	2
287	в следующей	1	2
288	известной степени	1	2
289	в точном	1	2
290	от него	1	2
291	мы должны	3	2
292	одной из	1	2
293	но если	7	2
294	совершаться в	1	2
295	бы быть	1	2
296	в последнем	2	2
297	к этому	3	2
298	в таком	1	2
299	таком случае	1	1
300	и то	1	1
301	дело обстоит	1	1
302	тех же	4	1
303	между двумя	1	1
304	это достигается	1	1
305	в первом	3	1
306	и до	1	1
307	ведь и	1	1
308	собственном смысле	3	1
309	к созданию	1	1
310	формы т	1	1
311	в доме	1	1
312	и этот	1	1
313	быть действительно	1	1
314	не происходит	3	1
315	мы имеем	9	1
316	или наоборот	1	1
317	так герой	1	1
318	этого нет	2	1
319	это сделать	1	1
320	а для	1	1
321	оно есть	1	1
322	теперь спрашивается	1	1
323	как эта	1	1
324	ему в	1	1
325	то это	3	1
326	это время	1	1
327	относить к	1	1
328	оно может	3	1
329	как сюжет	1	1
330	как таковые	1	1
331	так если	2	1
332	тем как	1	1
333	все разновидности	1	1
334	они существуют	1	1
335	коем случае	1	1
336	в быту	1	1
337	явлений и	1	1
338	не входит	1	1
339	значение и	1	1
340	значение для	1	1
341	ни одна	4	1
342	критериев для	1	1
343	это выразить	1	1
344	с этим	11	1
345	совершенно очевидно	1	1
346	и нет	1	1
347	в противном	1	1
348	кроме того	1	1
349	хотя и	3	1
350	может получить	1	1
351	в круг	1	1
352	и сюжета	1	1
353	следующим образом	3	1
354	него самого	1	1
355	это определение	1	1
356	как таковое	2	1
357	не связаны	1	1
358	очень многие	1	1
359	та же	2	1
360	в нашем	3	1
361	что так	1	1
362	им в	1	1
363	и тот	1	1
364	значение героя	1	1
365	предметов и	1	1
366	имеем в	6	1
367	изучены и	1	1
368	где кончается	1	1
369	на то	2	1
370	и отсутствовать	1	1
371	вне своего	1	1
372	чтобы овладеть	1	1
373	противном случае	1	1
374	три года	3	1
375	все другие	1	1
376	он не	3	1
377	таковой он	1	1
378	по существу	12	1
379	ни были	1	1
380	и по	2	1
381	так например	3	1
382	или иных	1	1
383	а ведь	1	1
384	в нее	1	1
385	одно и	1	1
386	но все	3	1
387	форма у	1	1
388	не будет	1	1
389	через все	1	1
390	же не	1	1
391	же касается	1	1
392	его не	1	1
393	того или	1	1
394	с другими	1	1
395	быть не	1	1
396	специфическая особенность	1	1
397	за другой	1	1
398	чаще всего	7	1
399	еще одно	1	1
400	от отца	1	1
401	нет в	1	1
402	о которых	1	1
403	элементы которые	2	1
404	эту особенность	1	1
405	с этой	1	1
406	на друга	2	1
407	шкловский и	1	1
408	переходим к	1	1
409	чем в	1	1
410	сюжета мы	1	1
411	должно быть	1	1
412	связаны между	1	1
413	этот материал	1	1
414	на первый	3	1
415	ведут к	1	1
416	не выдерживает	1	1
417	и при	1	1
418	с различными	1	1
419	именно и	1	1
420	что о	1	1
421	она в	2	1
422	мы говорили	1	1
423	что говорит	1	1
424	могло бы	1	1
425	но он	1	1
426	теми же	1	1
427	есть всегда	1	1
428	достигается тем	1	1
429	следует и	1	1
430	этого тупика	1	1
431	и обратное	1	1
432	то с	2	1
433	а от	1	1
434	что эта	2	1
435	другой не	2	1
436	она могла	1	1
437	самого начала	1	1
438	меня не	1	1
439	герою в	1	1
440	того как	2	1
441	или другие	1	1
442	как таковых	2	1
443	религии в	1	1
444	на него	3	1
445	это нисколько	1	1
446	иметь в	1	1
447	формы эти	1	1
448	этим они	1	1
449	всего дает	1	1
450	элемент в	1	1
451	больше чем	1	1
452	с религией	1	1
453	эти связи	1	1
454	такой случай	2	1
455	за исключением	1	1
456	говорить лишь	1	1
457	условный знак	3	1
458	е не	1	1
459	понимает под	1	1
460	деле он	1	1
461	не потому	1	1
462	с другом	1	1
463	в момент	1	1
464	но там	1	1
465	в америке	1	1
466	если он	1	1
467	герой только	1	1
468	д таким	1	1
469	этого и	1	1
470	в наши	1	1
471	и обозначает	1	1
472	что при	2	1
473	утверждать что	3	1
474	и был	1	1
475	вывод что	2	1
476	людей в	1	1
477	всего этого	1	1
478	в в	2	1
479	совершенно ясно	1	1
480	в собственном	3	1
481	как по	1	1
482	этой схемы	1	1
483	можно сделать	2	1
484	и этим	5	1
485	на той	2	1
486	с самого	1	1
487	вне этих	1	1
488	и может	1	1
489	что такой	1	1
490	и совершенно	1	1
491	можно было	2	1
492	не с	2	1
493	оно как	2	1
494	для него	1	1
495	даны в	1	1
496	в коем	1	1
497	на ряд	1	1
498	об этом	4	1
499	и здесь	5	1
500	она для	1	1
501	этих условиях	1	1
502	настоящее время	3	1
503	но мы	3	1
504	е о	1	1
505	можно утверждать	1	1
506	и просто	1	1
507	что его	2	1
508	там же	1	1
509	по их	3	1
510	трудная задача	7	1
511	положения и	1	1
512	этот элемент	4	1
513	где же	1	1
514	том или	1	1
515	путь к	2	1
516	а потому	1	1
517	в форме	6	1
518	нужно только	1	1
519	что бы	1	1
520	и иных	2	1
521	из моментов	1	1
522	они пришли	1	1
523	не так	1	1
524	и самая	1	1
525	как например	2	1
526	быть и	2	1
527	но с	1	1
528	мы видим	13	1
529	может произойти	1	1
530	камень и	2	1
531	реагирует на	3	1
532	от материала	1	1
533	который в	2	1
534	сюжет но	1	1
535	с одной	1	1
536	в эти	1	1
537	в качестве	5	1
538	себя в	1	1
539	так что	1	1
540	для всех	1	1
541	друг на	2	1
542	и у	1	1
543	вопроса о	1	1
544	в нашей	1	1
545	же в	2	1
546	в начале	3	1
547	здесь же	3	1
548	и показать	1	1
549	а то	3	1
550	или просто	2	1
551	находится еще	1	1
552	за ним	1	1
553	одно из	1	1
554	но путь	1	1
555	в одном	1	1
556	той плоскости	1	1
557	от тех	1	1
558	для меня	1	1
559	случае не	3	1
560	которые могут	1	1
561	и никогда	1	1
562	или со	3	1
563	формах в	1	1
564	в других	3	1
565	пр как	1	1
566	это положение	2	1
567	не противоречит	1	1
568	без такого	2	1
569	момент в	1	1
570	из двух	2	1
571	нет они	1	1
572	даже не	3	1
573	существуют не	1	1
574	невозможно да	1	1
575	с другим	1	1
576	до сих	1	1
577	сюда же	3	1
578	и создает	1	1
579	человека а	1	1
580	еще и	1	1
581	и затем	4	1
582	здесь действительно	1	1
583	основано на	1	1
584	одной стороны	1	1
585	не делает	1	1
586	обычно определяется	1	1
587	она является	1	1
588	те элементы	1	1
589	и условно	1	1
590	другой ее	1	1
591	следует только	1	1
592	о чем	1	1
593	совершенно одинаково	1	1
594	быть определен	2	1
595	нужно иметь	1	1
596	пр и	2	1
597	или с	3	1
598	что мы	2	1
599	наличности в	1	1
600	для этой	3	1
601	если это	3	1
602	между собою	2	1
603	все более	1	1
604	в частности	2	1
605	совершенно иное	1	1
606	момент может	1	1
607	к другой	1	1
608	заставляя их	1	1
609	раз он	1	1
610	какого бы	1	1
611	этих случаях	11	1
612	не дают	1	1
613	в течение	1	1
614	одновременно с	1	1
615	в отдельности	1	1
616	друг с	1	1
617	от форм	1	1
618	герой является	1	1
619	может идти	1	1
620	к следующему	1	1
621	в это	1	1
622	основные элементы	2	1
623	на другое	1	1
624	д собственно	1	1
625	этом случае	8	1
626	герой не	2	1
627	сих пор	1	1
628	только для	1	1
629	пришлось бы	1	1
630	один из	5	1
631	образом как	1	1
632	более и	1	1
633	тех или	1	1
634	становится понятным	1	1
635	тем и	2	1
636	что там	2	1
637	эта задача	1	1
638	она может	1	1
639	материала однако	1	1
640	о котором	1	1
641	в настоящее	3	1
642	в другое	1	1
643	это так	2	1
644	возникает вопрос	2	1
645	в ином	2	1
646	ни к	2	1
647	все они	1	1
648	или не	3	1
649	а в	7	1
650	и материал	1	1
651	вопрос как	2	1
652	поскольку это	1	1
653	не знает	1	1
654	состоит из	1	1
655	уже говорить	1	1
656	ведь здесь	1	1
657	что под	1	1
658	а другой	1	1
659	можно назвать	3	1
660	о характере	2	1
