N	2gram	Potebnia_M_1	formyVre
292	в полной	1	1
293	из того	2	1
294	в каждой	1	1
295	форм в	1	1
296	и понятия	2	1
297	в ней	7	1
298	в чем	1	1
299	с его	1	1
300	тем как	3	1
301	в нашем	1	1
302	самом деле	1	1
303	и вопрос	2	1
304	себе и	1	1
305	друга и	1	1
306	между словом	1	1
307	за пределы	2	1
308	связи и	1	1
309	эту борьбу	1	1
310	что во	2	1
311	его на	2	1
312	каждая из	1	1
313	природы как	1	1
314	что как	3	1
315	бы при	1	1
316	более и	2	1
317	все остальные	4	1
318	человека вообще	1	1
319	в полном	2	1
320	когда он	1	1
321	что по	3	1
322	его к	2	1
323	следующим образом	1	1
324	чего не	1	1
325	в самом	3	1
326	в которой	2	1
327	формы в	1	1
328	чем больше	1	1
329	бы не	6	1
330	проявлениях но	1	1
331	из души	2	1
332	так в	1	1
333	законам природы	1	1
334	одни из	1	1
335	им в	1	1
336	ничего и	1	1
337	его части	1	1
338	его но	1	1
339	вследствие этого	1	1
340	с чувством	1	1
341	стороны в	1	1
342	мы можем	2	1
343	выражения и	1	1
344	не как	1	1
345	понятий и	1	1
346	образом и	2	1
347	на его	1	1
348	его от	1	1
349	так например	3	1
350	одно и	1	1
351	но все	2	1
352	от нее	6	1
353	общего и	1	1
354	а вместе	3	1
355	в каждом	4	1
356	форм к	1	1
357	в состоянии	3	1
358	развитие этих	1	1
359	человеческого развития	1	1
360	это было	1	1
361	это состояние	1	1
362	всех человеческих	1	1
363	что один	1	1
364	и тем	3	1
365	ни в	1	1
366	этом телесном	1	1
367	о которых	2	1
368	все равно	1	1
369	новые формы	1	1
370	чем в	2	1
371	только во	1	1
372	ключ к	2	1
373	мы не	10	1
374	тела с	1	1
375	в один	2	1
376	и того	2	1
377	понятия и	3	1
378	нисколько не	2	1
379	одного и	2	1
380	и выйти	1	1
381	на значение	1	1
382	в своей	3	1
383	могут не	2	1
384	есть как	2	1
385	с самого	3	1
386	не столько	1	1
387	что до	2	1
388	тогда еще	1	1
389	для всякого	2	1
390	стало быть	2	1
391	такую же	1	1
392	времени не	1	1
393	и эти	1	1
394	без всяких	1	1
395	важную роль	1	1
396	однако в	4	1
397	времени а	1	1
398	где нет	1	1
399	случае мы	1	1
400	тому что	3	1
401	понятия которые	1	1
402	нет никакого	1	1
403	любви и	1	1
404	что есть	1	1
405	какие бы	1	1
406	и слово	1	1
407	или что	1	1
408	в таких	2	1
409	о значении	1	1
410	виду что	1	1
411	что ему	1	1
412	и проч	1	1
413	не имеет	5	1
414	самого начала	3	1
415	дело в	2	1
416	на него	3	1
417	не по	4	1
418	но только	1	1
419	и уже	1	1
420	на волю	1	1
421	или как	1	1
422	и притом	4	1
423	как она	3	1
424	вперед и	1	1
425	на одной	1	1
426	во всем	4	1
427	было в	1	1
428	уже и	1	1
429	и делает	1	1
430	может показаться	1	1
431	начиная с	1	1
432	не могут	4	1
433	когда мы	2	1
434	как только	1	1
435	и развития	2	1
436	его с	2	1
437	сказать что	3	1
438	оно не	3	1
439	для кого	1	1
440	если же	5	1
441	где он	1	1
442	всегда в	1	1
443	есть нечто	4	1
444	все виды	1	1
445	с ее	2	1
446	как не	1	1
447	свою очередь	4	1
448	но при	3	1
449	люди на	1	1
450	в ее	1	1
451	очень важную	1	1
452	себе самом	1	1
453	в произведении	1	1
454	действия и	1	1
455	то время	1	1
456	самое это	1	1
457	и характер	1	1
458	и необходимости	4	1
459	в личной	1	1
460	iii в	1	1
461	в нескольких	1	1
462	времени и	2	1
463	и которые	2	1
464	в xviii	1	1
465	которые он	1	1
466	еще в	1	1
467	что от	1	1
468	мы в	2	1
469	его бытием	1	1
470	если бы	14	1
471	из одного	3	1
472	и вообще	3	1
473	будем рассматривать	1	1
474	построена на	1	1
475	в разных	2	1
476	них не	2	1
477	людей как	1	1
478	и живой	1	1
479	внимание на	1	1
480	оно лишено	1	1
481	никак не	2	1
482	и что	10	1
483	и движения	1	1
484	не имеем	2	1
485	и исторический	1	1
486	в различных	1	1
487	аналогии с	1	1
488	там же	9	1
489	между тем	5	1
490	можно видеть	1	1
491	другу то	1	1
492	нуждается в	2	1
493	говорит он	4	1
494	есть с	1	1
495	он по	1	1
496	форм для	1	1
497	даже для	1	1
498	человеческого рода	1	1
499	всего этого	1	1
500	и следовательно	2	1
501	и об	1	1
502	следовало бы	1	1
503	к последнему	2	1
504	в другую	2	1
505	и деятельность	1	1
506	содержания но	1	1
507	тех пор	1	1
508	и история	1	1
509	в формах	1	1
510	по своей	1	1
511	мы увидим	3	1
512	что даже	2	1
513	для себя	3	1
514	на человеческое	1	1
515	как нечто	1	1
516	своего выражения	1	1
517	должен быть	1	1
518	в разные	2	1
519	быть сведены	1	1
520	должен был	1	1
521	поэтому и	1	1
522	проявляется в	2	1
523	нею в	1	1
524	и ее	1	1
525	без него	2	1
526	вопрос об	3	1
527	по этому	2	1
528	себя в	1	1
529	для всех	5	1
530	эти органы	1	1
531	есть в	2	1
532	единства человеческого	1	1
533	с нею	4	1
534	не можем	2	1
535	мы принуждены	2	1
536	то и	7	1
537	в виде	1	1
538	различия в	2	1
539	был бы	1	1
540	то душа	1	1
541	ними нет	1	1
542	бытия и	3	1
543	другом в	1	1
544	и вместе	2	1
545	явления природы	1	1
546	ее на	1	1
547	и природа	1	1
548	не противоречит	1	1
549	и стремление	2	1
550	этим путем	1	1
551	говорить и	1	1
552	и телесной	1	1
553	еще и	1	1
554	такое же	1	1
555	в природе	6	1
556	души и	5	1
557	что не	10	1
558	кукольного театра	1	1
559	органы и	1	1
560	на этот	2	1
561	ничем не	1	1
562	более того	1	1
563	другой стороны	5	1
564	его как	1	1
565	дух и	1	1
566	а так	4	1
567	для человека	2	1
568	и непосредственно	1	1
569	и том	2	1
570	под влиянием	2	1
571	несмотря на	5	1
572	но как	3	1
573	в речи	1	1
574	но что	1	1
575	находим только	1	1
576	все более	3	1
577	исторического развития	1	1
578	для самого	1	1
579	их к	2	1
580	одной стороны	3	1
581	времени с	1	1
582	утверждая что	1	1
583	в тех	1	1
584	с тех	1	1
585	быть только	5	1
586	да и	1	1
587	как средство	1	1
588	в человеческом	2	1
589	этого слова	1	1
590	стремятся к	1	1
591	видно что	2	1
592	в так	1	1
593	между прочим	2	1
594	из него	2	1
595	народа и	2	1
596	разъединены а	1	1
597	и дают	1	1
598	должны быть	7	1
599	в результате	1	1
600	из себя	5	1
601	бы в	4	1
602	раскрывается в	1	1
603	хотя в	3	1
604	повторяется и	1	1
605	нам не	1	1
606	в свою	4	1
607	как дыхание	1	1
608	бы ни	4	1
609	котором я	1	1
610	совершенно не	1	1
611	дело с	1	1
612	природе и	1	1
613	нет но	1	1
614	сила его	1	1
615	ко всему	1	1
616	ко времени	1	1
617	и стало	1	1
618	для создания	1	1
619	по поводу	3	1
620	или непосредственно	1	1
621	в таком	5	1
622	становится чем-то	1	1
623	этой точки	1	1
624	они не	1	1
