N	2gram	Trubetskoy_1	Vladivir
149	никак нельзя	1	3
150	уже не	2	3
151	в виде	3	3
152	а это	1	3
153	здесь мы	1	3
154	само собой	1	3
155	даже и	2	3
156	собой разумеется	1	3
157	дело в	1	3
158	сведения о	1	3
159	конце концов	3	3
160	в данном	7	3
161	да и	3	3
162	по существу	5	3
163	своей жизни	1	3
164	и для	6	3
165	тем более	1	3
166	хотя бы	5	3
167	в свою	1	3
168	в таком	2	3
169	точно так	2	3
170	это в	2	3
171	и есть	2	2
172	что эти	1	2
173	приходит к	3	2
174	мы уже	2	2
175	от всякой	1	2
176	еще на	1	2
177	в будущем	3	2
178	а другие	1	2
179	не был	1	2
180	по своему	1	2
181	при жизни	1	2
182	россии и	3	2
183	только тогда	1	2
184	в общем	1	2
185	себе и	4	2
186	он на	1	2
187	в самом	3	2
188	во многих	2	2
189	на то	5	2
190	не могла	1	2
191	же это	1	2
192	прочим и	1	2
193	том чтобы	3	2
194	на земле	4	2
195	и по	3	2
196	но дело	1	2
197	но все	1	2
198	на все	1	2
199	заключается в	1	2
200	это не	1	2
201	этого не	2	2
202	с тем	6	2
203	а за	1	2
204	которой он	4	2
205	мы не	1	2
206	нисколько не	2	2
207	народа и	2	2
208	на первый	1	2
209	и при	6	2
210	в их	4	2
211	к той	2	2
212	их в	2	2
213	ним в	1	2
214	даже в	1	2
215	она не	2	2
216	тогда когда	4	2
217	того чтобы	8	2
218	того и	1	2
219	казалось бы	1	2
220	невозможно но	1	2
221	всего на	1	2
222	не о	2	2
223	в русском	1	2
224	как будто	2	2
225	всему этому	1	2
226	исходить из	1	2
227	которое в	1	2
228	к тому	7	2
229	в настоящее	2	2
230	не дала	1	2
231	но по	1	2
232	свою очередь	1	2
233	людей в	1	2
234	без всякого	1	2
235	данном случае	3	2
236	в последние	5	2
237	последнее время	2	2
238	и ту	1	2
239	разумеется что	2	2
240	со своей	1	2
241	вот это	1	2
242	настоящее время	2	2
243	в сущности	1	2
244	и во	3	2
245	борьба с	1	2
246	к нему	2	2
247	на другие	1	2
248	от нас	2	2
249	себя в	4	2
250	он сам	3	2
251	а то	1	2
252	его и	2	2
253	друг друга	3	2
254	бытия и	1	2
255	но из	1	2
256	для того	6	2
257	видно из	1	2
258	себе представить	1	2
259	и прежде	1	2
260	что не	1	2
261	что для	3	2
262	те кто	1	2
263	церкви и	9	2
264	был в	1	2
265	не на	1	2
266	с которым	1	2
267	на эту	2	2
268	если не	2	2
269	в частности	2	2
270	эта идея	1	2
271	к его	1	2
272	и потому	3	2
273	эти признаки	1	2
274	бы его	2	2
275	можно было	4	2
276	и от	2	2
277	к этой	4	2
278	жизни в	5	2
279	с ней	1	2
280	есть и	2	2
281	же и	1	2
282	можно назвать	1	2
283	в своих	6	2
284	с новыми	1	1
285	от этой	2	1
286	и т	3	1
287	не должны	1	1
288	тех же	1	1
289	основан на	1	1
290	не изменит	1	1
291	ему что	1	1
292	христианства а	1	1
293	культура не	1	1
294	он всегда	1	1
295	с таким	1	1
296	и за	1	1
297	есть не	1	1
298	то совершенно	1	1
299	к церкви	2	1
300	нас важно	1	1
301	славянофильство и	1	1
302	он как	1	1
303	подобного не	1	1
304	говорить о	3	1
305	но она	2	1
306	оно есть	1	1
307	в полной	1	1
308	этой церкви	2	1
309	следовало ожидать	1	1
310	представление о	1	1
311	очень скоро	1	1
312	но даже	2	1
313	и ни	3	1
314	дать ему	1	1
315	в которых	1	1
316	критически к	1	1
317	иное как	1	1
318	бы то	4	1
319	в какие	1	1
320	под власть	1	1
321	в создании	1	1
322	подходить к	1	1
323	заключается не	1	1
324	самом деле	7	1
325	важно отметить	1	1
326	но тогда	1	1
327	исключительно только	1	1
328	но как	1	1
329	а только	1	1
330	нельзя понимать	1	1
331	к богу	7	1
332	если в	6	1
333	что так	1	1
334	не просто	2	1
335	нет и	1	1
336	его учение	1	1
337	что они	3	1
338	и небольшой	1	1
339	во что	3	1
340	природы и	1	1
341	церкви которая	1	1
342	в среду	1	1
343	когда он	1	1
344	целый ряд	2	1
345	что по	1	1
346	по пути	1	1
347	ибо ни	1	1
348	этой цели	1	1
349	за границей	1	1
350	к чему	2	1
351	как понятие	1	1
352	себя к	1	1
353	выражение в	1	1
354	что ничего	2	1
355	в действительном	1	1
356	соединения церквей	9	1
357	авторитетом и	1	1
358	тому же	1	1
359	если он	1	1
360	теми же	1	1
361	главным образом	3	1
362	чтобы он	1	1
363	однако при	1	1
364	одному из	2	1
365	они в	1	1
366	на том	3	1
367	в тот	1	1
368	к одному	1	1
369	не к	2	1
370	тоже нет	1	1
371	после этой	1	1
372	никому не	1	1
373	базируются на	1	1
374	его можно	1	1
375	так например	1	1
376	это конечно	1	1
377	то ни	4	1
378	что все	3	1
379	свое учение	2	1
380	об этой	1	1
381	и никакого	1	1
382	а по	1	1
383	лишь в	3	1
384	всех народов	2	1
385	его личности	1	1
386	он есть	1	1
387	ведь в	2	1
388	остановиться на	1	1
389	в жизни	1	1
390	для них	3	1
391	из нее	1	1
392	все равно	1	1
393	в общей	1	1
394	на основании	2	1
395	как видно	1	1
396	со своими	1	1
397	друга в	1	1
398	такой же	1	1
399	и того	1	1
400	не так	2	1
401	во время	2	1
402	но если	3	1
403	от своего	1	1
404	будет в	2	1
405	а главное	1	1
406	в такой	1	1
407	и без	1	1
408	просто в	1	1
409	духу и	1	1
410	место в	2	1
411	оказывается что	1	1
412	может сделать	1	1
413	нельзя было	1	1
414	народов а	1	1
415	если бы	6	1
416	для россии	2	1
417	для нее	2	1
418	и технического	1	1
419	шла о	1	1
420	к такой	1	1
421	или что	1	1
422	что с	2	1
423	самого начала	1	1
424	что такое	2	1
425	и сама	1	1
426	на него	1	1
427	чтобы стать	1	1
428	но только	1	1
429	не могло	1	1
430	может только	3	1
431	только не	1	1
432	западной цивилизации	1	1
433	следовательно и	2	1
434	самого предмета	1	1
435	и всегда	1	1
436	вся его	1	1
437	это то	1	1
438	в самой	1	1
439	что наша	1	1
440	и весь	1	1
441	этих последних	1	1
442	и является	2	1
443	во всем	4	1
444	и часть	1	1
445	свидетельствуют о	1	1
446	этом надо	1	1
447	в сознании	3	1
448	здесь же	1	1
449	которую можно	1	1
450	было не	1	1
451	только с	2	1
452	и искренне	1	1
453	две совершенно	1	1
454	если только	2	1
455	свое собственное	2	1
456	если у	1	1
457	в порядке	2	1
458	соединение церквей	12	1
459	должны быть	1	1
460	над своим	1	1
461	отказаться от	4	1
462	от которой	1	1
463	россию и	2	1
464	оно может	1	1
465	и ярким	1	1
466	нас от	1	1
467	у себя	1	1
468	не будет	7	1
469	и многие	1	1
470	прежнее время	1	1
471	только при	1	1
472	совершенно ясно	1	1
473	никто из	1	1
474	ни стало	3	1
475	в собственном	1	1
476	если о	1	1
477	только то	1	1
478	в себя	1	1
479	но мы	3	1
480	с самого	1	1
481	от того	4	1
482	верит в	1	1
483	богу а	1	1
484	стремиться к	2	1
485	за то	2	1
486	ясно что	2	1
487	жизнь а	1	1
488	больше в	1	1
489	с самим	2	1
490	столько же	1	1
491	еще не	3	1
492	отчасти в	1	1
493	ничего подобного	1	1
494	быть может	1	1
495	собой и	3	1
496	отрицать что	1	1
497	для этого	3	1
498	что весьма	1	1
499	насколько это	1	1
500	православной церкви	1	1
501	и начало	1	1
502	сводится к	3	1
503	и деятельности	2	1
504	и должно	2	1
505	может не	3	1
506	работа эта	1	1
507	язык и	1	1
508	сам а	1	1
509	влияние на	1	1
510	в вопросах	3	1
511	вне всякой	2	1
512	до известной	1	1
513	вопросу о	3	1
514	и хочет	1	1
515	может остановиться	1	1
516	в глазах	2	1
517	этот последний	1	1
518	католической и	1	1
519	что бы	3	1
520	представления о	1	1
521	в лице	1	1
522	что только	2	1
523	этот вопрос	2	1
524	мы прежде	1	1
525	неудивительно что	1	1
526	представить как	1	1
527	и тем	2	1
528	по этому	2	1
529	в качестве	3	1
530	же он	1	1
531	к которой	6	1
532	церковь которая	2	1
533	человека с	1	1
534	при внимательном	1	1
535	для всех	6	1
536	с нею	3	1
537	если мы	1	1
538	только на	2	1
539	и теоретическая	1	1
540	в прежнее	1	1
541	хотя в	1	1
542	же у	1	1
543	может спасти	1	1
544	или даже	1	1
545	в данной	1	1
546	и других	1	1
547	из них	3	1
548	и этот	3	1
549	расхождений между	1	1
550	несомненно в	1	1
551	и их	1	1
552	речь шла	2	1
553	точка зрения	1	1
554	в прошлом	1	1
555	но которая	1	1
556	к ним	1	1
557	которое является	1	1
558	тем что	3	1
559	этом отношении	1	1
560	россию на	1	1
561	это будет	1	1
562	чему не	1	1
563	в подобном	1	1
564	даже не	2	1
565	о своей	1	1
566	до сих	5	1
567	на ее	1	1
568	эта работа	2	1
569	тот кто	1	1
570	говорить и	1	1
571	оно будет	1	1
572	ли может	1	1
573	виде и	1	1
574	то и	1	1
575	и стал	1	1
576	вот в	1	1
577	европы но	1	1
578	а на	1	1
579	здесь дело	1	1
580	которых мы	1	1
581	ничем не	1	1
582	человеческой жизни	1	1
583	и следовало	1	1
584	цель но	1	1
585	понятие о	1	1
586	этот принцип	1	1
587	всякому человеку	1	1
588	время она	1	1
589	ни на	1	1
590	бог есть	1	1
591	что во	1	1
592	они стремятся	1	1
593	многих случаях	1	1
594	такой обстановке	1	1
595	чем то	1	1
596	в постоянном	1	1
597	не могут	4	1
598	есть только	1	1
599	перед нами	1	1
600	не удалось	1	1
601	то чем	1	1
602	это есть	2	1
603	содержат в	1	1
604	из отдельных	1	1
605	национальная культура	5	1
606	этом случае	3	1
607	является для	1	1
608	сих пор	5	1
609	россии уже	1	1
610	характера в	1	1
611	но для	2	1
612	за ним	1	1
613	самое большее	1	1
614	сознании и	1	1
615	и надо	1	1
616	любовь к	2	1
617	известной степени	1	1
618	которых он	1	1
619	являются не	1	1
620	по образцу	1	1
621	и человек	2	1
622	по возможности	1	1
623	чтобы понять	2	1
624	в другое	4	1
625	время и	1	1
626	от него	2	1
627	реальную действительность	1	1
628	что значит	1	1
629	с определенным	1	1
630	которой они	1	1
631	ни к	7	1
632	можно спорить	1	1
633	бы на	1	1
634	личности и	1	1
635	отношении к	2	1
636	от всякого	1	1
637	быть и	2	1
638	была бы	1	1
639	но когда	1	1
640	любви к	2	1
641	ее в	2	1
642	воле божией	2	1
643	с общим	1	1
644	том числе	1	1
645	они не	1	1
