N	2gram	Vygotskiy__2	Sovremen
174	с ее	2	1
175	три направления	1	1
176	на другой	1	1
177	на самом	3	1
178	шаг за	1	1
179	это и	1	1
180	возникновения и	3	1
181	но тем	1	1
182	для науки	1	1
183	здесь и	3	1
184	отношению к	5	1
185	по преимуществу	1	1
186	и до	3	1
187	бы к	3	1
188	не имеют	1	1
189	от всяких	1	1
190	по аналогии	1	1
191	можно было	5	1
192	мы уже	6	1
193	те же	3	1
194	из всех	2	1
195	есть не	1	1
196	в споре	2	1
197	мы имеем	3	1
198	и само	2	1
199	машин и	1	1
200	же как	2	1
201	развития для	1	1
202	когда в	2	1
203	это что	1	1
204	развития что	1	1
205	что уже	1	1
206	совершенно так	1	1
207	поэтому в	1	1
208	если бы	8	1
209	не опирается	1	1
210	и вообще	2	1
211	его условий	1	1
212	оно вообще	1	1
213	значительно позже	1	1
214	эта функция	2	1
215	видим не	1	1
216	и должно	1	1
217	или как	2	1
218	того же	3	1
219	о том	9	1
220	процесс развития	3	1
221	в ней	1	1
222	им явлений	1	1
223	определенным образом	1	1
224	развития с	2	1
225	не соответствует	1	1
226	одного из	1	1
227	развитии в	1	1
228	которую можно	2	1
229	об объяснении	1	1
230	утверждает что	3	1
231	аналогии с	1	1
232	он сам	3	1
233	его работы	1	1
234	подвести итоги	1	1
235	и методологической	1	1
236	бы то	1	1
237	что его	4	1
238	его в	1	1
239	с его	4	1
240	во всех	2	1
241	как нет	1	1
242	данном случае	3	1
243	но не	3	1
244	к этому	4	1
245	которых в	1	1
246	мы будем	3	1
247	но как	1	1
248	и основное	3	1
249	точка зрения	3	1
250	друг на	1	1
251	при исследовании	1	1
252	в конечном	4	1
253	конечном счете	4	1
254	по отношению	6	1
255	а потому	1	1
256	ним и	1	1
257	во всей	5	1
258	вообще и	1	1
259	один и	1	1
260	которая и	1	1
261	развития из	1	1
262	мы снова	1	1
263	все время	3	1
264	чем же	1	1
265	идет о	3	1
266	независимо от	4	1
267	опирается на	1	1
268	стороны и	2	1
269	к которому	6	1
270	к нему	1	1
271	более и	1	1
272	мы получили	1	1
273	известном смысле	1	1
274	один из	1	1
275	процессе развития	7	1
276	одной из	3	1
277	этого можно	1	1
278	развития все	1	1
279	увидим что	2	1
280	только в	4	1
281	значение этих	1	1
282	начала мы	1	1
283	положение в	1	1
284	при каких	2	1
285	роль играет	1	1
286	за собой	2	1
287	правда и	1	1
288	то он	2	1
289	та же	1	1
290	эти эксперименты	2	1
291	образом один	1	1
292	но ведь	2	1
293	в известном	2	1
294	нами в	1	1
295	явлений и	1	1
296	и тот	1	1
297	этот вопрос	5	1
298	конечно не	1	1
299	только на	1	1
300	ни одного	1	1
301	в начале	4	1
302	и если	1	1
303	и чисто	1	1
304	научного знания	1	1
305	термин этот	1	1
306	по самому	1	1
307	что задача	1	1
308	в данной	1	1
309	он не	7	1
310	этот раз	1	1
311	и еще	1	1
312	и их	5	1
313	эксперименты и	2	1
314	дела не	1	1
315	такое объяснение	3	1
316	по существу	5	1
317	сами по	1	1
318	вовсе не	6	1
319	для них	1	1
320	как его	1	1
321	но что	2	1
322	случае не	2	1
323	сказать еще	1	1
324	в основу	1	1
325	не хотим	2	1
326	в экспериментах	1	1
327	по его	1	1
328	в очень	1	1
329	и только	3	1
330	а затем	1	1
331	факт что	1	1
332	можем противопоставить	1	1
333	и может	1	1
334	в совершенно	4	1
335	в другом	2	1
336	том случае	1	1
337	одной стороны	7	1
338	и речи	13	1
339	чем в	2	1
340	этого объяснения	1	1
341	объективная действительность	1	1
342	и т.п	7	1
343	развития на	2	1
344	до сих	1	1
345	с другой	6	1
346	как у	2	1
347	именно в	2	1
348	здесь в	1	1
349	этом смысле	2	1
350	мы постараемся	1	1
351	должен был	1	1
352	такое же	1	1
353	на которые	1	1
354	в природе	1	1
355	его с	2	1
356	ведь если	1	1
357	метафизическая концепция	1	1
358	в ином	2	1
359	только к	1	1
360	ни в	2	1
361	развития той	1	1
362	признать за	1	1
363	позволяет ему	1	1
364	нет в	1	1
365	окружающих его	1	1
366	рядом с	1	1
367	хотим сказать	1	1
368	все равно	2	1
369	и составляет	2	1
370	на которых	2	1
371	и вся	1	1
372	на друга	1	1
373	несмотря на	4	1
374	познания человека	1	1
375	бы ее	1	1
376	на эту	2	1
377	для их	1	1
378	должно быть	2	1
379	обратимся к	1	1
380	аналогии в	1	1
381	первое и	1	1
382	находиться в	2	1
383	в связи	6	1
384	том что	27	1
385	ином направлении	1	1
386	в эту	4	1
387	нет никаких	2	1
388	все более	1	1
389	но если	2	1
390	том как	1	1
391	и при	1	1
392	своему существу	1	1
393	далее что	1	1
394	чрезвычайно плохо	1	1
395	сказать так	1	1
396	таким же	3	1
397	так же	4	1
398	и особенно	3	1
399	в такой	2	1
400	мы говорим	1	1
401	тот факт	1	1
402	она в	1	1
403	его мнению	1	1
404	что вся	1	1
405	заложена в	1	1
406	но никогда	2	1
407	в первый	2	1
408	представление о	5	1
409	то его	1	1
410	от его	4	1
411	в данном	3	1
412	природы но	1	1
413	для объяснения	1	1
414	в течение	2	1
415	и той	2	1
416	совершенно достаточно	1	1
417	но эта	3	1
418	которые в	1	1
419	наконец мы	1	1
420	и более	2	1
421	так называемое	1	1
422	там где	6	1
423	человек с	2	1
424	жизни в	1	1
425	этом ее	2	1
426	зрения и	1	1
427	по себе	7	1
428	в своем	9	1
429	дело идет	1	1
430	она по	1	1
431	как например	2	1
432	за шагом	1	1
433	сих пор	1	1
434	штерн и	1	1
435	с ним	3	1
436	из опытов	1	1
437	и развития	2	1
438	поэтому что	4	1
439	что эта	6	1
440	она не	1	1
441	что с	5	1
442	и тогда	2	1
443	но для	2	1
444	в обоих	1	1
445	свое время	1	1
446	которых он	3	1
447	мысли в	1	1
448	не имеет	4	1
449	это последнее	1	1
450	дело в	1	1
451	в процессе	11	1
452	мы вправе	1	1
453	не является	9	1
454	условий в	2	1
455	формы с	1	1
456	с и	4	1
457	уже на	1	1
458	всегда будет	1	1
459	и от	1	1
460	не составляют	1	1
461	только не	1	1
462	вытекает из	3	1
463	никогда не	8	1
464	или в	3	1
465	можно довольно	1	1
466	это как	1	1
467	на язык	2	1
468	эта сторона	1	1
469	с при	1	1
470	только и	1	1
471	в отдельных	2	1
472	только из	1	1
473	или другой	1	1
474	не представляет	2	1
475	никакого принципиального	1	1
476	или нет	1	1
477	процессы развития	1	1
478	основное направление	1	1
479	самому своему	1	1
480	же этот	1	1
481	силы в	1	1
482	и его	4	1
483	как всякая	1	1
484	с новой	1	1
485	связи с	9	1
486	ни было	1	1
487	изменять их	1	1
488	но это	1	1
489	на которой	2	1
490	их по	1	1
491	и из	2	1
492	между ними	1	1
493	формы или	1	1
494	не знает	1	1
495	сказать что	6	1
496	функций и	1	1
497	в живой	1	1
498	и для	2	1
499	но можно	1	1
500	если у	1	1
501	методологическую сторону	1	1
502	стадии своего	2	1
503	развития и	3	1
504	видели далее	1	1
505	приспособления к	7	1
506	в свое	1	1
507	самое что	2	1
508	мы по	1	1
509	в заключение	3	1
510	совершенно бесспорный	1	1
511	той или	2	1
512	в своих	1	1
513	раз совершенно	1	1
514	и эта	2	1
515	и свою	1	1
516	свою задачу	1	1
517	два основных	1	1
518	на это	1	1
519	опыта и	1	1
520	все что	5	1
521	они не	3	1
522	на второй	1	1
523	ничего общего	1	1
