N	2gram	Berdyaev_N_1	Psycholo
301	этим будет	1	1
302	за пределы	3	1
303	что этот	1	1
304	и на	2	1
305	общества в	1	1
306	которые могут	1	1
307	но если	1	1
308	в социальной	1	1
309	не хотел	1	1
310	к созданию	2	1
311	нас к	1	1
312	зачем же	1	1
313	века но	2	1
314	понять что	1	1
315	в статье	1	1
316	от истины	1	1
317	будет принадлежать	1	1
318	они будут	1	1
319	связана с	2	1
320	начинается в	1	1
321	нельзя указать	1	1
322	мы должны	1	1
323	связаны с	2	1
324	своего рода	1	1
325	действовать и	2	1
326	свободно и	1	1
327	перейти к	3	1
328	бы сказать	1	1
329	есть прежде	1	1
330	не должна	1	1
331	во все	1	1
332	процессы которые	1	1
333	не останется	1	1
334	должно быть	4	1
335	же и	1	1
336	центр тяжести	2	1
337	оба они	1	1
338	когда само	1	1
339	и правды	1	1
340	осознавать себя	1	1
341	к тем	1	1
342	к содержанию	2	1
343	познания к	1	1
344	формы к	1	1
345	еще глубже	1	1
346	характер и	1	1
347	еще то	1	1
348	то это	1	1
349	отдельных людей	3	1
350	в эпоху	9	1
351	с их	2	1
352	не могли	2	1
353	вот почему	2	1
354	и творчества	2	1
355	а во-вторых	1	1
356	по своему	4	1
357	сам собой	1	1
358	как ни	1	1
359	служить только	1	1
360	в более	1	1
361	по преимуществу	1	1
362	а к	1	1
363	от этой	1	1
364	в одну	2	1
365	будет с	2	1
366	но я	2	1
367	в мире	3	1
368	он есть	1	1
369	тайны жизни	1	1
370	эпохе по	1	1
371	я хочу	1	1
372	не могу	1	1
373	в это	1	1
374	то они	1	1
375	трудно будет	2	1
376	и еще	1	1
377	с его	6	1
378	ведь и	2	1
379	том числе	1	1
380	я не	2	1
381	и такое	1	1
382	того и	1	1
383	оказывается совершенно	1	1
384	гораздо больше	1	1
385	та или	1	1
386	мы всегда	1	1
387	и нет	1	1
388	это время	1	1
389	в духе	3	1
390	а также	1	1
391	из ее	2	1
392	в ней	5	1
393	и техники	1	1
394	бытия и	1	1
395	должен быть	5	1
396	становится все	1	1
397	и пр	3	1
398	которую она	2	1
399	или к	1	1
400	своей природе	1	1
401	оно может	1	1
402	смысле и	1	1
403	я уже	2	1
404	конечно не	3	1
405	вступить в	1	1
406	на нее	1	1
407	все еще	1	1
408	отнести к	1	1
409	его формальной	1	1
410	и заключается	2	1
411	который я	1	1
412	человека в	1	1
413	быть может	4	1
414	делают совершенно	1	1
415	к более	2	1
416	понимают и	1	1
417	все в	1	1
418	совершается в	1	1
419	к одному	1	1
420	и более	1	1
421	показал что	1	1
422	жизни мы	1	1
423	но для	2	1
424	в свою	1	1
425	самый процесс	2	1
